’’	''	ἀεί	a)ei/	d--------
ἀσεβείας	a)sebei/as	ἀσέβεια	a)se/beia	n-s---fg-
ἀσθενείας	a)sqenei/as	ἀσθένεια	a)sqe/neia	n-p---fa-
ἀσθενείας	a)sqenei/as	ἀσθένεια	a)sqe/neia	n-s---fg-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-p---nn-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-p---nv-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-p---na-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-d---mn-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-d---mv-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-d---ma-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-d---fn-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-d---fv-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-d---fa-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-d---nn-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-d---nv-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-d---na-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-s---ma-
ἀσθενῆ	a)sqenh=	ἀσθενής	a)sqenh/s	n-s---fa-
ἀσπίδα	a)spi/da	ἀσπίς	a)spi/s	n-s---fa-
ἀσπίδι	a)spi/di	ἀσπίς	a)spi/s	n-s---fd-
ἀστράπτειν	a)stra/ptein	ἀστράπτω	a)stra/ptw	v--pna---
ἀσυμμέτρου	a)summe/trou	ἀσύμμετρος	a)su/mmetros	n-s---mg-
ἀσυμμέτρου	a)summe/trou	ἀσύμμετρος	a)su/mmetros	n-s---fg-
ἀσυμμέτρου	a)summe/trou	ἀσύμμετρος	a)su/mmetros	n-s---ng-
ἀσφαλείας	a)sfalei/as	ἀσφάλεια	a)sfa/leia	n-p---fa-
ἀσφαλείας	a)sfalei/as	ἀσφάλεια	a)sfa/leia	n-s---fg-
ἀσφαλές	a)sfale/s	ἀσφαλής	a)sfalh/s	n-s---mv-
ἀσφαλές	a)sfale/s	ἀσφαλής	a)sfalh/s	n-s---fv-
ἀσφαλές	a)sfale/s	ἀσφαλής	a)sfalh/s	n-s---nn-
ἀσφαλές	a)sfale/s	ἀσφαλής	a)sfalh/s	n-s---nv-
ἀσφαλές	a)sfale/s	ἀσφαλής	a)sfalh/s	n-s---na-
ἀσφαλής	a)sfalh/s	ἀσφαλής	a)sfalh/s	n-s---mn-
ἀσφαλής	a)sfalh/s	ἀσφαλής	a)sfalh/s	n-s---fn-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-p---nn-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-p---nv-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-p---na-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---mn-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---mv-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---ma-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---fn-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---fv-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---fa-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---nn-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---nv-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---na-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-s---ma-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-s---fa-
ἀσφάλειαν	a)sfa/leian	ἀσφάλεια	a)sfa/leia	n-s---fa-
ἀσχολουμένου	a)sxoloume/nou	ἀσχολέω	a)sxole/w	v-sppemg-
ἀσχολουμένου	a)sxoloume/nou	ἀσχολέω	a)sxole/w	v-sppeng-
ἀσχολουμένῳ	a)sxoloume/nw|	ἀσχολέω	a)sxole/w	v-sppemd-
ἀσχολουμένῳ	a)sxoloume/nw|	ἀσχολέω	a)sxole/w	v-sppend-
ἀσχάλλοντας	a)sxa/llontas	ἀσχάλλω	a)sxa/llw	v-pppama-
ἀσάλευτον	a)sa/leuton	ἀσάλευτος	a)sa/leutos	n-s---ma-
ἀσάλευτον	a)sa/leuton	ἀσάλευτος	a)sa/leutos	n-s---fa-
ἀσάλευτον	a)sa/leuton	ἀσάλευτος	a)sa/leutos	n-s---nn-
ἀσάλευτον	a)sa/leuton	ἀσάλευτος	a)sa/leutos	n-s---nv-
ἀσάλευτον	a)sa/leuton	ἀσάλευτος	a)sa/leutos	n-s---na-
ἀσέβημα	a)se/bhma	ἀσέβημα	a)se/bhma	n-s---nn-
ἀσέβημα	a)se/bhma	ἀσέβημα	a)se/bhma	n-s---nv-
ἀσέβημα	a)se/bhma	ἀσέβημα	a)se/bhma	n-s---na-
ἀσέλγειαν	a)se/lgeian	ἀσέλγεια	a)se/lgeia	n-s---fa-
ἀσύμμετρον	a)su/mmetron	ἀσύμμετρος	a)su/mmetros	n-s---ma-
ἀσύμμετρον	a)su/mmetron	ἀσύμμετρος	a)su/mmetros	n-s---fa-
ἀσύμμετρον	a)su/mmetron	ἀσύμμετρος	a)su/mmetros	n-s---nn-
ἀσύμμετρον	a)su/mmetron	ἀσύμμετρος	a)su/mmetros	n-s---nv-
ἀσύμμετρον	a)su/mmetron	ἀσύμμετρος	a)su/mmetros	n-s---na-
ἀσύντακτον	a)su/ntakton	ἀσύντακτος	a)su/ntaktos	n-s---ma-
ἀσύντακτον	a)su/ntakton	ἀσύντακτος	a)su/ntaktos	n-s---fa-
ἀσύντακτον	a)su/ntakton	ἀσύντακτος	a)su/ntaktos	n-s---nn-
ἀσύντακτον	a)su/ntakton	ἀσύντακτος	a)su/ntaktos	n-s---nv-
ἀσύντακτον	a)su/ntakton	ἀσύντακτος	a)su/ntaktos	n-s---na-
ἀτεχνῶς	a)texnw=s	ἄτεχνος	a)/texnos	x--------
ἀτεχνῶς	a)texnw=s	ἀτεχνής	a)texnh/s	x--------
ἀτεχνῶς	a)texnw=s	ἀτεχνῶς	a)texnw=s	d--------
ἀτρέμα	a)tre/ma	ἀτρέμας	a)tre/mas	d--------
ἀτέλειαν	a)te/leian	ἀτέλεια	a)te/leia	n-s---fa-
ἀφαιρεθῆναι	a)faireqh=nai	ἀφαιρέω	a)faire/w	v--anp---
ἀφαιρῶν	a)fairw=n	ἀφαιρέω	a)faire/w	v-sppamn-
ἀφαιρῶν	a)fairw=n	ἀφαιρέω	a)faire/w	v-sppamn-
ἀφειδήσας	a)feidh/sas	ἀφειδέω	a)feide/w	v-sapamn-
ἀφειδήσας	a)feidh/sas	ἀφειδέω	a)feide/w	v-sapamv-
ἀφεικότων	a)feiko/twn	ἀφίημι	a)fi/hmi	v-prpamg-
ἀφεικότων	a)feiko/twn	ἀφίημι	a)fi/hmi	v-prpang-
ἀφελεῖν	a)felei=n	ἀφαιρέω	a)faire/w	v--ana---
ἀφελεῖν	a)felei=n	ἀφαιρέω	a)faire/w	v--fna---
ἀφελέσθαι	a)fele/sqai	ἀφαιρέω	a)faire/w	v--anm---
ἀφεστῶτας	a)festw=tas	ἀφεστήξω	a)festh/cw	v-prpama-
ἀφείς	a)fei/s	ἀφίημι	a)fi/hmi	v-sapamn-
ἀφείς	a)fei/s	ἀφίημι	a)fi/hmi	v-sapamv-
ἀφεῖλε	a)fei=le	ἀφαιρέω	a)faire/w	v3saia---
ἀφεῖλε	a)fei=le	ἀφαιρέω	a)faire/w	v3saia---
ἀφθόνοις	a)fqo/nois	ἄφθονος	a)/fqonos	n-p---md-
ἀφθόνοις	a)fqo/nois	ἄφθονος	a)/fqonos	n-p---fd-
ἀφθόνοις	a)fqo/nois	ἄφθονος	a)/fqonos	n-p---nd-
ἀφιγμένης	a)figme/nhs	ἀφίζω	a)fi/zw	v-srpefg-
ἀφιγμένης	a)figme/nhs	ἀφικνέομαι	a)fikne/omai	v-srpefg-
ἀφορμάς	a)forma/s	ἀφορμή	a)formh/	n-p---fa-
ἀφοσιούμενος	a)fosiou/menos	ἀφοσιόω	a)fosio/w	v-sppemn-
ἀφοσιούμενος	a)fosiou/menos	ἀφοσιόω	a)fosio/w	v-sppemn-
ἀφίκοντο	a)fi/konto	ἀφικνέομαι	a)fikne/omai	v3paim---
ἀφίκοντο	a)fi/konto	ἀφικνέομαι	a)fikne/omai	v3paim---
ἀφίξεσθαι	a)fi/cesqai	ἀφίζω	a)fi/zw	v--fnm---
ἀφίξεσθαι	a)fi/cesqai	ἀφικνέομαι	a)fikne/omai	v--fnm---
ἀφ’	a)f'	ἀπό	a)po/	r--------
ἀφ’	a)f'	ἀπό	a)po/	r--------
ἀχρήστοις	a)xrh/stois	ἄχρηστος	a)/xrhstos	n-p---md-
ἀχρήστοις	a)xrh/stois	ἄχρηστος	a)/xrhstos	n-p---fd-
ἀχρήστοις	a)xrh/stois	ἄχρηστος	a)/xrhstos	n-p---nd-
ἀίδιος	a)i/dios	ἀίδιος	a)i/dios	a-s---mn-
ἀίδιος	a)i/dios	ἀίδιος	a)i/dios	n-s---mn-
ἀίδιος	a)i/dios	ἀίδιος	a)i/dios	n-s---fn-
ἁλουργῶν	a(lourgw=n	ἁλουργής	a(lourgh/s	n-p---mg-
ἁλουργῶν	a(lourgw=n	ἁλουργής	a(lourgh/s	n-p---fg-
ἁλουργῶν	a(lourgw=n	ἁλουργής	a(lourgh/s	n-p---ng-
ἁλουργῶν	a(lourgw=n	ἁλουργής	a(lourgh/s	n-p---mg-
ἁλουργῶν	a(lourgw=n	ἁλουργής	a(lourgh/s	n-p---fg-
ἁλουργῶν	a(lourgw=n	ἁλουργής	a(lourgh/s	n-p---ng-
ἁλουργῶν	a(lourgw=n	ἁλουργός	a(lourgo/s	n-p---mg-
ἁλουργῶν	a(lourgw=n	ἁλουργός	a(lourgo/s	n-p---fg-
ἁλουργῶν	a(lourgw=n	ἁλουργός	a(lourgo/s	n-p---ng-
ἁλούς	a(lou/s	ἁλίσκομαι	a(li/skomai	v-sapamn-
ἁλούς	a(lou/s	ἁλίσκομαι	a(li/skomai	v-sapamv-
ἁλωσομένην	a(lwsome/nhn	ἁλίσκομαι	a(li/skomai	v-sfpmfa-
ἁλίσκονται	a(li/skontai	ἁλίσκομαι	a(li/skomai	v3ppie---
ἁλόντες	a(lo/ntes	ἁλίσκομαι	a(li/skomai	v-papamn-
ἁλόντες	a(lo/ntes	ἁλίσκομαι	a(li/skomai	v-papamv-
ἁμαξοπηγοί	a(macophgoi/	ἁμαξοπηγός	a(macophgo/s	n-p---mn-
ἁμαξοπηγοί	a(macophgoi/	ἁμαξοπηγός	a(macophgo/s	n-p---mv-
ἁμαρτεῖν	a(martei=n	ἁμαρτάνω	a(marta/nw	v--ana---
ἁμαρτεῖν	a(martei=n	ἁμαρτέω	a(marte/w	v--pna---
ἁμαρτήσεται	a(marth/setai	ἁμαρτάνω	a(marta/nw	v3sasm---
ἁμαρτήσεται	a(marth/setai	ἁμαρτάνω	a(marta/nw	v3sfim---
ἁμαρτήσεται	a(marth/setai	ἁμαρτέω	a(marte/w	v3sasm---
ἁμαρτήσεται	a(marth/setai	ἁμαρτέω	a(marte/w	v3sfim---
ἁμαρτήσεται	a(marth/setai	ἁμαρτέω	a(marte/w	v3stie---
ἁμιλλωμένων	a(millwme/nwn	ἁμιλλάομαι	a(milla/omai	v-pppefg-
ἁμιλλωμένων	a(millwme/nwn	ἁμιλλάομαι	a(milla/omai	v-pppemg-
ἁμιλλωμένων	a(millwme/nwn	ἁμιλλάομαι	a(milla/omai	v-pppeng-
ἁμῶς	a(mw=s	ἁμόσ1	a(mo/s1	x--------
ἁμῶς	a(mw=s	ἁμόσ2	a(mo/s2	d--------
ἁμῶς	a(mw=s	ἀμῶς	a)mw=s	d--------
ἁπτόμενος	a(pto/menos	ἅπτω	a(/ptw	v-sppemn-
ἁπάντων	a(pa/ntwn	ἅπας	a(/pas	a-p---mg-
ἁπάντων	a(pa/ntwn	ἅπας	a(/pas	a-p---ng-
ἁρμονίας	a(rmoni/as	ἁρμονία	a(rmoni/a	n-p---fa-
ἁρμονίας	a(rmoni/as	ἁρμονία	a(rmoni/a	n-s---fg-
ἁρμόζοντα	a(rmo/zonta	ἁρμόζω	a(rmo/zw	v-pppann-
ἁρμόζοντα	a(rmo/zonta	ἁρμόζω	a(rmo/zw	v-pppanv-
ἁρμόζοντα	a(rmo/zonta	ἁρμόζω	a(rmo/zw	v-pppana-
ἁρμόζοντα	a(rmo/zonta	ἁρμόζω	a(rmo/zw	v-sppama-
ἁφῆς	a(fh=s	ἁφάω	a(fa/w	v2spia---
ἁφῆς	a(fh=s	ἁφή	a(fh/	n-s---fg-
ἄγαλμα	a)/galma	ἄγαλμα	a)/galma	n-s---nn-
ἄγαλμα	a)/galma	ἄγαλμα	a)/galma	n-s---nv-
ἄγαλμα	a)/galma	ἄγαλμα	a)/galma	n-s---na-
ἄγεσθαι	a)/gesqai	ἄγω	a)/gw	v--pne---
ἄγοντος	a)/gontos	ἄγω	a)/gw	v-sppamg-
ἄγοντος	a)/gontos	ἄγω	a)/gw	v-sppang-
ἄγος	a)/gos	ἄγος	a)/gos	n-s---nn-
ἄγος	a)/gos	ἄγος	a)/gos	n-s---nv-
ἄγος	a)/gos	ἄγος	a)/gos	n-s---na-
ἄγωσιν	a)/gwsin	ἄγω	a)/gw	v3ppsa---
ἄδειαν	a)/deian	ἄδεια	a)/deia	n-s---fa-
ἄδηλον	a)/dhlon	ἄδηλος	a)/dhlos	n-s---ma-
ἄδηλον	a)/dhlon	ἄδηλος	a)/dhlos	n-s---fa-
ἄδηλον	a)/dhlon	ἄδηλος	a)/dhlos	n-s---nn-
ἄδηλον	a)/dhlon	ἄδηλος	a)/dhlos	n-s---nv-
ἄδηλον	a)/dhlon	ἄδηλος	a)/dhlos	n-s---na-
ἄδικος	a)/dikos	ἄδικος	a)/dikos	n-s---mn-
ἄδικος	a)/dikos	ἄδικος	a)/dikos	n-s---fn-
ἄθικτον	a)/qikton	ἄθικτος	a)/qiktos	n-s---ma-
ἄθικτον	a)/qikton	ἄθικτος	a)/qiktos	n-s---fa-
ἄθικτον	a)/qikton	ἄθικτος	a)/qiktos	n-s---nn-
ἄθικτον	a)/qikton	ἄθικτος	a)/qiktos	n-s---nv-
ἄθικτον	a)/qikton	ἄθικτος	a)/qiktos	n-s---na-
ἄθρυπτος	a)/qruptos	ἄθρυπτος	a)/qruptos	n-s---mn-
ἄθρυπτος	a)/qruptos	ἄθρυπτος	a)/qruptos	n-s---fn-
ἄκοντος	a)/kontos	ἄκων	a)/kwn	n-s---mg-
ἄκοντος	a)/kontos	ἀέκων	a)e/kwn	a-s---mg-
ἄκοντος	a)/kontos	ἀέκων	a)e/kwn	a-s---ng-
ἄκρατον	a)/kraton	ἄκρατος	a)/kratos	n-s---ma-
ἄκρατον	a)/kraton	ἄκρατος	a)/kratos	n-s---fa-
ἄκρατον	a)/kraton	ἄκρατος	a)/kratos	n-s---nn-
ἄκρατον	a)/kraton	ἄκρατος	a)/kratos	n-s---nv-
ἄκρατον	a)/kraton	ἄκρατος	a)/kratos	n-s---na-
ἄκρος	a)/kros	ἄκρος	a)/kros	a-s---mn-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-p---nn-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-p---nv-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-p---na-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-d---fn-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-d---fv-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-d---fa-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-s---fn-
ἄλλα	a)/lla	ἄλλος	a)/llos	n-s---fv-
ἄλλαι	a)/llai	ἄλλος	a)/llos	n-p---fn-
ἄλλαι	a)/llai	ἄλλος	a)/llos	n-p---fv-
ἄλλαι	a)/llai	ἄλλος	a)/llos	n-s---fd-
ἄλλαις	a)/llais	ἄλλος	a)/llos	n-p---fd-
ἄλλας	a)/llas	ἄλλος	a)/llos	n-p---fa-
ἄλλας	a)/llas	ἄλλος	a)/llos	n-s---fg-
ἄλλης	a)/llhs	ἄλλος	a)/llos	n-s---fg-
ἄλλο	a)/llo	ἄλλος	a)/llos	n-s---nn-
ἄλλο	a)/llo	ἄλλος	a)/llos	n-s---nv-
ἄλλο	a)/llo	ἄλλος	a)/llos	n-s---na-
ἄλλοι	a)/lloi	ἄλλος	a)/llos	n-p---mn-
ἄλλοι	a)/lloi	ἄλλος	a)/llos	n-p---mv-
ἄλλοις	a)/llois	ἄλλος	a)/llos	n-p---nd-
ἄλλοις	a)/llois	ἄλλος	a)/llos	n-p---md-
ἄλλον	a)/llon	ἄλλος	a)/llos	n-s---ma-
ἄλλους	a)/llous	ἄλλος	a)/llos	n-p---ma-
ἄλλων	a)/llwn	ἄλλος	a)/llos	n-p---ng-
ἄλλων	a)/llwn	ἄλλος	a)/llos	n-p---fg-
ἄλλων	a)/llwn	ἄλλος	a)/llos	n-p---mg-
ἄμεμπτον	a)/mempton	ἄμεμπτος	a)/memptos	n-s---ma-
ἄμεμπτον	a)/mempton	ἄμεμπτος	a)/memptos	n-s---fa-
ἄμεμπτον	a)/mempton	ἄμεμπτος	a)/memptos	n-s---nn-
ἄμεμπτον	a)/mempton	ἄμεμπτος	a)/memptos	n-s---nv-
ἄμεμπτον	a)/mempton	ἄμεμπτος	a)/memptos	n-s---na-
ἄμοιρον	a)/moiron	ἄμοιρος	a)/moiros	n-s---ma-
ἄμοιρον	a)/moiron	ἄμοιρος	a)/moiros	n-s---fa-
ἄμοιρον	a)/moiron	ἄμοιρος	a)/moiros	n-s---nn-
ἄμοιρον	a)/moiron	ἄμοιρος	a)/moiros	n-s---nv-
ἄμοιρον	a)/moiron	ἄμοιρος	a)/moiros	n-s---na-
ἄν	a)/n	ἄν1	a)/n1	g--------
ἄν	a)/n	ἄν2	a)/n2	c--------
ἄν	a)/n	ἀνά	a)na/	r--------
ἄν	a)/n	ἐάν	e)a/n	c--------
ἄνανδρον	a)/nandron	ἄνανδρος	a)/nandros	n-s---ma-
ἄνανδρον	a)/nandron	ἄνανδρος	a)/nandros	n-s---fa-
ἄνανδρον	a)/nandron	ἄνανδρος	a)/nandros	n-s---nn-
ἄνανδρον	a)/nandron	ἄνανδρος	a)/nandros	n-s---nv-
ἄνανδρον	a)/nandron	ἄνανδρος	a)/nandros	n-s---na-
ἄνδρα	a)/ndra	ἀνήρ	a)nh/r	n-s---ma-
ἄνδρας	a)/ndras	ἀνήρ	a)nh/r	n-p---ma-
ἄνδρες	a)/ndres	ἀνήρ	a)nh/r	n-p---mn-
ἄνδρες	a)/ndres	ἀνήρ	a)nh/r	n-p---mv-
ἄνευ	a)/neu	ἄνευ	a)/neu	r--------
ἄνευ	a)/neu	ἄνω1	a)/nw1	v2siie---
ἄνευ	a)/neu	ἄνω1	a)/nw1	v2spme---
ἄνευ	a)/neu	ἄνω1	a)/nw1	v2siie---
ἄνθρωποι	a)/nqrwpoi	ἄνθρωπος	a)/nqrwpos	n-p---mn-
ἄνθρωποι	a)/nqrwpoi	ἄνθρωπος	a)/nqrwpos	n-p---mv-
ἄνθρωπον	a)/nqrwpon	ἄνθρωπος	a)/nqrwpos	n-s---ma-
ἄνθρωπος	a)/nqrwpos	ἄνθρωπος	a)/nqrwpos	n-s---mn-
ἄντικρυς	a)/ntikrus	ἄντικρυς	a)/ntikrus	d--------
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---mn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---mv-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---ma-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---fn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---fv-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---fa-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---nn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---nv-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---na-
ἄνω	a)/nw	ἄνω1	a)/nw1	v1spsa---
ἄνω	a)/nw	ἄνω1	a)/nw1	v1spia---
ἄνω	a)/nw	ἄνω2	a)/nw2	d--------
ἄνωθεν	a)/nwqen	ἄνωθεν	a)/nwqen	d--------
ἄξια	a)/cia	ἄξιος	a)/cios	a-p---nn-
ἄξια	a)/cia	ἄξιος	a)/cios	a-p---nv-
ἄξια	a)/cia	ἄξιος	a)/cios	a-p---na-
ἄξιον	a)/cion	ἄξιος	a)/cios	a-s---ma-
ἄξιον	a)/cion	ἄξιος	a)/cios	a-s---nn-
ἄξιον	a)/cion	ἄξιος	a)/cios	a-s---nv-
ἄξιον	a)/cion	ἄξιος	a)/cios	a-s---na-
ἄποικος	a)/poikos	ἄποικος	a)/poikos	n-s---mn-
ἄποικος	a)/poikos	ἄποικος	a)/poikos	n-s---fn-
ἄρα	a)/ra	ἄρα	a)/ra	g--------
ἄρα	a)/ra	ἄρον	a)/ron	n-p---nn-
ἄρα	a)/ra	ἄρον	a)/ron	n-p---nv-
ἄρα	a)/ra	ἄρον	a)/ron	n-p---na-
ἄρα	a)/ra	ἄρος	a)/ros	n-p---nn-
ἄρα	a)/ra	ἄρος	a)/ros	n-p---nv-
ἄρα	a)/ra	ἄρος	a)/ros	n-p---na-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---nn-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---nv-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---na-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---nn-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---nv-
ἄριστα	a)/rista	ἄριστον	a)/riston	n-p---na-
ἄριστα	a)/rista	ἄριστος	a)/ristos	a-p---nn-
ἄριστα	a)/rista	ἄριστος	a)/ristos	a-p---nv-
ἄριστα	a)/rista	ἄριστος	a)/ristos	a-p---na-
ἄρχειν	a)/rxein	ἄρχω	a)/rxw	v--pna---
ἄρχων	a)/rxwn	ἄρχω	a)/rxw	v-sppamn-
ἄρχων	a)/rxwn	ἄρχων	a)/rxwn	n-s---mn-
ἄσπονδον	a)/spondon	ἄσπονδος	a)/spondos	n-s---ma-
ἄσπονδον	a)/spondon	ἄσπονδος	a)/spondos	n-s---fa-
ἄσπονδον	a)/spondon	ἄσπονδος	a)/spondos	n-s---nn-
ἄσπονδον	a)/spondon	ἄσπονδος	a)/spondos	n-s---nv-
ἄσπονδον	a)/spondon	ἄσπονδος	a)/spondos	n-s---na-
ἄστει	a)/stei	ἄστυ	a)/stu	n-d---nn-
ἄστει	a)/stei	ἄστυ	a)/stu	n-d---nv-
ἄστει	a)/stei	ἄστυ	a)/stu	n-d---na-
ἄστει	a)/stei	ἄστυ	a)/stu	n-s---nd-
ἄστυ	a)/stu	ἄστυ	a)/stu	n-s---nn-
ἄστυ	a)/stu	ἄστυ	a)/stu	n-s---nv-
ἄστυ	a)/stu	ἄστυ	a)/stu	n-s---na-
ἄχθεσθαι	a)/xqesqai	ἄχθομαι	a)/xqomai	v--pne---
ἄχρηστον	a)/xrhston	ἄχρηστος	a)/xrhstos	n-s---ma-
ἄχρηστον	a)/xrhston	ἄχρηστος	a)/xrhstos	n-s---fa-
ἄχρηστον	a)/xrhston	ἄχρηστος	a)/xrhstos	n-s---nn-
ἄχρηστον	a)/xrhston	ἄχρηστος	a)/xrhstos	n-s---nv-
ἄχρηστον	a)/xrhston	ἄχρηστος	a)/xrhstos	n-s---na-
ἄχρι	a)/xri	ἄχρι	a)/xri	d--------
ἅ	a(/	ὁ	o(	l-s---fn-
ἅ	a(/	ὅς	o(/s	p-p---na-
ἅ	a(/	ὅς	o(/s	p-p---nn-
ἅ	a(/	ὅς	o(/s	p-d---fa-
ἅ	a(/	ὅς	o(/s	p-d---fn-
ἅ	a(/	ὅς	o(/s	p-s---fn-
ἅμα	a(/ma	ἅμα	a(/ma	d--------
ἅμιλλα	a(/milla	ἅμιλλα	a(/milla	n-s---fn-
ἅμιλλα	a(/milla	ἅμιλλα	a(/milla	n-s---fv-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---nn-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---nv-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---na-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-s---ma-
ἅπαντας	a(/pantas	ἅπας	a(/pas	a-p---ma-
ἅπαξ	a(/pac	ἅπαξ	a(/pac	d--------
ἅπασαι	a(/pasai	ἅπας	a(/pas	a-p---fn-
ἅπασαι	a(/pasai	ἅπας	a(/pas	a-p---fv-
ἅπασαν	a(/pasan	ἅπας	a(/pas	a-s---fa-
ἅς	a(/s	ὅς	o(/s	p-p---fa-
ἆρα	a)=ra	ἆρα	a)=ra	x--------
ἆρα	a)=ra	αἴρω	ai)/rw	v1saia---
ἆρα	a)=ra	αἴρω	ai)/rw	v1saia---
Ἀγαθάρχου	*)agaqa/rxou	Ἀγάθαρχος	*)aga/qarxos	n-s---mg-
Ἀγαμέμνονος	*)agame/mnonos	Ἀγαμέμνων	*)agame/mnwn	n-s---mg-
Ἀγαρίστην	*)agari/sthn	Ἀγαρίστη	*)agari/sth	n-s---fa-
Ἀθηναίοις	*)aqhnai/ois	Ἀθήναια	*)aqh/naia	n-p---nd-
Ἀθηναίοις	*)aqhnai/ois	Ἀθήναιον	*)aqh/naion	n-p---nd-
Ἀθηναίοις	*)aqhnai/ois	Ἀθήναιος	*)aqh/naios	n-p---md-
Ἀθηναίοις	*)aqhnai/ois	Ἀθηναῖος	*)aqhnai=os	a-p---md-
Ἀθηναίοις	*)aqhnai/ois	Ἀθηναῖος	*)aqhnai=os	a-p---nd-
Ἀθηναίους	*)aqhnai/ous	Ἀθήναιος	*)aqh/naios	n-p---ma-
Ἀθηναίους	*)aqhnai/ous	Ἀθηναῖος	*)aqhnai=os	a-p---ma-
Ἀθηναίων	*)aqhnai/wn	Ἀθήναια	*)aqh/naia	n-p---ng-
Ἀθηναίων	*)aqhnai/wn	Ἀθήναιον	*)aqh/naion	n-p---ng-
Ἀθηναίων	*)aqhnai/wn	Ἀθήναιος	*)aqh/naios	n-p---mg-
Ἀθηναίων	*)aqhnai/wn	Ἀθηναῖος	*)aqhnai=os	a-p---fg-
Ἀθηναίων	*)aqhnai/wn	Ἀθηναῖος	*)aqhnai=os	a-p---mg-
Ἀθηναίων	*)aqhnai/wn	Ἀθηναῖος	*)aqhnai=os	a-p---ng-
Ἀθηναῖοι	*)aqhnai=oi	Ἀθηναῖος	*)aqhnai=os	a-p---mn-
Ἀθηναῖοι	*)aqhnai=oi	Ἀθηναῖος	*)aqhnai=os	a-p---mv-
Ἀθηνᾶς	*)aqhna=s	Ἀθήνη-πλ	*)aqh/nh-pl	n-p---fa-
Ἀθηνᾶς	*)aqhna=s	Ἀθήνη-πλ	*)aqh/nh-pl	n-s---fg-
Ἀθηνῶν	*)aqhnw=n	Ἀθῆναι	*)aqh=nai	n-p---fg-
Ἀθήναζε	*)aqh/naze	Ἀθῆναι	*)aqh=nai	d--------
Ἀθήναις	*)aqh/nais	Ἀθῆναι	*)aqh=nai	n-p---fd-
