Αἰτωλίς	*ai)twli/s	Αἰτωλίς	*ai)twli/s	n-s---fn-
ἡμαρτημένοις	h(marthme/nois	ἁμαρτέω	a(marte/w	v-prpend-
ἡμερῶν	h(merw=n	ἡμέρα	h(me/ra	n-p---fg-
ἡμερῶν	h(merw=n	ἡμερόω	h(mero/w	v-sppamv-
ἡμερῶν	h(merw=n	ἡμερόω	h(mero/w	v-sppann-
ἡμερῶν	h(merw=n	ἡμερόω	h(mero/w	v-sppanv-
ἡμερῶν	h(merw=n	ἡμερόω	h(mero/w	v-sppana-
ἡμερῶν	h(merw=n	ἡμερόω	h(mero/w	v-sppamn-
ἡμερῶν	h(merw=n	ἡμερόω	h(mero/w	v--pna---
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---mn-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---mv-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---fn-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---fv-
ἡμέραν	h(me/ran	ἥμερος	h(/meros	a-s---fa-
ἡμέραν	h(me/ran	ἡμέρα	h(me/ra	n-s---fa-
ἡμέρας	h(me/ras	ἥμερος	h(/meros	a-p---fa-
ἡμέρας	h(me/ras	ἥμερος	h(/meros	a-s---fg-
ἡμέρας	h(me/ras	ἡμέρα	h(me/ra	n-p---fa-
ἡμέρας	h(me/ras	ἡμέρα	h(me/ra	n-s---fg-
ἡμέρᾳ	h(me/ra|	ἥμερος	h(/meros	a-s---fd-
ἡμέρᾳ	h(me/ra|	ἡμέρα	h(me/ra	n-p---fn-
ἡμέρᾳ	h(me/ra|	ἡμέρα	h(me/ra	n-p---fv-
ἡμέρᾳ	h(me/ra|	ἡμέρα	h(me/ra	n-s---fd-
ἡμίν	h(mi/n	ἐγώ	e)gw/	p-p---md-
ἡμίν	h(mi/n	ἐγώ	e)gw/	p-p---fd-
ἡμᾶς	h(ma=s	ἐγώ	e)gw/	p-p---ma-
ἡμᾶς	h(ma=s	ἐγώ	e)gw/	p-p---fa-
ἡμᾶς	h(ma=s	ἡμός	h(mo/s	a-s---fg-
ἡμῖν	h(mi=n	ἐγώ	e)gw/	p-p---md-
ἡμῖν	h(mi=n	ἐγώ	e)gw/	p-p---fd-
ἡνίκα	h(ni/ka	ἡνίκα	h(ni/ka	d--------
ἤ	h)/	ἤ1	h)/1	c--------
ἤ	h)/	ἤ2	h)/2	x--------
ἤδη	h)/dh	ἤδη	h)/dh	d--------
ἤδη	h)/dh	ἦδος	h)=dos	n-p---nn-
ἤδη	h)/dh	ἦδος	h)=dos	n-p---nv-
ἤδη	h)/dh	ἦδος	h)=dos	n-p---na-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---nn-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---nv-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---na-
ἤκουσας	h)/kousas	ἀκούω	a)kou/w	v2saia---
ἤκουσε	h)/kouse	ἀκούω	a)kou/w	v3saia---
ἤκουσεν	h)/kousen	ἀκούω	a)kou/w	v3saia---
ἤν	h)/n	ἐάν	e)a/n	c--------
ἤν	h)/n	ἤν	h)/n	x--------
ἤνθηκεν	h)/nqhken	ἀνατίθημι	a)nati/qhmi	v3saia---
ἤνθηκεν	h)/nqhken	ἀνθέω	a)nqe/w	v3plia---
ἤνθηκεν	h)/nqhken	ἀνθέω	a)nqe/w	v3sria---
ἤνυτον	h)/nuton	ἀνύω	a)nu/w	v3piia---
ἤνυτον	h)/nuton	ἀνύω	a)nu/w	v1siia---
ἤτοι	h)/toi	ἤτοι	h)/toi	g--------
ἤυσ’	h)/us'	αὔω2	au)/w2	v1saia---
ἤυσ’	h)/us'	αὔω2	au)/w2	v3saia---
ἥ	h(/	ὁ	o(	l-s---fn-
ἥ	h(/	ὁ	o(	l-s---fv-
ἥ	h(/	ὅς	o(/s	p-s---fn-
ἥβην	h(/bhn	ἅπτω	a(/ptw	v3paip---
ἥβην	h(/bhn	ἅπτω	a(/ptw	v1saip---
ἥβην	h(/bhn	ἥβη	h(/bh	n-s---fa-
ἥβην	h(/bhn	ἡβάω	h(ba/w	v3piia---
ἥβην	h(/bhn	ἡβάω	h(ba/w	v1siia---
ἥβην	h(/bhn	ἡβάω	h(ba/w	v3piia---
ἥβην	h(/bhn	ἡβάω	h(ba/w	v1siia---
ἥδε	h(/de	ὅδε	o(/de	n-s---fn-
ἥδιστα	h(/dista	ἡδύς	h(du/s	a-p---nn-
ἥδιστα	h(/dista	ἡδύς	h(du/s	a-p---nv-
ἥδιστα	h(/dista	ἡδύς	h(du/s	a-p---na-
ἥδιστον	h(/diston	ἡδύς	h(du/s	a-s---ma-
ἥδιστον	h(/diston	ἡδύς	h(du/s	a-s---nn-
ἥδιστον	h(/diston	ἡδύς	h(du/s	a-s---nv-
ἥδιστον	h(/diston	ἡδύς	h(du/s	a-s---na-
ἥδομαι	h(/domai	ἥδομαι	h(/domai	v1spie---
ἥκει	h(/kei	ἥκω	h(/kw	v2spie---
ἥκει	h(/kei	ἥκω	h(/kw	v3spia---
ἥκεις	h(/keis	ἥκω	h(/kw	v2spia---
ἥκιστα	h(/kista	ἥκιστος	h(/kistos	a-p---nn-
ἥκιστα	h(/kista	ἥκιστος	h(/kistos	a-p---nv-
ἥκιστα	h(/kista	ἥκιστος	h(/kistos	a-p---na-
ἥκω	h(/kw	ἥκω	h(/kw	v1spsa---
ἥκω	h(/kw	ἥκω	h(/kw	v1spia---
ἥκω	h(/kw	ἵημι	i(/hmi	v2saim---
ἥκω	h(/kw	ἵημι	i(/hmi	v2saim---
ἥμαρτε	h(/marte	ἁμαρτάνω	a(marta/nw	v3saia---
ἥμαρτεν	h(/marten	ἁμαρτάνω	a(marta/nw	v3saia---
ἥμαρτον	h(/marton	ἁμαρτάνω	a(marta/nw	v3paia---
ἥμαρτον	h(/marton	ἁμαρτάνω	a(marta/nw	v1saia---
ἥμην	h(/mhn	ἧμαι	h(=mai	v1slim---
ἥμην	h(/mhn	κάθημαι	ka/qhmai	v1siim---
ἥν	h(/n	ὅς	o(/s	p-s---fa-
ἥξειν	h(/cein	ἥκω	h(/kw	v--fna---
ἥξοντα	h(/conta	ἥκω	h(/kw	v-pfpann-
ἥξοντα	h(/conta	ἥκω	h(/kw	v-pfpanv-
ἥξοντα	h(/conta	ἥκω	h(/kw	v-pfpana-
ἥξοντα	h(/conta	ἥκω	h(/kw	v-sfpama-
ἥσσων	h(/sswn	ἥσσων	h(/sswn	a-s---mn-
ἥσσων	h(/sswn	ἥσσων	h(/sswn	a-s---fn-
ἥτις	h(/tis	ὅστις	o(/stis	p-s---fn-
ἦ	h)=	εἰμί	ei)mi/	v1siia---
ἦ	h)=	ἦ	h)=	d--------
ἦ	h)=	ἠμί	h)mi/	v3siia---
ἦλθε	h)=lqe	ἔρχομαι	e)/rxomai	v3saia---
ἦλθε	h)=lqe	ἔρχομαι	e)/rxomai	v3saia---
ἦλθον	h)=lqon	ἔρχομαι	e)/rxomai	v3paia---
ἦλθον	h)=lqon	ἔρχομαι	e)/rxomai	v1saia---
ἦμος	h)=mos	ἦμος	h)=mos	d--------
ἦν	h)=n	εἰμί	ei)mi/	v1siia---
ἦν	h)=n	εἰμί	ei)mi/	v3piia---
ἦν	h)=n	εἰμί	ei)mi/	v3siia---
ἦν	h)=n	ἠμί	h)mi/	v1siia---
ἦρξεν	h)=rcen	ἄρχω	a)/rxw	v3saia---
ἦρξεν	h)=rcen	ἔρδω	e)/rdw	v3saia---
ἦσαν	h)=san	εἰμί	ei)mi/	v3piia---
ἧκε	h(=ke	ἥκω	h(/kw	v3siia---
ἧκε	h(=ke	ἥκω	h(/kw	v2spma---
ἧκε	h(=ke	ἥκω	h(/kw	v3siia---
ἧκε	h(=ke	ἵημι	i(/hmi	v3saia---
ἧκε	h(=ke	ἵημι	i(/hmi	v3saia---
ἧκεν	h(=ken	ἥκω	h(/kw	v3siia---
ἧκεν	h(=ken	ἥκω	h(/kw	v3siia---
ἧκεν	h(=ken	ἵημι	i(/hmi	v3saia---
ἧκεν	h(=ken	ἵημι	i(/hmi	v3saia---
ἧπαρ	h(=par	ἧπαρ	h(=par	n-s---nn-
ἧπαρ	h(=par	ἧπαρ	h(=par	n-s---nv-
ἧπαρ	h(=par	ἧπαρ	h(=par	n-s---na-
ἧπταί	h(=ptai/	ἅπτω	a(/ptw	v3srie---
ἧς	h(=s	εἷς	ei(=s	n-s---mn-
ἧς	h(=s	ὅς	o(/s	p-s---fg-
ἧστο	h(=sto	ἧμαι	h(=mai	v3slim---
Ἡρακλείας	*(hraklei/as	Ἡράκλεια	*(hra/kleia	n-p---fa-
Ἡρακλείας	*(hraklei/as	Ἡράκλεια	*(hra/kleia	n-s---fg-
Ἡρακλείας	*(hraklei/as	Ἡράκλειος	*(hra/kleios	a-p---fa-
Ἡρακλείας	*(hraklei/as	Ἡράκλειος	*(hra/kleios	a-s---fg-
Ἡρακλείοις	*(hraklei/ois	Ἡράκλειος	*(hra/kleios	a-p---md-
Ἡρακλείοις	*(hraklei/ois	Ἡράκλειος	*(hra/kleios	a-p---nd-
Ἡρακλείοις	*(hraklei/ois	Ἡράκλειος	*(hra/kleios	n-p---md-
Ἡρακλείοις	*(hraklei/ois	Ἡράκλειος	*(hra/kleios	n-p---fd-
Ἡρακλείοις	*(hraklei/ois	Ἡράκλειος	*(hra/kleios	n-p---nd-
Ἡρακλείων	*(hraklei/wn	Ἡράκλειος	*(hra/kleios	a-p---fg-
Ἡρακλείων	*(hraklei/wn	Ἡράκλειος	*(hra/kleios	a-p---mg-
Ἡρακλείων	*(hraklei/wn	Ἡράκλειος	*(hra/kleios	a-p---ng-
Ἡρακλείων	*(hraklei/wn	Ἡράκλειος	*(hra/kleios	n-p---mg-
Ἡρακλείων	*(hraklei/wn	Ἡράκλειος	*(hra/kleios	n-p---fg-
Ἡρακλείων	*(hraklei/wn	Ἡράκλειος	*(hra/kleios	n-p---ng-
Ἡρακλεῖ	*(hraklei=	Ἡρακλῆς	*(hraklh=s	n-s---md-
Ἡρακλέους	*(hrakle/ous	Ἡρακλέος	*(hrakle/os	n-p---ma-
Ἡρακλέους	*(hrakle/ous	Ἡρακλῆς	*(hraklh=s	n-s---mg-
Ἡρακλῆς	*(hraklh=s	Ἡρακλῆς	*(hraklh=s	n-s---mn-
Ἡράκλειον	*(hra/kleion	Ἡράκλειος	*(hra/kleios	a-s---ma-
Ἡράκλειον	*(hra/kleion	Ἡράκλειος	*(hra/kleios	a-s---nn-
Ἡράκλειον	*(hra/kleion	Ἡράκλειος	*(hra/kleios	a-s---nv-
Ἡράκλειον	*(hra/kleion	Ἡράκλειος	*(hra/kleios	a-s---na-
Ἡράκλειον	*(hra/kleion	Ἡράκλειος	*(hra/kleios	n-s---ma-
Ἡράκλειον	*(hra/kleion	Ἡράκλειος	*(hra/kleios	n-s---fa-
Ἡράκλειον	*(hra/kleion	Ἡράκλειος	*(hra/kleios	n-s---nn-
Ἡράκλειον	*(hra/kleion	Ἡράκλειος	*(hra/kleios	n-s---nv-
Ἡράκλειον	*(hra/kleion	Ἡράκλειος	*(hra/kleios	n-s---na-
ἰατορίας	i)atori/as	ἰατορία	i)atori/a	n-p---fa-
ἰατορίας	i)atori/as	ἰατορία	i)atori/a	n-s---fg-
ἰατῆρα	i)ath=ra	ἰατήρ	i)ath/r	n-s---ma-
ἰδεῖν	i)dei=n	εἶδον	ei)=don	v--ana---
ἰδεῖν	i)dei=n	ἰδέω	i)de/w	v--pna---
ἰδοίμην	i)doi/mhn	εἶδον	ei)=don	v1saom---
ἰδοίμην	i)doi/mhn	ἰδέω	i)de/w	v1spoe---
ἰδού	i)dou/	ἰδού	i)dou/	d--------
ἰδοῦσα	i)dou=sa	εἶδον	ei)=don	v-sapafn-
ἰδοῦσα	i)dou=sa	εἶδον	ei)=don	v-sapafv-
ἰδοῦσα	i)dou=sa	ἰδέω	i)de/w	v-sppafn-
ἰδοῦσα	i)dou=sa	ἰδέω	i)de/w	v-sppafv-
ἰδών	i)dw/n	εἶδον	ei)=don	v-sapamn-
ἰού	i)ou/	ἰού	i)ou/	x--------
ἰούς	i)ou/s	ἰόσ1	i)o/s1	n-p---ma-
ἰούς	i)ou/s	ἰόσ2	i)o/s2	n-p---ma-
ἰοῦ	i)ou=	ἰάομαι	i)a/omai	v2siie---
ἰοῦ	i)ou=	ἰάομαι	i)a/omai	v2spme---
ἰοῦ	i)ou=	ἰόομαι	i)o/omai	v2siie---
ἰοῦ	i)ou=	ἰόομαι	i)o/omai	v2spme---
ἰοῦ	i)ou=	ἰόομαι	i)o/omai	v2siie---
ἰοῦ	i)ou=	ἰόσ1	i)o/s1	n-s---mg-
ἰοῦ	i)ou=	ἰόσ1	i)o/s1	n-s---ng-
ἰοῦ	i)ou=	ἰόσ2	i)o/s2	n-s---mg-
ἰοῦ	i)ou=	ἰόω	i)o/w	v2siie---
ἰοῦ	i)ou=	ἰόω	i)o/w	v2spme---
ἰοῦ	i)ou=	ἰόω	i)o/w	v2siie---
ἰοῦ	i)ou=	ἰού	i)ou/	x--------
ἰσχύοντά	i)sxu/onta/	ἰσχύω	i)sxu/w	v-pppann-
ἰσχύοντά	i)sxu/onta/	ἰσχύω	i)sxu/w	v-pppanv-
ἰσχύοντά	i)sxu/onta/	ἰσχύω	i)sxu/w	v-pppana-
ἰσχύοντά	i)sxu/onta/	ἰσχύω	i)sxu/w	v-sppama-
ἰόν	i)o/n	εἶμι	ei)=mi	v-sppamv-
ἰόν	i)o/n	εἶμι	ei)=mi	v-sppann-
ἰόν	i)o/n	εἶμι	ei)=mi	v-sppanv-
ἰόν	i)o/n	εἶμι	ei)=mi	v-sppana-
ἰόν	i)o/n	εἰμί	ei)mi/	v-sppamv-
ἰόν	i)o/n	εἰμί	ei)mi/	v-sppann-
ἰόν	i)o/n	εἰμί	ei)mi/	v-sppanv-
ἰόν	i)o/n	εἰμί	ei)mi/	v-sppana-
ἰόν	i)o/n	ἰόσ1	i)o/s1	n-s---ma-
ἰόν	i)o/n	ἰόσ1	i)o/s1	n-s---nn-
ἰόν	i)o/n	ἰόσ1	i)o/s1	n-s---nv-
ἰόν	i)o/n	ἰόσ1	i)o/s1	n-s---na-
ἰόν	i)o/n	ἰόσ2	i)o/s2	n-s---ma-
ἰός	i)o/s	ἰόσ1	i)o/s1	n-s---mn-
ἰός	i)o/s	ἰόσ2	i)o/s2	n-s---mn-
ἰύζων	i)u/zwn	ἰύζω	i)u/zw	v-sppamn-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---mn-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---mv-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---ma-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---nn-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---nv-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---na-
ἰώ	i)w/	ἰόσ2	i)o/s2	n-d---mn-
ἰώ	i)w/	ἰόσ2	i)o/s2	n-d---mv-
ἰώ	i)w/	ἰόσ2	i)o/s2	n-d---ma-
ἰώ	i)w/	ἰώ	i)w/	x--------
ἰῴμην	i)w/|mhn	ἰάομαι	i)a/omai	v1spoe---
ἱδρώς	i(drw/s	ἱδρώς	i(drw/s	n-s---mn-
ἱδρῦσθαι	i(dru=sqai	ἱδρύω	i(dru/w	v--rne---
ἱερόν	i(ero/n	ἱερόν	i(ero/n	n-s---nn-
ἱερόν	i(ero/n	ἱερόν	i(ero/n	n-s---nv-
ἱερόν	i(ero/n	ἱερόν	i(ero/n	n-s---na-
ἱερόν	i(ero/n	ἱερός	i(ero/s	a-s---ma-
ἱερόν	i(ero/n	ἱερός	i(ero/s	a-s---nn-
ἱερόν	i(ero/n	ἱερός	i(ero/s	a-s---nv-
ἱερόν	i(ero/n	ἱερός	i(ero/s	a-s---na-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---ma-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---fa-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---nn-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---nv-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---na-
ἱερῶν	i(erw=n	ἱερά	i(era/	n-p---fg-
ἱερῶν	i(erw=n	ἱεράζω	i(era/zw	v-sfpamv-
ἱερῶν	i(erw=n	ἱεράζω	i(era/zw	v-sfpann-
ἱερῶν	i(erw=n	ἱεράζω	i(era/zw	v-sfpanv-
ἱερῶν	i(erw=n	ἱεράζω	i(era/zw	v-sfpana-
ἱερῶν	i(erw=n	ἱεράζω	i(era/zw	v-sfpamn-
ἱερῶν	i(erw=n	ἱεραί	i(erai/	n-p---fg-
ἱερῶν	i(erw=n	ἱερή	i(erh/	n-p---fg-
ἱερῶν	i(erw=n	ἱερόν	i(ero/n	n-p---ng-
ἱερῶν	i(erw=n	ἱερός	i(ero/s	a-p---fg-
ἱερῶν	i(erw=n	ἱερός	i(ero/s	a-p---mg-
ἱερῶν	i(erw=n	ἱερός	i(ero/s	a-p---ng-
ἱερῶν	i(erw=n	ἱερός	i(ero/s	n-p---mg-
ἱερῶν	i(erw=n	ἱερός	i(ero/s	n-p---fg-
ἱερῶν	i(erw=n	ἱερός	i(ero/s	n-p---ng-
ἱερῶν	i(erw=n	ἱερόω	i(ero/w	v-sppamv-
ἱερῶν	i(erw=n	ἱερόω	i(ero/w	v-sppann-
ἱερῶν	i(erw=n	ἱερόω	i(ero/w	v-sppanv-
ἱερῶν	i(erw=n	ἱερόω	i(ero/w	v-sppana-
ἱερῶν	i(erw=n	ἱερόω	i(ero/w	v-sppamn-
ἱερῶν	i(erw=n	ἱερόω	i(ero/w	v--pna---
ἱκόμην	i(ko/mhn	ἱκνέομαι	i(kne/omai	v1saim---
ἱκόμην	i(ko/mhn	ἱκνέομαι	i(kne/omai	v1saim---
ἱπποβάμονα	i(ppoba/mona	ἱπποβάμων	i(ppoba/mwn	n-p---nn-
ἱπποβάμονα	i(ppoba/mona	ἱπποβάμων	i(ppoba/mwn	n-p---nv-
ἱπποβάμονα	i(ppoba/mona	ἱπποβάμων	i(ppoba/mwn	n-p---na-
ἱπποβάμονα	i(ppoba/mona	ἱπποβάμων	i(ppoba/mwn	n-s---ma-
ἱπποβάμονα	i(ppoba/mona	ἱπποβάμων	i(ppoba/mwn	n-s---fa-
ἱστορεῖν	i(storei=n	ἱστορέω	i(store/w	v--pna---
ἱστορεῖς	i(storei=s	ἱστορέω	i(store/w	v2spia---
ἱστορούμενος	i(storou/menos	ἱστορέω	i(store/w	v-sppemn-
ἱστορῶ	i(storw=	ἱστορέω	i(store/w	v1spsa---
ἱστορῶ	i(storw=	ἱστορέω	i(store/w	v1spia---
ἱστορῶν	i(storw=n	ἱστορέω	i(store/w	v-sppamn-
ἱέμενοι	i(e/menoi	ἵημι	i(/hmi	v-pppmmn-
ἱέμενοι	i(e/menoi	ἵημι	i(/hmi	v-pppmmv-
ἴδοι	i)/doi	εἶδον	ei)=don	v3saoa---
ἴδοιμι	i)/doimi	εἶδον	ei)=don	v1saoa---
ἴδριες	i)/dries	ἴδρις	i)/dris	n-p---mn-
ἴδριες	i)/dries	ἴδρις	i)/dris	n-p---mv-
ἴδριες	i)/dries	ἴδρις	i)/dris	n-p---fn-
ἴδριες	i)/dries	ἴδρις	i)/dris	n-p---fv-
ἴδριες	i)/dries	ἴδρις	i)/dris	n-p---mn-
ἴδριες	i)/dries	ἴδρις	i)/dris	n-p---fn-
ἴδ’	i)/d'	εἶδον	ei)=don	v2sama---
ἴδ’	i)/d'	εἶδον	ei)=don	v3saia---
ἴδ’	i)/d'	ἴδη	i)/dh	n-s---fd-
ἴδ’	i)/d'	ἰδέ	i)de/	d--------
ἴσα	i)/sa	ἴσος	i)/sos	a-p---nn-
ἴσα	i)/sa	ἴσος	i)/sos	a-p---nv-
ἴσα	i)/sa	ἴσος	i)/sos	a-p---na-
ἴσα	i)/sa	ἴσος	i)/sos	a-d---fn-
ἴσα	i)/sa	ἴσος	i)/sos	a-d---fv-
ἴσα	i)/sa	ἴσος	i)/sos	a-d---fa-
ἴσα	i)/sa	ἴσος	i)/sos	a-s---fn-
ἴσα	i)/sa	ἴσος	i)/sos	a-s---fv-
ἴσα	i)/sa	ἴσος	i)/sos	a-d---fn-
ἴσα	i)/sa	ἴσος	i)/sos	a-d---fv-
ἴσα	i)/sa	ἴσος	i)/sos	a-d---fa-
ἴσα	i)/sa	ἴσος	i)/sos	a-s---fn-
ἴσα	i)/sa	ἴσος	i)/sos	a-s---fv-
ἴσαν	i)/san	εἶμι	ei)=mi	v3piia---
ἴσαν	i)/san	ἴσος	i)/sos	a-s---fa-
ἴσαν	i)/san	ἴσος	i)/sos	a-s---fa-
ἴσαν	i)/san	οἶδα	oi)=da	v3plia---
ἴσθι	i)/sqi	εἰμί	ei)mi/	v2spma---
ἴσθι	i)/sqi	οἶδα	oi)=da	v2srma---
ἴσου	i)/sou	ἴσος	i)/sos	a-s---mg-
ἴσου	i)/sou	ἴσος	i)/sos	a-s---ng-
ἴσου	i)/sou	ἴσος	i)/sos	a-s---mg-
ἴσου	i)/sou	ἴσος	i)/sos	a-s---ng-
ἴσου	i)/sou	ἰσόω	i)so/w	v3siia---
ἴσου	i)/sou	ἰσόω	i)so/w	v2spma---
ἴσου	i)/sou	ἰσόω	i)so/w	v3siia---
ἴστε	i)/ste	οἶδα	oi)=da	v2prma---
ἴστε	i)/ste	οἶδα	oi)=da	v2pria---
ἴστω	i)/stw	οἶδα	oi)=da	v3srma---
ἴσχε	i)/sxe	ἴσχω	i)/sxw	v2spma---
ἴσχε	i)/sxe	ἴσχω	i)/sxw	v3siia---
ἴσχειν	i)/sxein	ἴσχω	i)/sxw	v--pna---
ἴσχεις	i)/sxeis	ἴσχω	i)/sxw	v2spia---
ἴσχουσιν	i)/sxousin	ἴσχω	i)/sxw	v-pppamd-
ἴσχουσιν	i)/sxousin	ἴσχω	i)/sxw	v-pppand-
ἴσχουσιν	i)/sxousin	ἴσχω	i)/sxw	v3ppia---
ἴσχ’	i)/sx'	ἴσκε	i)/ske	v3saia---
ἴσχ’	i)/sx'	ἴσκω	i)/skw	v2spma---
ἴσχ’	i)/sx'	ἴσκω	i)/skw	v3siia---
ἴσχ’	i)/sx'	ἴσχω	i)/sxw	v2spma---
ἴσχ’	i)/sx'	ἴσχω	i)/sxw	v3siia---
ἴσως	i)/sws	ἴσος	i)/sos	x--------
ἴσως	i)/sws	ἴσος	i)/sos	a-p---ma-
ἴσως	i)/sws	ἴσος	i)/sos	x--------
ἴσως	i)/sws	ἴσος	i)/sos	a-p---ma-
ἴσως	i)/sws	ἴσως	i)/sws	d--------
ἴσως	i)/sws	ἰσόω	i)so/w	v2siia---
ἴσως	i)/sws	ἰσόω	i)so/w	v2siia---
ἴτε	i)/te	εἶμι	ei)=mi	v2ppma---
ἴτε	i)/te	εἶμι	ei)=mi	v2ppia---
ἴτω	i)/tw	εἶμι	ei)=mi	v3spma---
ἴτω	i)/tw	ἴτης	i)/ths	n-s---mg-
ἴτω	i)/tw	ἴτον	i)/ton	n-d---nn-
ἴτω	i)/tw	ἴτον	i)/ton	n-d---nv-
ἴτω	i)/tw	ἴτον	i)/ton	n-d---na-
ἴτω	i)/tw	ἴτον	i)/ton	n-s---ng-
ἵγμεθ’	i(/gmeq'	ἱκνέομαι	i(kne/omai	v1plie---
ἵγμεθ’	i(/gmeq'	ἱκνέομαι	i(kne/omai	v1prie---
ἵκετ’	i(/ket'	ἵκετις	i(/ketis	n-s---fv-
ἵκετ’	i(/ket'	ἵκω	i(/kw	v2piia---
ἵκετ’	i(/ket'	ἵκω	i(/kw	v2ppma---
ἵκετ’	i(/ket'	ἵκω	i(/kw	v2ppia---
ἵκετ’	i(/ket'	ἵκω	i(/kw	v2piia---
ἵκετ’	i(/ket'	ἱκνέομαι	i(kne/omai	v3saim---
ἵκετ’	i(/ket'	ἱκνέομαι	i(kne/omai	v2pama---
ἵκετ’	i(/ket'	ἱκνέομαι	i(kne/omai	v2paia---
ἵκετ’	i(/ket'	ἱκνέομαι	i(kne/omai	v3saim---
ἵκετ’	i(/ket'	ἱκνέομαι	i(kne/omai	v2paia---
ἵλεῳ	i(/lew|	ἴλαος	i)/laos	n-s---md-
ἵλεῳ	i(/lew|	ἴλαος	i)/laos	n-s---fd-
ἵλεῳ	i(/lew|	ἴλαος	i)/laos	n-s---nd-
ἵμερός	i(/mero/s	ἵμερος	i(/meros	n-s---mn-
ἵνα	i(/na	ἵνα	i(/na	d--------
ἵνα	i(/na	ἵνα	i(/na	c--------
ἵππους	i(/ppous	ἵππος	i(/ppos	n-p---ma-
ἵππους	i(/ppous	ἵππος	i(/ppos	n-p---fa-
Ἰφίτου	*)ifi/tou	Ἴφιτος	*)/ifitos	n-s---mg-
Ἰόλη	*)io/lh	Ἰόλευς	*)io/leus	n-s---ma-
Ἰόλη	*)io/lh	Ἰόλη	*)io/lh	n-s---fn-
Ἰόλη	*)io/lh	Ἰόλη	*)io/lh	n-s---fv-
Ἰόλην	*)io/lhn	Ἰόλη	*)io/lh	n-s---fa-
Ἴφιτος	*)/ifitos	Ἴφιτος	*)/ifitos	n-s---mn-
ὀδυνᾶν	o)duna=n	ὀδύνη	o)du/nh	n-p---fg-
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v-sppamv-
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v-sppann-
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v-sppanv-
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v-sppana-
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v-sppamn-
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v--pna---
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v--pna---
ὀδυρμάτων	o)durma/twn	ὄδυρμα	o)/durma	n-p---ng-
ὀδύναις	o)du/nais	ὀδύνη	o)du/nh	n-p---fd-
ὀδύνην	o)du/nhn	ὀδύνη	o)du/nh	n-s---fa-
ὀδύνην	o)du/nhn	ὀδυνάω	o)duna/w	v3piia---
ὀδύνην	o)du/nhn	ὀδυνάω	o)duna/w	v1siia---
ὀδύρματα	o)du/rmata	ὄδυρμα	o)/durma	n-p---nn-
ὀδύρματα	o)du/rmata	ὄδυρμα	o)/durma	n-p---nv-
ὀδύρματα	o)du/rmata	ὄδυρμα	o)/durma	n-p---na-
ὀλβίων	o)lbi/wn	ὄλβιος	o)/lbios	a-p---fg-
ὀλβίων	o)lbi/wn	ὄλβιος	o)/lbios	a-p---mg-
ὀλβίων	o)lbi/wn	ὄλβιος	o)/lbios	a-p---ng-
ὀλβίων	o)lbi/wn	ὄλβιος	o)/lbios	n-p---mg-
ὀλβίων	o)lbi/wn	ὄλβιος	o)/lbios	n-p---fg-
ὀλβίων	o)lbi/wn	ὄλβιος	o)/lbios	n-p---ng-
ὀλεθρία	o)leqri/a	ὀλέθριος	o)le/qrios	a-d---fn-
ὀλεθρία	o)leqri/a	ὀλέθριος	o)le/qrios	a-d---fv-
ὀλεθρία	o)leqri/a	ὀλέθριος	o)le/qrios	a-d---fa-
ὀλεθρία	o)leqri/a	ὀλέθριος	o)le/qrios	a-s---fn-
ὀλεθρία	o)leqri/a	ὀλέθριος	o)le/qrios	a-s---fv-
ὀλεθρία	o)leqri/a	ὀλεθρία	o)leqri/a	n-d---fn-
ὀλεθρία	o)leqri/a	ὀλεθρία	o)leqri/a	n-d---fv-
ὀλεθρία	o)leqri/a	ὀλεθρία	o)leqri/a	n-d---fa-
