Αἰσχύλῳ	*ai)sxu/lw|	Αἰσχύλος	*ai)sxu/los	n-s---md-
Ἕλλησι	*(/ellhsi	Ἕλλην	*(/ellhn	n-p---md-
Ἕλλησι	*(/ellhsi	Ἕλλην	*(/ellhn	n-p---fd-
ἠκούομεν	h)kou/omen	ἀκούω	a)kou/w	v1piia---
ἠκούσαμεν	h)kou/samen	ἀκούω	a)kou/w	v1paia---
ἠνεσχόμεθα	h)nesxo/meqa	ἀνέχω	a)ne/xw	v1paim---
ἠρρηφόρουν	h)rrhfo/roun	ἀρρηφορέω	a)rrhfore/w	v3piia---
ἠρρηφόρουν	h)rrhfo/roun	ἀρρηφορέω	a)rrhfore/w	v1siia---
ἠρρηφόρουν	h)rrhfo/roun	ἐρρηφορέω	e)rrhfore/w	v3piia---
ἠρρηφόρουν	h)rrhfo/roun	ἐρρηφορέω	e)rrhfore/w	v1siia---
ἠρέσκετέ	h)re/skete/	ἀρέσκω	a)re/skw	v2piia---
ἠρόμεθ’	h)ro/meq'	ἀρόω	a)ro/w	v1piie---
ἠρόμεθ’	h)ro/meq'	αἴρω	ai)/rw	v1paim---
ἠρόμεθ’	h)ro/meq'	ἔρομαι	e)/romai	v1paim---
ἡ	h(	ὁ	o(	l-s---fn-
ἡ	h(	ὁ	o(	l-s---fv-
ἡγοῦ	h(gou=	ἁγέομαι	a(ge/omai	v2siie---
ἡγοῦ	h(gou=	ἡγέομαι	h(ge/omai	v2siim---
ἡγοῦ	h(gou=	ἡγέομαι	h(ge/omai	v2spmm---
ἡγοῦ	h(gou=	ἡγέομαι	h(ge/omai	v2siim---
ἡγοῦ	h(gou=	ἡγέομαι	h(ge/omai	v2siim---
ἡγοῦ	h(gou=	ἡγός	h(go/s	n-s---mg-
ἡδονή	h(donh/	ἡδονά	h(dona/	n-s---fn-
ἡδονή	h(donh/	ἡδονά	h(dona/	n-s---fv-
ἡδονή	h(donh/	ἡδονή	h(donh/	n-s---fn-
ἡδονή	h(donh/	ἡδονή	h(donh/	n-s---fv-
ἡδί	h(di/	ὅδε	o(/de	n-s---fn-
ἡδύ	h(du/	ἡδύς	h(du/s	a-s---mv-
ἡδύ	h(du/	ἡδύς	h(du/s	a-s---nn-
ἡδύ	h(du/	ἡδύς	h(du/s	a-s---nv-
ἡδύ	h(du/	ἡδύς	h(du/s	a-s---na-
ἡδύ	h(du/	ἡδύς	h(du/s	n-s---mv-
ἡδύ	h(du/	ἡδύς	h(du/s	n-s---nn-
ἡδύ	h(du/	ἡδύς	h(du/s	n-s---nv-
ἡδύ	h(du/	ἡδύς	h(du/s	n-s---na-
ἡλιάζει	h(lia/zei	ἡλιάζομαι	h(lia/zomai	v2spie---
ἡλιάζει	h(lia/zei	ἡλιάζομαι	h(lia/zomai	v3spia---
ἡλιάζει	h(lia/zei	ἡλιάζω	h(lia/zw	v2spie---
ἡλιάζει	h(lia/zei	ἡλιάζω	h(lia/zw	v3spia---
ἡμεροσκόπος	h(merosko/pos	ἡμεροσκόπος	h(merosko/pos	n-s---mn-
ἡμετέρας	h(mete/ras	ἡμέτερος	h(me/teros	a-p---fa-
ἡμετέρας	h(mete/ras	ἡμέτερος	h(me/teros	a-s---fg-
ἡμετέρων	h(mete/rwn	ἡμέτερος	h(me/teros	a-p---fg-
ἡμετέρων	h(mete/rwn	ἡμέτερος	h(me/teros	a-p---mg-
ἡμετέρων	h(mete/rwn	ἡμέτερος	h(me/teros	a-p---ng-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---mn-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---mv-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---fn-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---fv-
ἡμμένην	h(mme/nhn	ἅπτω	a(/ptw	v-srpefa-
ἡμέραν	h(me/ran	ἥμερος	h(/meros	a-s---fa-
ἡμέραν	h(me/ran	ἡμέρα	h(me/ra	n-s---fa-
ἡμέρᾳ	h(me/ra|	ἥμερος	h(/meros	a-s---fd-
ἡμέρᾳ	h(me/ra|	ἡμέρα	h(me/ra	n-p---fn-
ἡμέρᾳ	h(me/ra|	ἡμέρα	h(me/ra	n-p---fv-
ἡμέρᾳ	h(me/ra|	ἡμέρα	h(me/ra	n-s---fd-
ἡμᾶς	h(ma=s	ἐγώ	e)gw/	p-p---ma-
ἡμᾶς	h(ma=s	ἐγώ	e)gw/	p-p---fa-
ἡμᾶς	h(ma=s	ἡμός	h(mo/s	a-s---fg-
ἡμῖν	h(mi=n	ἐγώ	e)gw/	p-p---md-
ἡμῖν	h(mi=n	ἐγώ	e)gw/	p-p---fd-
ἡμῶν	h(mw=n	ἐγώ	e)gw/	p-p---mg-
ἡμῶν	h(mw=n	ἐγώ	e)gw/	p-p---fg-
ἡμῶν	h(mw=n	ἡμός	h(mo/s	a-p---fg-
ἡμῶν	h(mw=n	ἡμός	h(mo/s	a-p---mg-
ἡμῶν	h(mw=n	ἡμός	h(mo/s	a-p---ng-
ἡνίκα	h(ni/ka	ἡνίκα	h(ni/ka	d--------
ἡσθείη	h(sqei/h	ἥδομαι	h(/domai	v3saop---
ἡσυχίαν	h(suxi/an	ἡσυχία	h(suxi/a	n-s---fa-
ἡττητέα	h(tthte/a	ἡσσητέος	h(sshte/os	n-p---nn-
ἡττητέα	h(tthte/a	ἡσσητέος	h(sshte/os	n-p---nv-
ἡττητέα	h(tthte/a	ἡσσητέος	h(sshte/os	n-p---na-
ἡττητέα	h(tthte/a	ἡσσητέος	h(sshte/os	n-d---fn-
ἡττητέα	h(tthte/a	ἡσσητέος	h(sshte/os	n-d---fv-
ἡττητέα	h(tthte/a	ἡσσητέος	h(sshte/os	n-d---fa-
ἡττητέα	h(tthte/a	ἡσσητέος	h(sshte/os	n-s---fn-
ἡττητέα	h(tthte/a	ἡσσητέος	h(sshte/os	n-s---fv-
ἤ	h)/	ἤ1	h)/1	c--------
ἤ	h)/	ἤ2	h)/2	x--------
ἤγειρεν	h)/geiren	ἀγείρω	a)gei/rw	v3saia---
ἤγειρεν	h)/geiren	ἀγείρω	a)gei/rw	v3siia---
ἤγειρεν	h)/geiren	ἐγείρω	e)gei/rw	v3saia---
ἤγειρεν	h)/geiren	ἐγείρω	e)gei/rw	v3siia---
ἤδη	h)/dh	ἤδη	h)/dh	d--------
ἤδη	h)/dh	ἦδος	h)=dos	n-p---nn-
ἤδη	h)/dh	ἦδος	h)=dos	n-p---nv-
ἤδη	h)/dh	ἦδος	h)=dos	n-p---na-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---nn-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---nv-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---na-
ἤκουον	h)/kouon	ἀκούω	a)kou/w	v3piia---
ἤκουον	h)/kouon	ἀκούω	a)kou/w	v1siia---
ἤκουσα	h)/kousa	ἀκούω	a)kou/w	v1saia---
ἤκουσας	h)/kousas	ἀκούω	a)kou/w	v2saia---
ἤκουσεν	h)/kousen	ἀκούω	a)kou/w	v3saia---
ἤκουσ’	h)/kous'	ἀκούω	a)kou/w	v1saia---
ἤκουσ’	h)/kous'	ἀκούω	a)kou/w	v2slie---
ἤκουσ’	h)/kous'	ἀκούω	a)kou/w	v2srme---
ἤκουσ’	h)/kous'	ἀκούω	a)kou/w	v3saia---
ἤκουσ’	h)/kous'	ἀκούω	a)kou/w	v2srie---
ἤλθομεν	h)/lqomen	ἔρχομαι	e)/rxomai	v1paia---
ἤλπισ’	h)/lpis'	ἐλπίζω	e)lpi/zw	v1saia---
ἤλπισ’	h)/lpis'	ἐλπίζω	e)lpi/zw	v2slie---
ἤλπισ’	h)/lpis'	ἐλπίζω	e)lpi/zw	v2srme---
ἤλπισ’	h)/lpis'	ἐλπίζω	e)lpi/zw	v3saia---
ἤλπισ’	h)/lpis'	ἐλπίζω	e)lpi/zw	v2srie---
ἤν	h)/n	ἐάν	e)a/n	c--------
ἤν	h)/n	ἤν	h)/n	x--------
ἤνεγκον	h)/negkon	φέρω	fe/rw	v1saia---
ἤνπερ	h)/nper	ἤνπερ	h)/nper	d--------
ἤνσει	h)/nsei	ἀνά-σέω	a)na/-se/w	v3siia---
ἤρεσκεν	h)/resken	ἀρέσκω	a)re/skw	v3siia---
ἤρετο	h)/reto	αἴρω	ai)/rw	v3saim---
ἤρετο	h)/reto	ἔρομαι	e)/romai	v3saim---
ἥ	h(/	ὁ	o(	l-s---fn-
ἥ	h(/	ὁ	o(	l-s---fv-
ἥ	h(/	ὅς	o(/s	p-s---fn-
ἥβης	h(/bhs	ἅπτω	a(/ptw	v2saip---
ἥβης	h(/bhs	ἥβη	h(/bh	n-s---fg-
ἥβης	h(/bhs	ἡβάω	h(ba/w	v2siia---
ἥβης	h(/bhs	ἡβάω	h(ba/w	v2siia---
ἥβης	h(/bhs	ἡβάω	h(ba/w	v2siia---
ἥβης	h(/bhs	ἡβάω	h(ba/w	v2spia---
ἥβης	h(/bhs	ἡβάω	h(ba/w	v2siia---
ἥδε	h(/de	ὅδε	o(/de	n-s---fn-
ἥδομαί	h(/domai/	ἥδομαι	h(/domai	v1spie---
ἥκει	h(/kei	ἥκω	h(/kw	v2spie---
ἥκει	h(/kei	ἥκω	h(/kw	v3spia---
ἥκειν	h(/kein	ἥκω	h(/kw	v--pna---
ἥκεις	h(/keis	ἥκω	h(/kw	v2spia---
ἥκετε	h(/kete	ἥκω	h(/kw	v2piia---
ἥκετε	h(/kete	ἥκω	h(/kw	v2ppma---
ἥκετε	h(/kete	ἥκω	h(/kw	v2ppia---
ἥκετε	h(/kete	ἥκω	h(/kw	v2piia---
ἥκετ’	h(/ket'	ἥκω	h(/kw	v3siie---
ἥκετ’	h(/ket'	ἥκω	h(/kw	v2piia---
ἥκετ’	h(/ket'	ἥκω	h(/kw	v2ppma---
ἥκετ’	h(/ket'	ἥκω	h(/kw	v2ppia---
ἥκετ’	h(/ket'	ἥκω	h(/kw	v3spie---
ἥκετ’	h(/ket'	ἥκω	h(/kw	v3siie---
ἥκετ’	h(/ket'	ἥκω	h(/kw	v2piia---
ἥκομεν	h(/komen	ἥκω	h(/kw	v1piia---
ἥκομεν	h(/komen	ἥκω	h(/kw	v1ppia---
ἥκομεν	h(/komen	ἥκω	h(/kw	v1piia---
ἥκουσαν	h(/kousan	ἥκω	h(/kw	v-sppafa-
ἥκουσιν	h(/kousin	ἥκω	h(/kw	v-pppamd-
ἥκουσιν	h(/kousin	ἥκω	h(/kw	v-pppand-
ἥκουσιν	h(/kousin	ἥκω	h(/kw	v3ppia---
ἥκων	h(/kwn	ἥκω	h(/kw	v-sppamn-
ἥν	h(/n	ὅς	o(/s	p-s---fa-
ἥνπερ	h(/nper	ὅς	o(/s	p-s---fa-
ἥξει	h(/cei	ἥκω	h(/kw	v3sasa---
ἥξει	h(/cei	ἥκω	h(/kw	v2sfim---
ἥξει	h(/cei	ἥκω	h(/kw	v3sfia---
ἥξουσι	h(/cousi	ἥκω	h(/kw	v3pasa---
ἥξουσι	h(/cousi	ἥκω	h(/kw	v-pfpamd-
ἥξουσι	h(/cousi	ἥκω	h(/kw	v-pfpand-
ἥξουσι	h(/cousi	ἥκω	h(/kw	v3pfia---
ἥξουσ’	h(/cous'	ἥκω	h(/kw	v-sfpafn-
ἥξουσ’	h(/cous'	ἥκω	h(/kw	v-sfpafv-
ἥξουσ’	h(/cous'	ἥκω	h(/kw	v3pasa---
ἥξουσ’	h(/cous'	ἥκω	h(/kw	v-pfpamd-
ἥξουσ’	h(/cous'	ἥκω	h(/kw	v-pfpand-
ἥξουσ’	h(/cous'	ἥκω	h(/kw	v3pfia---
ἥξουσ’	h(/cous'	ἥκω	h(/kw	v-pfpafn-
ἥξουσ’	h(/cous'	ἥκω	h(/kw	v-pfpafv-
ἥξω	h(/cw	ἥκω	h(/kw	v2saim---
ἥξω	h(/cw	ἥκω	h(/kw	v1sasa---
ἥξω	h(/cw	ἥκω	h(/kw	v1sfia---
ἥξω	h(/cw	ἥκω	h(/kw	v2saim---
ἥπερ	h(/per	ὁ	o(	l-s---fn-
ἥπερ	h(/per	ὁ	o(	l-s---fv-
ἥπερ	h(/per	ὅς	o(/s	p-s---fn-
ἦ	h)=	εἰμί	ei)mi/	v1siia---
ἦ	h)=	ἦ	h)=	d--------
ἦ	h)=	ἠμί	h)mi/	v3siia---
ἦμεν	h)=men	εἰμί	ei)mi/	v1piia---
ἦν	h)=n	εἰμί	ei)mi/	v1siia---
ἦν	h)=n	εἰμί	ei)mi/	v3piia---
ἦν	h)=n	εἰμί	ei)mi/	v3siia---
ἦν	h)=n	ἠμί	h)mi/	v1siia---
ἦσαν	h)=san	εἰμί	ei)mi/	v3piia---
ἧκέ	h(=ke/	ἥκω	h(/kw	v3siia---
ἧκέ	h(=ke/	ἥκω	h(/kw	v2spma---
ἧκέ	h(=ke/	ἥκω	h(/kw	v3siia---
ἧκέ	h(=ke/	ἵημι	i(/hmi	v3saia---
ἧκέ	h(=ke/	ἵημι	i(/hmi	v3saia---
ἧς	h(=s	εἷς	ei(=s	n-s---mn-
ἧς	h(=s	ὅς	o(/s	p-s---fg-
ἧττον	h(=tton	ἥσσων	h(/sswn	a-s---mv-
ἧττον	h(=tton	ἥσσων	h(/sswn	a-s---fv-
ἧττον	h(=tton	ἥσσων	h(/sswn	a-s---nn-
ἧττον	h(=tton	ἥσσων	h(/sswn	a-s---nv-
ἧττον	h(=tton	ἥσσων	h(/sswn	a-s---na-
Ἡρακλῆς	*(hraklh=s	Ἡρακλῆς	*(hraklh=s	n-s---mn-
Ἡράκλεις	*(hra/kleis	Ἡρακλῆς	*(hraklh=s	n-s---mv-
Ἡσυχίας	*(hsuxi/as	Ἡσυχία	*(hsuxi/a	n-s---fg-
Ἡσυχίας	*(hsuxi/as	ἡσυχία	h(suxi/a	n-p---fa-
Ἡσυχίας	*(hsuxi/as	ἡσυχία	h(suxi/a	n-s---fg-
ἰαί	i)ai/	ἰά	i)a/	n-p---fn-
ἰαί	i)ai/	ἰά	i)a/	n-p---fv-
ἰδεῖν	i)dei=n	εἶδον	ei)=don	v--ana---
ἰδεῖν	i)dei=n	ἰδέω	i)de/w	v--pna---
ἰδού	i)dou/	ἰδού	i)dou/	d--------
ἰού	i)ou/	ἰού	i)ou/	x--------
ἰοῦσα	i)ou=sa	εἶμι	ei)=mi	v-sppafn-
ἰοῦσα	i)ou=sa	εἶμι	ei)=mi	v-sppafv-
ἰοῦσα	i)ou=sa	εἰμί	ei)mi/	v-sppafn-
ἰοῦσα	i)ou=sa	εἰμί	ei)mi/	v-sppafv-
ἰοῦσα	i)ou=sa	ἰόω	i)o/w	v-sppafn-
ἰοῦσα	i)ou=sa	ἰόω	i)o/w	v-sppafv-
ἰσχαδόπωλιν	i)sxado/pwlin	ἰσχαδόπωλις	i)sxado/pwlis	n-s---fa-
ἰσχάδων	i)sxa/dwn	ἰσχάς	i)sxa/s	n-p---fg-
ἰέναι	i)e/nai	εἶμι	ei)=mi	v--pna---
ἰή	i)h/	ἰά	i)a/	n-s---fn-
ἰή	i)h/	ἰά	i)a/	n-s---fv-
ἰή	i)h/	ἰή	i)h/	x--------
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---mn-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---mv-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---ma-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---nn-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---nv-
ἰώ	i)w/	ἰόσ1	i)o/s1	n-d---na-
ἰώ	i)w/	ἰόσ2	i)o/s2	n-d---mn-
ἰώ	i)w/	ἰόσ2	i)o/s2	n-d---mv-
ἰώ	i)w/	ἰόσ2	i)o/s2	n-d---ma-
ἰώ	i)w/	ἰώ	i)w/	x--------
ἱερεῖόν	i(erei=o/n	ἱερεῖον	i(erei=on	n-s---nn-
ἱερεῖόν	i(erei=o/n	ἱερεῖον	i(erei=on	n-s---nv-
ἱερεῖόν	i(erei=o/n	ἱερεῖον	i(erei=on	n-s---na-
ἱεροῦ	i(erou=	ἱεράομαι	i(era/omai	v2siie---
ἱεροῦ	i(erou=	ἱεράομαι	i(era/omai	v2spme---
ἱεροῦ	i(erou=	ἱερόν	i(ero/n	n-s---ng-
ἱεροῦ	i(erou=	ἱερός	i(ero/s	a-s---mg-
ἱεροῦ	i(erou=	ἱερός	i(ero/s	a-s---ng-
ἱεροῦ	i(erou=	ἱερός	i(ero/s	n-s---mg-
ἱεροῦ	i(erou=	ἱερός	i(ero/s	n-s---fg-
ἱεροῦ	i(erou=	ἱερός	i(ero/s	n-s---ng-
ἱεροῦ	i(erou=	ἱερόω	i(ero/w	v2siie---
ἱεροῦ	i(erou=	ἱερόω	i(ero/w	v2spme---
ἱεροῦ	i(erou=	ἱερόω	i(ero/w	v2siie---
ἱεράν	i(era/n	ἱερά	i(era/	n-s---fa-
ἱεράν	i(era/n	ἱερή	i(erh/	n-s---fa-
ἱεράν	i(era/n	ἱερός	i(ero/s	a-s---fa-
ἱερόν	i(ero/n	ἱερόν	i(ero/n	n-s---nn-
ἱερόν	i(ero/n	ἱερόν	i(ero/n	n-s---nv-
ἱερόν	i(ero/n	ἱερόν	i(ero/n	n-s---na-
ἱερόν	i(ero/n	ἱερός	i(ero/s	a-s---ma-
ἱερόν	i(ero/n	ἱερός	i(ero/s	a-s---nn-
ἱερόν	i(ero/n	ἱερός	i(ero/s	a-s---nv-
ἱερόν	i(ero/n	ἱερός	i(ero/s	a-s---na-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---ma-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---fa-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---nn-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---nv-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---na-
ἱκανά	i(kana/	ἱκανός	i(kano/s	a-p---nn-
ἱκανά	i(kana/	ἱκανός	i(kano/s	a-p---nv-
ἱκανά	i(kana/	ἱκανός	i(kano/s	a-p---na-
ἱκανά	i(kana/	ἱκανός	i(kano/s	a-d---fn-
ἱκανά	i(kana/	ἱκανός	i(kano/s	a-d---fv-
ἱκανά	i(kana/	ἱκανός	i(kano/s	a-d---fa-
ἱκανά	i(kana/	ἱκανός	i(kano/s	a-s---fn-
ἱκανά	i(kana/	ἱκανός	i(kano/s	a-s---fv-
ἱκέτης	i(ke/ths	ἱκέτης	i(ke/ths	n-s---mn-
ἱματιδίοις	i(matidi/ois	ἱματίδιον	i(mati/dion	n-p---nd-
ἱππικήν	i(ppikh/n	ἱππικός	i(ppiko/s	a-s---fa-
ἱππικώτατον	i(ppikw/taton	ἱππικός	i(ppiko/s	a-s---mas
ἱππικώτατον	i(ppikw/taton	ἱππικός	i(ppiko/s	a-s---nns
ἱππικώτατον	i(ppikw/taton	ἱππικός	i(ppiko/s	a-s---nvs
ἱππικώτατον	i(ppikw/taton	ἱππικός	i(ppiko/s	a-s---nas
ἱππέας	i(ppe/as	ἱππεύς	i(ppeu/s	n-p---ma-
ἱέρ’	i(e/r'	ἱερά	i(era/	n-d---fn-
ἱέρ’	i(e/r'	ἱερά	i(era/	n-d---fv-
ἱέρ’	i(e/r'	ἱερά	i(era/	n-d---fa-
ἱέρ’	i(e/r'	ἱερά	i(era/	n-s---fn-
ἱέρ’	i(e/r'	ἱερά	i(era/	n-s---fv-
ἱέρ’	i(e/r'	ἱερά	i(era/	n-p---fn-
ἱέρ’	i(e/r'	ἱερά	i(era/	n-p---fv-
ἱέρ’	i(e/r'	ἱεραί	i(erai/	n-p---fn-
ἱέρ’	i(e/r'	ἱεραί	i(erai/	n-p---fv-
ἱέρ’	i(e/r'	ἱερή	i(erh/	n-d---fn-
ἱέρ’	i(e/r'	ἱερή	i(erh/	n-d---fv-
ἱέρ’	i(e/r'	ἱερή	i(erh/	n-d---fa-
ἱέρ’	i(e/r'	ἱερή	i(erh/	n-s---fn-
ἱέρ’	i(e/r'	ἱερή	i(erh/	n-s---fv-
ἱέρ’	i(e/r'	ἱερή	i(erh/	n-p---fn-
ἱέρ’	i(e/r'	ἱερή	i(erh/	n-p---fv-
ἱέρ’	i(e/r'	ἱερίς	i(eri/s	n-s---fv-
ἱέρ’	i(e/r'	ἱερόν	i(ero/n	n-p---nn-
ἱέρ’	i(e/r'	ἱερόν	i(ero/n	n-p---nv-
ἱέρ’	i(e/r'	ἱερόν	i(ero/n	n-p---na-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	a-p---nn-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	a-p---nv-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	a-p---na-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	a-d---fn-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	a-d---fv-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	a-d---fa-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	a-s---fn-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	a-s---fv-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	n-p---nn-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	n-p---nv-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	n-p---na-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	a-s---mv-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	n-s---mv-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	n-s---fv-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	a-p---fn-
ἱέρ’	i(e/r'	ἱερός	i(ero/s	a-p---fv-
ἴδοιμι	i)/doimi	εἶδον	ei)=don	v1saoa---
ἴδοις	i)/dois	εἶδον	ei)=don	v2saoa---
ἴδω	i)/dw	εἶδον	ei)=don	v1sasa---
ἴθι	i)/qi	εἶμι	ei)=mi	v2spma---
ἴστε	i)/ste	οἶδα	oi)=da	v2prma---
ἴστε	i)/ste	οἶδα	oi)=da	v2pria---
ἴσχειν	i)/sxein	ἴσχω	i)/sxw	v--pna---
ἴσως	i)/sws	ἴσος	i)/sos	x--------
ἴσως	i)/sws	ἴσος	i)/sos	a-p---ma-
ἴσως	i)/sws	ἴσος	i)/sos	x--------
ἴσως	i)/sws	ἴσος	i)/sos	a-p---ma-
ἴσως	i)/sws	ἴσως	i)/sws	d--------
ἴσως	i)/sws	ἰσόω	i)so/w	v2siia---
ἴσως	i)/sws	ἰσόω	i)so/w	v2siia---
ἴτε	i)/te	εἶμι	ei)=mi	v2ppma---
ἴτε	i)/te	εἶμι	ei)=mi	v2ppia---
ἴτω	i)/tw	εἶμι	ei)=mi	v3spma---
ἴτω	i)/tw	ἴτης	i)/ths	n-s---mg-
ἴτω	i)/tw	ἴτον	i)/ton	n-d---nn-
ἴτω	i)/tw	ἴτον	i)/ton	n-d---nv-
ἴτω	i)/tw	ἴτον	i)/ton	n-d---na-
ἴτω	i)/tw	ἴτον	i)/ton	n-s---ng-
ἴυγγι	i)/uggi	ἴυγξ	i)/ugc	n-s---fd-
ἴωμεν	i)/wmen	εἶμι	ei)=mi	v1ppsa---
ἴωμεν	i)/wmen	εἰμί	ei)mi/	v1ppsa---
ἵετο	i(/eto	ἵημι	i(/hmi	v3siie---
ἵετο	i(/eto	ἵημι	i(/hmi	v3siie---
ἵκει	i(/kei	ἵκω	i(/kw	v3spia---
ἵκοισθ’	i(/koisq'	ἵκω	i(/kw	v2spoa---
ἵκοισθ’	i(/koisq'	ἱκνέομαι	i(kne/omai	v2saoa---
ἵκοισθ’	i(/koisq'	ἱκνέομαι	i(kne/omai	v2paom---
ἵκομες	i(/komes	ἵκω	i(/kw	v1ppia---
ἵμερον	i(/meron	ἵμερος	i(/meros	n-s---ma-
ἵνα	i(/na	ἵνα	i(/na	d--------
ἵνα	i(/na	ἵνα	i(/na	c--------
ἵππον	i(/ppon	ἵππος	i(/ppos	n-s---ma-
ἵππον	i(/ppon	ἵππος	i(/ppos	n-s---fa-
ἵππου	i(/ppou	ἵππος	i(/ppos	n-s---mg-
ἵππου	i(/ppou	ἵππος	i(/ppos	n-s---fg-
ἵππων	i(/ppwn	ἵππος	i(/ppos	n-p---mg-
ἵππων	i(/ppwn	ἵππος	i(/ppos	n-p---fg-
Ἰσμηνία	*)ismhni/a	Ἰσμήνιος	*)ismh/nios	a-d---fn-
Ἰσμηνία	*)ismhni/a	Ἰσμήνιος	*)ismh/nios	a-d---fv-
Ἰσμηνία	*)ismhni/a	Ἰσμήνιος	*)ismh/nios	a-d---fa-
Ἰσμηνία	*)ismhni/a	Ἰσμήνιος	*)ismh/nios	a-s---fn-
Ἰσμηνία	*)ismhni/a	Ἰσμήνιος	*)ismh/nios	a-s---fv-
Ἰσμηνία	*)ismhni/a	Ἰσμηνίας	*)ismhni/as	n-s---mv-
Ἰσμηνία	*)ismhni/a	Ἰσμηνίας	*)ismhni/as	n-s---mg-
Ἰήιον	*)ih/ion	Ἰήιος	*)ih/ios	a-s---ma-
Ἰήιον	*)ih/ion	Ἰήιος	*)ih/ios	a-s---nn-
Ἰήιον	*)ih/ion	Ἰήιος	*)ih/ios	a-s---nv-
Ἰήιον	*)ih/ion	Ἰήιος	*)ih/ios	a-s---na-
Ἰήιον	*)ih/ion	ἰήιος	i)h/ios	a-s---ma-
Ἰήιον	*)ih/ion	ἰήιος	i)h/ios	a-s---nn-
Ἰήιον	*)ih/ion	ἰήιος	i)h/ios	a-s---nv-
Ἰήιον	*)ih/ion	ἰήιος	i)h/ios	a-s---na-
Ἰήιον	*)ih/ion	ἰήιος	i)h/ios	n-s---ma-
Ἰήιον	*)ih/ion	ἰήιος	i)h/ios	n-s---fa-
Ἰήιον	*)ih/ion	ἰήιος	i)h/ios	n-s---nn-
Ἰήιον	*)ih/ion	ἰήιος	i)h/ios	n-s---nv-
Ἰήιον	*)ih/ion	ἰήιος	i)h/ios	n-s---na-
Ἱππίου	*(ippi/ou	Ἵππιος	*(/ippios	n-s---mg-
Ἱππίου	*(ippi/ou	Ἱππίας	*(ippi/as	n-s---mg-
Ἱππίου	*(ippi/ou	ἵππιος	i(/ppios	a-s---mg-
Ἱππίου	*(ippi/ou	ἵππιος	i(/ppios	a-s---ng-
Ἱππίου	*(ippi/ou	ἱππίας	i(ppi/as	n-s---mg-
ὀδυνᾶν	o)duna=n	ὀδύνη	o)du/nh	n-p---fg-
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v-sppamv-
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v-sppann-
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v-sppanv-
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v-sppana-
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v-sppamn-
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v--pna---
ὀδυνᾶν	o)duna=n	ὀδυνάω	o)duna/w	v--pna---
ὀδάξ	o)da/c	ὀδάξ	o)da/c	d--------
ὀδόντα	o)do/nta	ὀδούς	o)dou/s	n-s---ma-
ὀδόντα	o)do/nta	ὀδούς	o)dou/s	n-s---ma-
ὀδόντα	o)do/nta	ὀδών	o)dw/n	n-s---ma-
ὀλβίαν	o)lbi/an	ὄλβιος	o)/lbios	a-s---fa-
ὀλβίαν	o)lbi/an	ὀλβία	o)lbi/a	n-s---fa-
ὀλέθρων	o)le/qrwn	ὄλεθρος	o)/leqros	n-p---mg-
ὀλίγον	o)li/gon	ὀλίγος	o)li/gos	a-s---ma-
ὀλίγον	o)li/gon	ὀλίγος	o)li/gos	a-s---nn-
ὀλίγον	o)li/gon	ὀλίγος	o)li/gos	a-s---nv-
