Γαιηόχου	*gaiho/xou	Γαιήοχος	*gaih/oxos	n-s---mg-
ἠῷος	h)w=|os	ἠῷος	h)w=|os	a-s---mn-
ἡ	h(	ὁ	o(	l-s---fn-
ἡ	h(	ὁ	o(	l-s---fv-
ἡβηταί	h(bhtai/	ἡβητής	h(bhth/s	n-p---mn-
ἡβηταί	h(bhtai/	ἡβητής	h(bhth/s	n-p---mv-
ἡγεμονεύειν	h(gemoneu/ein	ἡγεμονεύω	h(gemoneu/w	v--pna---
ἡγεμονεύσεις	h(gemoneu/seis	ἡγεμονεύω	h(gemoneu/w	v2sasa---
ἡγεμονεύσεις	h(gemoneu/seis	ἡγεμονεύω	h(gemoneu/w	v2sfia---
ἡγεμονεύσεις	h(gemoneu/seis	ἡγεμονεύω	h(gemoneu/w	v2stia---
ἡγεμονεύων	h(gemoneu/wn	ἡγεμονεύω	h(gemoneu/w	v-sppamn-
ἡγεμόν’	h(gemo/n'	ἡγεμών	h(gemw/n	n-s---ma-
ἡγεμόν’	h(gemo/n'	ἡγεμών	h(gemw/n	n-s---fa-
ἡγεμόν’	h(gemo/n'	ἡγεμών	h(gemw/n	n-s---md-
ἡγεμόν’	h(gemo/n'	ἡγεμών	h(gemw/n	n-s---fd-
ἡγεμόν’	h(gemo/n'	ἡγεμών	h(gemw/n	n-d---mn-
ἡγεμόν’	h(gemo/n'	ἡγεμών	h(gemw/n	n-d---mv-
ἡγεμόν’	h(gemo/n'	ἡγεμών	h(gemw/n	n-d---ma-
ἡγεμόν’	h(gemo/n'	ἡγεμών	h(gemw/n	n-d---fn-
ἡγεμόν’	h(gemo/n'	ἡγεμών	h(gemw/n	n-d---fv-
ἡγεμόν’	h(gemo/n'	ἡγεμών	h(gemw/n	n-d---fa-
ἡγήτορ’	h(gh/tor'	ἡγήτωρ	h(gh/twr	n-s---ma-
ἡγήτορ’	h(gh/tor'	ἡγήτωρ	h(gh/twr	n-s---md-
ἡγήτορ’	h(gh/tor'	ἡγήτωρ	h(gh/twr	n-d---mn-
ἡγήτορ’	h(gh/tor'	ἡγήτωρ	h(gh/twr	n-d---mv-
ἡγήτορ’	h(gh/tor'	ἡγήτωρ	h(gh/twr	n-d---ma-
ἡδεῖαν	h(dei=an	ἡδύς	h(du/s	a-s---fa-
ἡδεῖ’	h(dei='	ἡδύς	h(du/s	a-s---fn-
ἡδεῖ’	h(dei='	ἡδύς	h(du/s	a-s---fv-
ἡδεῖ’	h(dei='	ἡδύς	h(du/s	a-p---fn-
ἡδεῖ’	h(dei='	ἡδύς	h(du/s	a-p---fv-
ἡμετέρην	h(mete/rhn	ἡμέτερος	h(me/teros	a-s---fa-
ἡμετέρης	h(mete/rhs	ἡμέτερος	h(me/teros	a-s---fg-
ἡμετέρου	h(mete/rou	ἡμέτερος	h(me/teros	a-s---mg-
ἡμετέρου	h(mete/rou	ἡμέτερος	h(me/teros	a-s---ng-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---mn-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---mv-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---fn-
ἡμεῖς	h(mei=s	ἐγώ	e)gw/	p-p---fv-
ἡμιόνους	h(mio/nous	ἡμίονος	h(mi/onos	n-p---ma-
ἡμιόνους	h(mio/nous	ἡμίονος	h(mi/onos	n-p---fa-
ἡσυχίως	h(suxi/ws	ἡσύχιος	h(su/xios	x--------
ἡσυχίως	h(suxi/ws	ἡσύχιος	h(su/xios	n-p---ma-
ἡσυχίως	h(suxi/ws	ἡσύχιος	h(su/xios	n-p---fa-
ἡσυχίῃ	h(suxi/h|	ἡσυχία	h(suxi/a	n-s---fd-
ἡχοῦ	h(xou=	ἧχι	h(=xi	d--------
ἡχοῦ	h(xou=	ἡχοῦ	h(xou=	d--------
ἤ	h)/	ἤ1	h)/1	c--------
ἤ	h)/	ἤ2	h)/2	x--------
ἤδη	h)/dh	ἤδη	h)/dh	d--------
ἤδη	h)/dh	ἦδος	h)=dos	n-p---nn-
ἤδη	h)/dh	ἦδος	h)=dos	n-p---nv-
ἤδη	h)/dh	ἦδος	h)=dos	n-p---na-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---nn-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---nv-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---na-
ἤειδε	h)/eide	ἀείδω	a)ei/dw	v3siia---
ἤθελεν	h)/qelen	ἐθέλω	e)qe/lw	v3siia---
ἤιξεν	h)/icen	ἀίσσω	a)i/ssw	v3saia---
ἤιξεν	h)/icen	ἀίσσω	a)i/ssw	v3saia---
ἤλασεν	h)/lasen	ἐλαύνω	e)lau/nw	v3saia---
ἤλαυνε	h)/laune	ἐλαύνω	e)lau/nw	v3saia---
ἤλαυνε	h)/laune	ἐλαύνω	e)lau/nw	v3siia---
ἤλυθ’	h)/luq'	ἔρχομαι	e)/rxomai	v3saia---
ἤματα	h)/mata	ἦμαρ	h)=mar	n-p---nn-
ἤματα	h)/mata	ἦμαρ	h)=mar	n-p---nv-
ἤματα	h)/mata	ἦμαρ	h)=mar	n-p---na-
ἤματι	h)/mati	ἦμαρ	h)=mar	n-s---nd-
ἤματος	h)/matos	ἦμαρ	h)=mar	n-s---ng-
ἤν	h)/n	ἐάν	e)a/n	c--------
ἤν	h)/n	ἤν	h)/n	x--------
ἤνυσε	h)/nuse	ἀνύω	a)nu/w	v3saia---
ἤπιος	h)/pios	ἤπιος	h)/pios	a-s---mn-
ἤπιος	h)/pios	ἤπιος	h)/pios	n-s---mn-
ἤπιος	h)/pios	ἤπιος	h)/pios	n-s---fn-
ἤραρεν	h)/raren	ἀραρίσκω	a)rari/skw	v3saia---
ἤραρεν	h)/raren	ἀραρίσκω	a)rari/skw	v3plia---
ἥ	h(/	ὁ	o(	l-s---fn-
ἥ	h(/	ὁ	o(	l-s---fv-
ἥ	h(/	ὅς	o(/s	p-s---fn-
ἥβης	h(/bhs	ἅπτω	a(/ptw	v2saip---
ἥβης	h(/bhs	ἥβη	h(/bh	n-s---fg-
ἥβης	h(/bhs	ἡβάω	h(ba/w	v2siia---
ἥβης	h(/bhs	ἡβάω	h(ba/w	v2siia---
ἥβης	h(/bhs	ἡβάω	h(ba/w	v2siia---
ἥβης	h(/bhs	ἡβάω	h(ba/w	v2spia---
ἥβης	h(/bhs	ἡβάω	h(ba/w	v2siia---
ἥδυμον	h(/dumon	ἥδυμος	h(/dumos	n-s---ma-
ἥδυμον	h(/dumon	ἥδυμος	h(/dumos	n-s---fa-
ἥδυμον	h(/dumon	ἥδυμος	h(/dumos	n-s---nn-
ἥδυμον	h(/dumon	ἥδυμος	h(/dumos	n-s---nv-
ἥδυμον	h(/dumon	ἥδυμος	h(/dumos	n-s---na-
ἥν	h(/n	ὅς	o(/s	p-s---fa-
ἦ	h)=	εἰμί	ei)mi/	v1siia---
ἦ	h)=	ἦ	h)=	d--------
ἦ	h)=	ἠμί	h)mi/	v3siia---
ἦκα	h)=ka	ἦκα	h)=ka	d--------
ἦλθε	h)=lqe	ἔρχομαι	e)/rxomai	v3saia---
ἦλθε	h)=lqe	ἔρχομαι	e)/rxomai	v3saia---
ἦλθεν	h)=lqen	ἔρχομαι	e)/rxomai	v3saia---
ἦλθεν	h)=lqen	ἔρχομαι	e)/rxomai	v3saia---
ἦμαρ	h)=mar	ἦμαρ	h)=mar	n-s---nn-
ἦμαρ	h)=mar	ἦμαρ	h)=mar	n-s---nv-
ἦμαρ	h)=mar	ἦμαρ	h)=mar	n-s---na-
ἧ	h(=	ἧ	h(=	d--------
ἧ	h(=	ὁ	o(	l-s---fn-
ἧ	h(=	ὁ	o(	l-s---fv-
ἧκε	h(=ke	ἥκω	h(/kw	v3siia---
ἧκε	h(=ke	ἥκω	h(/kw	v2spma---
ἧκε	h(=ke	ἥκω	h(/kw	v3siia---
ἧκε	h(=ke	ἵημι	i(/hmi	v3saia---
ἧκε	h(=ke	ἵημι	i(/hmi	v3saia---
ἧς	h(=s	εἷς	ei(=s	n-s---mn-
ἧς	h(=s	ὅς	o(/s	p-s---fg-
Ἠέλιον	*)he/lion	Ἥλιος	*(/hlios	n-s---ma-
Ἠέλιον	*)he/lion	Ἥλιος	*(/hlios	n-s---fa-
Ἠέλιον	*)he/lion	Ἥλιος	*(/hlios	n-s---nn-
Ἠέλιον	*)he/lion	Ἥλιος	*(/hlios	n-s---nv-
Ἠέλιον	*)he/lion	Ἥλιος	*(/hlios	n-s---na-
Ἠέλιον	*)he/lion	ἥλιος	h(/lios	n-s---ma-
Ἠέλιον	*)he/lion	ἠέλιος	h)e/lios	n-s---ma-
Ἠώς	*)hw/s	Ἠώς	*)hw/s	n-s---fn-
Ἠώς	*)hw/s	ἠώς	h)w/s	n-s---fn-
Ἠῶ	*)hw=	Ἠώς	*)hw/s	n-s---fa-
Ἠῶ	*)hw=	Ἠώς	*)hw/s	n-d---fn-
Ἠῶ	*)hw=	Ἠώς	*)hw/s	n-d---fv-
Ἠῶ	*)hw=	Ἠώς	*)hw/s	n-d---fa-
Ἠῶ	*)hw=	ἀάω	a)a/w	v2siie---
Ἠῶ	*)hw=	ἠώς	h)w/s	n-s---fa-
Ἠῶ	*)hw=	ἠώς	h)w/s	n-d---fn-
Ἠῶ	*)hw=	ἠώς	h)w/s	n-d---fv-
Ἠῶ	*)hw=	ἠώς	h)w/s	n-d---fa-
Ἡφαίστοιο	*(hfai/stoio	Ἥφαιστος	*(/hfaistos	n-s---mg-
Ἥρην	*(/hrhn	Ἥρα	*(/hra	n-s---fa-
ἰαύσῃς	i)au/sh|s	ἰαύω	i)au/w	v2sasa---
ἰγνύσι	i)gnu/si	ἰγνύς	i)gnu/s	n-p---fd-
ἰδών	i)dw/n	εἶδον	ei)=don	v-sapamn-
ἰθύσας	i)qu/sas	ἰθύω	i)qu/w	v-sapamn-
ἰθύσας	i)qu/sas	ἰθύω	i)qu/w	v-sapamv-
ἰωή	i)wh/	ἰωή	i)wh/	n-s---fn-
ἰωή	i)wh/	ἰωή	i)wh/	n-s---fv-
ἰών	i)w/n	εἶμι	ei)=mi	v-sppamn-
ἰών	i)w/n	εἰμί	ei)mi/	v-sppamn-
ἱεροί	i(eroi/	ἱερός	i(ero/s	a-p---mn-
ἱεροί	i(eroi/	ἱερός	i(ero/s	a-p---mv-
ἱεροί	i(eroi/	ἱερός	i(ero/s	n-p---mn-
ἱεροί	i(eroi/	ἱερός	i(ero/s	n-p---mv-
ἱεροί	i(eroi/	ἱερός	i(ero/s	n-p---fn-
ἱεροί	i(eroi/	ἱερός	i(ero/s	n-p---fv-
ἱεροί	i(eroi/	ἱερόω	i(ero/w	v2spse---
ἱεροί	i(eroi/	ἱερόω	i(ero/w	v2spie---
ἱεροί	i(eroi/	ἱερόω	i(ero/w	v3spsa---
ἱερῆς	i(erh=s	ἱερά	i(era/	n-s---fg-
ἱερῆς	i(erh=s	ἱεράζω	i(era/zw	v2sfia---
ἱερῆς	i(erh=s	ἱερεύς	i(ereu/s	n-p---mn-
ἱερῆς	i(erh=s	ἱερεύς	i(ereu/s	n-p---mn-
ἱερῆς	i(erh=s	ἱερεύς	i(ereu/s	n-p---mv-
ἱερῆς	i(erh=s	ἱερή	i(erh/	n-s---fg-
ἱερῆς	i(erh=s	ἱερός	i(ero/s	a-s---fg-
ἱερῷ	i(erw=|	ἱεράζω	i(era/zw	v3sfoa---
ἱερῷ	i(erw=|	ἱερόν	i(ero/n	n-s---nd-
ἱερῷ	i(erw=|	ἱερός	i(ero/s	a-s---md-
ἱερῷ	i(erw=|	ἱερός	i(ero/s	a-s---nd-
ἱερῷ	i(erw=|	ἱερός	i(ero/s	n-s---md-
ἱερῷ	i(erw=|	ἱερός	i(ero/s	n-s---fd-
ἱερῷ	i(erw=|	ἱερός	i(ero/s	n-s---nd-
ἱεῖσα	i(ei=sa	ἵημι	i(/hmi	v-sppafn-
ἱεῖσα	i(ei=sa	ἵημι	i(/hmi	v-sppafv-
ἱκάνεις	i(ka/neis	ἱκάνω	i(ka/nw	v2spia---
ἱκάνω	i(ka/nw	ἱκάνω	i(ka/nw	v1spsa---
ἱκάνω	i(ka/nw	ἱκάνω	i(ka/nw	v1spia---
ἱκάνω	i(ka/nw	ἱκανόω	i(kano/w	v3siia---
ἱκάνω	i(ka/nw	ἱκανόω	i(kano/w	v2spma---
ἱκάνω	i(ka/nw	ἱκανόω	i(kano/w	v3siia---
ἱμερτήν	i(merth/n	ἱμερτός	i(merto/s	a-s---fa-
ἱμερόεις	i(mero/eis	ἱμερόεις	i(mero/eis	n-s---mn-
ἱμερόεντα	i(mero/enta	ἱμερόεις	i(mero/eis	n-p---nn-
ἱμερόεντα	i(mero/enta	ἱμερόεις	i(mero/eis	n-p---nv-
ἱμερόεντα	i(mero/enta	ἱμερόεις	i(mero/eis	n-p---na-
ἱμερόεντα	i(mero/enta	ἱμερόεις	i(mero/eis	n-s---ma-
ἱμερόεσσα	i(mero/essa	ἱμερόεις	i(mero/eis	n-s---fn-
ἱμερόεσσα	i(mero/essa	ἱμερόεις	i(mero/eis	n-s---fv-
ἱμείροντι	i(mei/ronti	ἱμείρω	i(mei/rw	v-sppamd-
ἱμείροντι	i(mei/ronti	ἱμείρω	i(mei/rw	v-sppand-
ἱμείροντι	i(mei/ronti	ἱμείρω	i(mei/rw	v3ppia---
ἱπποβότου	i(ppobo/tou	ἱππόβοτος	i(ppo/botos	n-s---mg-
ἱπποβότου	i(ppobo/tou	ἱππόβοτος	i(ppo/botos	n-s---fg-
ἱπποβότου	i(ppobo/tou	ἱππόβοτος	i(ppo/botos	n-s---ng-
ἱπποβότου	i(ppobo/tou	ἱπποβότης	i(ppobo/ths	n-s---mg-
ἱέμενον	i(e/menon	ἵημι	i(/hmi	v-sppmma-
ἱέμενον	i(e/menon	ἵημι	i(/hmi	v-sppmnn-
ἱέμενον	i(e/menon	ἵημι	i(/hmi	v-sppmnv-
ἱέμενον	i(e/menon	ἵημι	i(/hmi	v-sppmna-
ἴδοιτο	i)/doito	εἶδον	ei)=don	v3saom---
ἴδον	i)/don	εἶδον	ei)=don	v3paia---
ἴδον	i)/don	εἶδον	ei)=don	v1saia---
ἴσχανε	i)/sxane	ἰσχάνω	i)sxa/nw	v3siia---
ἴσχανε	i)/sxane	ἰσχάνω	i)sxa/nw	v2spma---
ἴσχανε	i)/sxane	ἰσχάνω	i)sxa/nw	v3siia---
ἴφθιμα	i)/fqima	ἴφθιμος	i)/fqimos	a-p---nn-
ἴφθιμα	i)/fqima	ἴφθιμος	i)/fqimos	a-p---nv-
ἴφθιμα	i)/fqima	ἴφθιμος	i)/fqimos	a-p---na-
ἴφθιμα	i)/fqima	ἴφθιμος	i)/fqimos	n-p---nn-
ἴφθιμα	i)/fqima	ἴφθιμος	i)/fqimos	n-p---nv-
ἴφθιμα	i)/fqima	ἴφθιμος	i)/fqimos	n-p---na-
ἴχνια	i)/xnia	ἴχνιον	i)/xnion	n-p---nn-
ἴχνια	i)/xnia	ἴχνιον	i)/xnion	n-p---nv-
ἴχνια	i)/xnia	ἴχνιον	i)/xnion	n-p---na-
ἴχνιά	i)/xnia/	ἴχνιον	i)/xnion	n-p---nn-
ἴχνιά	i)/xnia/	ἴχνιον	i)/xnion	n-p---nv-
ἴχνιά	i)/xnia/	ἴχνιον	i)/xnion	n-p---na-
ἴχνι’	i)/xni'	ἴχνιον	i)/xnion	n-p---nn-
ἴχνι’	i)/xni'	ἴχνιον	i)/xnion	n-p---nv-
ἴχνι’	i)/xni'	ἴχνιον	i)/xnion	n-p---na-
ἵκανον	i(/kanon	ἱκάνω	i(ka/nw	v3piia---
ἵκανον	i(/kanon	ἱκάνω	i(ka/nw	v1siia---
ἵκανον	i(/kanon	ἱκάνω	i(ka/nw	v3piia---
ἵκανον	i(/kanon	ἱκάνω	i(ka/nw	v1siia---
ἵκοντο	i(/konto	ἱκνέομαι	i(kne/omai	v3paim---
ἵκοντο	i(/konto	ἱκνέομαι	i(kne/omai	v3paim---
ἵμερος	i(/meros	ἵμερος	i(/meros	n-s---mn-
ἵπποισι	i(/ppoisi	ἵππος	i(/ppos	n-p---md-
ἵπποισι	i(/ppoisi	ἵππος	i(/ppos	n-p---fd-
ἵππους	i(/ppous	ἵππος	i(/ppos	n-p---ma-
ἵππους	i(/ppous	ἵππος	i(/ppos	n-p---fa-
ἷζε	i(=ze	ἵζω	i(/zw	v3siia---
ἷξον	i(=con	ἵκω	i(/kw	v3paia---
ἷξον	i(=con	ἵκω	i(/kw	v1saia---
ἷξον	i(=con	ἵκω	i(/kw	v-sfpamv-
ἷξον	i(=con	ἵκω	i(/kw	v-sfpann-
ἷξον	i(=con	ἵκω	i(/kw	v-sfpanv-
ἷξον	i(=con	ἵκω	i(/kw	v-sfpana-
ὀαρίζειν	o)ari/zein	ὀαρίζω	o)ari/zw	v--pna---
ὀβελοῖσι	o)beloi=si	ὀβελός	o)belo/s	n-p---md-
ὀδμή	o)dmh/	ὀσμή	o)smh/	n-s---fn-
ὀδμή	o)dmh/	ὀσμή	o)smh/	n-s---fv-
ὀλίγοισι	o)li/goisi	ὀλίγος	o)li/gos	a-p---md-
ὀλίγοισι	o)li/goisi	ὀλίγος	o)li/gos	a-p---nd-
ὀλίγον	o)li/gon	ὀλίγος	o)li/gos	a-s---ma-
ὀλίγον	o)li/gon	ὀλίγος	o)li/gos	a-s---nn-
ὀλίγον	o)li/gon	ὀλίγος	o)li/gos	a-s---nv-
ὀλίγον	o)li/gon	ὀλίγος	o)li/gos	a-s---na-
ὀλίγος	o)li/gos	ὀλίγος	o)li/gos	a-s---mn-
ὀλίγῳ	o)li/gw|	ὀλίγος	o)li/gos	a-s---md-
ὀλίγῳ	o)li/gw|	ὀλίγος	o)li/gos	a-s---nd-
ὀμοῦμαι	o)mou=mai	ὄμνυμι	o)/mnumi	v1sfim---
ὀμφῆς	o)mfh=s	ὀμφή	o)mfh/	n-s---fg-
ὀμίχλη	o)mi/xlh	ὁμίχλη	o(mi/xlh	n-s---fn-
ὀμίχλη	o)mi/xlh	ὁμίχλη	o(mi/xlh	n-s---fv-
ὀμόσσαι	o)mo/ssai	ὄμνυμι	o)/mnumi	v--ana---
ὀμόσσαι	o)mo/ssai	ὄμνυμι	o)/mnumi	v3saoa---
ὀνείρων	o)nei/rwn	ὄνειρος	o)/neiros	n-p---mg-
ὀνείρων	o)nei/rwn	ὄνειρος	o)/neiros	n-p---ng-
ὀνομακλυτόν	o)nomakluto/n	ὀνομακλυτός	o)nomakluto/s	n-s---ma-
ὀνομακλυτόν	o)nomakluto/n	ὀνομακλυτός	o)nomakluto/s	n-s---fa-
ὀνομακλυτόν	o)nomakluto/n	ὀνομακλυτός	o)nomakluto/s	n-s---nn-
ὀνομακλυτόν	o)nomakluto/n	ὀνομακλυτός	o)nomakluto/s	n-s---nv-
ὀνομακλυτόν	o)nomakluto/n	ὀνομακλυτός	o)nomakluto/s	n-s---na-
ὀνοτάζω	o)nota/zw	ὀνοτάζω	o)nota/zw	v1spsa---
ὀνοτάζω	o)nota/zw	ὀνοτάζω	o)nota/zw	v1spia---
ὀνήσεις	o)nh/seis	ὄνησις	o)/nhsis	n-p---fn-
ὀνήσεις	o)nh/seis	ὄνησις	o)/nhsis	n-p---fv-
ὀνήσεις	o)nh/seis	ὄνησις	o)/nhsis	n-p---fn-
ὀνήσεις	o)nh/seis	ὄνησις	o)/nhsis	n-p---fa-
ὀνήσεις	o)nh/seis	ὀνίνημι	o)ni/nhmi	v2sasa---
ὀνήσεις	o)nh/seis	ὀνίνημι	o)ni/nhmi	v2sfia---
ὀνήσιμον	o)nh/simon	ὀνήσιμος	o)nh/simos	n-s---ma-
ὀνήσιμον	o)nh/simon	ὀνήσιμος	o)nh/simos	n-s---fa-
ὀνήσιμον	o)nh/simon	ὀνήσιμος	o)nh/simos	n-s---nn-
ὀνήσιμον	o)nh/simon	ὀνήσιμος	o)nh/simos	n-s---nv-
ὀνήσιμον	o)nh/simon	ὀνήσιμος	o)nh/simos	n-s---na-
ὀνήσω	o)nh/sw	ὀνέομαι	o)ne/omai	v2saie---
ὀνήσω	o)nh/sw	ὀνίνημι	o)ni/nhmi	v1sasa---
ὀνήσω	o)nh/sw	ὀνίνημι	o)ni/nhmi	v2saim---
ὀνήσω	o)nh/sw	ὀνίνημι	o)ni/nhmi	v1sfia---
ὀνίνησι	o)ni/nhsi	ὀνίνημι	o)ni/nhmi	v3spia---
ὀξύ	o)cu/	ὀξύσ2	o)cu/s2	a-s---mv-
ὀξύ	o)cu/	ὀξύσ2	o)cu/s2	a-s---nn-
ὀξύ	o)cu/	ὀξύσ2	o)cu/s2	a-s---nv-
ὀξύ	o)cu/	ὀξύσ2	o)cu/s2	a-s---na-
ὀπηδός	o)phdo/s	ὀπηδός	o)phdo/s	n-s---mn-
ὀπηδός	o)phdo/s	ὀπηδός	o)phdo/s	n-s---fn-
ὀπηδός	o)phdo/s	ὀπηδός	o)phdo/s	n-s---mn-
ὀπωπητῆρα	o)pwphth=ra	ὀπωπητήρ	o)pwphth/r	n-s---ma-
ὀπωρινῇ	o)pwrinh=|	ὀπωρινός	o)pwrino/s	a-s---fd-
ὀπήδει	o)ph/dei	ὀπαδέω	o)pade/w	v2spma---
ὀπήδει	o)ph/dei	ὀπαδέω	o)pade/w	v3siia---
ὀπήδει	o)ph/dei	ὀπηδέω	o)phde/w	v2spma---
ὀπήδει	o)ph/dei	ὀπηδέω	o)phde/w	v3siia---
ὀπίζομαι	o)pi/zomai	ὀπίζομαι	o)pi/zomai	v1spie---
ὀπίζομαι	o)pi/zomai	ὀπίζω	o)pi/zw	v1spie---
ὀρεσκῴοιο	o)reskw/|oio	ὀρεσκῷος	o)reskw=|os	n-s---mg-
ὀρεσκῴοιο	o)reskw/|oio	ὀρεσκῷος	o)reskw=|os	n-s---fg-
ὀρεσκῴοιο	o)reskw/|oio	ὀρεσκῷος	o)reskw=|os	n-s---ng-
ὀρθοκραιράων	o)rqokraira/wn	ὀρθόκραιρος	o)rqo/krairos	a-p---mg-
ὀρθοκραιράων	o)rqokraira/wn	ὀρθόκραιρος	o)rqo/krairos	a-p---fg-
ὀρθοκραιράων	o)rqokraira/wn	ὀρθόκραιρος	o)rqo/krairos	a-p---fg-
ὀρσολοπεύεις	o)rsolopeu/eis	ὀρσολοπεύω	o)rsolopeu/w	v2spia---
ὀρφναίη	o)rfnai/h	ὀρφναῖος	o)rfnai=os	a-s---fn-
ὀρφναίη	o)rfnai/h	ὀρφναῖος	o)rfnai=os	a-s---fv-
ὀρφναίην	o)rfnai/hn	ὀρφναῖος	o)rfnai=os	a-s---fa-
ὀφθαλμοῖσιν	o)fqalmoi=sin	ὀφθαλμός	o)fqalmo/s	n-p---md-
ὀφθαλμῶν	o)fqalmw=n	ὀφθαλμός	o)fqalmo/s	n-p---mg-
ὀφρῦς	o)fru=s	ὀφρύς	o)fru/s	n-p---fa-
ὀφρῦς	o)fru=s	ὀφρύς	o)fru/s	n-p---fn-
ὀφρῦς	o)fru=s	ὀφρύς	o)fru/s	n-p---fv-
ὀίεσσιν	o)i/essin	ὄις	o)/is	n-p---md-
ὀίεσσιν	o)i/essin	ὄις	o)/is	n-p---fd-
ὀίομαι	o)i/omai	οἴομαι	oi)/omai	v1spie---
ὀίω	o)i/w	οἴομαι	oi)/omai	v1spia---
ὀίων	o)i/wn	ὄις	o)/is	n-p---mg-
ὀίων	o)i/wn	ὄις	o)/is	n-p---fg-
ὁ	o(	ὁ	o(	l-s---mn-
ὁδοιπορίην	o(doipori/hn	ὁδοιπορία	o(doipori/a	n-s---fa-
ὁδοῖο	o(doi=o	ὁδάω	o(da/w	v2spoe---
ὁδοῖο	o(doi=o	ὁδόσ1	o(do/s1	n-s---mg-
ὁδοῖο	o(doi=o	ὁδόσ2	o(do/s2	n-s---fg-
ὁδοῖο	o(doi=o	ὁδόω	o(do/w	v2spoe---
ὁδοῦ	o(dou=	ὁδάω	o(da/w	v2spme---
ὁδοῦ	o(dou=	ὁδόσ1	o(do/s1	n-s---mg-
ὁδοῦ	o(dou=	ὁδόσ2	o(do/s2	n-s---fg-
ὁδοῦ	o(dou=	ὁδόω	o(do/w	v2spme---
ὁδοῦ	o(dou=	ὁδόω	o(do/w	v2siie---
ὁδόν	o(do/n	ὁδόσ1	o(do/s1	n-s---ma-
ὁδόν	o(do/n	ὁδόσ2	o(do/s2	n-s---fa-
ὁδῖται	o(di=tai	ὁδίτης	o(di/ths	n-p---mn-
ὁδῖται	o(di=tai	ὁδίτης	o(di/ths	n-p---mv-
ὁμιλεῖ	o(milei=	ὁμιλέω	o(mile/w	v2spie---
ὁμιλεῖ	o(milei=	ὁμιλέω	o(mile/w	v3spia---
ὁμοῦ	o(mou=	ὁμός	o(mo/s	a-s---mg-
ὁμοῦ	o(mou=	ὁμός	o(mo/s	a-s---ng-
ὁμοῦ	o(mou=	ὁμόω	o(mo/w	v2spme---
ὁμοῦ	o(mou=	ὁμόω	o(mo/w	v2siie---
ὁμοῦ	o(mou=	ὁμοῦ	o(mou=	d--------
ὁμήγυριν	o(mh/gurin	ὁμήγυρις	o(mh/guris	n-s---fa-
ὁμόφρονα	o(mo/frona	ὁμόφρων	o(mo/frwn	n-p---nn-
ὁμόφρονα	o(mo/frona	ὁμόφρων	o(mo/frwn	n-p---nv-
ὁμόφρονα	o(mo/frona	ὁμόφρων	o(mo/frwn	n-p---na-
ὁμόφρονα	o(mo/frona	ὁμόφρων	o(mo/frwn	n-s---ma-
ὁμόφρονα	o(mo/frona	ὁμόφρων	o(mo/frwn	n-s---fa-
ὁμόφρονες	o(mo/frones	ὁμόφρων	o(mo/frwn	n-p---mn-
ὁμόφρονες	o(mo/frones	ὁμόφρων	o(mo/frwn	n-p---mv-
ὁμόφρονες	o(mo/frones	ὁμόφρων	o(mo/frwn	n-p---fn-
ὁμόφρονες	o(mo/frones	ὁμόφρων	o(mo/frwn	n-p---fv-
ὁπλοτέροισιν	o(plote/roisin	ὁπλότερος	o(plo/teros	a-p---md-
ὁπλοτέροισιν	o(plote/roisin	ὁπλότερος	o(plo/teros	a-p---nd-
ὁπλάς	o(pla/s	ὁπλή	o(plh/	n-p---fa-
ὁπόσοι	o(po/soi	ὁπόσος	o(po/sos	a-p---mn-
ὁπόσοι	o(po/soi	ὁπόσος	o(po/sos	a-p---mv-
ὁπότ’	o(po/t'	ὁπότε	o(po/te	d--------
ὁρμαίνων	o(rmai/nwn	ὁρμαίνω	o(rmai/nw	v-sppamn-
ὁρώμενος	o(rw/menos	ὁράω	o(ra/w	v-sppmmn-
ὁρώμενος	o(rw/menos	ὁράω	o(ra/w	v-sppemn-
ὁρῶμαι	o(rw=mai	ὁράω	o(ra/w	v1spsm---
ὁρῶμαι	o(rw=mai	ὁράω	o(ra/w	v1spim---
ὁρῶμαι	o(rw=mai	ὁράω	o(ra/w	v1spse---
ὁρῶμαι	o(rw=mai	ὁράω	o(ra/w	v1spie---
ὁρῶμαι	o(rw=mai	ὁράω	o(ra/w	v1spse---
ὁσίης	o(si/hs	ὅσιος	o(/sios	a-s---fg-
ὁσίης	o(si/hs	ὁσία	o(si/a	n-s---fg-
ὄβριμον	o)/brimon	ὄβριμος	o)/brimos	a-s---ma-
ὄβριμον	o)/brimon	ὄβριμος	o)/brimos	a-s---nn-
ὄβριμον	o)/brimon	ὄβριμος	o)/brimos	a-s---nv-
ὄβριμον	o)/brimon	ὄβριμος	o)/brimos	a-s---na-
ὄβριμον	o)/brimon	ὄβριμος	o)/brimos	n-s---ma-
ὄβριμον	o)/brimon	ὄβριμος	o)/brimos	n-s---fa-
ὄβριμον	o)/brimon	ὄβριμος	o)/brimos	n-s---nn-
