Αἰγεΐδη	*ai)gei+/dh	Αἰγεΐδης	*ai)gei/+dhs	n-s---mv-
ἐρῶ	e)rw=	ἐρῶ	e)rw=	v1sfia---
ἐρῶν	e)rw=n	ἔρα	e)/ra	n-p---fg-
ἐρῶν	e)rw=n	ἔροσ2	e)/ros2	n-p---ng-
ἐρῶν	e)rw=n	ἐράω1	e)ra/w1	v-sppamv-
ἐρῶν	e)rw=n	ἐράω1	e)ra/w1	v-sppann-
ἐρῶν	e)rw=n	ἐράω1	e)ra/w1	v-sppanv-
ἐρῶν	e)rw=n	ἐράω1	e)ra/w1	v-sppana-
ἐρῶν	e)rw=n	ἐράω1	e)ra/w1	v-sppamn-
ἐρῶν	e)rw=n	ἐράω2	e)ra/w2	v-sppamv-
ἐρῶν	e)rw=n	ἐράω2	e)ra/w2	v-sppann-
ἐρῶν	e)rw=n	ἐράω2	e)ra/w2	v-sppanv-
ἐρῶν	e)rw=n	ἐράω2	e)ra/w2	v-sppana-
ἐρῶν	e)rw=n	ἐράω2	e)ra/w2	v-sppamn-
ἐρῶν	e)rw=n	ἐρέω	e)re/w	v-sppamn-
ἐρῶν	e)rw=n	ἐρῶ	e)rw=	v-sfpamn-
ἐς	e)s	εἰς	ei)s	r--------
ἐσβολάς	e)sbola/s	εἰσβολή	ei)sbolh/	n-p---fa-
ἐσδραμών	e)sdramw/n	εἰστρέχω	ei)stre/xw	v-sapamn-
ἐσθίει	e)sqi/ei	ἐσθίω	e)sqi/w	v2spie---
ἐσθίει	e)sqi/ei	ἐσθίω	e)sqi/w	v3spia---
ἐσθίοιτ’	e)sqi/oit'	ἐσθίω	e)sqi/w	v3spoe---
ἐσθίοιτ’	e)sqi/oit'	ἐσθίω	e)sqi/w	v2ppoa---
ἐσθίοιτ’	e)sqi/oit'	εἰσθέω	ei)sqe/w	v3spom---
ἐσθίοιτ’	e)sqi/oit'	εἰσθέω	ei)sqe/w	v2ppoa---
ἐσθίων	e)sqi/wn	ἔσθος	e)/sqos	n-p---ng-
ἐσθίων	e)sqi/wn	ἐσθίω	e)sqi/w	v-sppamn-
ἐσθίων	e)sqi/wn	εἰσθέω	ei)sqe/w	v-sppamn-
ἐσκοροδισμένος	e)skorodisme/nos	σκοροδίζω	skorodi/zw	v-srpemn-
ἐσκορόδισας	e)skoro/disas	σκοροδίζω	skorodi/zw	v2saia---
ἐσμέν	e)sme/n	εἰμί	ei)mi/	v1ppia---
ἐσπεσών	e)spesw/n	εἰσπίπτω	ei)spi/ptw	v-sapamn-
ἐσπηδήσας	e)sphdh/sas	εἰσπηδάω	ei)sphda/w	v-sapamn-
ἐσπηδήσας	e)sphdh/sas	εἰσπηδάω	ei)sphda/w	v-sapamv-
ἐστεφανωμένον	e)stefanwme/non	στεφανόω	stefano/w	v-srpema-
ἐστεφανωμένον	e)stefanwme/non	στεφανόω	stefano/w	v-srpenn-
ἐστεφανωμένον	e)stefanwme/non	στεφανόω	stefano/w	v-srpenv-
ἐστεφανωμένον	e)stefanwme/non	στεφανόω	stefano/w	v-srpena-
ἐστεφάνιξα	e)stefa/nica	στεφανίζω	stefani/zw	v1saia---
ἐστεφάνουν	e)stefa/noun	στεφανόω	stefano/w	v3piia---
ἐστεφάνουν	e)stefa/noun	στεφανόω	stefano/w	v1siia---
ἐστι	e)sti	εἰμί	ei)mi/	v3spia---
ἐστιν	e)stin	εἰμί	ei)mi/	v3spia---
ἐστί	e)sti/	εἰμί	ei)mi/	v3spia---
ἐστίν	e)sti/n	εἰμί	ei)mi/	v3spia---
ἐσφοιτῶν	e)sfoitw=n	εἰσφοιτάω	ei)sfoita/w	v-sppamv-
ἐσφοιτῶν	e)sfoitw=n	εἰσφοιτάω	ei)sfoita/w	v-sppann-
ἐσφοιτῶν	e)sfoitw=n	εἰσφοιτάω	ei)sfoita/w	v-sppanv-
ἐσφοιτῶν	e)sfoitw=n	εἰσφοιτάω	ei)sfoita/w	v-sppana-
ἐσφοιτῶν	e)sfoitw=n	εἰσφοιτάω	ei)sfoita/w	v-sppamn-
ἐσφοιτῶν	e)sfoitw=n	εἰσφοιτάω	ei)sfoita/w	v-sppamn-
ἐσφοραῖς	e)sforai=s	εἰσφορά	ei)sfora/	n-p---fd-
ἐσχάρας	e)sxa/ras	ἐσχάρα	e)sxa/ra	n-p---fa-
ἐσχάρας	e)sxa/ras	ἐσχάρα	e)sxa/ra	n-s---fg-
ἐσχάρας	e)sxa/ras	ἐσχάρα	e)sxa/ra	n-p---fa-
ἐσχάρας	e)sxa/ras	ἐσχάρα	e)sxa/ra	n-s---fg-
ἐτεόν	e)teo/n	ἐτεός	e)teo/s	a-s---ma-
ἐτεόν	e)teo/n	ἐτεός	e)teo/s	a-s---nn-
ἐτεόν	e)teo/n	ἐτεός	e)teo/s	a-s---nv-
ἐτεόν	e)teo/n	ἐτεός	e)teo/s	a-s---na-
ἐτέον	e)te/on	ἐτεός	e)teo/s	d--------
ἐτόρυνε	e)to/rune	τορύνω	toru/nw	v3siia---
ἐτόρυνε	e)to/rune	τορύνω	toru/nw	v3saia---
ἐφεστάναι	e)festa/nai	ἐφίστημι	e)fi/sthmi	v--rna---
ἐφληνάφα	e)flhna/fa	φληναφάω	flhnafa/w	v3siia---
ἐφλυάρει	e)flua/rei	φλυαρέω	fluare/w	v3siia---
ἐφορᾷ	e)fora=|	ἐφοράω	e)fora/w	v2spse---
ἐφορᾷ	e)fora=|	ἐφοράω	e)fora/w	v2spie---
ἐφορᾷ	e)fora=|	ἐφοράω	e)fora/w	v3spsa---
ἐφορᾷ	e)fora=|	ἐφοράω	e)fora/w	v3spia---
ἐφορᾷ	e)fora=|	ἐποράω	e)pora/w	v2spsm---
ἐφορᾷ	e)fora=|	ἐποράω	e)pora/w	v2spim---
ἐφορᾷ	e)fora=|	ἐποράω	e)pora/w	v2spse---
ἐφορᾷ	e)fora=|	ἐποράω	e)pora/w	v2spie---
ἐφορᾷ	e)fora=|	ἐποράω	e)pora/w	v3spsa---
ἐφορᾷ	e)fora=|	ἐποράω	e)pora/w	v3spia---
ἐφοίτας	e)foi/tas	φοιτάω	foita/w	v2siia---
ἐφυλάττου	e)fula/ttou	φυλάσσω	fula/ssw	v2siie---
ἐφάνη	e)fa/nh	φαίνω	fai/nw	v3saip---
ἐφάνη	e)fa/nh	φανάω	fana/w	v3siia---
ἐφάνη	e)fa/nh	φανάω	fana/w	v3siia---
ἐφέξεις	e)fe/ceis	ἔφεξις	e)/fecis	n-p---fn-
ἐφέξεις	e)fe/ceis	ἔφεξις	e)/fecis	n-p---fv-
ἐφέξεις	e)fe/ceis	ἔφεξις	e)/fecis	n-p---fn-
ἐφέξεις	e)fe/ceis	ἔφεξις	e)/fecis	n-p---fa-
ἐφέξεις	e)fe/ceis	ἐπώχατο	e)pw/xato	v2sfia---
ἐφόρει	e)fo/rei	ἐφοράω	e)fora/w	v2spma---
ἐφόρει	e)fo/rei	ἐφοράω	e)fora/w	v3siia---
ἐφόρει	e)fo/rei	ἐποράω	e)pora/w	v2spma---
ἐφόρει	e)fo/rei	ἐποράω	e)pora/w	v3siia---
ἐφόρει	e)fo/rei	φορέω	fore/w	v3siia---
ἐφύλαττεν	e)fu/latten	φυλάσσω	fula/ssw	v3siia---
ἐχαρίσω	e)xari/sw	χαρίζομαι	xari/zomai	v2saie---
ἐχαρίσω	e)xari/sw	χαρίζω	xari/zw	v2saim---
ἐχθρούς	e)xqrou/s	ἐχθρός	e)xqro/s	a-p---ma-
ἐχθροῖσι	e)xqroi=si	ἐχθρός	e)xqro/s	a-p---md-
ἐχθροῖσι	e)xqroi=si	ἐχθρός	e)xqro/s	a-p---nd-
ἐχθρός	e)xqro/s	ἐχθρός	e)xqro/s	a-s---mn-
ἐχρῆν	e)xrh=n	χρή	xrh/	v3siia---
ἐχρῆτο	e)xrh=to	χράομαι	xra/omai	v3siie---
ἐχρῆτο	e)xrh=to	χράομαι	xra/omai	v3siie---
ἐχρῆτο	e)xrh=to	χράω1	xra/w1	v3siie---
ἐχρῆτο	e)xrh=to	χράω2	xra/w2	v3siie---
ἐχρῆτο	e)xrh=to	χράω2	xra/w2	v3siie---
ἐχρῆτο	e)xrh=to	χραύω	xrau/w	v3siie---
ἐχόντων	e)xo/ntwn	ἔχω	e)/xw	v-pppamg-
ἐχόντων	e)xo/ntwn	ἔχω	e)/xw	v-pppang-
ἐχόντων	e)xo/ntwn	ἔχω	e)/xw	v3ppma---
ἐάν	e)a/n	ἐάν	e)a/n	c--------
ἐάσεις	e)a/seis	ἐάω	e)a/w	v2sasa---
ἐάσεις	e)a/seis	ἐάω	e)a/w	v2sfia---
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppamv-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppann-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppanv-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppana-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppamn-
ἐᾶν	e)a=n	ἐάω	e)a/w	v--pna---
ἐᾶν	e)a=n	ἐάω	e)a/w	v--pna---
ἐᾷ	e)a=|	ἐάω	e)a/w	v2spse---
ἐᾷ	e)a=|	ἐάω	e)a/w	v2spie---
ἐᾷ	e)a=|	ἐάω	e)a/w	v3spsa---
ἐᾷ	e)a=|	ἐάω	e)a/w	v3spia---
ἐᾷς	e)a=|s	ἐάω	e)a/w	v2spsa---
ἐᾷς	e)a=|s	ἐάω	e)a/w	v2spia---
ἐῶ	e)w=	ἐάω	e)a/w	v2spme---
ἐῶ	e)w=	ἐάω	e)a/w	v1spsa---
ἐῶ	e)w=	ἐάω	e)a/w	v1spia---
ἐῶ	e)w=	ἐάω	e)a/w	v2siie---
ἑαυτούς	e(autou/s	ἑαυτοῦ	e(autou=	n-p---ma-
ἑαυτόν	e(auto/n	ἑαυτοῦ	e(autou=	n-s---ma-
ἑαυτῷ	e(autw=|	ἑαυτοῦ	e(autou=	n-s---nd-
ἑαυτῷ	e(autw=|	ἑαυτοῦ	e(autou=	n-s---md-
ἑκατονταλάντους	e(katontala/ntous	ἑκατοντάλαντος	e(katonta/lantos	n-p---ma-
ἑκατονταλάντους	e(katontala/ntous	ἑκατοντάλαντος	e(katonta/lantos	n-p---fa-
ἑκατόν	e(kato/n	ἑκατόν	e(kato/n	m--------
ἑκούσῃ	e(kou/sh|	ἑκών	e(kw/n	a-s---fd-
ἑκάστοτε	e(ka/stote	ἑκάστοτε	e(ka/stote	d--------
ἑκάστοτ’	e(ka/stot'	ἑκάστοτε	e(ka/stote	d--------
ἑκών	e(kw/n	ἑκών	e(kw/n	a-s---mn-
ἑλκοίμην	e(lkoi/mhn	ἕλκω	e(/lkw	v1spoe---
ἑλκοίμην	e(lkoi/mhn	ἑλκέω	e(lke/w	v1spoe---
ἑλκοίμην	e(lkoi/mhn	ἑλκόω	e(lko/w	v1spoe---
ἑλκύδρια	e(lku/dria	ἑλκύδριον	e(lku/drion	n-p---nn-
ἑλκύδρια	e(lku/dria	ἑλκύδριον	e(lku/drion	n-p---nv-
ἑλκύδρια	e(lku/dria	ἑλκύδριον	e(lku/drion	n-p---na-
ἑνός	e(no/s	εἷς	ei(=s	n-s---mg-
ἑνός	e(no/s	εἷς	ei(=s	n-s---ng-
ἑρπέτω	e(rpe/tw	ἕρπω	e(/rpw	v3spma---
ἑστηκότες	e(sthko/tes	ἵστημι	i(/sthmi	v-prpamn-
ἑστηκότες	e(sthko/tes	ἵστημι	i(/sthmi	v-prpamv-
ἑστάναι	e(sta/nai	ἵστημι	i(/sthmi	v--rna---
ἑστώς	e(stw/s	ἵστημι	i(/sthmi	v-srpamn-
ἑστώς	e(stw/s	ἵστημι	i(/sthmi	v-srpamv-
ἑταίρα	e(tai/ra	ἑταίρα	e(tai/ra	n-d---fn-
ἑταίρα	e(tai/ra	ἑταίρα	e(tai/ra	n-d---fv-
ἑταίρα	e(tai/ra	ἑταίρα	e(tai/ra	n-d---fa-
ἑταίρα	e(tai/ra	ἑταίρα	e(tai/ra	n-s---fn-
ἑταίρα	e(tai/ra	ἑταίρα	e(tai/ra	n-s---fv-
ἑτέραν	e(te/ran	ἕτερος	e(/teros	a-s---fa-
ἑτέρᾳ	e(te/ra|	ἕτερος	e(/teros	a-s---fd-
ἑφθόν	e(fqo/n	ἑφθός	e(fqo/s	a-s---ma-
ἑφθόν	e(fqo/n	ἑφθός	e(fqo/s	a-s---nn-
ἑφθόν	e(fqo/n	ἑφθός	e(fqo/s	a-s---nv-
ἑφθόν	e(fqo/n	ἑφθός	e(fqo/s	a-s---na-
ἑψοίμην	e(yoi/mhn	ἕπομαι	e(/pomai	v1sfom---
ἑψοίμην	e(yoi/mhn	ἕψω	e(/yw	v1spoe---
ἑψοίμην	e(yoi/mhn	ἕψω	e(/yw	v1spoe---
ἑψοίμην	e(yoi/mhn	ἑψάω	e(ya/w	v1spoe---
ἑψοίμην	e(yoi/mhn	ἑψέω	e(ye/w	v1spoe---
ἔβλαψεν	e)/blayen	βλάπτω	bla/ptw	v3saia---
ἔβλεπον	e)/blepon	βλέπω	ble/pw	v3piia---
ἔβλεπον	e)/blepon	βλέπω	ble/pw	v1siia---
ἔγνωκας	e)/gnwkas	γιγνώσκω	gignw/skw	v2sria---
ἔγχεον	e)/gxeon	ἐγχέω	e)gxe/w	v3piia---
ἔγχεον	e)/gxeon	ἐγχέω	e)gxe/w	v1siia---
ἔγχεον	e)/gxeon	ἐγχύνω	e)gxu/nw	v2sama---
ἔγχεον	e)/gxeon	ἐγχύνω	e)gxu/nw	v3piia---
ἔγχεον	e)/gxeon	ἐγχύνω	e)gxu/nw	v1siia---
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---mn-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---mv-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---fn-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---fv-
ἔδακε	e)/dake	δάκνω	da/knw	v3saia---
ἔδοξεν	e)/docen	δοκέω	doke/w	v3saia---
ἔδρας	e)/dras	δράω	dra/w	v2siia---
ἔδρασε	e)/drase	δράω	dra/w	v3saia---
ἔδρασεν	e)/drasen	δράω	dra/w	v3saia---
ἔδρων	e)/drwn	δράω	dra/w	v3piia---
ἔδρων	e)/drwn	δράω	dra/w	v1siia---
ἔδωκας	e)/dwkas	δίδωμι	di/dwmi	v2saia---
ἔδωκεν	e)/dwken	δίδωμι	di/dwmi	v3saia---
ἔκ	e)/k	ἐκ	e)k	r--------
ἔκγονος	e)/kgonos	ἔκγονος	e)/kgonos	n-s---mn-
ἔκγονος	e)/kgonos	ἔκγονος	e)/kgonos	n-s---fn-
ἔκλεπτες	e)/kleptes	κλέπτω	kle/ptw	v2siia---
ἔκλεπτον	e)/klepton	κλέπτω	kle/ptw	v3piia---
ἔκλεπτον	e)/klepton	κλέπτω	kle/ptw	v1siia---
ἔλαβες	e)/labes	λαμβάνω	lamba/nw	v2saia---
ἔλαθον	e)/laqon	λανθάνω	lanqa/nw	v3paia---
ἔλαθον	e)/laqon	λανθάνω	lanqa/nw	v1saia---
ἔλαθον	e)/laqon	λανθάνω	lanqa/nw	v3piia---
ἔλαθον	e)/laqon	λανθάνω	lanqa/nw	v1siia---
ἔλαττον	e)/latton	ἐλάσσων	e)la/sswn	a-s---mv-
ἔλαττον	e)/latton	ἐλάσσων	e)la/sswn	a-s---fv-
ἔλαττον	e)/latton	ἐλάσσων	e)la/sswn	a-s---nn-
ἔλαττον	e)/latton	ἐλάσσων	e)la/sswn	a-s---nv-
ἔλαττον	e)/latton	ἐλάσσων	e)la/sswn	a-s---na-
ἔλεξεν	e)/lecen	λέγω1	le/gw1	v3saia---
ἔλεξεν	e)/lecen	λέγω3	le/gw3	v3saia---
ἔλθε	e)/lqe	ἔρχομαι	e)/rxomai	v2sama---
ἔλθε	e)/lqe	ἔρχομαι	e)/rxomai	v3saia---
ἔλθε	e)/lqe	ἔρχομαι	e)/rxomai	v3saia---
ἔλθοις	e)/lqois	ἔρχομαι	e)/rxomai	v2saoa---
ἔλθῃ	e)/lqh|	ἔρχομαι	e)/rxomai	v2sasm---
ἔλθῃ	e)/lqh|	ἔρχομαι	e)/rxomai	v3sasa---
ἔλθῃ	e)/lqh|	ἔρχομαι	e)/rxomai	v3sasa---
ἔμβαλε	e)/mbale	ἐμβάλλω	e)mba/llw	v2sama---
ἔμβαλε	e)/mbale	ἐμβάλλω	e)mba/llw	v3saia---
ἔμελλον	e)/mellon	μέλλω	me/llw	v3piia---
ἔμελλον	e)/mellon	μέλλω	me/llw	v1siia---
ἔμοιγε	e)/moige	ἐγώ	e)gw/	p-s---md-
ἔμοιγε	e)/moige	ἐγώ	e)gw/	p-s---fd-
ἔμ’	e)/m'	ἐγώ	e)gw/	p-s---ma-
ἔμ’	e)/m'	ἐγώ	e)gw/	p-s---fa-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---nn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---nv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---na-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fa-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---fv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---mv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---fv-
ἔν	e)/n	ἐν	e)n	r--------
ἔν	e)/n	εἰμί	ei)mi/	v3piia---
ἔν	e)/n	εἰς	ei)s	r--------
ἔναντα	e)/nanta	ἔναντα	e)/nanta	d--------
ἔνδηλος	e)/ndhlos	ἔνδηλος	e)/ndhlos	n-s---mn-
ἔνδηλος	e)/ndhlos	ἔνδηλος	e)/ndhlos	n-s---fn-
ἔνδοθεν	e)/ndoqen	ἔνδοθεν	e)/ndoqen	d--------
ἔνδοθεν	e)/ndoqen	ἐνδίδωμι	e)ndi/dwmi	v3paip---
ἔνδον	e)/ndon	ἔνδον	e)/ndon	d--------
ἔνδον	e)/ndon	ἐνδίδωμι	e)ndi/dwmi	v3paia---
ἔνδον	e)/ndon	ἐνδίδωμι	e)ndi/dwmi	v3paia---
ἔνεγκε	e)/negke	φέρω	fe/rw	v3saia---
ἔνεγκε	e)/negke	φέρω	fe/rw	v3saia---
ἔνεγκ’	e)/negk'	φέρω	fe/rw	v2samm---
ἔνεγκ’	e)/negk'	φέρω	fe/rw	v1saia---
ἔνεγκ’	e)/negk'	φέρω	fe/rw	v3saia---
ἔνεγκ’	e)/negk'	φέρω	fe/rw	v3saia---
ἔνεον	e)/neon	νέω	ne/w	v3piia---
ἔνεον	e)/neon	νέω	ne/w	v1siia---
ἔνεον	e)/neon	νέω1	ne/w1	v3piia---
ἔνεον	e)/neon	νέω1	ne/w1	v1siia---
ἔνεον	e)/neon	νέω2	ne/w2	v3piia---
ἔνεον	e)/neon	νέω2	ne/w2	v1siia---
ἔνεον	e)/neon	νέω3	ne/w3	v3piia---
ἔνεον	e)/neon	νέω3	ne/w3	v1siia---
ἔνεστιν	e)/nestin	ἐν-εἰμί	e)n-ei)mi/	v3spia---
ἔνεστ’	e)/nest'	ἐν-εἰμί	e)n-ei)mi/	v3spia---
ἔνεστ’	e)/nest'	ἐν-εἰμί	e)n-ei)mi/	v2ppia---
ἔνεστ’	e)/nest'	ἐν-εἰμί	e)n-ei)mi/	v3sfim---
ἔνθεσιν	e)/nqesin	ἔνθεσις	e)/nqesis	n-s---fa-
ἔντραγ’	e)/ntrag'	ἐντραγεῖν	e)ntragei=n	v2sama---
ἔντραγ’	e)/ntrag'	ἐντραγεῖν	e)ntragei=n	v3saia---
ἔξει	e)/cei	ξέω	ce/w	v3siia---
ἔξει	e)/cei	ἔξειμι2	e)/ceimi2	v2spia---
ἔξει	e)/cei	ἔσσομαι	e)/ssomai	v2sfie---
ἔξειμι	e)/ceimi	ἔξειμι2	e)/ceimi2	v1spia---
ἔξειμι	e)/ceimi	ἔξεστι	e)/cesti	v1spia---
ἔξελθε	e)/celqe	ἐξέρχομαι	e)ce/rxomai	v2sama---
ἔξελθε	e)/celqe	ἐξέρχομαι	e)ce/rxomai	v3saia---
ἔξελθε	e)/celqe	ἐξέρχομαι	e)ce/rxomai	v3saia---
ἔξελθ’	e)/celq'	ἐξέρχομαι	e)ce/rxomai	v2sama---
ἔξελθ’	e)/celq'	ἐξέρχομαι	e)ce/rxomai	v2samm---
ἔξελθ’	e)/celq'	ἐξέρχομαι	e)ce/rxomai	v1saia---
ἔξελθ’	e)/celq'	ἐξέρχομαι	e)ce/rxomai	v3saia---
ἔξελθ’	e)/celq'	ἐξέρχομαι	e)ce/rxomai	v3saia---
ἔξεστιν	e)/cestin	ἔξεστι	e)/cesti	v3spia---
ἔξευρέ	e)/ceure/	ἐξευρίσκω	e)ceuri/skw	v2sama---
ἔξευρέ	e)/ceure/	ἐξευρίσκω	e)ceuri/skw	v3saia---
ἔξευρέ	e)/ceure/	ἐξευρίσκω	e)ceuri/skw	v3saia---
ἔπαυσα	e)/pausa	ἐπαύω	e)pau/w	v1saia---
ἔπαυσα	e)/pausa	παύω	pau/w	v1saia---
ἔπαυσας	e)/pausas	ἐπαύω	e)pau/w	v2saia---
ἔπαυσας	e)/pausas	παύω	pau/w	v2saia---
ἔπειθ’	e)/peiq'	ἔπειμι2	e)/peimi2	v3spia---
ἔπειθ’	e)/peiq'	ἔπειτα	e)/peita	d--------
ἔπειθ’	e)/peiq'	πείθω	pei/qw	v3siia---
ἔπειτα	e)/peita	ἔπειτα	e)/peita	d--------
ἔπεμψέ	e)/pemye/	πέμπω	pe/mpw	v3saia---
ἔπεσι	e)/pesi	ἔπος	e)/pos	n-p---nd-
ἔπη	e)/ph	ἔπος	e)/pos	n-p---nn-
ἔπη	e)/ph	ἔπος	e)/pos	n-p---nv-
ἔπη	e)/ph	ἔπος	e)/pos	n-p---na-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---nn-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---nv-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---na-
ἔπιθι	e)/piqi	ἔπειμι2	e)/peimi2	v2spma---
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppamv-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppann-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppanv-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppana-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---nn-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---nv-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---na-
ἔρρει	e)/rrei	ἔρρω	e)/rrw	v2spie---
ἔρρει	e)/rrei	ἔρρω	e)/rrw	v3spia---
ἔρρει	e)/rrei	ῥέω	r(e/w	v3siia---
ἔρχονταί	e)/rxontai/	ἔρχομαι	e)/rxomai	v3ppie---
ἔς	e)/s	εἰς	ei)s	r--------
ἔσει	e)/sei	εἴσειμι	ei)/seimi	v2spia---
ἔσει	e)/sei	εἰμί	ei)mi/	v2sfim---
ἔσει	e)/sei	σέω	se/w	v3siia---
ἔσομαί	e)/somai/	εἰμί	ei)mi/	v1sfim---
ἔσπευδ’	e)/speud'	σπεύδω	speu/dw	v3siia---
ἔσται	e)/stai	εἰμί	ei)mi/	v3sfim---
ἔστε	e)/ste	ἔστε	e)/ste	c--------
ἔστε	e)/ste	εἰμί	ei)mi/	v2ppia---
ἔστε	e)/ste	εἰμί	ei)mi/	v2ppma---
ἔστησε	e)/sthse	ἵστημι	i(/sthmi	v3saia---
ἔστι	e)/sti	εἰμί	ei)mi/	v3spia---
ἔστιν	e)/stin	εἰμί	ei)mi/	v3spia---
ἔσχατον	e)/sxaton	ἔσχατος	e)/sxatos	a-s---ma-
ἔσχατον	e)/sxaton	ἔσχατος	e)/sxatos	a-s---nn-
ἔσχατον	e)/sxaton	ἔσχατος	e)/sxatos	a-s---nv-
ἔσχατον	e)/sxaton	ἔσχατος	e)/sxatos	a-s---na-
ἔτι	e)/ti	ἔτι	e)/ti	d--------
ἔτνος	e)/tnos	ἔτνος	e)/tnos	n-s---nn-
ἔτνος	e)/tnos	ἔτνος	e)/tnos	n-s---nv-
ἔτνος	e)/tnos	ἔτνος	e)/tnos	n-s---na-
ἔτος	e)/tos	ἔτος	e)/tos	n-s---nn-
ἔτος	e)/tos	ἔτος	e)/tos	n-s---nv-
ἔτος	e)/tos	ἔτος	e)/tos	n-s---na-
ἔτυχεν	e)/tuxen	τυγχάνω	tugxa/nw	v3saia---
ἔφασκεν	e)/fasken	φάσκω	fa/skw	v3siia---
ἔφευγεν	e)/feugen	φεύγω	feu/gw	v3siia---
ἔφη	e)/fh	φημί	fhmi/	v3siia---
ἔφραζεν	e)/frazen	φράζω	fra/zw	v3siia---
ἔχε	e)/xe	ἔχω	e)/xw	v2spma---
ἔχε	e)/xe	ἔχω	e)/xw	v3siia---
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mn-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mv-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---ma-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχω	e)/xw	v2spie---
ἔχει	e)/xei	ἔχω	e)/xw	v3spia---
ἔχει	e)/xei	χάω	xa/w	v3siia---
ἔχει	e)/xei	χέω	xe/w	v3siia---
ἔχειν	e)/xein	ἔχω	e)/xw	v--pna---
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---mn-
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---mv-
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---mn-
ἔχεις	e)/xeis	ἔχις	e)/xis	n-p---ma-
ἔχεις	e)/xeis	ἔχω	e)/xw	v2spia---
ἔχεις	e)/xeis	χάω	xa/w	v2siia---
ἔχεις	e)/xeis	χέω	xe/w	v2siia---
ἔχεται	e)/xetai	ἔχω	e)/xw	v3spie---
ἔχοντα	e)/xonta	ἔχω	e)/xw	v-pppann-
ἔχοντα	e)/xonta	ἔχω	e)/xw	v-pppanv-
ἔχοντα	e)/xonta	ἔχω	e)/xw	v-pppana-
ἔχοντα	e)/xonta	ἔχω	e)/xw	v-sppama-
ἔχοντες	e)/xontes	ἔχω	e)/xw	v-pppamn-
ἔχοντες	e)/xontes	ἔχω	e)/xw	v-pppamv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-pppann-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-pppanv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-pppana-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-sppama-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-sppamd-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-sppand-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v3ppia---
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppamn-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppamv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppama-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppann-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppanv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppana-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v3ppie---
