Αἰξωνέα	*ai)cwne/a	Αἰξωνεύς	*ai)cwneu/s	n-s---ma-
ἅπερ	a(/per	ὁ	o(	l-s---fn-
ἅπερ	a(/per	ὅς	o(/s	p-p---na-
ἅπερ	a(/per	ὅς	o(/s	p-p---nn-
ἅπερ	a(/per	ὅς	o(/s	p-d---fa-
ἅπερ	a(/per	ὅς	o(/s	p-d---fn-
ἅπερ	a(/per	ὅς	o(/s	p-s---fn-
ἅρματος	a(/rmatos	ἅρμα	a(/rma	n-s---ng-
ἅρχων	a(/rxwn	ἄρχω	a)/rxw	v-sppamn-
ἅρχων	a(/rxwn	ἄρχων	a)/rxwn	n-s---mn-
ἅς	a(/s	ὅς	o(/s	p-p---fa-
ἅτερος	a(/teros	ἅτερος	a(/teros	a-s---mn-
ἅτερός	a(/tero/s	ἅτερος	a(/teros	a-s---mn-
ἅττα	a(/tta	ὅστις	o(/stis	p-p---nn-
ἅττα	a(/tta	ὅστις	o(/stis	p-p---na-
ἅττε	a(/tte	ἀίσσω	a)i/ssw	v2spma---
ἅχεις	a(/xeis	ἔχις	e)/xis	n-p---mn-
ἅχεις	a(/xeis	ἔχις	e)/xis	n-p---mv-
ἅχεις	a(/xeis	ἔχις	e)/xis	n-p---mn-
ἅχεις	a(/xeis	ἔχις	e)/xis	n-p---ma-
ἅχεις	a(/xeis	ἔχω	e)/xw	v2spia---
ἅχεις	a(/xeis	ἠχέω	h)xe/w	v2siia---
ἅχεις	a(/xeis	χάω	xa/w	v2siia---
ἅχεις	a(/xeis	χέω	xe/w	v2siia---
ἆρα	a)=ra	ἆρα	a)=ra	x--------
ἆρα	a)=ra	αἴρω	ai)/rw	v1saia---
ἆρα	a)=ra	αἴρω	ai)/rw	v1saia---
ἆρά	a)=ra/	ἆρα	a)=ra	x--------
ἆρά	a)=ra/	αἴρω	ai)/rw	v1saia---
ἆρά	a)=ra/	αἴρω	ai)/rw	v1saia---
Ἀγκυλίωνος	*)agkuli/wnos	Ἀγκυλίων	*)agkuli/wn	n-s---mg-
Ἀδμήτου	*)admh/tou	Ἄδμητος	*)/admhtos	n-s---mg-
Ἀδμήτου	*)admh/tou	ἄδμητος	a)/dmhtos	a-s---mg-
Ἀδμήτου	*)admh/tou	ἄδμητος	a)/dmhtos	a-s---ng-
Ἀθηναίων	*)aqhnai/wn	Ἀθήναια	*)aqh/naia	n-p---ng-
Ἀθηναίων	*)aqhnai/wn	Ἀθήναιον	*)aqh/naion	n-p---ng-
Ἀθηναίων	*)aqhnai/wn	Ἀθήναιος	*)aqh/naios	n-p---mg-
Ἀθηναίων	*)aqhnai/wn	Ἀθηναῖος	*)aqhnai=os	a-p---fg-
Ἀθηναίων	*)aqhnai/wn	Ἀθηναῖος	*)aqhnai=os	a-p---mg-
Ἀθηναίων	*)aqhnai/wn	Ἀθηναῖος	*)aqhnai=os	a-p---ng-
Ἀθηναῖοί	*)aqhnai=oi/	Ἀθηναῖος	*)aqhnai=os	a-p---mn-
Ἀθηναῖοί	*)aqhnai=oi/	Ἀθηναῖος	*)aqhnai=os	a-p---mv-
Ἀθήναις	*)aqh/nais	Ἀθῆναι	*)aqh=nai	n-p---fd-
Ἀθήνας	*)aqh/nas	Ἀθήνευς	*)aqh/neus	n-p---ma-
Ἀθήνας	*)aqh/nas	Ἀθῆναι	*)aqh=nai	n-p---fa-
Ἀθήνας	*)aqh/nas	Ἀθῆναι	*)aqh=nai	n-s---fg-
Ἀκέστορος	*)ake/storos	Ἀκέστωρ	*)ake/stwr	n-s---mg-
Ἀκέστορος	*)ake/storos	ἀκέστωρ	a)ke/stwr	n-s---mg-
Ἀλκιβιάδης	*)alkibia/dhs	Ἀλκιβιάδης	*)alkibia/dhs	n-s---mn-
Ἀμυνίας	*)amuni/as	Ἀμυνίας	*)amuni/as	n-p---ma-
Ἀμυνίας	*)amuni/as	Ἀμυνίας	*)amuni/as	n-s---mn-
Ἀνδροκλεῖ	*)androklei=	Ἀνδροκλῆς	*)androklh=s	n-s---md-
Ἀντιφῶν	*)antifw=n	Ἀντιφῶν	*)antifw=n	n-s---mn-
Ἀποδρασιππίδου	*)apodrasippi/dou	Ἀποδρασιππίδης	*)apodrasippi/dhs	n-s---mg-
Ἀπόλλω	*)apo/llw	Ἀπόλλων	*)apo/llwn	n-s---mn-
Ἀπόλλω	*)apo/llw	ἀπολούω	a)polou/w	v3siia---
Ἀριφράδην	*)arifra/dhn	Ἀριφράδης	*)arifra/dhs	n-s---ma-
Ἀσκληπιοῦ	*)asklhpiou=	Ἀσκληπιός	*)asklhpio/s	n-s---mg-
Ἀσκώνδᾳ	*)askw/nda|	Ἀσκώνδης	*)askw/ndhs	n-s---md-
Ἀττικοί	*)attikoi/	Ἀττικός	*)attiko/s	a-p---mn-
Ἀττικοί	*)attikoi/	Ἀττικός	*)attiko/s	a-p---mv-
Ἀττικοῦ	*)attikou=	Ἀττικός	*)attiko/s	a-s---mg-
Ἀττικοῦ	*)attikou=	Ἀττικός	*)attiko/s	a-s---ng-
Ἁρμοδίου	*(armodi/ou	Ἁρμόδιος	*(armo/dios	n-s---mg-
Ἁρμοδίου	*(armodi/ou	ἁρμόδιος	a(rmo/dios	a-s---mg-
Ἁρμοδίου	*(armodi/ou	ἁρμόδιος	a(rmo/dios	a-s---ng-
Ἄπολλον	*)/apollon	Ἀπόλλων	*)apo/llwn	n-s---mv-
Ἅιδης	*(/aidhs	Ἅιδης	*(/aidhs	n-s---mn-
ἐβουλόμην	e)boulo/mhn	βούλομαι	bou/lomai	v1siie---
ἐβούλοντο	e)bou/lonto	βούλομαι	bou/lomai	v3piie---
ἐγγενεῖς	e)ggenei=s	ἐγγενής	e)ggenh/s	n-p---ma-
ἐγγενεῖς	e)ggenei=s	ἐγγενής	e)ggenh/s	n-p---fa-
ἐγγενεῖς	e)ggenei=s	ἐγγενής	e)ggenh/s	n-p---mn-
ἐγγενεῖς	e)ggenei=s	ἐγγενής	e)ggenh/s	n-p---mv-
ἐγγενεῖς	e)ggenei=s	ἐγγενής	e)ggenh/s	n-p---fn-
ἐγγενεῖς	e)ggenei=s	ἐγγενής	e)ggenh/s	n-p---fv-
ἐγγενέσθων	e)ggene/sqwn	ἐγγίγνομαι	e)ggi/gnomai	v3pamm---
ἐγγενέσθων	e)ggene/sqwn	ἐγγίγνομαι	e)ggi/gnomai	v3damm---
ἐγγύς	e)ggu/s	ἐγγύς	e)ggu/s	d--------
ἐγκαθήμενοι	e)gkaqh/menoi	ἐν-κάθημαι	e)n-ka/qhmai	v-prpmmn-
ἐγκαθήμενοι	e)gkaqh/menoi	ἐν-κάθημαι	e)n-ka/qhmai	v-prpmmv-
ἐγκεκύκλησαι	e)gkeku/klhsai	ἐγκυκλέομαι	e)gkukle/omai	v2srie---
ἐγκεκύκλωται	e)gkeku/klwtai	ἐγκυκλόω	e)gkuklo/w	v3srie---
ἐγκεντρίδας	e)gkentri/das	ἐγκεντρίς	e)gkentri/s	n-p---fa-
ἐγκεντρίδος	e)gkentri/dos	ἐγκεντρίς	e)gkentri/s	n-s---fg-
ἐγκονῶμεν	e)gkonw=men	ἐγκονέω	e)gkone/w	v1ppsa---
ἐγκονῶμεν	e)gkonw=men	ἐγκονέω	e)gkone/w	v1ppsa---
ἐγραψάμην	e)graya/mhn	γράφω	gra/fw	v1saim---
ἐγράψατο	e)gra/yato	γράφω	gra/fw	v3saim---
ἐγχανεῖταί	e)gxanei=tai/	ἐγχάσκω	e)gxa/skw	v3sfim---
ἐγχεάμενος	e)gxea/menos	ἐγχύνω	e)gxu/nw	v-sapmmn-
ἐγχυτριεῖς	e)gxutriei=s	ἐγχυτρίζω	e)gxutri/zw	v2sfia---
ἐγχυτριεῖς	e)gxutriei=s	ἐγχυτρίζω	e)gxutri/zw	v2sfia---
ἐγχάσκειν	e)gxa/skein	ἐγχάσκω	e)gxa/skw	v--pna---
ἐγχέλεσιν	e)gxe/lesin	ἔγχελυς	e)/gxelus	n-p---fd-
ἐγχέομαι	e)gxe/omai	ἐγχέω	e)gxe/w	v1spie---
ἐγχέομαι	e)gxe/omai	ἐγχύνω	e)gxu/nw	v1spie---
ἐγχέομαι	e)gxe/omai	ἐγχύνω	e)gxu/nw	v1sasm---
ἐγέλων	e)ge/lwn	γελάω	gela/w	v3piia---
ἐγέλων	e)ge/lwn	γελάω	gela/w	v1siia---
ἐγένετο	e)ge/neto	γίγνομαι	gi/gnomai	v3saim---
ἐγένετ’	e)ge/net'	γίγνομαι	gi/gnomai	v3saim---
ἐγίγνεθ’	e)gi/gneq'	γίγνομαι	gi/gnomai	v3siie---
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mv-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fv-
ἐγᾦδα	e)gw)=|da	οἶδα	oi)=da	v1sria---
ἐδεόμην	e)deo/mhn	δέομαι	de/omai	v1siie---
ἐδεόμην	e)deo/mhn	δέω1	de/w1	v1siie---
ἐδεόμην	e)deo/mhn	δέω2	de/w2	v1siie---
ἐδιώκαθές	e)diw/kaqe/s	διώκω	diw/kw	v2saia---
ἐδίκαζεν	e)di/kazen	δικάζω	dika/zw	v3siia---
ἐδόκει	e)do/kei	δοκέω	doke/w	v3siia---
ἐδόκουν	e)do/koun	δοκέω	doke/w	v3piia---
ἐδόκουν	e)do/koun	δοκέω	doke/w	v1siia---
ἐδόκουν	e)do/koun	δοκόω	doko/w	v3piia---
ἐδόκουν	e)do/koun	δοκόω	doko/w	v1siia---
ἐθελήσεις	e)qelh/seis	ἐθέλω	e)qe/lw	v2sasa---
ἐθελήσεις	e)qelh/seis	ἐθέλω	e)qe/lw	v2sfia---
ἐθεώρουν	e)qew/roun	θεωρέω	qewre/w	v3piia---
ἐθεώρουν	e)qew/roun	θεωρέω	qewre/w	v1siia---
ἐθέλει	e)qe/lei	ἐθέλω	e)qe/lw	v2spie---
ἐθέλει	e)qe/lei	ἐθέλω	e)qe/lw	v3spia---
ἐθέλοι	e)qe/loi	ἐθέλω	e)qe/lw	v3spoa---
ἐθέλω	e)qe/lw	ἐθέλω	e)qe/lw	v1spsa---
ἐθέλω	e)qe/lw	ἐθέλω	e)qe/lw	v1spia---
ἐθέλων	e)qe/lwn	ἐθέλω	e)qe/lw	v-sppamn-
ἐκ	e)k	ἐκ	e)k	r--------
ἐκαθίζου	e)kaqi/zou	καθίζω	kaqi/zw	v2siie---
ἐκβαλῶ	e)kbalw=	ἐκβάλλω	e)kba/llw	v1sfia---
ἐκδραμεῖν	e)kdramei=n	ἐκτρέχω	e)ktre/xw	v--ana---
ἐκδραμόντες	e)kdramo/ntes	ἐκτρέχω	e)ktre/xw	v-papamn-
ἐκδραμόντες	e)kdramo/ntes	ἐκτρέχω	e)ktre/xw	v-papamv-
ἐκδῦναι	e)kdu=nai	ἐκδύω	e)kdu/w	v--ana---
ἐκδῦναι	e)kdu=nai	ἐκδύω	e)kdu/w	v--ana---
ἐκεινοσί	e)keinosi/	ἐκεῖνος	e)kei=nos	n-s---mn-
ἐκείνην	e)kei/nhn	ἐκεῖνος	e)kei=nos	n-s---fa-
ἐκείνης	e)kei/nhs	ἐκεῖνος	e)kei=nos	n-s---fg-
ἐκείνῳ	e)kei/nw|	ἐκεῖνος	e)kei=nos	n-s---nd-
ἐκείνῳ	e)kei/nw|	ἐκεῖνος	e)kei=nos	n-s---md-
ἐκεῖ	e)kei=	ἐκεῖ	e)kei=	d--------
ἐκεῖνα	e)kei=na	ἐκεῖνος	e)kei=nos	n-p---nn-
ἐκεῖνα	e)kei=na	ἐκεῖνος	e)kei=nos	n-p---nv-
ἐκεῖνα	e)kei=na	ἐκεῖνος	e)kei=nos	n-p---na-
ἐκεῖνο	e)kei=no	ἐκεῖνος	e)kei=nos	n-s---nn-
ἐκεῖνο	e)kei=no	ἐκεῖνος	e)kei=nos	n-s---nv-
ἐκεῖνο	e)kei=no	ἐκεῖνος	e)kei=nos	n-s---na-
ἐκεῖνον	e)kei=non	ἐκεῖνος	e)kei=nos	n-s---ma-
ἐκεῖνος	e)kei=nos	ἐκεῖνος	e)kei=nos	n-s---mn-
ἐκεῖνό	e)kei=no/	ἐκεῖνος	e)kei=nos	n-s---nn-
ἐκεῖνό	e)kei=no/	ἐκεῖνος	e)kei=nos	n-s---nv-
ἐκεῖνό	e)kei=no/	ἐκεῖνος	e)kei=nos	n-s---na-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---nn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---nv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---na-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---nn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---nv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---na-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---mv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---fn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---fv-
ἐκεῖσε	e)kei=se	ἐκεῖσε	e)kei=se	d--------
ἐκεῖσ’	e)kei=s'	ἐκεῖσε	e)kei=se	d--------
ἐκκαλαμᾶται	e)kkalama=tai	ἐκκαλαμάομαι	e)kkalama/omai	v3spse---
ἐκκαλαμᾶται	e)kkalama=tai	ἐκκαλαμάομαι	e)kkalama/omai	v3spie---
ἐκκαλαμᾶται	e)kkalama=tai	ἐκκαλαμάομαι	e)kkalama/omai	v3spse---
ἐκκαλαμᾶται	e)kkalama=tai	ἐκκαλαμάομαι	e)kkalama/omai	v3spie---
ἐκκαλεῖν	e)kkalei=n	ἐκκαλέω	e)kkale/w	v--pna---
ἐκκαλεῖν	e)kkalei=n	ἐκκαλέω	e)kkale/w	v--fna---
ἐκκαλεῖν	e)kkalei=n	ἐκκαλέω	e)kkale/w	v--pna---
ἐκκλησιάζειν	e)kklhsia/zein	ἐκκλησιάζω	e)kklhsia/zw	v--pna---
ἐκκομίσαις	e)kkomi/sais	ἐκκομίζω	e)kkomi/zw	v-sapamn-
ἐκκομίσαις	e)kkomi/sais	ἐκκομίζω	e)kkomi/zw	v-sapamv-
ἐκκομίσαις	e)kkomi/sais	ἐκκομίζω	e)kkomi/zw	v2saoa---
ἐκκομίσαις	e)kkomi/sais	ἐκκομίζω	e)kkomi/zw	v-sapamn-
ἐκκομίσαις	e)kkomi/sais	ἐκκομίζω	e)kkomi/zw	v-sapamv-
ἐκκομίσαις	e)kkomi/sais	ἐκκομίζω	e)kkomi/zw	v2saoa---
ἐκλακτισάτω	e)klaktisa/tw	ἐκλακτίζω	e)klakti/zw	v3sama---
ἐκλακτισάτω	e)klaktisa/tw	ἐκλακτίζω	e)klakti/zw	v3sama---
ἐκλακτίζων	e)klakti/zwn	ἐκλακτίζω	e)klakti/zw	v-sppamn-
ἐκλακτίζων	e)klakti/zwn	ἐκλακτίζω	e)klakti/zw	v-sppamn-
ἐκλέψαμεν	e)kle/yamen	ἐκλέπω	e)kle/pw	v1paia---
ἐκλέψαμεν	e)kle/yamen	κλέπτω	kle/ptw	v1paia---
ἐκμαθεῖν	e)kmaqei=n	ἐκμανθάνω	e)kmanqa/nw	v--ana---
ἐκορυβάντιζ’	e)koruba/ntiz'	Κορυβαντίζω	*korubanti/zw	v3siia---
ἐκποδών	e)kpodw/n	ἐκποδών	e)kpodw/n	d--------
ἐκπορίζεις	e)kpori/zeis	ἐκπορίζω	e)kpori/zw	v2spia---
ἐκπορίζεις	e)kpori/zeis	ἐκπορίζω	e)kpori/zw	v2spia---
ἐκπτήσεται	e)kpth/setai	ἐκπέτομαι	e)kpe/tomai	v3sfim---
ἐκπέφευγας	e)kpe/feugas	ἐκφεύγω	e)kfeu/gw	v2sria---
ἐκπόριζε	e)kpo/rize	ἐκπορίζω	e)kpori/zw	v2spma---
ἐκπόριζε	e)kpo/rize	ἐκπορίζω	e)kpori/zw	v2spma---
ἐκπόριζε	e)kpo/rize	ἐκπορίζω	e)kpori/zw	v3siia---
ἐκπόριζε	e)kpo/rize	ἐκπορίζω	e)kpori/zw	v3siia---
ἐκπώματα	e)kpw/mata	ἔκπωμα	e)/kpwma	n-p---nn-
ἐκπώματα	e)kpw/mata	ἔκπωμα	e)/kpwma	n-p---nv-
ἐκπώματα	e)kpw/mata	ἔκπωμα	e)/kpwma	n-p---na-
ἐκροφῇ	e)krofh=|	ἐκροφέω	e)krofe/w	v2spse---
ἐκροφῇ	e)krofh=|	ἐκροφέω	e)krofe/w	v2spie---
ἐκροφῇ	e)krofh=|	ἐκροφέω	e)krofe/w	v3spsa---
ἐκροφῇ	e)krofh=|	ἐκροφέω	e)krofe/w	v2spse---
ἐκροφῇ	e)krofh=|	ἐκροφέω	e)krofe/w	v2spie---
ἐκροφῇ	e)krofh=|	ἐκροφέω	e)krofe/w	v3spsa---
ἐκστῆναι	e)ksth=nai	ἐξίστημι	e)ci/sthmi	v--ana---
ἐκτελέσαι	e)ktele/sai	ἐκτελέω	e)ktele/w	v--ana---
ἐκτελέσαι	e)ktele/sai	ἐκτελέω	e)ktele/w	v3saoa---
ἐκτρώξεται	e)ktrw/cetai	ἐκτρώγω	e)ktrw/gw	v3sasm---
ἐκτρώξεται	e)ktrw/cetai	ἐκτρώγω	e)ktrw/gw	v3sfim---
ἐκτήσω	e)kth/sw	κτάομαι	kta/omai	v2saim---
ἐκτήσω	e)kth/sw	κτέομαι	kte/omai	v2saie---
ἐκφεύξεται	e)kfeu/cetai	ἐκφεύγω	e)kfeu/gw	v3sfim---
ἐκφρήσετ’	e)kfrh/set'	ἐκφρέω	e)kfre/w	v2pasa---
ἐκφρήσετ’	e)kfrh/set'	ἐκφρέω	e)kfre/w	v2pfia---
ἐκφρήσετ’	e)kfrh/set'	ἐκφρέω	e)kfre/w	v2pasa---
ἐκφρήσετ’	e)kfrh/set'	ἐκφρέω	e)kfre/w	v2pfia---
ἐκφρήσετ’	e)kfrh/set'	ἐκφρέω	e)kfre/w	v3sasm---
ἐκφρήσετ’	e)kfrh/set'	ἐκφρέω	e)kfre/w	v3sfim---
ἐκφρήσετ’	e)kfrh/set'	ἐκφρέω	e)kfre/w	v3sasm---
ἐκφρήσετ’	e)kfrh/set'	ἐκφρέω	e)kfre/w	v3sfim---
ἐκφέρειν	e)kfe/rein	ἐκφέρω	e)kfe/rw	v--pna---
ἐκφύγῃ	e)kfu/gh|	ἐκφεύγω	e)kfeu/gw	v2sase---
ἐκφύγῃ	e)kfu/gh|	ἐκφεύγω	e)kfeu/gw	v3sasa---
ἐλαολόγοι	e)laolo/goi	ἐλαιολόγος	e)laiolo/gos	n-p---mn-
ἐλαολόγοι	e)laolo/goi	ἐλαιολόγος	e)laiolo/gos	n-p---mv-
ἐλαύνων	e)lau/nwn	ἐλαύνω	e)lau/nw	v-sppamn-
ἐλεεῖν	e)leei=n	ἐλεάω	e)lea/w	v--pna---
ἐλεεῖν	e)leei=n	ἐλεέω	e)lee/w	v--pna---
ἐλεήσαις	e)leh/sais	ἐλεάω	e)lea/w	v-sapamn-
ἐλεήσαις	e)leh/sais	ἐλεάω	e)lea/w	v-sapamv-
ἐλεήσαις	e)leh/sais	ἐλεάω	e)lea/w	v2saoa---
ἐλεήσαις	e)leh/sais	ἐλεέω	e)lee/w	v-sapamn-
ἐλεήσαις	e)leh/sais	ἐλεέω	e)lee/w	v-sapamv-
ἐλεήσαις	e)leh/sais	ἐλεέω	e)lee/w	v2saoa---
ἐλθέ	e)lqe/	ἔρχομαι	e)/rxomai	v2sama---
ἐλθών	e)lqw/n	ἔρχομαι	e)/rxomai	v-sapamn-
ἐλιχμῶντο	e)lixmw=nto	λιχμάω	lixma/w	v3piie---
ἐλπίδα	e)lpi/da	ἐλπίς	e)lpi/s	n-s---fa-
ἐλάαν	e)la/an	ἐλαία	e)lai/a	n-s---fa-
ἐλάαν	e)la/an	ἐλαύνω	e)lau/nw	v--pna---
ἐλάαν	e)la/an	ἐλαύνω	e)lau/nw	v--pna---
ἐλάνθαν’	e)la/nqan'	λανθάνω	lanqa/nw	v3siia---
ἐλάττω	e)la/ttw	ἐλάσσων	e)la/sswn	a-p---na-
ἐλάττω	e)la/ttw	ἐλάσσων	e)la/sswn	a-p---nn-
ἐλάττω	e)la/ttw	ἐλάσσων	e)la/sswn	a-s---ma-
ἐλάττω	e)la/ttw	ἐλάσσων	e)la/sswn	a-s---fa-
ἐλάττω	e)la/ttw	ἐλασσόω	e)lasso/w	v2spma---
ἐλάττω	e)la/ttw	ἐλαύνω	e)lau/nw	v2saim---
ἐλάττων	e)la/ttwn	ἐλάσσων	e)la/sswn	a-s---mn-
ἐλάττων	e)la/ttwn	ἐλάσσων	e)la/sswn	a-s---fn-
ἐλάττων	e)la/ttwn	ἐλασσόω	e)lasso/w	v3piia---
ἐλάττων	e)la/ttwn	ἐλασσόω	e)lasso/w	v1siia---
ἐλέει	e)le/ei	ἔλεος	e)/leos	n-d---nn-
ἐλέει	e)le/ei	ἔλεος	e)/leos	n-d---nv-
ἐλέει	e)le/ei	ἔλεος	e)/leos	n-d---na-
ἐλέει	e)le/ei	ἔλεος	e)/leos	n-s---nd-
ἐλέει	e)le/ei	ἔλεος	e)/leos	n-s---nd-
ἐλέει	e)le/ei	ἐλεάω	e)lea/w	v2spma---
ἐλέει	e)le/ei	ἐλεάω	e)lea/w	v3siia---
ἐλέει	e)le/ei	ἐλεέω	e)lee/w	v2spma---
ἐλέει	e)le/ei	ἐλεέω	e)lee/w	v3siia---
ἐλέησον	e)le/hson	ἐλεάω	e)lea/w	v2sama---
ἐλέησον	e)le/hson	ἐλεέω	e)lee/w	v2sama---
ἐλήλυθας	e)lh/luqas	ἔρχομαι	e)/rxomai	v2sria---
ἐλήλυθεν	e)lh/luqen	ἔρχομαι	e)/rxomai	v3sria---
ἐλήλυθεν	e)lh/luqen	ἔρχομαι	e)/rxomai	v3plia---
ἐμαυτοῦ	e)mautou=	ἐμαυτοῦ	e)mautou=	p-s---mg-
ἐμαυτοῦ	e)mautou=	ἐμαυτοῦ	e)mautou=	p-s---ng-
ἐμαυτόν	e)mauto/n	ἐμαυτοῦ	e)mautou=	p-s---ma-
ἐμαυτόν	e)mauto/n	ἐμαυτοῦ	e)mautou=	p-s---na-
ἐμαυτῷ	e)mautw=|	ἐμαυτοῦ	e)mautou=	p-s---md-
ἐμαυτῷ	e)mautw=|	ἐμαυτοῦ	e)mautou=	p-s---nd-
ἐμαχέσατ’	e)maxe/sat'	μάχομαι	ma/xomai	v3saim---
ἐμαχόμεσθ’	e)maxo/mesq'	μάχομαι	ma/xomai	v1piie---
ἐμβάδας	e)mba/das	ἐμβάς	e)mba/s	n-p---fa-
ἐμβάδων	e)mba/dwn	ἐμβάς	e)mba/s	n-p---fg-
ἐμβάδων	e)mba/dwn	ἐμβαδόν2	e)mbado/n2	n-p---mg-
ἐμβάδων	e)mba/dwn	ἐμβαδόν2	e)mbado/n2	n-p---fg-
ἐμβάδων	e)mba/dwn	ἐμβαδόν2	e)mbado/n2	n-p---ng-
ἐμβάδων	e)mba/dwn	ἐμβαδόν2	e)mbado/n2	n-p---ng-
ἐμβάλλει	e)mba/llei	ἐμβάλλω	e)mba/llw	v2spie---
ἐμβάλλει	e)mba/llei	ἐμβάλλω	e)mba/llw	v3spia---
ἐμμελείᾳ	e)mmelei/a|	ἐμμέλεια	e)mme/leia	n-s---fd-
ἐμμελείᾳ	e)mmelei/a|	ἐμμέλεια	e)mme/leia	n-s---fd-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---md-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---fd-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mn-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mv-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	v-pfpamd-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	v-pfpand-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	v-pppamd-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	v-pppand-
ἐμοῖσιν	e)moi=sin	ἐμός	e)mo/s	a-p---md-
ἐμοῖσιν	e)moi=sin	ἐμός	e)mo/s	a-p---nd-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---mg-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---fg-
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2spme---
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2siie---
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---mg-
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---ng-
ἐμπεπρησμένης	e)mpeprhsme/nhs	ἐμπίμπρημι	e)mpi/mprhmi	v-srpefg-
ἐμπεσών	e)mpesw/n	ἐμπίτνω	e)mpi/tnw	v-sapamn-
ἐμπλησάμενος	e)mplhsa/menos	ἐμπίπλημι	e)mpi/plhmi	v-sapmmn-
ἐμπλησάμενος	e)mplhsa/menos	ἐμπλέω	e)mple/w	v-sapmmn-
ἐμπλήμενος	e)mplh/menos	ἐμπίπλημι	e)mpi/plhmi	v-sapmmn-
ἐμποδών	e)mpodw/n	ἐμποδών	e)mpodw/n	d--------
ἐμπέπτωκέ	e)mpe/ptwke/	ἐμπίτνω	e)mpi/tnw	v2srma---
ἐμπέπτωκέ	e)mpe/ptwke/	ἐμπίτνω	e)mpi/tnw	v3sria---
ἐμφανής	e)mfanh/s	ἐμφανής	e)mfanh/s	n-s---mn-
ἐμφανής	e)mfanh/s	ἐμφανής	e)mfanh/s	n-s---fn-
ἐμφερεστάτους	e)mferesta/tous	ἐμφερής	e)mferh/s	a-p---mas
ἐμάχετό	e)ma/xeto/	μάχομαι	ma/xomai	v3siie---
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---ma-
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---fa-
ἐμέ	e)me/	ἐμός	e)mo/s	a-s---mv-
ἐμέλλομεν	e)me/llomen	μέλλω	me/llw	v1piia---
ἐμέλλομέν	e)me/llome/n	μέλλω	me/llw	v1piia---
ἐμήν	e)mh/n	ἐμός	e)mo/s	a-s---fa-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---ma-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nn-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nv-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---na-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sfpamn-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sppamn-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---fg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---mg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---ng-
ἐν	e)n	ἐν	e)n	r--------
ἐν	e)n	εἰς	ei)s	r--------
ἐναντίους	e)nanti/ous	ἐναντίος	e)nanti/os	a-p---ma-
ἐναργές	e)narge/s	ἐναργής	e)nargh/s	n-s---mv-
ἐναργές	e)narge/s	ἐναργής	e)nargh/s	n-s---fv-
ἐναργές	e)narge/s	ἐναργής	e)nargh/s	n-s---nn-
ἐναργές	e)narge/s	ἐναργής	e)nargh/s	n-s---nv-
ἐναργές	e)narge/s	ἐναργής	e)nargh/s	n-s---na-
ἐνδήσαντες	e)ndh/santes	ἐνδέω	e)nde/w	v-papamn-
