Αἰακοῦ	*ai)akou=	Αἰακός	*ai)ako/s	n-s---mg-
ἀποστᾶσ’	a)posta=s'	ἀφεστήξω	a)festh/cw	v-sapafn-
ἀποστᾶσ’	a)posta=s'	ἀφεστήξω	a)festh/cw	v-sapafv-
ἀποστᾶσ’	a)posta=s'	ἀφεστήξω	a)festh/cw	v-papamd-
ἀποστᾶσ’	a)posta=s'	ἀφεστήξω	a)festh/cw	v-papand-
ἀποστᾶσ’	a)posta=s'	ἀφεστήξω	a)festh/cw	v-papafn-
ἀποστᾶσ’	a)posta=s'	ἀφεστήξω	a)festh/cw	v-papafv-
ἀποστᾶσ’	a)posta=s'	ἀφεστήξω	a)festh/cw	v--ana---
ἀποστᾶσ’	a)posta=s'	ἀποστάζω	a)posta/zw	v-sfpafn-
ἀποστᾶσ’	a)posta=s'	ἀποστάζω	a)posta/zw	v-sfpafv-
ἀποστᾶσ’	a)posta=s'	ἀποστάζω	a)posta/zw	v-sfpafn-
ἀποστᾶσ’	a)posta=s'	ἀποστάζω	a)posta/zw	v-sfpafv-
ἀποστᾶσ’	a)posta=s'	ἀποστάζω	a)posta/zw	v-pfpamd-
ἀποστᾶσ’	a)posta=s'	ἀποστάζω	a)posta/zw	v-pfpand-
ἀποστᾶσ’	a)posta=s'	ἀποστάζω	a)posta/zw	v-pfpamd-
ἀποστᾶσ’	a)posta=s'	ἀποστάζω	a)posta/zw	v-pfpand-
ἀποστᾶσ’	a)posta=s'	ἀποστάζω	a)posta/zw	v-pfpafn-
ἀποστᾶσ’	a)posta=s'	ἀποστάζω	a)posta/zw	v-pfpafv-
ἀποστᾶσ’	a)posta=s'	ἀποστάζω	a)posta/zw	v-pfpafn-
ἀποστᾶσ’	a)posta=s'	ἀποστάζω	a)posta/zw	v-pfpafv-
ἀποτροπά	a)potropa/	ἀποτροπή	a)potroph/	n-d---fn-
ἀποτροπά	a)potropa/	ἀποτροπή	a)potroph/	n-d---fv-
ἀποτροπά	a)potropa/	ἀποτροπή	a)potroph/	n-d---fa-
ἀποτροπά	a)potropa/	ἀποτροπή	a)potroph/	n-s---fn-
ἀποτροπά	a)potropa/	ἀποτροπή	a)potroph/	n-s---fv-
ἀποῦσα	a)pou=sa	ἄπειμι1	a)/peimi1	v-sppafn-
ἀποῦσα	a)pou=sa	ἄπειμι1	a)/peimi1	v-sppafv-
ἀπωθεῖ	a)pwqei=	ἀπωθέω	a)pwqe/w	v2spie---
ἀπωθεῖ	a)pwqei=	ἀπωθέω	a)pwqe/w	v3spia---
ἀπωθεῖ	a)pwqei=	ἀπωθέω	a)pwqe/w	v2spie---
ἀπωθεῖ	a)pwqei=	ἀπωθέω	a)pwqe/w	v3spia---
ἀπωλόμεσθα	a)pwlo/mesqa	ἀπόλλυμι	a)po/llumi	v1paim---
ἀπωλόμην	a)pwlo/mhn	ἀπόλλυμι	a)po/llumi	v1saim---
ἀπάξομαι	a)pa/comai	ἀπάγω	a)pa/gw	v1sasm---
ἀπάξομαι	a)pa/comai	ἀπάγω	a)pa/gw	v1sfim---
ἀπάρας	a)pa/ras	ἀπαίρω	a)pai/rw	v-sapamn-
ἀπάρας	a)pa/ras	ἀπαίρω	a)pai/rw	v-sapamv-
ἀπάτας	a)pa/tas	ἀπάτη	a)pa/th	n-p---fa-
ἀπάτας	a)pa/tas	ἀπάτη	a)pa/th	n-s---fg-
ἀπάτας	a)pa/tas	ἀπατάω	a)pata/w	v2siia---
ἀπάτας	a)pa/tas	ἀπατάω	a)pata/w	v2siia---
ἀπέβη	a)pe/bh	ἀποβαίνω	a)pobai/nw	v3saia---
ἀπέδωκεν	a)pe/dwken	ἀποδίδωμι	a)podi/dwmi	v3saia---
ἀπέθρισας	a)pe/qrisas	ἀποθερίζω	a)poqeri/zw	v2saia---
ἀπέλειπε	a)pe/leipe	ἀπολιμπάνω	a)polimpa/nw	v3siia---
ἀπέπτυσα	a)pe/ptusa	ἀποπτύω	a)poptu/w	v1saia---
ἀπέστην	a)pe/sthn	ἀφεστήξω	a)festh/cw	v3paia---
ἀπέστην	a)pe/sthn	ἀφεστήξω	a)festh/cw	v1saia---
ἀπό	a)po/	ἀπό	a)po/	r--------
ἀπόδος	a)po/dos	ἀποδίδωμι	a)podi/dwmi	v2sama---
ἀπόλαυσιν	a)po/lausin	ἀπόλαυσις	a)po/lausis	n-s---fa-
ἀπόλλυνται	a)po/lluntai	ἀπόλλυμι	a)po/llumi	v3ppie---
ἀπόντα	a)po/nta	ἄπειμι1	a)/peimi1	v-sppama-
ἀπόντα	a)po/nta	ἄπειμι1	a)/peimi1	v-pppann-
ἀπόντα	a)po/nta	ἄπειμι1	a)/peimi1	v-pppanv-
ἀπόντα	a)po/nta	ἄπειμι1	a)/peimi1	v-pppana-
ἀπόντων	a)po/ntwn	ἄπειμι1	a)/peimi1	v3ppma---
ἀπόντων	a)po/ntwn	ἄπειμι1	a)/peimi1	v-pppamg-
ἀπόντων	a)po/ntwn	ἄπειμι1	a)/peimi1	v-pppang-
ἀπώλεσας	a)pw/lesas	ἀπόλλυμι	a)po/llumi	v2saia---
ἀπώλεσεν	a)pw/lesen	ἀπόλλυμι	a)po/llumi	v3saia---
ἀπώλλυτο	a)pw/lluto	ἀπόλλυμι	a)po/llumi	v3siie---
ἀπῆρε	a)ph=re	ἀπαίρω	a)pai/rw	v3saia---
ἀραίαν	a)rai/an	ἀραῖος	a)rai=os	a-s---fa-
ἀργός	a)rgo/s	ἀργόσ1	a)rgo/s1	a-s---mn-
ἀργός	a)rgo/s	ἀργόσ2	a)rgo/s2	a-s---mn-
ἀργός	a)rgo/s	ἀργόσ2	a)rgo/s2	n-s---mn-
ἀργός	a)rgo/s	ἀργόσ2	a)rgo/s2	n-s---fn-
ἀρετάς	a)reta/s	ἀρετή	a)reth/	n-p---fa-
ἀρεῖται	a)rei=tai	ἀείρω	a)ei/rw	v3sfim---
ἀρεῖται	a)rei=tai	ἀράομαι	a)ra/omai	v3spie---
ἀρεῖται	a)rei=tai	ἀρέομαι	a)re/omai	v3spie---
ἀρεῖται	a)rei=tai	αἴρω	ai)/rw	v3sfim---
ἀρθεῖσ’	a)rqei=s'	ἀραρίσκω	a)rari/skw	v-sappfn-
ἀρθεῖσ’	a)rqei=s'	ἀραρίσκω	a)rari/skw	v-sappfv-
ἀρθεῖσ’	a)rqei=s'	ἀραρίσκω	a)rari/skw	v-pappmd-
ἀρθεῖσ’	a)rqei=s'	ἀραρίσκω	a)rari/skw	v-pappnd-
ἀρθεῖσ’	a)rqei=s'	ἀραρίσκω	a)rari/skw	v-pappfn-
ἀρθεῖσ’	a)rqei=s'	ἀραρίσκω	a)rari/skw	v-pappfv-
ἀρθεῖσ’	a)rqei=s'	αἴρω	ai)/rw	v-sappfn-
ἀρθεῖσ’	a)rqei=s'	αἴρω	ai)/rw	v-sappfv-
ἀρθεῖσ’	a)rqei=s'	αἴρω	ai)/rw	v-pappmd-
ἀρθεῖσ’	a)rqei=s'	αἴρω	ai)/rw	v-pappnd-
ἀρθεῖσ’	a)rqei=s'	αἴρω	ai)/rw	v-pappfn-
ἀρθεῖσ’	a)rqei=s'	αἴρω	ai)/rw	v-pappfv-
ἀριθμούς	a)riqmou/s	ἀριθμός	a)riqmo/s	n-p---ma-
ἀριθμῆσαι	a)riqmh=sai	ἀριθμέω	a)riqme/w	v--ana---
ἀρκεῖς	a)rkei=s	ἀρκέω	a)rke/w	v2spia---
ἀρκέσει	a)rke/sei	ἄρκεσις	a)/rkesis	n-d---fn-
ἀρκέσει	a)rke/sei	ἄρκεσις	a)/rkesis	n-d---fv-
ἀρκέσει	a)rke/sei	ἄρκεσις	a)/rkesis	n-d---fa-
ἀρκέσει	a)rke/sei	ἄρκεσις	a)/rkesis	n-s---fd-
ἀρκέσει	a)rke/sei	ἄρκεσις	a)/rkesis	n-s---fd-
ἀρκέσει	a)rke/sei	ἀρκέω	a)rke/w	v3sasa---
ἀρκέσει	a)rke/sei	ἀρκέω	a)rke/w	v2sfim---
ἀρκέσει	a)rke/sei	ἀρκέω	a)rke/w	v3sfia---
ἀρκέσειεν	a)rke/seien	ἀρκέω	a)rke/w	v3saoa---
ἀρρήτου	a)rrh/tou	ἄρρητος	a)/rrhtos	a-s---mg-
ἀρρήτου	a)rrh/tou	ἄρρητος	a)/rrhtos	a-s---ng-
ἀρρήτου	a)rrh/tou	ἄρρητος	a)/rrhtos	n-s---mg-
ἀρρήτου	a)rrh/tou	ἄρρητος	a)/rrhtos	n-s---fg-
ἀρρήτου	a)rrh/tou	ἄρρητος	a)/rrhtos	n-s---ng-
ἀρτίως	a)rti/ws	ἄρτιος	a)/rtios	x--------
ἀρτίως	a)rti/ws	ἄρτιος	a)/rtios	a-p---ma-
ἀρχαί	a)rxai/	ἀρχή	a)rxh/	n-p---fn-
ἀρχαί	a)rxai/	ἀρχή	a)rxh/	n-p---fv-
ἀρχάς	a)rxa/s	ἀρχή	a)rxh/	n-p---fa-
ἀρχόμεσθ’	a)rxo/mesq'	ἄρχω	a)/rxw	v1piie---
ἀρχόμεσθ’	a)rxo/mesq'	ἄρχω	a)/rxw	v1ppie---
ἀρχόμεσθ’	a)rxo/mesq'	ἄρχω	a)/rxw	v1piie---
ἀρίστη	a)ri/sth	ἄριστος	a)/ristos	a-s---fn-
ἀρίστη	a)ri/sth	ἄριστος	a)/ristos	a-s---fv-
ἀρίστη	a)ri/sth	ἀριστάω	a)rista/w	v3siia---
ἀρίστη	a)ri/sth	ἀριστάω	a)rista/w	v2spma---
ἀρίστη	a)ri/sth	ἀριστάω	a)rista/w	v3siia---
ἀρίστη	a)ri/sth	ἀριστάω	a)rista/w	v2spma---
ἀρίστη	a)ri/sth	ἀριστάω	a)rista/w	v3siia---
ἀρίστην	a)ri/sthn	ἄριστος	a)/ristos	a-s---fa-
ἀρίστην	a)ri/sthn	ἀριστάω	a)rista/w	v3piia---
ἀρίστην	a)ri/sthn	ἀριστάω	a)rista/w	v1siia---
ἀρίστην	a)ri/sthn	ἀριστάω	a)rista/w	v3piia---
ἀρίστην	a)ri/sthn	ἀριστάω	a)rista/w	v1siia---
ἀρίστης	a)ri/sths	ἄριστος	a)/ristos	a-s---fg-
ἀρίστης	a)ri/sths	ἀριστάω	a)rista/w	v2siia---
ἀρίστης	a)ri/sths	ἀριστάω	a)rista/w	v2siia---
ἀρίστης	a)ri/sths	ἀριστάω	a)rista/w	v2siia---
ἀρίστης	a)ri/sths	ἀριστάω	a)rista/w	v2spia---
ἀρίστης	a)ri/sths	ἀριστάω	a)rista/w	v2siia---
ἀρότοις	a)ro/tois	ἄροτος	a)/rotos	n-p---md-
ἀσκοῦσα	a)skou=sa	ἀσκέω	a)ske/w	v-sppafn-
ἀσκοῦσα	a)skou=sa	ἀσκέω	a)ske/w	v-sppafv-
ἀσμένα	a)sme/na	ἄσμενος	a)/smenos	a-d---fn-
ἀσμένα	a)sme/na	ἄσμενος	a)/smenos	a-d---fv-
ἀσμένα	a)sme/na	ἄσμενος	a)/smenos	a-d---fa-
ἀσμένα	a)sme/na	ἄσμενος	a)/smenos	a-s---fn-
ἀσμένα	a)sme/na	ἄσμενος	a)/smenos	a-s---fv-
ἀσμένους	a)sme/nous	ἄσμενος	a)/smenos	a-p---ma-
ἀσπίδα	a)spi/da	ἀσπίς	a)spi/s	n-s---fa-
ἀστέρα	a)ste/ra	ἀστήρ	a)sth/r	n-s---ma-
ἀστέρων	a)ste/rwn	ἀστερόω	a)stero/w	v3piia---
ἀστέρων	a)ste/rwn	ἀστερόω	a)stero/w	v1siia---
ἀστέρων	a)ste/rwn	ἀστερόω	a)stero/w	v3piia---
ἀστέρων	a)ste/rwn	ἀστερόω	a)stero/w	v1siia---
ἀστέρων	a)ste/rwn	ἀστήρ	a)sth/r	n-p---mg-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-p---nn-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-p---nv-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-p---na-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---mn-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---mv-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---ma-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---fn-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---fv-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---fa-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---nn-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---nv-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-d---na-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-s---ma-
ἀσφαλῆ	a)sfalh=	ἀσφαλής	a)sfalh/s	n-s---fa-
ἀσφαλῶς	a)sfalw=s	ἀσφαλής	a)sfalh/s	x--------
ἀσχήμονες	a)sxh/mones	ἀσχήμων	a)sxh/mwn	n-p---mn-
ἀσχήμονες	a)sxh/mones	ἀσχήμων	a)sxh/mwn	n-p---mv-
ἀσχήμονες	a)sxh/mones	ἀσχήμων	a)sxh/mwn	n-p---fn-
ἀσχήμονες	a)sxh/mones	ἀσχήμων	a)sxh/mwn	n-p---fv-
ἀσέπτου	a)se/ptou	ἄσεπτος	a)/septos	n-s---mg-
ἀσέπτου	a)se/ptou	ἄσεπτος	a)/septos	n-s---fg-
ἀσέπτου	a)se/ptou	ἄσεπτος	a)/septos	n-s---ng-
ἀσύλητον	a)su/lhton	ἀσύλητος	a)su/lhtos	n-s---ma-
ἀσύλητον	a)su/lhton	ἀσύλητος	a)su/lhtos	n-s---fa-
ἀσύλητον	a)su/lhton	ἀσύλητος	a)su/lhtos	n-s---nn-
ἀσύλητον	a)su/lhton	ἀσύλητος	a)su/lhtos	n-s---nv-
ἀσύλητον	a)su/lhton	ἀσύλητος	a)su/lhtos	n-s---na-
ἀσύνετα	a)su/neta	ἀσύνετος	a)su/netos	n-p---nn-
ἀσύνετα	a)su/neta	ἀσύνετος	a)su/netos	n-p---nv-
ἀσύνετα	a)su/neta	ἀσύνετος	a)su/netos	n-p---na-
ἀτάρ	a)ta/r	ἀτάρ	a)ta/r	g--------
ἀφαιρεθήσομαι	a)faireqh/somai	ἀφαιρέω	a)faire/w	v1sfip---
ἀφαιρεῖσθαι	a)fairei=sqai	ἀφαιρέω	a)faire/w	v--pne---
ἀφαιρεῖσθαι	a)fairei=sqai	ἀφαιρέω	a)faire/w	v--pne---
ἀφανές	a)fane/s	ἀφανής	a)fanh/s	n-s---mv-
ἀφανές	a)fane/s	ἀφανής	a)fanh/s	n-s---fv-
ἀφανές	a)fane/s	ἀφανής	a)fanh/s	n-s---nn-
ἀφανές	a)fane/s	ἀφανής	a)fanh/s	n-s---nv-
ἀφανές	a)fane/s	ἀφανής	a)fanh/s	n-s---na-
ἀφανής	a)fanh/s	ἀφανής	a)fanh/s	n-s---mn-
ἀφανής	a)fanh/s	ἀφανής	a)fanh/s	n-s---fn-
ἀφασίαν	a)fasi/an	ἀφασία	a)fasi/a	n-s---fa-
ἀφελών	a)felw/n	ἀφαιρέω	a)faire/w	v-sapamn-
ἀφείλετο	a)fei/leto	ἀφαιρέω	a)faire/w	v3saim---
ἀφιγμένον	a)figme/non	ἀφίζω	a)fi/zw	v-srpema-
ἀφιγμένον	a)figme/non	ἀφίζω	a)fi/zw	v-srpenn-
ἀφιγμένον	a)figme/non	ἀφίζω	a)fi/zw	v-srpenv-
ἀφιγμένον	a)figme/non	ἀφίζω	a)fi/zw	v-srpena-
ἀφιγμένον	a)figme/non	ἀφικνέομαι	a)fikne/omai	v-srpema-
ἀφιγμένον	a)figme/non	ἀφικνέομαι	a)fikne/omai	v-srpenn-
ἀφιγμένον	a)figme/non	ἀφικνέομαι	a)fikne/omai	v-srpenv-
ἀφιγμένον	a)figme/non	ἀφικνέομαι	a)fikne/omai	v-srpena-
ἀφιδρύσαντο	a)fidru/santo	ἀφιδρύω	a)fidru/w	v3paim---
ἀφιδρύσαντο	a)fidru/santo	ἀφιδρύω	a)fidru/w	v3paim---
ἀφέλοιτο	a)fe/loito	ἀφαιρέω	a)faire/w	v3saom---
ἀφήσομαι	a)fh/somai	ἀφίημι	a)fi/hmi	v1sfim---
ἀφίκεθ’	a)fi/keq'	ἀφίζω	a)fi/zw	v2plia---
ἀφίκεθ’	a)fi/keq'	ἀφίζω	a)fi/zw	v2prma---
ἀφίκεθ’	a)fi/keq'	ἀφικνέομαι	a)fikne/omai	v3saim---
ἀφίκεθ’	a)fi/keq'	ἀφικνέομαι	a)fikne/omai	v2pama---
ἀφίκεθ’	a)fi/keq'	ἀφικνέομαι	a)fikne/omai	v2paia---
ἀφίκεθ’	a)fi/keq'	ἀφικνέομαι	a)fikne/omai	v3saim---
ἀφίκεθ’	a)fi/keq'	ἀφικνέομαι	a)fikne/omai	v2paia---
ἀφίξομαι	a)fi/comai	ἀφίζω	a)fi/zw	v1sasm---
ἀφίξομαι	a)fi/comai	ἀφίζω	a)fi/zw	v1sfim---
ἀφίξομαι	a)fi/comai	ἀφικνέομαι	a)fikne/omai	v1sfim---
ἀφίστασ’	a)fi/stas'	ἀφεστήξω	a)festh/cw	v2siie---
ἀφίστασ’	a)fi/stas'	ἀφεστήξω	a)festh/cw	v2spme---
ἀφίστασ’	a)fi/stas'	ἀφεστήξω	a)festh/cw	v2spie---
ἀφίστασ’	a)fi/stas'	ἀφεστήξω	a)festh/cw	v2siie---
ἀφίστασ’	a)fi/stas'	ἀφιστάω	a)fista/w	v1saia---
ἀφίστασ’	a)fi/stas'	ἀφιστάω	a)fista/w	v3saia---
ἀφίστασ’	a)fi/stas'	ἀφιστάω	a)fista/w	v2samm---
ἀφῆκε	a)fh=ke	ἀφήκω	a)fh/kw	v3siia---
ἀφῆκε	a)fh=ke	ἀφίημι	a)fi/hmi	v3saia---
ἀφῆκεν	a)fh=ken	ἀφήκω	a)fh/kw	v3siia---
ἀφῆκεν	a)fh=ken	ἀφίημι	a)fi/hmi	v3saia---
ἀφῖχθαι	a)fi=xqai	ἀφικνέομαι	a)fikne/omai	v--rne---
ἀφ’	a)f'	ἀπό	a)po/	r--------
ἀφ’	a)f'	ἀπό	a)po/	r--------
ἀχλαινίας	a)xlaini/as	ἀχλαινία	a)xlaini/a	n-p---fa-
ἀχλαινίας	a)xlaini/as	ἀχλαινία	a)xlaini/a	n-s---fg-
ἀχέων	a)xe/wn	ἄχος	a)/xos	n-p---ng-
ἀχέων	a)xe/wn	ἀχέω2	a)xe/w2	v-sppamn-
ἀχέων	a)xe/wn	ἀχεύω	a)xeu/w	v-sppamn-
ἀχέων	a)xe/wn	ἠχέω	h)xe/w	v-sppamn-
ἀχέων	a)xe/wn	ἠχή	h)xh/	n-p---fg-
ἀέλλαισιν	a)e/llaisin	ἄελλα	a)/ella	n-p---fd-
ἀέλλαισιν	a)e/llaisin	ἄελλα	a)/ella	n-p---fd-
ἀέλπτως	a)e/lptws	ἄελπτος	a)/elptos	x--------
ἀέλπτως	a)e/lptws	ἄελπτος	a)/elptos	n-p---ma-
ἀέλπτως	a)e/lptws	ἄελπτος	a)/elptos	n-p---fa-
ἀέρος	a)e/ros	ἀήρ	a)h/r	n-s---mg-
ἀέρος	a)e/ros	ἀήρ	a)h/r	n-s---fg-
ἁ	a(	ὁ	o(	l-s---fn-
ἁβρόν	a(bro/n	ἁβρός	a(bro/s	a-s---ma-
ἁβρόν	a(bro/n	ἁβρός	a(bro/s	a-s---nn-
ἁβρόν	a(bro/n	ἁβρός	a(bro/s	a-s---nv-
ἁβρόν	a(bro/n	ἁβρός	a(bro/s	a-s---na-
ἁβρόν	a(bro/n	ἁβρός	a(bro/s	n-s---ma-
ἁβρόν	a(bro/n	ἁβρός	a(bro/s	n-s---fa-
ἁβρόν	a(bro/n	ἁβρός	a(bro/s	n-s---nn-
ἁβρόν	a(bro/n	ἁβρός	a(bro/s	n-s---nv-
ἁβρόν	a(bro/n	ἁβρός	a(bro/s	n-s---na-
ἁγναί	a(gnai/	ἁγνός	a(gno/s	a-p---fn-
ἁγναί	a(gnai/	ἁγνός	a(gno/s	a-p---fv-
ἁγνόν	a(gno/n	ἁγνός	a(gno/s	a-s---ma-
ἁγνόν	a(gno/n	ἁγνός	a(gno/s	a-s---nn-
ἁγνόν	a(gno/n	ἁγνός	a(gno/s	a-s---nv-
ἁγνόν	a(gno/n	ἁγνός	a(gno/s	a-s---na-
ἁγών	a(gw/n	ἀγών	a)gw/n	n-s---mn-
ἁγών	a(gw/n	ἀγών	a)gw/n	n-s---mv-
ἁγών	a(gw/n	ἐγώ	e)gw/	p-s---mn-
ἁγών	a(gw/n	ἐγώ	e)gw/	p-s---mv-
ἁγών	a(gw/n	ἐγώ	e)gw/	p-s---fn-
ἁγών	a(gw/n	ἐγώ	e)gw/	p-s---fv-
ἁλί	a(li/	ἅλς	a(/ls	n-s---md-
ἁλί	a(li/	ἅλς	a(/ls	n-s---fd-
ἁλί	a(li/	ἁλίς	a(li/s	n-s---fv-
ἁλίου	a(li/ou	ἅλιοσ1	a(/lios1	a-s---mg-
ἁλίου	a(li/ou	ἅλιοσ1	a(/lios1	a-s---ng-
ἁλίου	a(li/ou	ἅλιοσ1	a(/lios1	n-s---mg-
ἁλίου	a(li/ou	ἅλιοσ1	a(/lios1	n-s---fg-
ἁλίου	a(li/ou	ἅλιοσ1	a(/lios1	n-s---ng-
ἁλίου	a(li/ou	ἅλιοσ2	a(/lios2	a-s---mg-
ἁλίου	a(li/ou	ἅλιοσ2	a(/lios2	a-s---ng-
ἁλίου	a(li/ou	ἥλιος	h(/lios	n-s---mg-
ἁλός	a(lo/s	ἅλς	a(/ls	n-s---mg-
ἁλός	a(lo/s	ἅλς	a(/ls	n-s---fg-
ἁλώσιμος	a(lw/simos	ἁλώσιμος	a(lw/simos	n-s---mn-
ἁλώσιμος	a(lw/simos	ἁλώσιμος	a(lw/simos	n-s---fn-
ἁλῶ	a(lw=	ἁλίσκομαι	a(li/skomai	v1sasa---
ἁμιλλαθῶ	a(millaqw=	ἁμιλλάομαι	a(milla/omai	v1sase---
ἁμέρα	a(me/ra	ἥμερος	h(/meros	a-d---fn-
ἁμέρα	a(me/ra	ἥμερος	h(/meros	a-d---fv-
ἁμέρα	a(me/ra	ἥμερος	h(/meros	a-d---fa-
ἁμέρα	a(me/ra	ἥμερος	h(/meros	a-s---fn-
ἁμέρα	a(me/ra	ἥμερος	h(/meros	a-s---fv-
ἁμέρα	a(me/ra	ἡμέρα	h(me/ra	n-d---fn-
ἁμέρα	a(me/ra	ἡμέρα	h(me/ra	n-d---fv-
ἁμέρα	a(me/ra	ἡμέρα	h(me/ra	n-d---fa-
ἁμέρα	a(me/ra	ἡμέρα	h(me/ra	n-s---fn-
ἁμέρα	a(me/ra	ἡμέρα	h(me/ra	n-s---fv-
ἁμέραν	a(me/ran	ἥμερος	h(/meros	a-s---fa-
ἁμέραν	a(me/ran	ἡμέρα	h(me/ra	n-s---fa-
ἁμίλλας	a(mi/llas	ἅμιλλα	a(/milla	n-p---fa-
ἁμίλλας	a(mi/llas	ἅμιλλα	a(/milla	n-s---fg-
ἁμόν	a(mo/n	ἁμόσ1	a(mo/s1	a-s---ma-
ἁμόν	a(mo/n	ἁμόσ1	a(mo/s1	a-s---nn-
ἁμόν	a(mo/n	ἁμόσ1	a(mo/s1	a-s---nv-
ἁμόν	a(mo/n	ἁμόσ1	a(mo/s1	a-s---na-
ἁνδάνῃς	a(nda/nh|s	ἁνδάνω	a(nda/nw	v2spsa---
ἁνήρ	a(nh/r	ἀνήρ	a)nh/r	n-s---mn-
ἁπαλόχροα	a(palo/xroa	ἁπαλόχροος	a(palo/xroos	n-p---nn-
ἁπαλόχροα	a(palo/xroa	ἁπαλόχροος	a(palo/xroos	n-p---nv-
ἁπαλόχροα	a(palo/xroa	ἁπαλόχροος	a(palo/xroos	n-p---na-
ἁπλοῦν	a(plou=n	ἁπλόος	a(plo/os	a-s---ma-
ἁπλοῦν	a(plou=n	ἁπλόος	a(plo/os	a-s---nn-
ἁπλοῦν	a(plou=n	ἁπλόος	a(plo/os	a-s---nv-
ἁπλοῦν	a(plou=n	ἁπλόος	a(plo/os	a-s---na-
ἁπλοῦν	a(plou=n	ἁπλόω	a(plo/w	v-sppamv-
ἁπλοῦν	a(plou=n	ἁπλόω	a(plo/w	v-sppann-
ἁπλοῦν	a(plou=n	ἁπλόω	a(plo/w	v-sppanv-
ἁπλοῦν	a(plou=n	ἁπλόω	a(plo/w	v-sppana-
ἁπλοῦν	a(plou=n	ἁπλόω	a(plo/w	v--pna---
ἁπλοῦς	a(plou=s	ἁπλόος	a(plo/os	a-p---ma-
ἁπλοῦς	a(plou=s	ἁπλόος	a(plo/os	a-s---mn-
ἁπλοῦς	a(plou=s	ἁπλόω	a(plo/w	v2spia---
ἁρμοσμάτων	a(rmosma/twn	ἅρμοσμα	a(/rmosma	n-p---ng-
ἁρπαγάς	a(rpaga/s	ἁρπαγή	a(rpagh/	n-p---fa-
ἁρπασθεῖσαν	a(rpasqei=san	ἁρπάζω	a(rpa/zw	v-sappfa-
ἄβροχα	a)/broxa	ἄβροχος	a)/broxos	n-p---nn-
ἄβροχα	a)/broxa	ἄβροχος	a)/broxos	n-p---nv-
ἄβροχα	a)/broxa	ἄβροχος	a)/broxos	n-p---na-
ἄγαλμα	a)/galma	ἄγαλμα	a)/galma	n-s---nn-
ἄγαλμα	a)/galma	ἄγαλμα	a)/galma	n-s---nv-
ἄγαλμα	a)/galma	ἄγαλμα	a)/galma	n-s---na-
ἄγαλμ’	a)/galm'	ἄγαλμα	a)/galma	n-s---nn-
ἄγαλμ’	a)/galm'	ἄγαλμα	a)/galma	n-s---nv-
ἄγαλμ’	a)/galm'	ἄγαλμα	a)/galma	n-s---na-
ἄγαλμ’	a)/galm'	ἀγάλλω	a)ga/llw	v1srie---
ἄγαμον	a)/gamon	ἄγαμος	a)/gamos	n-s---ma-
ἄγαμον	a)/gamon	ἄγαμος	a)/gamos	n-s---fa-
ἄγαμον	a)/gamon	ἄγαμος	a)/gamos	n-s---nn-
ἄγαμον	a)/gamon	ἄγαμος	a)/gamos	n-s---nv-
ἄγαμον	a)/gamon	ἄγαμος	a)/gamos	n-s---na-
ἄγαμος	a)/gamos	ἄγαμος	a)/gamos	n-s---mn-
ἄγαμος	a)/gamos	ἄγαμος	a)/gamos	n-s---fn-
ἄγαν	a)/gan	ἄγαν	a)/gan	d--------
ἄγαν	a)/gan	ἄγη	a)/gh	n-s---fa-
ἄγαν	a)/gan	ἀγάω	a)ga/w	v3piia---
ἄγαν	a)/gan	ἀγάω	a)ga/w	v1siia---
ἄγαν	a)/gan	ἀγάω	a)ga/w	v3piia---
ἄγαν	a)/gan	ἀγάω	a)ga/w	v1siia---
ἄγγειλον	a)/ggeilon	ἀγγέλλω	a)gge/llw	v2sama---
ἄγε	a)/ge	ἄγε	a)/ge	d--------
ἄγε	a)/ge	ἄγω	a)/gw	v2spma---
ἄγε	a)/ge	ἄγω	a)/gw	v3siia---
ἄγει	a)/gei	ἄγος	a)/gos	n-d---nn-
ἄγει	a)/gei	ἄγος	a)/gos	n-d---nv-
ἄγει	a)/gei	ἄγος	a)/gos	n-d---na-
ἄγει	a)/gei	ἄγος	a)/gos	n-s---nd-
ἄγει	a)/gei	ἄγος	a)/gos	n-s---nd-
ἄγει	a)/gei	ἄγω	a)/gw	v2spie---
ἄγει	a)/gei	ἄγω	a)/gw	v3spia---
