Αἰσχύλον	*ai)sxu/lon	Αἰσχύλος	*ai)sxu/los	n-s---ma-
Ἰσμηνία	*)ismhni/a	Ἰσμηνίας	*)ismhni/as	n-s---mg-
Ἰάονας	*)ia/onas	Ἴωνες	*)/iwnes	n-p---ma-
Ἰάονας	*)ia/onas	Ἰάων	*)ia/wn	n-p---ma-
Ἰόλαον	*)io/laon	Ἰόλαος	*)io/laos	n-s---ma-
Ἱερωνύμου	*(ierwnu/mou	Ἱερώνυμος	*(ierw/numos	n-s---mg-
Ἱερωνύμου	*(ierwnu/mou	ἱερώνυμος	i(erw/numos	n-s---mg-
Ἱερωνύμου	*(ierwnu/mou	ἱερώνυμος	i(erw/numos	n-s---fg-
Ἱερωνύμου	*(ierwnu/mou	ἱερώνυμος	i(erw/numos	n-s---ng-
ὀβελίσκους	o)beli/skous	ὀβελίσκος	o)beli/skos	n-p---ma-
ὀδυνηρός	o)dunhro/s	ὀδυνηρός	o)dunhro/s	a-s---mn-
ὀδυρτά	o)durta/	ὀδυρτός	o)durto/s	a-p---nn-
ὀδυρτά	o)durta/	ὀδυρτός	o)durto/s	a-p---nv-
ὀδυρτά	o)durta/	ὀδυρτός	o)durto/s	a-p---na-
ὀδυρτά	o)durta/	ὀδυρτός	o)durto/s	a-d---fn-
ὀδυρτά	o)durta/	ὀδυρτός	o)durto/s	a-d---fv-
ὀδυρτά	o)durta/	ὀδυρτός	o)durto/s	a-d---fa-
ὀδυρτά	o)durta/	ὀδυρτός	o)durto/s	a-s---fn-
ὀδυρτά	o)durta/	ὀδυρτός	o)durto/s	a-s---fv-
ὀδύναις	o)du/nais	ὀδύνη	o)du/nh	n-p---fd-
ὀθόνια	o)qo/nia	ὀθόνιον	o)qo/nion	n-p---nn-
ὀθόνια	o)qo/nia	ὀθόνιον	o)qo/nion	n-p---nv-
ὀθόνια	o)qo/nia	ὀθόνιον	o)qo/nion	n-p---na-
ὀκτώ	o)ktw/	ὀκτώ	o)ktw/	m--------
ὀκέλλοι	o)ke/lloi	ὀκέλλω	o)ke/llw	v3spoa---
ὀκέλλοι	o)ke/lloi	ὀκέλλω	o)ke/llw	v3saoa---
ὀλίγον	o)li/gon	ὀλίγος	o)li/gos	a-s---ma-
ὀλίγον	o)li/gon	ὀλίγος	o)li/gos	a-s---nn-
ὀλίγον	o)li/gon	ὀλίγος	o)li/gos	a-s---nv-
ὀλίγον	o)li/gon	ὀλίγος	o)li/gos	a-s---na-
ὀλίγου	o)li/gou	ὀλίγος	o)li/gos	a-s---mg-
ὀλίγου	o)li/gou	ὀλίγος	o)li/gos	a-s---ng-
ὀλίγου	o)li/gou	ὀλιγόω	o)ligo/w	v2spma---
ὀλίγου	o)li/gou	ὀλιγόω	o)ligo/w	v3siia---
ὀμφακίαν	o)mfaki/an	ὀμφάκιος	o)mfa/kios	a-s---fa-
ὀμφακίαν	o)mfaki/an	ὀμφακίας	o)mfaki/as	n-s---ma-
ὀμφακίαν	o)mfaki/an	ὀμφακίας	o)mfaki/as	n-s---ma-
ὀξύ	o)cu/	ὀξύσ2	o)cu/s2	a-s---mv-
ὀξύ	o)cu/	ὀξύσ2	o)cu/s2	a-s---nn-
ὀξύ	o)cu/	ὀξύσ2	o)cu/s2	a-s---nv-
ὀξύ	o)cu/	ὀξύσ2	o)cu/s2	a-s---na-
ὀξύς	o)cu/s	ὀξύσ2	o)cu/s2	a-s---mn-
ὀξύτατον	o)cu/taton	ὀξύσ2	o)cu/s2	a-s---ma-
ὀξύτατον	o)cu/taton	ὀξύσ2	o)cu/s2	a-s---nn-
ὀξύτατον	o)cu/taton	ὀξύσ2	o)cu/s2	a-s---nv-
ὀξύτατον	o)cu/taton	ὀξύσ2	o)cu/s2	a-s---na-
ὀπτωμένας	o)ptwme/nas	ὀπτάω	o)pta/w	v-pppefa-
ὀπτωμένας	o)ptwme/nas	ὀπτάω	o)pta/w	v-sppefg-
ὀπτᾶτε	o)pta=te	ὀπτάω	o)pta/w	v2ppma---
ὀπτᾶτε	o)pta=te	ὀπτάω	o)pta/w	v2ppsa---
ὀπτᾶτε	o)pta=te	ὀπτάω	o)pta/w	v2ppia---
ὀπτᾶτε	o)pta=te	ὀπτάω	o)pta/w	v2piia---
ὀπύσει	o)pu/sei	ὀπυίω	o)pui/w	v3sasa---
ὀπύσει	o)pu/sei	ὀπυίω	o)pui/w	v2sfim---
ὀπύσει	o)pu/sei	ὀπυίω	o)pui/w	v3sfia---
ὀργῇ	o)rgh=|	ὀργάω	o)rga/w	v2spse---
ὀργῇ	o)rgh=|	ὀργάω	o)rga/w	v2spie---
ὀργῇ	o)rgh=|	ὀργάω	o)rga/w	v3spsa---
ὀργῇ	o)rgh=|	ὀργάω	o)rga/w	v3spia---
ὀργῇ	o)rgh=|	ὀργάω	o)rga/w	v2spse---
ὀργῇ	o)rgh=|	ὀργάω	o)rga/w	v2spie---
ὀργῇ	o)rgh=|	ὀργάω	o)rga/w	v3spsa---
ὀργῇ	o)rgh=|	ὀργάζω	o)rga/zw	v2sfim---
ὀργῇ	o)rgh=|	ὀργάζω	o)rga/zw	v3sfia---
ὀργῇ	o)rgh=|	ὀργή	o)rgh/	n-s---fd-
ὀρθιασμάτων	o)rqiasma/twn	ὀρθίασμα	o)rqi/asma	n-p---ng-
ὀρθόν	o)rqo/n	ὀρθός	o)rqo/s	a-s---ma-
ὀρθόν	o)rqo/n	ὀρθός	o)rqo/s	a-s---nn-
ὀρθόν	o)rqo/n	ὀρθός	o)rqo/s	a-s---nv-
ὀρθόν	o)rqo/n	ὀρθός	o)rqo/s	a-s---na-
ὀρθός	o)rqo/s	ὀρθός	o)rqo/s	a-s---mn-
ὀρθῶς	o)rqw=s	ὀρθός	o)rqo/s	x--------
ὀρθῶς	o)rqw=s	ὀρθόω	o)rqo/w	v2spia---
ὀρναπετίοισι	o)rnapeti/oisi	ὀρναπέτιον	o)rnape/tion	n-p---nd-
ὀρνιθίας	o)rniqi/as	ὀρνιθία	o)rniqi/a	n-p---fa-
ὀρνιθίας	o)rniqi/as	ὀρνιθία	o)rniqi/a	n-s---fg-
ὀρνιθίας	o)rniqi/as	ὀρνιθίας	o)rniqi/as	n-p---ma-
ὀρνιθίας	o)rniqi/as	ὀρνιθίας	o)rniqi/as	n-s---mn-
ὀρταλίχων	o)rtali/xwn	ὀρτάλιχος	o)rta/lixos	n-p---mg-
ὀρχηστρίδες	o)rxhstri/des	ὀρχηστρίς	o)rxhstri/s	n-p---fn-
ὀρχηστρίδες	o)rxhstri/des	ὀρχηστρίς	o)rxhstri/s	n-p---fv-
ὀρίγανον	o)ri/ganon	ὀρίγανον	o)ri/ganon	n-s---nn-
ὀρίγανον	o)ri/ganon	ὀρίγανον	o)ri/ganon	n-s---nv-
ὀρίγανον	o)ri/ganon	ὀρίγανον	o)ri/ganon	n-s---na-
ὀρίγανον	o)ri/ganon	ὀρίγανος	o)ri/ganos	n-s---fa-
ὀρῶν	o)rw=n	ὄρος	o)/ros	n-p---ng-
ὀρῶν	o)rw=n	ὀρός	o)ro/s	n-p---mg-
ὀστέων	o)ste/wn	ὀστέον	o)ste/on	n-p---ng-
ὀστίνοις	o)sti/nois	ὄστινος	o)/stinos	a-p---md-
ὀστίνοις	o)sti/nois	ὄστινος	o)/stinos	a-p---nd-
ὀφθαλμόν	o)fqalmo/n	ὀφθαλμός	o)fqalmo/s	n-s---ma-
ὀφθαλμός	o)fqalmo/s	ὀφθαλμός	o)fqalmo/s	n-s---mn-
ὀφλών	o)flw/n	ὀφλισκάνω	o)fliska/nw	v-sapamn-
ὀφρῦς	o)fru=s	ὀφρύς	o)fru/s	n-p---fa-
ὀφρῦς	o)fru=s	ὀφρύς	o)fru/s	n-p---fn-
ὀφρῦς	o)fru=s	ὀφρύς	o)fru/s	n-p---fv-
ὀχληρός	o)xlhro/s	ὀχληρός	o)xlhro/s	a-s---mn-
ὁ	o(	ὁ	o(	l-s---mn-
ὁδοιπλανοῦντες	o(doiplanou=ntes	ὁδοιπλανέω	o(doiplane/w	v-pppamn-
ὁδοιπλανοῦντες	o(doiplanou=ntes	ὁδοιπλανέω	o(doiplane/w	v-pppamv-
ὁδοιπόρων	o(doipo/rwn	ὁδοίπορος	o(doi/poros	n-p---mg-
ὁδοιπόρων	o(doipo/rwn	ὁδοιπόρος	o(doipo/ros	n-p---mg-
ὁδί	o(di/	ὅδε	o(/de	n-s---mn-
ὁδόν	o(do/n	ὁδόσ1	o(do/s1	n-s---ma-
ὁδόν	o(do/n	ὁδόσ2	o(do/s2	n-s---fa-
ὁμοματρία	o(momatri/a	ὁμομήτριος	o(momh/trios	a-d---fn-
ὁμοματρία	o(momatri/a	ὁμομήτριος	o(momh/trios	a-d---fv-
ὁμοματρία	o(momatri/a	ὁμομήτριος	o(momh/trios	a-d---fa-
ὁμοματρία	o(momatri/a	ὁμομήτριος	o(momh/trios	a-s---fn-
ὁμοματρία	o(momatri/a	ὁμομήτριος	o(momh/trios	a-s---fv-
ὁμήλικα	o(mh/lika	ὁμήλικος	o(mh/likos	n-p---nn-
ὁμήλικα	o(mh/lika	ὁμήλικος	o(mh/likos	n-p---nv-
ὁμήλικα	o(mh/lika	ὁμήλικος	o(mh/likos	n-p---na-
ὁμήλικα	o(mh/lika	ὁμῆλιξ	o(mh=lic	n-s---ma-
ὁμήλικα	o(mh/lika	ὁμῆλιξ	o(mh=lic	n-s---fa-
ὁμήρους	o(mh/rous	ὅμηρος	o(/mhros	n-p---ma-
ὁπλάς	o(pla/s	ὁπλή	o(plh/	n-p---fa-
ὁπότ’	o(po/t'	ὁπότε	o(po/te	d--------
ὁρᾶτε	o(ra=te	ὁράω	o(ra/w	v2ppma---
ὁρᾶτε	o(ra=te	ὁράω	o(ra/w	v2ppsa---
ὁρᾶτε	o(ra=te	ὁράω	o(ra/w	v2ppia---
ὁρᾶτε	o(ra=te	ὁράω	o(ra/w	v2piia---
ὁρᾷς	o(ra=|s	ὁράω	o(ra/w	v2spsa---
ὁρᾷς	o(ra=|s	ὁράω	o(ra/w	v2spia---
ὁρῶν	o(rw=n	ὁράω	o(ra/w	v-sppamv-
ὁρῶν	o(rw=n	ὁράω	o(ra/w	v-sppann-
ὁρῶν	o(rw=n	ὁράω	o(ra/w	v-sppanv-
ὁρῶν	o(rw=n	ὁράω	o(ra/w	v-sppana-
ὁρῶν	o(rw=n	ὁράω	o(ra/w	v-sppamn-
ὁρῶν	o(rw=n	ὁράω	o(ra/w	v-sppamn-
ὁρῶντες	o(rw=ntes	ὁράω	o(ra/w	v-pppamn-
ὁρῶντες	o(rw=ntes	ὁράω	o(ra/w	v-pppamv-
ὁτιή	o(tih/	ὁτιή	o(tih/	c--------
ὄζουσι	o)/zousi	ὄζω	o)/zw	v-pppamd-
ὄζουσι	o)/zousi	ὄζω	o)/zw	v-pppand-
ὄζουσι	o)/zousi	ὄζω	o)/zw	v3ppia---
ὄζουσ’	o)/zous'	ὄζω	o)/zw	v-sppafn-
ὄζουσ’	o)/zous'	ὄζω	o)/zw	v-sppafv-
ὄζουσ’	o)/zous'	ὄζω	o)/zw	v-pppamd-
ὄζουσ’	o)/zous'	ὄζω	o)/zw	v-pppand-
ὄζουσ’	o)/zous'	ὄζω	o)/zw	v3ppia---
ὄζουσ’	o)/zous'	ὄζω	o)/zw	v-pppafn-
ὄζουσ’	o)/zous'	ὄζω	o)/zw	v-pppafv-
ὄζων	o)/zwn	ὄζος	o)/zos	n-p---mg-
ὄζων	o)/zwn	ὄζω	o)/zw	v-sppamn-
ὄμμα	o)/mma	ὄμμα	o)/mma	n-s---nn-
ὄμμα	o)/mma	ὄμμα	o)/mma	n-s---nv-
ὄμμα	o)/mma	ὄμμα	o)/mma	n-s---na-
ὄνειδος	o)/neidos	ὄνειδος	o)/neidos	n-s---nn-
ὄνειδος	o)/neidos	ὄνειδος	o)/neidos	n-s---nv-
ὄνειδος	o)/neidos	ὄνειδος	o)/neidos	n-s---na-
ὄνομα	o)/noma	ὄνομα	o)/noma	n-s---nn-
ὄνομα	o)/noma	ὄνομα	o)/noma	n-s---nv-
ὄνομα	o)/noma	ὄνομα	o)/noma	n-s---na-
ὄντα	o)/nta	εἰμί	ei)mi/	v-sppama-
ὄντα	o)/nta	εἰμί	ei)mi/	v-pppann-
ὄντα	o)/nta	εἰμί	ei)mi/	v-pppanv-
ὄντα	o)/nta	εἰμί	ei)mi/	v-pppana-
ὄντα	o)/nta	ὄντα	o)/nta	n-p---nn-
ὄντα	o)/nta	ὄντα	o)/nta	n-p---nv-
ὄντα	o)/nta	ὄντα	o)/nta	n-p---na-
ὄντας	o)/ntas	εἰμί	ei)mi/	v-pppama-
ὄξος	o)/cos	ὄξος	o)/cos	n-s---nn-
ὄξος	o)/cos	ὄξος	o)/cos	n-s---nv-
ὄξος	o)/cos	ὄξος	o)/cos	n-s---na-
ὄρθιον	o)/rqion	ὄρθιος	o)/rqios	a-s---ma-
ὄρθιον	o)/rqion	ὄρθιος	o)/rqios	a-s---nn-
ὄρθιον	o)/rqion	ὄρθιος	o)/rqios	a-s---nv-
ὄρθιον	o)/rqion	ὄρθιος	o)/rqios	a-s---na-
ὄρθιον	o)/rqion	ὄρθιος	o)/rqios	n-s---ma-
ὄρθιον	o)/rqion	ὄρθιος	o)/rqios	n-s---fa-
ὄρθιον	o)/rqion	ὄρθιος	o)/rqios	n-s---nn-
ὄρθιον	o)/rqion	ὄρθιος	o)/rqios	n-s---nv-
ὄρθιον	o)/rqion	ὄρθιος	o)/rqios	n-s---na-
ὄρθρος	o)/rqros	ὄρθρος	o)/rqros	n-s---mn-
ὄρνιθός	o)/rniqo/s	ὄρνις	o)/rnis	n-s---mg-
ὄρνιθός	o)/rniqo/s	ὄρνις	o)/rnis	n-s---fg-
ὄρνιν	o)/rnin	ὄρνις	o)/rnis	n-s---ma-
ὄρνιν	o)/rnin	ὄρνις	o)/rnis	n-s---fa-
ὄρχον	o)/rxon	ὄρχος	o)/rxos	n-s---ma-
ὅ	o(/	ὁ	o(	l-s---mn-
ὅ	o(/	ὅς	o(/s	p-s---nn-
ὅ	o(/	ὅς	o(/s	p-s---nv-
ὅ	o(/	ὅς	o(/s	p-s---na-
ὅδε	o(/de	ὅδε	o(/de	n-s---mn-
ὅδ’	o(/d'	ὅδε	o(/de	n-s---mn-
ὅθενπερ	o(/qenper	ὅθεν	o(/qen	d--------
ὅθ’	o(/q'	ὅθι	o(/qi	d--------
ὅθ’	o(/q'	ὅστε	o(/ste	p-s---nn-
ὅθ’	o(/q'	ὅστε	o(/ste	p-s---nv-
ὅθ’	o(/q'	ὅστε	o(/ste	p-s---na-
ὅθ’	o(/q'	ὅστις	o(/stis	p-s---nn-
ὅθ’	o(/q'	ὅστις	o(/stis	p-s---na-
ὅθ’	o(/q'	ὅτε	o(/te	c--------
ὅθ’	o(/q'	ὅτι1	o(/ti1	d--------
ὅθ’	o(/q'	ὅτι2	o(/ti2	c--------
ὅλην	o(/lhn	ὅλοξ	o(/loc	a-s---fa-
ὅλην	o(/lhn	ὅλος	o(/los	a-s---fa-
ὅλους	o(/lous	ὅλοξ	o(/loc	a-p---ma-
ὅλους	o(/lous	ὅλος	o(/los	a-p---ma-
ὅμως	o(/mws	ὅμως	o(/mws	c--------
ὅμως	o(/mws	ὁμόω	o(mo/w	v2siia---
ὅν	o(/n	ὅς	o(/s	p-s---ma-
ὅν	o(/n	ὅς	o(/s	p-s---na-
ὅπερ	o(/per	ὅσπερ	o(/sper	p-s---nn-
ὅπερ	o(/per	ὅσπερ	o(/sper	p-s---nv-
ὅπερ	o(/per	ὅσπερ	o(/sper	p-s---na-
ὅπλων	o(/plwn	ὅπλον	o(/plon	n-p---ng-
ὅποι	o(/poi	ὅποι	o(/poi	d--------
ὅπως	o(/pws	ὅπως	o(/pws	c--------
ὅπᾳ	o(/pa|	ὅπη	o(/ph	d--------
ὅπῃ	o(/ph|	ὅπη	o(/ph	d--------
ὅρκος	o(/rkos	ὅρκος	o(/rkos	n-s---mn-
ὅροι	o(/roi	ὅρος	o(/ros	n-p---mn-
ὅροι	o(/roi	ὅρος	o(/ros	n-p---mv-
ὅς	o(/s	ὅς	o(/s	p-s---mn-
ὅσα	o(/sa	ὅσος	o(/sos	a-p---nn-
ὅσα	o(/sa	ὅσος	o(/sos	a-p---nv-
ὅσα	o(/sa	ὅσος	o(/sos	a-p---na-
ὅσα	o(/sa	ὅσος	o(/sos	a-d---fn-
ὅσα	o(/sa	ὅσος	o(/sos	a-d---fv-
ὅσα	o(/sa	ὅσος	o(/sos	a-d---fa-
ὅσα	o(/sa	ὅσος	o(/sos	a-s---fn-
ὅσα	o(/sa	ὅσος	o(/sos	a-s---fv-
ὅσοι	o(/soi	ὅσος	o(/sos	a-p---mn-
ὅσοι	o(/soi	ὅσος	o(/sos	a-p---mv-
ὅσον	o(/son	ὅσος	o(/sos	a-s---ma-
ὅσον	o(/son	ὅσος	o(/sos	a-s---nn-
ὅσον	o(/son	ὅσος	o(/sos	a-s---nv-
ὅσον	o(/son	ὅσος	o(/sos	a-s---na-
ὅσπερ	o(/sper	ὅς	o(/s	p-s---mn-
ὅστις	o(/stis	ὅστις	o(/stis	p-s---mn-
ὅσ’	o(/s'	ὅσος	o(/sos	a-p---nn-
ὅσ’	o(/s'	ὅσος	o(/sos	a-p---nv-
ὅσ’	o(/s'	ὅσος	o(/sos	a-p---na-
ὅσ’	o(/s'	ὅσος	o(/sos	a-s---mv-
ὅσ’	o(/s'	ὅσος	o(/sos	a-p---fn-
ὅσ’	o(/s'	ὅσος	o(/sos	a-p---fv-
ὅσ’	o(/s'	ὅσος	o(/sos	a-s---fd-
ὅταν	o(/tan	ὅταν	o(/tan	c--------
ὅτε	o(/te	ὅστε	o(/ste	p-s---nn-
ὅτε	o(/te	ὅστε	o(/ste	p-s---nv-
ὅτε	o(/te	ὅστε	o(/ste	p-s---na-
ὅτε	o(/te	ὅτε	o(/te	c--------
ὅτι	o(/ti	ὅστις	o(/stis	p-s---nn-
ὅτι	o(/ti	ὅστις	o(/stis	p-s---na-
ὅτι	o(/ti	ὅτι1	o(/ti1	d--------
ὅτι	o(/ti	ὅτι2	o(/ti2	c--------
ὅτου	o(/tou	ὅστις	o(/stis	p-s---mg-
ὅτου	o(/tou	ὅστις	o(/stis	p-s---ng-
ὅτ’	o(/t'	ὅστε	o(/ste	p-s---nn-
ὅτ’	o(/t'	ὅστε	o(/ste	p-s---nv-
ὅτ’	o(/t'	ὅστε	o(/ste	p-s---na-
ὅτ’	o(/t'	ὅστις	o(/stis	p-s---nn-
ὅτ’	o(/t'	ὅστις	o(/stis	p-s---na-
ὅτ’	o(/t'	ὅτε	o(/te	c--------
ὅτ’	o(/t'	ὅτι1	o(/ti1	d--------
ὅτ’	o(/t'	ὅτι2	o(/ti2	c--------
Ὀδομάντων	*)odoma/ntwn	Ὀδόμαντοι	*)odo/mantoi	n-p---mg-
Ὀρέστης	*)ore/sths	Ὀρέστης	*)ore/sths	n-s---mn-
Ὀρέστης	*)ore/sths	ὀρέστης	o)re/sths	n-s---mn-
ὑαλίνων	u(ali/nwn	ὑάλινος	u(a/linos	a-p---fg-
ὑαλίνων	u(ali/nwn	ὑάλινος	u(a/linos	a-p---mg-
ὑαλίνων	u(ali/nwn	ὑάλινος	u(a/linos	a-p---ng-
ὑβρίζει	u(bri/zei	ὑβρίζω	u(bri/zw	v2spie---
ὑβρίζει	u(bri/zei	ὑβρίζω	u(bri/zw	v3spia---
ὑβρίζεις	u(bri/zeis	ὑβρίζω	u(bri/zw	v2spia---
ὑγιές	u(gie/s	ὑγιής	u(gih/s	n-s---na-
ὑγιές	u(gie/s	ὑγιής	u(gih/s	n-s---mv-
ὑγιές	u(gie/s	ὑγιής	u(gih/s	n-s---fv-
ὑγιές	u(gie/s	ὑγιής	u(gih/s	n-s---nn-
ὑγιές	u(gie/s	ὑγιής	u(gih/s	n-s---nv-
ὑγιές	u(gie/s	ὑγιής	u(gih/s	n-s---na-
ὑδρορρόαν	u(drorro/an	ὑδρορρόα	u(drorro/a	n-s---fa-
ὑδρορρόας	u(drorro/as	ὑδρορρόα	u(drorro/a	n-p---fa-
ὑδρορρόας	u(drorro/as	ὑδρορρόα	u(drorro/a	n-s---fg-
ὑληφόρον	u(lhfo/ron	ὑληφόρος	u(lhfo/ros	n-s---ma-
ὑληφόρον	u(lhfo/ron	ὑληφόρος	u(lhfo/ros	n-s---fa-
ὑληφόρον	u(lhfo/ron	ὑληφόρος	u(lhfo/ros	n-s---nn-
ὑληφόρον	u(lhfo/ron	ὑληφόρος	u(lhfo/ros	n-s---nv-
ὑληφόρον	u(lhfo/ron	ὑληφόρος	u(lhfo/ros	n-s---na-
ὑμεῖς	u(mei=s	σύ	su/	p-p----n-
ὑμέ	u(me/	σύ	su/	p-p----a-
ὑμέ	u(me/	ὑμός	u(mo/s	a-s---mv-
ὑμές	u(me/s	σύ	su/	p-p----n-
ὑμᾶς	u(ma=s	σύ	su/	p-p----a-
ὑμᾶς	u(ma=s	ὑμός	u(mo/s	a-s---fg-
ὑμῖν	u(mi=n	σύ	su/	p-p----d-
ὑμῶν	u(mw=n	σύ	su/	p-p----g-
ὑμῶν	u(mw=n	ὑμός	u(mo/s	a-p---fg-
ὑμῶν	u(mw=n	ὑμός	u(mo/s	a-p---mg-
ὑμῶν	u(mw=n	ὑμός	u(mo/s	a-p---ng-
ὑπαί	u(pai/	ὑπό	u(po/	r--------
ὑπερφυῶς	u(perfuw=s	ὑπερφυής	u(perfuh/s	x--------
ὑπευθύνους	u(peuqu/nous	ὑπεύθυνος	u(peu/qunos	n-p---ma-
ὑπευθύνους	u(peuqu/nous	ὑπεύθυνος	u(peu/qunos	n-p---fa-
ὑποδέξομαι	u(pode/comai	ὑποδέχομαι	u(pode/xomai	v1sasm---
ὑποδέξομαι	u(pode/comai	ὑποδέχομαι	u(pode/xomai	v1sfim---
ὑποδέξομαι	u(pode/comai	ὑποδείκνυμι	u(podei/knumi	v1sasm---
ὑποδέξομαι	u(pode/comai	ὑποδείκνυμι	u(podei/knumi	v1sfim---
ὑποθωπεύσας	u(poqwpeu/sas	ὑποθωπεύω	u(poqwpeu/w	v-sapamn-
ὑποθωπεύσας	u(poqwpeu/sas	ὑποθωπεύω	u(poqwpeu/w	v-sapamv-
ὑποθωπεύσας	u(poqwpeu/sas	ὑποθωπεύω	u(poqwpeu/w	v-sapamn-
ὑποθωπεύσας	u(poqwpeu/sas	ὑποθωπεύω	u(poqwpeu/w	v-sapamv-
ὑποκρούειν	u(pokrou/ein	ὑποκρούω	u(pokrou/w	v--pna---
ὑποσκάλευε	u(poska/leue	ὑποσκαλεύω	u(poskaleu/w	v3siia---
ὑποσκάλευε	u(poska/leue	ὑποσκαλεύω	u(poskaleu/w	v2spma---
ὑποσκάλευε	u(poska/leue	ὑποσκαλεύω	u(poskaleu/w	v2spma---
ὑποσκάλευε	u(poska/leue	ὑποσκαλεύω	u(poskaleu/w	v3siia---
ὑποσκάλευε	u(poska/leue	ὑποσκαλεύω	u(poskaleu/w	v3siia---
ὑποστένοι	u(poste/noi	ὑποστένω	u(poste/nw	v3spoa---
ὑποτείνων	u(potei/nwn	ὑποτείνω	u(potei/nw	v-sppamn-
ὑποψωνῶν	u(poywnw=n	ὑποψωνέω	u(poywne/w	v-sppamn-
ὑποψωνῶν	u(poywnw=n	ὑποψωνέω	u(poywne/w	v-sppamn-
ὑπτίαν	u(pti/an	ὕπτιος	u(/ptios	a-s---fa-
ὑπτίαν	u(pti/an	ὑπτιάω	u(ptia/w	v3piia---
ὑπτίαν	u(pti/an	ὑπτιάω	u(ptia/w	v1siia---
ὑπτίαν	u(pti/an	ὑπτιάω	u(ptia/w	v3piia---
ὑπτίαν	u(pti/an	ὑπτιάω	u(ptia/w	v1siia---
ὑπωπίων	u(pwpi/wn	ὑπώπιον	u(pw/pion	n-p---ng-
ὑπωπίων	u(pwpi/wn	ὑπώπιος	u(pw/pios	a-p---fg-
ὑπωπίων	u(pwpi/wn	ὑπώπιος	u(pw/pios	a-p---mg-
ὑπωπίων	u(pwpi/wn	ὑπώπιος	u(pw/pios	a-p---ng-
ὑπάκουσον	u(pa/kouson	ὑπακούω	u(pakou/w	v2sama---
ὑπάλειψον	u(pa/leiyon	ὑπαλείφω	u(palei/fw	v2sama---
ὑπέρ	u(pe/r	ὑπέρ	u(pe/r	r--------
ὑπέρσοφον	u(pe/rsofon	ὑπέρσοφος	u(pe/rsofos	n-s---ma-
ὑπέρσοφον	u(pe/rsofon	ὑπέρσοφος	u(pe/rsofos	n-s---fa-
ὑπέρσοφον	u(pe/rsofon	ὑπέρσοφος	u(pe/rsofos	n-s---nn-
ὑπέρσοφον	u(pe/rsofon	ὑπέρσοφος	u(pe/rsofos	n-s---nv-
ὑπέρσοφον	u(pe/rsofon	ὑπέρσοφος	u(pe/rsofos	n-s---na-
ὑπό	u(po/	ὑπό	u(po/	r--------
ὑπόκυπτε	u(po/kupte	ὑποκύπτω	u(poku/ptw	v2spma---
ὑπόκυπτε	u(po/kupte	ὑποκύπτω	u(poku/ptw	v3siia---
ὑφ’	u(f'	ὑφή	u(fh/	n-d---fn-
ὑφ’	u(f'	ὑφή	u(fh/	n-d---fv-
ὑφ’	u(f'	ὑφή	u(fh/	n-d---fa-
ὑφ’	u(f'	ὑφή	u(fh/	n-s---fn-
ὑφ’	u(f'	ὑφή	u(fh/	n-s---fv-
ὑφ’	u(f'	ὑφή	u(fh/	n-p---fn-
ὑφ’	u(f'	ὑφή	u(fh/	n-p---fv-
ὑφ’	u(f'	ὑπό	u(po/	r--------
ὑφ’	u(f'	ὑπό	u(po/	r--------
ὑός	u(o/s	ὗς	u(=s	n-s---mg-
ὑός	u(o/s	ὗς	u(=s	n-s---fg-
ὑός	u(o/s	υἱός	ui(o/s	n-s---mn-
ὕδωρ	u(/dwr	ὕδωρ	u(/dwr	n-s---nn-
ὕδωρ	u(/dwr	ὕδωρ	u(/dwr	n-s---nv-
ὕδωρ	u(/dwr	ὕδωρ	u(/dwr	n-s---na-
ὕπεχ’	u(/pex'	ὑπέχω	u(pe/xw	v2spma---
ὕπεχ’	u(/pex'	ὑπέχω	u(pe/xw	v3siia---
ὕπνου	u(/pnou	ὕπνον	u(/pnon	n-s---ng-
ὕπνου	u(/pnou	ὕπνος	u(/pnos	n-s---mg-
ὕπνου	u(/pnou	ὑπνόω	u(pno/w	v3siia---
ὕπνου	u(/pnou	ὑπνόω	u(pno/w	v2spma---
ὕπνου	u(/pnou	ὑπνόω	u(pno/w	v3siia---
Ὑπέρβολος	*(upe/rbolos	Ὑπέρβολος	*(upe/rbolos	n-s---mn-
ὠδυνήθην	w)dunh/qhn	ὀδυνάω	o)duna/w	v3paip---
ὠδυνήθην	w)dunh/qhn	ὀδυνάω	o)duna/w	v1saip---
ὠνείδισας	w)nei/disas	ὀνειδίζω	o)neidi/zw	v2saia---
ὠνουμένων	w)noume/nwn	ὠνέομαι	w)ne/omai	v-pppefg-
ὠνουμένων	w)noume/nwn	ὠνέομαι	w)ne/omai	v-pppemg-
ὠνουμένων	w)noume/nwn	ὠνέομαι	w)ne/omai	v-pppeng-
ὠνήσομαί	w)nh/somai/	ὀνέομαι	o)ne/omai	v1stie---
ὠνήσομαί	w)nh/somai/	ὠνέομαι	w)ne/omai	v1sasm---
ὠνήσομαί	w)nh/somai/	ὠνέομαι	w)ne/omai	v1sase---
ὠνήσομαί	w)nh/somai/	ὠνέομαι	w)ne/omai	v1sfie---
ὠνήσομαί	w)nh/somai/	ὠνέομαι	w)ne/omai	v1stie---
ὠπτημένη	w)pthme/nh	ὀπτάω	o)pta/w	v-srpefn-
ὠπτημένη	w)pthme/nh	ὀπτάω	o)pta/w	v-srpefv-
