Αἴας	*ai)/as	Αἴας	*ai)/as	urn:cite2:hmt:lsj.chicago_md:n2112	n-s---mn-
ἐξήκουσ’	e)ch/kous'	ἐξακούω	e)cakou/w	urn:cite2:hmt:lsj.chicago_md:n36620	v2srie---
ἐξήκουσ’	e)ch/kous'	ἐξήκω	e)ch/kw	urn:cite2:hmt:lsj.chicago_md:n37307	v-sppafn-
ἐξήκουσ’	e)ch/kous'	ἐξήκω	e)ch/kw	urn:cite2:hmt:lsj.chicago_md:n37307	v-sppafv-
ἐξήκουσ’	e)ch/kous'	ἐξήκω	e)ch/kw	urn:cite2:hmt:lsj.chicago_md:n37307	v-pppamd-
ἐξήκουσ’	e)ch/kous'	ἐξήκω	e)ch/kw	urn:cite2:hmt:lsj.chicago_md:n37307	v-pppand-
ἐξήκουσ’	e)ch/kous'	ἐξήκω	e)ch/kw	urn:cite2:hmt:lsj.chicago_md:n37307	v3ppia---
ἐξήκουσ’	e)ch/kous'	ἐξήκω	e)ch/kw	urn:cite2:hmt:lsj.chicago_md:n37307	v-pppafn-
ἐξήκουσ’	e)ch/kous'	ἐξήκω	e)ch/kw	urn:cite2:hmt:lsj.chicago_md:n37307	v-pppafv-
ἐξήμαρτεν	e)ch/marten	ἐξαμαρτάνω	e)camarta/nw	urn:cite2:hmt:lsj.chicago_md:n36677	v3saia---
ἐξήμαρτον	e)ch/marton	ἐξαμαρτάνω	e)camarta/nw	urn:cite2:hmt:lsj.chicago_md:n36677	v3paia---
ἐξήμαρτον	e)ch/marton	ἐξαμαρτάνω	e)camarta/nw	urn:cite2:hmt:lsj.chicago_md:n36677	v1saia---
ἐξήρυκε	e)ch/ruke	ἐξερύκω	e)ceru/kw	urn:cite2:hmt:lsj.chicago_md:n37198	v3siia---
ἐξίῃ	e)ci/h|	ἔξειμι2	e)/ceimi	urn:cite2:hmt:lsj.chicago_md:n37074	v3spsa---
ἐξίῃ	e)ci/h|	ἔξειμι2	e)/ceimi	urn:cite2:hmt:lsj.chicago_md:n37075	v3spsa---
ἐξίῃ	e)ci/h|	ἐξίημι	e)ci/hmi	urn:cite2:hmt:lsj.chicago_md:n37368	v3spsa---
ἐξίῃ	e)ci/h|	ἐξίημι	e)ci/hmi	urn:cite2:hmt:lsj.chicago_md:n37368	v2spse---
ἐξύπερθε	e)cu/perqe	ἐξύπερθε	e)cu/perqe	urn:cite2:hmt:lsj.chicago_md:n37703	d--------
ἐξῶσαι	e)cw=sai	ἐξωθέω	e)cwqe/w	urn:cite2:hmt:lsj.chicago_md:n37727	v2srie---
ἐξῶσαι	e)cw=sai	ἐξωθέω	e)cwqe/w	urn:cite2:hmt:lsj.chicago_md:n37727	v--ana---
ἐπαινῶν	e)painw=n	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v-sppamn-
ἐπαινῶν	e)painw=n	ἐπαινέω	e)paine/w	urn:cite2:hmt:lsj.chicago_md:n37885	v-sppamn-
ἐπαινῶν	e)painw=n	ἐπαινός	e)paino/s	urn:cite2:hmt:lsj.chicago_md:n37887	a-p---fg-
ἐπαισχύνει	e)paisxu/nei	ἐπαισχύνομαι	e)paisxu/nomai	urn:cite2:hmt:lsj.chicago_md:n37899	v2spie---
ἐπαισχύνει	e)paisxu/nei	ἐπαισχύνομαι	e)paisxu/nomai	urn:cite2:hmt:lsj.chicago_md:n37899	v3sasa---
ἐπαισχύνει	e)paisxu/nei	ἐπαισχύνομαι	e)paisxu/nomai	urn:cite2:hmt:lsj.chicago_md:n37899	v2spie---
ἐπαισχύνει	e)paisxu/nei	ἐπαισχύνομαι	e)paisxu/nomai	urn:cite2:hmt:lsj.chicago_md:n37899	v3spia---
ἐπειδάν	e)peida/n	ἐπειδάν	e)peida/n	urn:cite2:hmt:lsj.chicago_md:n38469	c--------
ἐπειδή	e)peidh/	ἐπεί	e)pei/	urn:cite2:hmt:lsj.chicago_md:n38466	c--------
ἐπεστρέφοντο	e)pestre/fonto	ἐπιστρέφω	e)pistre/fw	urn:cite2:hmt:lsj.chicago_md:n41082	v3piie---
ἐπευξάμενοι	e)peuca/menoi	ἐπεύχομαι	e)peu/xomai	urn:cite2:hmt:lsj.chicago_md:n38790	v-papmmn-
ἐπευξάμενοι	e)peuca/menoi	ἐπεύχομαι	e)peu/xomai	urn:cite2:hmt:lsj.chicago_md:n38790	v-papmmv-
ἐπεί	e)pei/	ἐπεί	e)pei/	urn:cite2:hmt:lsj.chicago_md:n38466	c--------
ἐπείγει	e)pei/gei	ἐπείγω	e)pei/gw	urn:cite2:hmt:lsj.chicago_md:n38467	v2spie---
ἐπείγει	e)pei/gei	ἐπείγω	e)pei/gw	urn:cite2:hmt:lsj.chicago_md:n38467	v3spia---
ἐπείπερ	e)pei/per	ἐπεί	e)pei/	urn:cite2:hmt:lsj.chicago_md:n38466	c--------
ἐπείπερ	e)pei/per	ἐπείπερ	e)pei/per	urn:cite2:hmt:lsj.chicago_md:n38492	c--------
ἐπηξίωσα	e)phci/wsa	ἐπαξιόω	e)pacio/w	urn:cite2:hmt:lsj.chicago_md:n38249	v1saia---
ἐπιβάντες	e)piba/ntes	ἐπιβαίνω	e)pibai/nw	urn:cite2:hmt:lsj.chicago_md:n38876	v-papamn-
ἐπιβάντες	e)piba/ntes	ἐπιβαίνω	e)pibai/nw	urn:cite2:hmt:lsj.chicago_md:n38876	v-papamv-
ἐπιθύνειν	e)piqu/nein	ἐπιθύνω	e)piqu/nw	urn:cite2:hmt:lsj.chicago_md:n39499	v--pna---
ἐπιθύνειν	e)piqu/nein	ἐπιθύνω	e)piqu/nw	urn:cite2:hmt:lsj.chicago_md:n39499	v--pna---
ἐπιμνησθῇς	e)pimnhsqh=|s	ἐπιμιμνήσκομαι	e)pimimnh/skomai	urn:cite2:hmt:lsj.chicago_md:n40228	v2sasp---
ἐπιμέμονεν	e)pime/monen	ἐπιμέμονα	e)pime/mona	urn:cite2:hmt:lsj.chicago_md:n40171	v3sria---
ἐπιμέμονεν	e)pime/monen	ἐπιμέμονα	e)pime/mona	urn:cite2:hmt:lsj.chicago_md:n40171	v3plia---
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v-sppamv-
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v-sppann-
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v-sppanv-
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v-sppana-
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v-sppamn-
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v--pna---
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v--pna---
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v-sppamv-
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v-sppann-
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v-sppanv-
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v-sppana-
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v-sppamn-
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v--pna---
ἐπινωμᾶν	e)pinwma=n	ἐπινωμάω	e)pinwma/w	urn:cite2:hmt:lsj.chicago_md:n40361	v--pna---
ἐπιστήμην	e)pisth/mhn	ἐπιστήμη	e)pisth/mh	urn:cite2:hmt:lsj.chicago_md:n41018	n-s---fa-
ἐπιψαύουσαν	e)piyau/ousan	ἐπιψαύω	e)piyau/w	urn:cite2:hmt:lsj.chicago_md:n41715	v-sppafa-
ἐπιψαῦσαι	e)piyau=sai	ἐπιψαύω	e)piyau/w	urn:cite2:hmt:lsj.chicago_md:n41715	v--ana---
ἐπλεύσατ’	e)pleu/sat'	πλέω	ple/w	urn:cite2:hmt:lsj.chicago_md:n83754	v3saim---
ἐπλεύσατ’	e)pleu/sat'	πλέω	ple/w	urn:cite2:hmt:lsj.chicago_md:n83754	v2paia---
ἐποικτερεῖτέ	e)poikterei=te/	ἐποικτείρω	e)poiktei/rw	urn:cite2:hmt:lsj.chicago_md:n41774	v2pfia---
ἐποικτίρειν	e)poikti/rein	ἐποικτείρω	e)poiktei/rw	urn:cite2:hmt:lsj.chicago_md:n41774	v--pna---
ἐπωφελῶν	e)pwfelw=n	ἐπωφελέω	e)pwfele/w	urn:cite2:hmt:lsj.chicago_md:n42100	v-sppamn-
ἐπωφελῶν	e)pwfelw=n	ἐπωφελέω	e)pwfele/w	urn:cite2:hmt:lsj.chicago_md:n42100	v-sppamn-
ἐπωφελῶν	e)pwfelw=n	ἐπωφελής	e)pwfelh/s	urn:cite2:hmt:lsj.chicago_md:n42102	n-p---mg-
ἐπωφελῶν	e)pwfelw=n	ἐπωφελής	e)pwfelh/s	urn:cite2:hmt:lsj.chicago_md:n42102	n-p---fg-
ἐπωφελῶν	e)pwfelw=n	ἐπωφελής	e)pwfelh/s	urn:cite2:hmt:lsj.chicago_md:n42102	n-p---ng-
ἐπωφέλημα	e)pwfe/lhma	ἐπωφέλημα	e)pwfe/lhma	urn:cite2:hmt:lsj.chicago_md:n42101	n-s---nn-
ἐπωφέλημα	e)pwfe/lhma	ἐπωφέλημα	e)pwfe/lhma	urn:cite2:hmt:lsj.chicago_md:n42101	n-s---nv-
ἐπωφέλημα	e)pwfe/lhma	ἐπωφέλημα	e)pwfe/lhma	urn:cite2:hmt:lsj.chicago_md:n42101	n-s---na-
ἐπάκουσον	e)pa/kouson	ἐπακούω	e)pakou/w	urn:cite2:hmt:lsj.chicago_md:n37931	v2sama---
ἐπέβη	e)pe/bh	ἐπιβαίνω	e)pibai/nw	urn:cite2:hmt:lsj.chicago_md:n38876	v3saia---
ἐπέβη	e)pe/bh	πέσσω	pe/ssw	urn:cite2:hmt:lsj.chicago_md:n82707	v3saip---
ἐπέκρανεν	e)pe/kranen	ἐπικραίνω	e)pikrai/nw	urn:cite2:hmt:lsj.chicago_md:n39857	v3saia---
ἐπήλυδες	e)ph/ludes	ἔπηλυς	e)/phlus	urn:cite2:hmt:lsj.chicago_md:n38819	n-p---mn-
ἐπήλυδες	e)ph/ludes	ἔπηλυς	e)/phlus	urn:cite2:hmt:lsj.chicago_md:n38819	n-p---mv-
ἐπήλυδες	e)ph/ludes	ἔπηλυς	e)/phlus	urn:cite2:hmt:lsj.chicago_md:n38819	n-p---fn-
ἐπήλυδες	e)ph/ludes	ἔπηλυς	e)/phlus	urn:cite2:hmt:lsj.chicago_md:n38819	n-p---fv-
ἐπί	e)pi/	ἐπί	e)pi/	urn:cite2:hmt:lsj.chicago_md:n38862	r--------
ἐπίσταται	e)pi/statai	ἐφίστημι	e)fi/sthmi	urn:cite2:hmt:lsj.chicago_md:n45794	v3spie---
ἐπίσταται	e)pi/statai	ἐπίσταμαι	e)pi/stamai	urn:cite2:hmt:lsj.chicago_md:n40972	v3spie---
ἐπίσταται	e)pi/statai	ἐπιστάτη	e)pista/th	urn:cite2:hmt:lsj.chicago_md:n40984	n-p---fn-
ἐπίσταται	e)pi/statai	ἐπιστάτη	e)pista/th	urn:cite2:hmt:lsj.chicago_md:n40984	n-p---fv-
ἐπίστω	e)pi/stw	ἐφίστημι	e)fi/sthmi	urn:cite2:hmt:lsj.chicago_md:n45794	v2spme---
ἐπίστω	e)pi/stw	ἐφίστημι	e)fi/sthmi	urn:cite2:hmt:lsj.chicago_md:n45794	v2samm---
ἐπίστω	e)pi/stw	ἐφίστημι	e)fi/sthmi	urn:cite2:hmt:lsj.chicago_md:n45794	v2saim---
ἐπίστω	e)pi/stw	ἐπίσταμαι	e)pi/stamai	urn:cite2:hmt:lsj.chicago_md:n40972	v2spme---
ἐπίστω	e)pi/stw	ἐπίσταμαι	e)pi/stamai	urn:cite2:hmt:lsj.chicago_md:n40972	v2siie---
ἐπίστω	e)pi/stw	πιστόω	pisto/w	urn:cite2:hmt:lsj.chicago_md:n83330	v3siia---
ἐπίσχετον	e)pi/sxeton	ἐπίσχω	e)pi/sxw	urn:cite2:hmt:lsj.chicago_md:n41216	v2diia---
ἐπίσχετον	e)pi/sxeton	ἐπίσχω	e)pi/sxw	urn:cite2:hmt:lsj.chicago_md:n41216	v2dpma---
ἐπίσχετον	e)pi/sxeton	ἐπίσχω	e)pi/sxw	urn:cite2:hmt:lsj.chicago_md:n41216	v3dpia---
ἐπίσχετον	e)pi/sxeton	ἐπίσχω	e)pi/sxw	urn:cite2:hmt:lsj.chicago_md:n41216	v2dpia---
ἐπίσχετον	e)pi/sxeton	ἐπίσχω	e)pi/sxw	urn:cite2:hmt:lsj.chicago_md:n41216	v2diia---
ἐπίσχωμεν	e)pi/sxwmen	ἐπίσχω	e)pi/sxw	urn:cite2:hmt:lsj.chicago_md:n41216	v1ppsa---
ἐπόψιοι	e)po/yioi	ἐπόψιος	e)po/yios	urn:cite2:hmt:lsj.chicago_md:n41909	n-p---mn-
ἐπόψιοι	e)po/yioi	ἐπόψιος	e)po/yios	urn:cite2:hmt:lsj.chicago_md:n41909	n-p---mv-
ἐπόψιοι	e)po/yioi	ἐπόψιος	e)po/yios	urn:cite2:hmt:lsj.chicago_md:n41909	n-p---fn-
ἐπόψιοι	e)po/yioi	ἐπόψιος	e)po/yios	urn:cite2:hmt:lsj.chicago_md:n41909	n-p---fv-
ἐπῃσθόμην	e)ph|sqo/mhn	ἐπαισθάνομαι	e)paisqa/nomai	urn:cite2:hmt:lsj.chicago_md:n37891	v1saim---
ἐπῃσθόμην	e)ph|sqo/mhn	ἐπαισθάνομαι	e)paisqa/nomai	urn:cite2:hmt:lsj.chicago_md:n37891	v1siie---
ἐπῶν	e)pw=n	ἔπος	e)/pos	urn:cite2:hmt:lsj.chicago_md:n41858	n-p---ng-
ἐργασείεις	e)rgasei/eis	ἐργασείω	e)rgasei/w	urn:cite2:hmt:lsj.chicago_md:n42167	v2spia---
ἐργάσει	e)rga/sei	ἔργασις	e)/rgasis	urn:cite2:hmt:lsj.chicago_md:n42171	n-d---fn-
ἐργάσει	e)rga/sei	ἔργασις	e)/rgasis	urn:cite2:hmt:lsj.chicago_md:n42171	n-d---fv-
ἐργάσει	e)rga/sei	ἔργασις	e)/rgasis	urn:cite2:hmt:lsj.chicago_md:n42171	n-d---fa-
ἐργάσει	e)rga/sei	ἔργασις	e)/rgasis	urn:cite2:hmt:lsj.chicago_md:n42171	n-s---fd-
ἐργάσει	e)rga/sei	ἔργασις	e)/rgasis	urn:cite2:hmt:lsj.chicago_md:n42171	n-s---fd-
ἐργάσει	e)rga/sei	ἐργάζομαι	e)rga/zomai	urn:cite2:hmt:lsj.chicago_md:n42159	v2sfie---
ἐργάτιν	e)rga/tin	ἐργάτις	e)rga/tis	urn:cite2:hmt:lsj.chicago_md:n42189	n-s---fa-
ἐρεῖς	e)rei=s	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v2spia---
ἐρεῖς	e)rei=s	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v2spia---
ἐρεῖς	e)rei=s	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v2spia---
ἐρεῖς	e)rei=s	ἐρῶ	e)rw=	urn:cite2:hmt:lsj.chicago_md:n42830	v2sfia---
ἐρρέτω	e)rre/tw	ἔρρω	e)/rrw	urn:cite2:hmt:lsj.chicago_md:n42710	v3spma---
ἐρρέτω	e)rre/tw	ἔρρω	e)/rrw	urn:cite2:hmt:lsj.chicago_md:n42711	v3spma---
ἐρωτᾷ	e)rwta=|	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v2spse---
ἐρωτᾷ	e)rwta=|	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v2spie---
ἐρωτᾷ	e)rwta=|	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v3spsa---
ἐρωτᾷ	e)rwta=|	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v3spia---
ἐρέσσει	e)re/ssei	ἐρέσσω	e)re/ssw	urn:cite2:hmt:lsj.chicago_md:n42310	v3sasa---
ἐρέσσει	e)re/ssei	ἐρέσσω	e)re/ssw	urn:cite2:hmt:lsj.chicago_md:n42310	v2spie---
ἐρέσσει	e)re/ssei	ἐρέσσω	e)re/ssw	urn:cite2:hmt:lsj.chicago_md:n42310	v3spia---
ἐρᾷς	e)ra=|s	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spsa---
ἐρᾷς	e)ra=|s	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spsa---
ἐρᾷς	e)ra=|s	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spia---
ἐρᾷς	e)ra=|s	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spia---
ἐρᾷς	e)ra=|s	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spsa---
ἐρᾷς	e)ra=|s	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spsa---
ἐρᾷς	e)ra=|s	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spia---
ἐρᾷς	e)ra=|s	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spia---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spme---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spme---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v1spsa---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v1spsa---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v1spia---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v1spia---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2siie---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2siie---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spme---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spme---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v1spsa---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v1spsa---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v1spia---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v1spia---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2siie---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2siie---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v1spia---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v1spia---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v1spia---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v1spsa---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v1spsa---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v1spsa---
ἐρῶ	e)rw=	ἐρῶ	e)rw=	urn:cite2:hmt:lsj.chicago_md:n42830	v1sfia---
ἐς	e)s	εἰς	ei)s	urn:cite2:hmt:lsj.chicago_md:n31235	r--------
ἐσθλοῦ	e)sqlou=	ἐσθλός	e)sqlo/s	urn:cite2:hmt:lsj.chicago_md:n42893	a-s---mg-
ἐσθλοῦ	e)sqlou=	ἐσθλός	e)sqlo/s	urn:cite2:hmt:lsj.chicago_md:n42893	a-s---ng-
ἐσθλόν	e)sqlo/n	ἐσθλός	e)sqlo/s	urn:cite2:hmt:lsj.chicago_md:n42893	a-s---ma-
ἐσθλόν	e)sqlo/n	ἐσθλός	e)sqlo/s	urn:cite2:hmt:lsj.chicago_md:n42893	a-s---nn-
ἐσθλόν	e)sqlo/n	ἐσθλός	e)sqlo/s	urn:cite2:hmt:lsj.chicago_md:n42893	a-s---nv-
ἐσθλόν	e)sqlo/n	ἐσθλός	e)sqlo/s	urn:cite2:hmt:lsj.chicago_md:n42893	a-s---na-
ἐσθλός	e)sqlo/s	ἐσθλός	e)sqlo/s	urn:cite2:hmt:lsj.chicago_md:n42893	a-s---mn-
ἐσιδών	e)sidw/n	εἰσ-εἶδον	ei)s-ei)=don	urn:cite2:hmt:lsj.chicago_md:n31332	v-sapamn-
ἐσμεν	e)smen	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v1ppia---
ἐστι	e)sti	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v3spia---
ἐστιν	e)stin	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v3spia---
ἐστί	e)sti/	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v3spia---
ἐστίν	e)sti/n	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v3spia---
ἐσυλήθην	e)sulh/qhn	συλάω	sula/w	urn:cite2:hmt:lsj.chicago_md:n98152	v3paip---
ἐσυλήθην	e)sulh/qhn	συλάω	sula/w	urn:cite2:hmt:lsj.chicago_md:n98152	v1saip---
ἐσχατιαῖς	e)sxatiai=s	ἐσχατιά	e)sxatia/	urn:cite2:hmt:lsj.chicago_md:n43048	n-p---fd-
ἐσχάτων	e)sxa/twn	ἔσχατος	e)/sxatos	urn:cite2:hmt:lsj.chicago_md:n43056	a-p---fg-
ἐσχάτων	e)sxa/twn	ἔσχατος	e)/sxatos	urn:cite2:hmt:lsj.chicago_md:n43056	a-p---mg-
ἐσχάτων	e)sxa/twn	ἔσχατος	e)/sxatos	urn:cite2:hmt:lsj.chicago_md:n43056	a-p---ng-
ἐσχάτων	e)sxa/twn	ἐσχατάω	e)sxata/w	urn:cite2:hmt:lsj.chicago_md:n43046	v3piia---
ἐσχάτων	e)sxa/twn	ἐσχατάω	e)sxata/w	urn:cite2:hmt:lsj.chicago_md:n43046	v1siia---
ἐσωφρόνησας	e)swfro/nhsas	σωφρονέω	swfrone/w	urn:cite2:hmt:lsj.chicago_md:n102103	v2saia---
ἐτέγχθη	e)te/gxqh	τέγγω	te/ggw	urn:cite2:hmt:lsj.chicago_md:n102759	v3saip---
ἐτήτυμα	e)th/tuma	ἐτήτυμος	e)th/tumos	urn:cite2:hmt:lsj.chicago_md:n43265	n-p---nn-
ἐτήτυμα	e)th/tuma	ἐτήτυμος	e)th/tumos	urn:cite2:hmt:lsj.chicago_md:n43265	n-p---nv-
ἐτήτυμα	e)th/tuma	ἐτήτυμος	e)th/tumos	urn:cite2:hmt:lsj.chicago_md:n43265	n-p---na-
ἐτύμα	e)tu/ma	ἔτυμος	e)/tumos	urn:cite2:hmt:lsj.chicago_md:n43304	a-d---fn-
ἐτύμα	e)tu/ma	ἔτυμος	e)/tumos	urn:cite2:hmt:lsj.chicago_md:n43304	a-d---fv-
ἐτύμα	e)tu/ma	ἔτυμος	e)/tumos	urn:cite2:hmt:lsj.chicago_md:n43304	a-d---fa-
ἐτύμα	e)tu/ma	ἔτυμος	e)/tumos	urn:cite2:hmt:lsj.chicago_md:n43304	a-s---fn-
ἐτύμα	e)tu/ma	ἔτυμος	e)/tumos	urn:cite2:hmt:lsj.chicago_md:n43304	a-s---fv-
ἐφαίνετο	e)fai/neto	φαίνω	fai/nw	urn:cite2:hmt:lsj.chicago_md:n110114	v3siie---
ἐφερβόμην	e)ferbo/mhn	φέρβω	fe/rbw	urn:cite2:hmt:lsj.chicago_md:n110542	v1siie---
ἐφεῖτο	e)fei=to	ἐφέζομαι	e)fe/zomai	urn:cite2:hmt:lsj.chicago_md:n45637	v3slie---
ἐφεῖτο	e)fei=to	ἐφίημι	e)fi/hmi	urn:cite2:hmt:lsj.chicago_md:n45773	v3saim---
ἐφεῖτο	e)fei=to	ἐφίημι	e)fi/hmi	urn:cite2:hmt:lsj.chicago_md:n45773	v3slie---
ἐφεῖτο	e)fei=to	ἐπιέννυμι	e)pie/nnumi	urn:cite2:hmt:lsj.chicago_md:n39349	v3slip---
ἐφημοσύνᾳ	e)fhmosu/na|	ἐφημοσύνη	e)fhmosu/nh	urn:cite2:hmt:lsj.chicago_md:n45747	n-p---fn-
ἐφημοσύνᾳ	e)fhmosu/na|	ἐφημοσύνη	e)fhmosu/nh	urn:cite2:hmt:lsj.chicago_md:n45747	n-p---fv-
ἐφημοσύνᾳ	e)fhmosu/na|	ἐφημοσύνη	e)fhmosu/nh	urn:cite2:hmt:lsj.chicago_md:n45747	n-s---fd-
ἐφάσκετ’	e)fa/sket'	φάσκω	fa/skw	urn:cite2:hmt:lsj.chicago_md:n110407	v3siie---
ἐφάσκετ’	e)fa/sket'	φάσκω	fa/skw	urn:cite2:hmt:lsj.chicago_md:n110407	v2piia---
ἐφίεμαι	e)fi/emai	ἐφίημι	e)fi/hmi	urn:cite2:hmt:lsj.chicago_md:n45773	v1spie---
ἐχθοδοπόν	e)xqodopo/n	ἐχθοδοπός	e)xqodopo/s	urn:cite2:hmt:lsj.chicago_md:n45931	n-s---ma-
ἐχθοδοπόν	e)xqodopo/n	ἐχθοδοπός	e)xqodopo/s	urn:cite2:hmt:lsj.chicago_md:n45931	n-s---fa-
ἐχθοδοπόν	e)xqodopo/n	ἐχθοδοπός	e)xqodopo/s	urn:cite2:hmt:lsj.chicago_md:n45931	n-s---nn-
ἐχθοδοπόν	e)xqodopo/n	ἐχθοδοπός	e)xqodopo/s	urn:cite2:hmt:lsj.chicago_md:n45931	n-s---nv-
ἐχθοδοπόν	e)xqodopo/n	ἐχθοδοπός	e)xqodopo/s	urn:cite2:hmt:lsj.chicago_md:n45931	n-s---na-
ἐχθροῖς	e)xqroi=s	ἐχθρός	e)xqro/s	urn:cite2:hmt:lsj.chicago_md:n45948	a-p---md-
ἐχθροῖς	e)xqroi=s	ἐχθρός	e)xqro/s	urn:cite2:hmt:lsj.chicago_md:n45948	a-p---nd-
