Αἰσχύνης	*ai)sxu/nhs	αἰσχύνη	ai)sxu/nh	n-s---fg-
ἐρῶ	e)rw=	ἐράω1	e)ra/w1	v2siie---
ἐρῶ	e)rw=	ἐράω2	e)ra/w2	v2spme---
ἐρῶ	e)rw=	ἐράω2	e)ra/w2	v1spsa---
ἐρῶ	e)rw=	ἐράω2	e)ra/w2	v1spia---
ἐρῶ	e)rw=	ἐράω2	e)ra/w2	v2siie---
ἐρῶ	e)rw=	ἐρέω	e)re/w	v1spia---
ἐρῶ	e)rw=	ἐρέω	e)re/w	v1spsa---
ἐρῶ	e)rw=	ἐρῶ	e)rw=	v1sfia---
ἐρῶν	e)rw=n	ἔρα	e)/ra	n-p---fg-
ἐρῶν	e)rw=n	ἔροσ2	e)/ros2	n-p---ng-
ἐρῶν	e)rw=n	ἐράω1	e)ra/w1	v-sppamv-
ἐρῶν	e)rw=n	ἐράω1	e)ra/w1	v-sppann-
ἐρῶν	e)rw=n	ἐράω1	e)ra/w1	v-sppanv-
ἐρῶν	e)rw=n	ἐράω1	e)ra/w1	v-sppana-
ἐρῶν	e)rw=n	ἐράω1	e)ra/w1	v-sppamn-
ἐρῶν	e)rw=n	ἐράω2	e)ra/w2	v-sppamv-
ἐρῶν	e)rw=n	ἐράω2	e)ra/w2	v-sppann-
ἐρῶν	e)rw=n	ἐράω2	e)ra/w2	v-sppanv-
ἐρῶν	e)rw=n	ἐράω2	e)ra/w2	v-sppana-
ἐρῶν	e)rw=n	ἐράω2	e)ra/w2	v-sppamn-
ἐρῶν	e)rw=n	ἐρέω	e)re/w	v-sppamn-
ἐρῶν	e)rw=n	ἐρῶ	e)rw=	v-sfpamn-
ἐς	e)s	εἰς	ei)s	r--------
ἐσθορεῖν	e)sqorei=n	εἰσ-θρῴσκω	ei)s-qrw/|skw	v--ana---
ἐσθήματα	e)sqh/mata	ἔσθημα	e)/sqhma	n-p---nn-
ἐσθήματα	e)sqh/mata	ἔσθημα	e)/sqhma	n-p---nv-
ἐσθήματα	e)sqh/mata	ἔσθημα	e)/sqhma	n-p---na-
ἐσθῆσιν	e)sqh=sin	ἔσθος	e)/sqos	n-p---nd-
ἐσθῆσιν	e)sqh=sin	ἐσθής	e)sqh/s	n-p---fd-
ἐσθῆσιν	e)sqh=sin	εἰσθέω	ei)sqe/w	v3spsa---
ἐσθῆσιν	e)sqh=sin	εἰσθέω	ei)sqe/w	v2spsm---
ἐσθῆσιν	e)sqh=sin	εἰστίθημι	ei)sti/qhmi	v2sasm---
ἐσθῆσιν	e)sqh=sin	εἰστίθημι	ei)sti/qhmi	v3sasa---
ἐσμέν	e)sme/n	εἰμί	ei)mi/	v1ppia---
ἐστι	e)sti	εἰμί	ei)mi/	v3spia---
ἐστιν	e)stin	εἰμί	ei)mi/	v3spia---
ἐστέ	e)ste/	εἰμί	ei)mi/	v2ppia---
ἐστί	e)sti/	εἰμί	ei)mi/	v3spia---
ἐσχημάτισται	e)sxhma/tistai	σχηματίζω	sxhmati/zw	v3srie---
ἐτράφη	e)tra/fh	τρέφω	tre/fw	v3saip---
ἐτέλεσεν	e)te/lesen	τελέω	tele/w	v3saia---
ἐτύμως	e)tu/mws	ἔτυμος	e)/tumos	x--------
ἐτύμως	e)tu/mws	ἔτυμος	e)/tumos	a-p---ma-
ἐτύμως	e)tu/mws	ἔτυμος	e)/tumos	x--------
ἐτύμως	e)tu/mws	ἔτυμος	e)/tumos	n-p---ma-
ἐτύμως	e)tu/mws	ἔτυμος	e)/tumos	n-p---fa-
ἐφεστίους	e)festi/ous	ἐφέστιος	e)fe/stios	n-p---ma-
ἐφεστίους	e)festi/ous	ἐφέστιος	e)fe/stios	n-p---fa-
ἐφείσατο	e)fei/sato	ἐφίζω	e)fi/zw	v3saim---
ἐφείσατο	e)fei/sato	ἐφίζω	e)fi/zw	v3saim---
ἐφείσατο	e)fei/sato	φείδομαι	fei/domai	v3saim---
ἐφηβήσαντά	e)fhbh/santa/	ἐφηβάω	e)fhba/w	v-papann-
ἐφηβήσαντά	e)fhbh/santa/	ἐφηβάω	e)fhba/w	v-papanv-
ἐφηβήσαντά	e)fhbh/santa/	ἐφηβάω	e)fhba/w	v-papana-
ἐφηβήσαντά	e)fhbh/santa/	ἐφηβάω	e)fhba/w	v-sapama-
ἐφηβήσαντά	e)fhbh/santa/	ἐφηβεύω	e)fhbeu/w	v-papann-
ἐφηβήσαντά	e)fhbh/santa/	ἐφηβεύω	e)fhbeu/w	v-papanv-
ἐφηβήσαντά	e)fhbh/santa/	ἐφηβεύω	e)fhbeu/w	v-papana-
ἐφηβήσαντά	e)fhbh/santa/	ἐφηβεύω	e)fhbeu/w	v-sapama-
ἐφραξάμεσθα	e)fraca/mesqa	φράσσω	fra/ssw	v1paim---
ἐφραξάμεσθα	e)fraca/mesqa	φράζω	fra/zw	v1paim---
ἐφέστιοι	e)fe/stioi	ἐφέστιος	e)fe/stios	n-p---mn-
ἐφέστιοι	e)fe/stioi	ἐφέστιος	e)fe/stios	n-p---mv-
ἐφέστιοι	e)fe/stioi	ἐφέστιος	e)fe/stios	n-p---fn-
ἐφέστιοι	e)fe/stioi	ἐφέστιος	e)fe/stios	n-p---fv-
ἐφίσταται	e)fi/statai	ἐφίστημι	e)fi/sthmi	v3spie---
ἐφῆκεν	e)fh=ken	ἐφήκω	e)fh/kw	v3siia---
ἐφῆκεν	e)fh=ken	ἐφίημι	e)fi/hmi	v3saia---
ἐχθαίρουσ’	e)xqai/rous'	ἐχθαίρω	e)xqai/rw	v-sppafn-
ἐχθαίρουσ’	e)xqai/rous'	ἐχθαίρω	e)xqai/rw	v-sppafv-
ἐχθαίρουσ’	e)xqai/rous'	ἐχθαίρω	e)xqai/rw	v-pppamd-
ἐχθαίρουσ’	e)xqai/rous'	ἐχθαίρω	e)xqai/rw	v-pppand-
ἐχθαίρουσ’	e)xqai/rous'	ἐχθαίρω	e)xqai/rw	v3ppia---
ἐχθαίρουσ’	e)xqai/rous'	ἐχθαίρω	e)xqai/rw	v-pppafn-
ἐχθαίρουσ’	e)xqai/rous'	ἐχθαίρω	e)xqai/rw	v-pppafv-
ἐχθροξένοις	e)xqroce/nois	ἐχθρόξενος	e)xqro/cenos	n-p---md-
ἐχθροξένοις	e)xqroce/nois	ἐχθρόξενος	e)xqro/cenos	n-p---fd-
ἐχθροξένοις	e)xqroce/nois	ἐχθρόξενος	e)xqro/cenos	n-p---nd-
ἐχθρούς	e)xqrou/s	ἐχθρός	e)xqro/s	a-p---ma-
ἐχθροῖς	e)xqroi=s	ἐχθρός	e)xqro/s	a-p---md-
ἐχθροῖς	e)xqroi=s	ἐχθρός	e)xqro/s	a-p---nd-
ἐχθροῖσι	e)xqroi=si	ἐχθρός	e)xqro/s	a-p---md-
ἐχθροῖσι	e)xqroi=si	ἐχθρός	e)xqro/s	a-p---nd-
ἐχθρά	e)xqra/	ἐχθρός	e)xqro/s	a-p---nn-
ἐχθρά	e)xqra/	ἐχθρός	e)xqro/s	a-p---nv-
ἐχθρά	e)xqra/	ἐχθρός	e)xqro/s	a-p---na-
ἐχθρά	e)xqra/	ἐχθρός	e)xqro/s	a-d---fn-
ἐχθρά	e)xqra/	ἐχθρός	e)xqro/s	a-d---fv-
ἐχθρά	e)xqra/	ἐχθρός	e)xqro/s	a-d---fa-
ἐχθρά	e)xqra/	ἐχθρός	e)xqro/s	a-s---fn-
ἐχθρά	e)xqra/	ἐχθρός	e)xqro/s	a-s---fv-
ἐχθρόν	e)xqro/n	ἐχθρός	e)xqro/s	a-s---ma-
ἐχθρόν	e)xqro/n	ἐχθρός	e)xqro/s	a-s---nn-
ἐχθρόν	e)xqro/n	ἐχθρός	e)xqro/s	a-s---nv-
ἐχθρόν	e)xqro/n	ἐχθρός	e)xqro/s	a-s---na-
ἐχθρόξενον	e)xqro/cenon	ἐχθρόξενος	e)xqro/cenos	n-s---ma-
ἐχθρόξενον	e)xqro/cenon	ἐχθρόξενος	e)xqro/cenos	n-s---fa-
ἐχθρόξενον	e)xqro/cenon	ἐχθρόξενος	e)xqro/cenos	n-s---nn-
ἐχθρόξενον	e)xqro/cenon	ἐχθρόξενος	e)xqro/cenos	n-s---nv-
ἐχθρόξενον	e)xqro/cenon	ἐχθρόξενος	e)xqro/cenos	n-s---na-
ἐχθρός	e)xqro/s	ἐχθρός	e)xqro/s	a-s---mn-
ἐχθρῶν	e)xqrw=n	ἔχθρα	e)/xqra	n-p---fg-
ἐχθρῶν	e)xqrw=n	ἔχθρη	e)/xqrh	n-p---fg-
ἐχθρῶν	e)xqrw=n	ἐχθρός	e)xqro/s	a-p---fg-
ἐχθρῶν	e)xqrw=n	ἐχθρός	e)xqro/s	a-p---mg-
ἐχθρῶν	e)xqrw=n	ἐχθρός	e)xqro/s	a-p---ng-
ἐχθρῷ	e)xqrw=|	ἐχθρός	e)xqro/s	a-s---md-
ἐχθρῷ	e)xqrw=|	ἐχθρός	e)xqro/s	a-s---nd-
ἐχθίστου	e)xqi/stou	ἔχθιστος	e)/xqistos	a-s---mg-
ἐχθίστου	e)xqi/stou	ἔχθιστος	e)/xqistos	a-s---ng-
ἐάν	e)a/n	ἐάν	e)a/n	c--------
ἐάσει	e)a/sei	ἐάω	e)a/w	v3sasa---
ἐάσει	e)a/sei	ἐάω	e)a/w	v2sfim---
ἐάσει	e)a/sei	ἐάω	e)a/w	v3sfia---
ἐᾷ	e)a=|	ἐάω	e)a/w	v2spse---
ἐᾷ	e)a=|	ἐάω	e)a/w	v2spie---
ἐᾷ	e)a=|	ἐάω	e)a/w	v3spsa---
ἐᾷ	e)a=|	ἐάω	e)a/w	v3spia---
ἑβδομαγέτης	e(bdomage/ths	ἑβδομαγέτης	e(bdomage/ths	n-s---mn-
ἑβδόμαις	e(bdo/mais	ἕβδομος	e(/bdomos	a-p---fd-
ἑβδόμας	e(bdo/mas	ἕβδομος	e(/bdomos	a-p---fa-
ἑβδόμας	e(bdo/mas	ἕβδομος	e(/bdomos	a-s---fg-
ἑβδόμῳ	e(bdo/mw|	ἕβδομος	e(/bdomos	a-s---md-
ἑβδόμῳ	e(bdo/mw|	ἕβδομος	e(/bdomos	a-s---nd-
ἑδωλίων	e(dwli/wn	ἑδώλιον	e(dw/lion	n-p---ng-
ἑλκοποιά	e(lkopoia/	ἑλκοποιός	e(lkopoio/s	n-p---nn-
ἑλκοποιά	e(lkopoia/	ἑλκοποιός	e(lkopoio/s	n-p---nv-
ἑλκοποιά	e(lkopoia/	ἑλκοποιός	e(lkopoio/s	n-p---na-
ἑλίτροχοι	e(li/troxoi	ἑλίτροχος	e(li/troxos	n-p---mn-
ἑλίτροχοι	e(li/troxoi	ἑλίτροχος	e(li/troxos	n-p---mv-
ἑλίτροχοι	e(li/troxoi	ἑλίτροχος	e(li/troxos	n-p---fn-
ἑλίτροχοι	e(li/troxoi	ἑλίτροχος	e(li/troxos	n-p---fv-
ἑλόν	e(lo/n	αἱρέω	ai(re/w	v-sapamv-
ἑλόν	e(lo/n	αἱρέω	ai(re/w	v-sapann-
ἑλόν	e(lo/n	αἱρέω	ai(re/w	v-sapanv-
ἑλόν	e(lo/n	αἱρέω	ai(re/w	v-sapana-
ἑλών	e(lw/n	αἱρέω	ai(re/w	v-sapamn-
ἑνός	e(no/s	εἷς	ei(=s	n-s---mg-
ἑνός	e(no/s	εἷς	ei(=s	n-s---ng-
ἑπτατειχεῖς	e(ptateixei=s	ἑπτατειχής	e(ptateixh/s	n-p---ma-
ἑπτατειχεῖς	e(ptateixei=s	ἑπτατειχής	e(ptateixh/s	n-p---fa-
ἑπτατειχεῖς	e(ptateixei=s	ἑπτατειχής	e(ptateixh/s	n-p---mn-
ἑπτατειχεῖς	e(ptateixei=s	ἑπτατειχής	e(ptateixh/s	n-p---mv-
ἑπτατειχεῖς	e(ptateixei=s	ἑπτατειχής	e(ptateixh/s	n-p---fn-
ἑπτατειχεῖς	e(ptateixei=s	ἑπτατειχής	e(ptateixh/s	n-p---fv-
ἑπτά	e(pta/	ἑπτά	e(pta/	m--------
ἑπτά	e(pta/	ἑπτάς	e(pta/s	n-s---fv-
ἑπτάπυλον	e(pta/pulon	ἑπτάπυλος	e(pta/pulos	n-s---ma-
ἑπτάπυλον	e(pta/pulon	ἑπτάπυλος	e(pta/pulos	n-s---fa-
ἑπτάπυλον	e(pta/pulon	ἑπτάπυλος	e(pta/pulos	n-s---nn-
ἑπτάπυλον	e(pta/pulon	ἑπτάπυλος	e(pta/pulos	n-s---nv-
ἑπτάπυλον	e(pta/pulon	ἑπτάπυλος	e(pta/pulos	n-s---na-
ἑστίας	e(sti/as	ἕστιος	e(/stios	a-p---fa-
ἑστίας	e(sti/as	ἕστιος	e(/stios	a-s---fg-
ἑστίας	e(sti/as	ἑστία	e(sti/a	n-p---fa-
ἑστίας	e(sti/as	ἑστία	e(sti/a	n-s---fg-
ἑστίας	e(sti/as	ἑστιάω	e(stia/w	v2siia---
ἑτεροφώνῳ	e(terofw/nw|	ἑτερόφωνος	e(tero/fwnos	n-s---md-
ἑτεροφώνῳ	e(terofw/nw|	ἑτερόφωνος	e(tero/fwnos	n-s---fd-
ἑτεροφώνῳ	e(terofw/nw|	ἑτερόφωνος	e(tero/fwnos	n-s---nd-
ἔ	e)/	ἒ	e)\	x--------
ἔβα	e)/ba	βαίνω	bai/nw	v3saia---
ἔβα	e)/ba	βαίνω	bai/nw	v3saia---
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---mn-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---mv-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---fn-
ἔγωγε	e)/gwge	ἐγώ	e)gw/	p-s---fv-
ἔδειξεν	e)/deicen	δείκνυμι	dei/knumi	v3saia---
ἔδεισ’	e)/deis'	δείδω	dei/dw	v1saia---
ἔδεισ’	e)/deis'	δείδω	dei/dw	v3saia---
ἔδοξε	e)/doce	δοκέω	doke/w	v3saia---
ἔθανες	e)/qanes	θνήσκω	qnh/skw	v2saia---
ἔθου	e)/qou	ἔθω	e)/qw	v2spme---
ἔθου	e)/qou	ἔθω	e)/qw	v2siie---
ἔθου	e)/qou	τίθημι	ti/qhmi	v2saim---
ἔκανες	e)/kanes	καίνω	kai/nw	v2saia---
ἔκβαλ’	e)/kbal'	ἐκβάλλω	e)kba/llw	v2sama---
ἔκβαλ’	e)/kbal'	ἐκβάλλω	e)kba/llw	v2samm---
ἔκβαλ’	e)/kbal'	ἐκβάλλω	e)kba/llw	v3saia---
ἔκκρουστον	e)/kkrouston	ἔκκρουστος	e)/kkroustos	n-s---ma-
ἔκκρουστον	e)/kkrouston	ἔκκρουστος	e)/kkroustos	n-s---fa-
ἔκκρουστον	e)/kkrouston	ἔκκρουστος	e)/kkroustos	n-s---nn-
ἔκκρουστον	e)/kkrouston	ἔκκρουστος	e)/kkroustos	n-s---nv-
ἔκκρουστον	e)/kkrouston	ἔκκρουστος	e)/kkroustos	n-s---na-
ἔκλαγξαν	e)/klagcan	κλάζω	kla/zw	v3paia---
ἔκτανες	e)/ktanes	κτείνω	ktei/nw	v2saia---
ἔκτοθεν	e)/ktoqen	ἔκτοθεν	e)/ktoqen	d--------
ἔλακον	e)/lakon	λάσκω	la/skw	v3paia---
ἔλακον	e)/lakon	λάσκω	la/skw	v1saia---
ἔλειπον	e)/leipon	λείπω	lei/pw	v3piia---
ἔλειπον	e)/leipon	λείπω	lei/pw	v1siia---
ἔληξε	e)/lhce	λήγω	lh/gw	v3saia---
ἔλθοι	e)/lqoi	ἔρχομαι	e)/rxomai	v3saoa---
ἔμ’	e)/m'	ἐγώ	e)gw/	p-s---ma-
ἔμ’	e)/m'	ἐγώ	e)gw/	p-s---fa-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---nn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---nv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---na-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fa-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---fv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---mv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---fv-
ἔνδοθεν	e)/ndoqen	ἔνδοθεν	e)/ndoqen	d--------
ἔνδοθεν	e)/ndoqen	ἐνδίδωμι	e)ndi/dwmi	v3paip---
ἔνδον	e)/ndon	ἔνδον	e)/ndon	d--------
ἔνδον	e)/ndon	ἐνδίδωμι	e)ndi/dwmi	v3paia---
ἔνδον	e)/ndon	ἐνδίδωμι	e)ndi/dwmi	v3paia---
ἔνθεος	e)/nqeos	ἔνθεος	e)/nqeos	n-s---mn-
ἔνθεος	e)/nqeos	ἔνθεος	e)/nqeos	n-s---fn-
ἔξηβον	e)/chbon	ἔξηβος	e)/chbos	n-s---ma-
ἔξηβον	e)/chbon	ἔξηβος	e)/chbos	n-s---fa-
ἔξηβον	e)/chbon	ἔξηβος	e)/chbos	n-s---nn-
ἔξηβον	e)/chbon	ἔξηβος	e)/chbos	n-s---nv-
ἔξηβον	e)/chbon	ἔξηβος	e)/chbos	n-s---na-
ἔξω	e)/cw	ἔξω	e)/cw	d--------
ἔξω	e)/cw	ἔσσομαι	e)/ssomai	v2saie---
ἔοικεν	e)/oiken	ἔοικα	e)/oika	v3sria---
ἔοικεν	e)/oiken	ἔοικα	e)/oika	v3plia---
ἔπαισας	e)/paisas	ἐπαείδω	e)paei/dw	v2saia---
ἔπαισας	e)/paisas	παίω1	pai/w1	v2saia---
ἔπαισας	e)/paisas	παίζω	pai/zw	v2saia---
ἔπειτα	e)/peita	ἔπειτα	e)/peita	d--------
ἔπεμψα	e)/pemya	πέμπω	pe/mpw	v1saia---
ἔπη	e)/ph	ἔπος	e)/pos	n-p---nn-
ἔπη	e)/ph	ἔπος	e)/pos	n-p---nv-
ἔπη	e)/ph	ἔπος	e)/pos	n-p---na-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---nn-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---nv-
ἔπη	e)/ph	ἔπος	e)/pos	n-d---na-
ἔπι	e)/pi	ἐπί	e)pi/	r--------
ἔπιδ’	e)/pid'	ἐπεῖδον	e)pei=don	v2sama---
ἔπιδ’	e)/pid'	ἐπεῖδον	e)pei=don	v3saia---
ἔπνει	e)/pnei	πνέω	pne/w	v3siia---
ἔπος	e)/pos	ἔπος	e)/pos	n-s---nn-
ἔπος	e)/pos	ἔπος	e)/pos	n-s---nv-
ἔπος	e)/pos	ἔπος	e)/pos	n-s---na-
ἔργοις	e)/rgois	ἔργον	e)/rgon	n-p---nd-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppamv-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppann-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppanv-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppana-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---nn-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---nv-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---na-
ἔριδι	e)/ridi	ἔρις	e)/ris	n-s---fd-
ἔριν	e)/rin	ἔρις	e)/ris	n-s---fa-
ἔρις	e)/ris	ἔρις	e)/ris	n-s---fn-
ἔρχεται	e)/rxetai	ἔρχομαι	e)/rxomai	v3spie---
ἔρωτος	e)/rwtos	ἔρως	e)/rws	n-s---mg-
ἔς	e)/s	εἰς	ei)s	r--------
ἔσται	e)/stai	εἰμί	ei)mi/	v3sfim---
ἔστε	e)/ste	ἔστε	e)/ste	c--------
ἔστε	e)/ste	εἰμί	ei)mi/	v2ppia---
ἔστε	e)/ste	εἰμί	ei)mi/	v2ppma---
ἔστεφον	e)/stefon	στέφω	ste/fw	v3piia---
ἔστεφον	e)/stefon	στέφω	ste/fw	v1siia---
ἔστη	e)/sth	ἵστημι	i(/sthmi	v3saia---
ἔστι	e)/sti	εἰμί	ei)mi/	v3spia---
ἔστιν	e)/stin	εἰμί	ei)mi/	v3spia---
ἔστω	e)/stw	εἰμί	ei)mi/	v3spma---
ἔστω	e)/stw	ἵστημι	i(/sthmi	v2saim---
ἔσω	e)/sw	ἔσω	e)/sw	r--------
ἔσῃ	e)/sh|	εἰμί	ei)mi/	v2sfim---
ἔσῃ	e)/sh|	εἰσίημι	ei)si/hmi	v2sasm---
ἔτευξα	e)/teuca	τεύχω	teu/xw	v1saia---
ἔτεχ’	e)/tex'	τίκτω	ti/ktw	v3saia---
ἔτι	e)/ti	ἔτι	e)/ti	d--------
ἔτλα	e)/tla	τλάω	tla/w	v3saia---
ἔτλα	e)/tla	τλάω	tla/w	v3saia---
ἔτλα	e)/tla	τλάω	tla/w	v3siia---
ἔτυμος	e)/tumos	ἔτυμος	e)/tumos	a-s---mn-
ἔτυμος	e)/tumos	ἔτυμος	e)/tumos	n-s---mn-
ἔτυμος	e)/tumos	ἔτυμος	e)/tumos	n-s---fn-
ἔφθισο	e)/fqiso	φθίω	fqi/w	v2slie---
ἔφθισο	e)/fqiso	φθίω	fqi/w	v2srme---
ἔφθισο	e)/fqiso	φθίω	fqi/w	v2saim---
ἔφριξα	e)/frica	φρίσσω	fri/ssw	v1saia---
ἔφριξα	e)/frica	φρίζω	fri/zw	v1saia---
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mn-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mv-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---ma-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχω	e)/xw	v2spie---
ἔχει	e)/xei	ἔχω	e)/xw	v3spia---
ἔχει	e)/xei	χάω	xa/w	v3siia---
ἔχει	e)/xei	χέω	xe/w	v3siia---
ἔχειν	e)/xein	ἔχω	e)/xw	v--pna---
ἔχεσθαι	e)/xesqai	ἔχω	e)/xw	v--pne---
ἔχθος	e)/xqos	ἔχθος	e)/xqos	n-s---nn-
ἔχθος	e)/xqos	ἔχθος	e)/xqos	n-s---nv-
ἔχθος	e)/xqos	ἔχθος	e)/xqos	n-s---na-
ἔχοις	e)/xois	ἔχω	e)/xw	v2spoa---
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v-pppann-
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v-pppanv-
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v-pppana-
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v-sppama-
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v-sppamd-
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v-sppand-
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v3ppia---
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v-dppamn-
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v-dppamv-
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v-dppama-
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v-dppann-
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v-dppanv-
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v-dppana-
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v3ppie---
ἔχονθ’	e)/xonq'	ἔχω	e)/xw	v3piie---
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-pppann-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-pppanv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-pppana-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-sppama-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-sppamd-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-sppand-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v3ppia---
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppamn-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppamv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppama-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppann-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppanv-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v-dppana-
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v3ppie---
ἔχοντ’	e)/xont'	ἔχω	e)/xw	v3piie---
ἔχουσι	e)/xousi	ἔχω	e)/xw	v-pppamd-
ἔχουσι	e)/xousi	ἔχω	e)/xw	v-pppand-
ἔχουσι	e)/xousi	ἔχω	e)/xw	v3ppia---
ἔχουσιν	e)/xousin	ἔχω	e)/xw	v-pppamd-
ἔχουσιν	e)/xousin	ἔχω	e)/xw	v-pppand-
ἔχουσιν	e)/xousin	ἔχω	e)/xw	v3ppia---
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v-sppafn-
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v-sppafv-
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v-pppamd-
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v-pppand-
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v3ppia---
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v-pppafn-
ἔχουσ’	e)/xous'	ἔχω	e)/xw	v-pppafv-
ἔχων	e)/xwn	ἔχω	e)/xw	v-sppamn-
ἔχων	e)/xwn	χάω	xa/w	v3piia---
ἔχων	e)/xwn	χάω	xa/w	v1siia---
ἔχων	e)/xwn	χόω	xo/w	v3piia---
ἔχων	e)/xwn	χόω	xo/w	v1siia---
ἕβδομον	e(/bdomon	ἕβδομος	e(/bdomos	a-s---ma-
ἕβδομον	e(/bdomon	ἕβδομος	e(/bdomos	a-s---nn-
ἕβδομον	e(/bdomon	ἕβδομος	e(/bdomos	a-s---nv-
ἕβδομον	e(/bdomon	ἕβδομος	e(/bdomos	a-s---na-
ἕδος	e(/dos	ἕδος	e(/dos	n-s---nn-
ἕδος	e(/dos	ἕδος	e(/dos	n-s---nv-
ἕδος	e(/dos	ἕδος	e(/dos	n-s---na-
ἕκαστον	e(/kaston	ἕκαστος	e(/kastos	a-s---ma-
ἕκαστον	e(/kaston	ἕκαστος	e(/kastos	a-s---nn-
ἕκαστον	e(/kaston	ἕκαστος	e(/kastos	a-s---nv-
ἕκαστον	e(/kaston	ἕκαστος	e(/kastos	a-s---na-
ἕκαστος	e(/kastos	ἕκαστος	e(/kastos	a-s---mn-
ἕκτον	e(/kton	ἕκτος	e(/ktos	a-s---ma-
ἕκτον	e(/kton	ἕκτος	e(/ktos	a-s---nn-
ἕκτον	e(/kton	ἕκτος	e(/ktos	a-s---nv-
ἕκτον	e(/kton	ἕκτος	e(/ktos	a-s---na-
ἕνα	e(/na	ἕνος	e(/nos	a-p---nn-
ἕνα	e(/na	ἕνος	e(/nos	a-p---nv-
ἕνα	e(/na	ἕνος	e(/nos	a-p---na-
ἕνα	e(/na	ἕνος	e(/nos	a-d---fn-
ἕνα	e(/na	ἕνος	e(/nos	a-d---fv-
ἕνα	e(/na	ἕνος	e(/nos	a-d---fa-
ἕνα	e(/na	ἕνος	e(/nos	a-s---fn-
ἕνα	e(/na	ἕνος	e(/nos	a-s---fv-
ἕνα	e(/na	εἷς	ei(=s	n-s---ma-
ἕξ	e(/c	ἕξ	e(/c	m--------
ἕξει	e(/cei	ἕξις	e(/cis	n-d---fn-
ἕξει	e(/cei	ἕξις	e(/cis	n-d---fv-
