Αἴτησόν	*ai)/thso/n	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v2sama---
ἔλεγον	e)/legon	λέγω2	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v3piia---
ἔλεγον	e)/legon	λέγω2	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v1siia---
ἔλεγον	e)/legon	λέγω3	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v3piia---
ἔλεγον	e)/legon	λέγω3	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v1siia---
ἔλεψεν	e)/leyen	λέπω	le/pw	urn:cite2:hmt:lsj.chicago_md:n62577	v3saia---
ἔλθητε	e)/lqhte	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v2pasa---
ἔλθητε	e)/lqhte	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v2pasa---
ἔλθῃ	e)/lqh|	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v2sasm---
ἔλθῃ	e)/lqh|	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v3sasa---
ἔλθῃ	e)/lqh|	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v3sasa---
ἔμπροσθεν	e)/mprosqen	ἔμπροσθεν	e)/mprosqen	urn:cite2:hmt:lsj.chicago_md:n34522	d--------
ἔννυχα	e)/nnuxa	ἔννυχος	e)/nnuxos	urn:cite2:hmt:lsj.chicago_md:n35889	d--------
ἔννυχα	e)/nnuxa	ἔννυχος	e)/nnuxos	urn:cite2:hmt:lsj.chicago_md:n35889	n-p---nn-
ἔννυχα	e)/nnuxa	ἔννυχος	e)/nnuxos	urn:cite2:hmt:lsj.chicago_md:n35889	n-p---nv-
ἔννυχα	e)/nnuxa	ἔννυχος	e)/nnuxos	urn:cite2:hmt:lsj.chicago_md:n35889	n-p---na-
ἔνοχον	e)/noxon	ἔνοχος	e)/noxos	urn:cite2:hmt:lsj.chicago_md:n36014	n-s---ma-
ἔνοχον	e)/noxon	ἔνοχος	e)/noxos	urn:cite2:hmt:lsj.chicago_md:n36014	n-s---fa-
ἔνοχον	e)/noxon	ἔνοχος	e)/noxos	urn:cite2:hmt:lsj.chicago_md:n36014	n-s---nn-
ἔνοχον	e)/noxon	ἔνοχος	e)/noxos	urn:cite2:hmt:lsj.chicago_md:n36014	n-s---nv-
ἔνοχον	e)/noxon	ἔνοχος	e)/noxos	urn:cite2:hmt:lsj.chicago_md:n36014	n-s---na-
ἔνοχός	e)/noxo/s	ἔνοχος	e)/noxos	urn:cite2:hmt:lsj.chicago_md:n36014	n-s---mn-
ἔνοχός	e)/noxo/s	ἔνοχος	e)/noxos	urn:cite2:hmt:lsj.chicago_md:n36014	n-s---fn-
ἔξελθε	e)/celqe	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v2sama---
ἔξελθε	e)/celqe	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v3saia---
ἔξελθε	e)/celqe	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v3saia---
ἔξεστιν	e)/cestin	ἔξεστι	e)/cesti	urn:cite2:hmt:lsj.chicago_md:n37210	v3spia---
ἔξεστίν	e)/cesti/n	ἔξεστι	e)/cesti	urn:cite2:hmt:lsj.chicago_md:n37210	v3spia---
ἔξω	e)/cw	ἔξω	e)/cw	urn:cite2:hmt:lsj.chicago_md:n37720	d--------
ἔξωθεν	e)/cwqen	ἔξωθεν	e)/cwqen	urn:cite2:hmt:lsj.chicago_md:n37726	d--------
ἔπαισεν	e)/paisen	ἐπαείδω	e)paei/dw	urn:cite2:hmt:lsj.chicago_md:n37862	v3saia---
ἔπαισεν	e)/paisen	παίω1	pai/w	urn:cite2:hmt:lsj.chicago_md:n76715	v3saia---
ἔπαισεν	e)/paisen	παίζω	pai/zw	urn:cite2:hmt:lsj.chicago_md:n76678	v3saia---
ἔπεσεν	e)/pesen	ἐφέζομαι	e)fe/zomai	urn:cite2:hmt:lsj.chicago_md:n45637	v3saia---
ἔπεσεν	e)/pesen	ἐπιέννυμι	e)pie/nnumi	urn:cite2:hmt:lsj.chicago_md:n39349	v3saia---
ἔπεσεν	e)/pesen	πίπτω	pi/ptw	urn:cite2:hmt:lsj.chicago_md:n83253	v3saia---
ἔπιον	e)/pion	πίνω	pi/nw	urn:cite2:hmt:lsj.chicago_md:n83231	v3paia---
ἔπιον	e)/pion	πίνω	pi/nw	urn:cite2:hmt:lsj.chicago_md:n83231	v1saia---
ἔπιπτεν	e)/pipten	πίπτω	pi/ptw	urn:cite2:hmt:lsj.chicago_md:n83253	v3siia---
ἔργον	e)/rgon	ἔργον	e)/rgon	urn:cite2:hmt:lsj.chicago_md:n42214	n-s---nn-
ἔργον	e)/rgon	ἔργον	e)/rgon	urn:cite2:hmt:lsj.chicago_md:n42214	n-s---nv-
ἔργον	e)/rgon	ἔργον	e)/rgon	urn:cite2:hmt:lsj.chicago_md:n42214	n-s---na-
ἔρημον	e)/rhmon	ἐρῆμος	e)rh=mos	urn:cite2:hmt:lsj.chicago_md:n42381	n-s---ma-
ἔρημον	e)/rhmon	ἐρῆμος	e)rh=mos	urn:cite2:hmt:lsj.chicago_md:n42381	n-s---fa-
ἔρημον	e)/rhmon	ἐρῆμος	e)rh=mos	urn:cite2:hmt:lsj.chicago_md:n42381	n-s---nn-
ἔρημον	e)/rhmon	ἐρῆμος	e)rh=mos	urn:cite2:hmt:lsj.chicago_md:n42381	n-s---nv-
ἔρημον	e)/rhmon	ἐρῆμος	e)rh=mos	urn:cite2:hmt:lsj.chicago_md:n42381	n-s---na-
ἔρχεσθαι	e)/rxesqai	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v--pne---
ἔρχεται	e)/rxetai	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v3spie---
ἔρχονται	e)/rxontai	ἔρχομαι	e)/rxomai	urn:cite2:hmt:lsj.chicago_md:n42827	v3ppie---
ἔσεσθε	e)/sesqe	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v2pfim---
ἔσεσθε	e)/sesqe	εἰσίημι	ei)si/hmi	urn:cite2:hmt:lsj.chicago_md:n31382	v2pamm---
ἔσεσθε	e)/sesqe	εἰσίημι	ei)si/hmi	urn:cite2:hmt:lsj.chicago_md:n31382	v2paim---
ἔσθων	e)/sqwn	ἔσθω	e)/sqw	urn:cite2:hmt:lsj.chicago_md:n42896	v-sppamn-
ἔσομαι	e)/somai	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v1sfim---
ἔσονται	e)/sontai	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v3pfim---
ἔσται	e)/stai	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v3sfim---
ἔστησεν	e)/sthsen	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v3saia---
ἔστιν	e)/stin	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v3spia---
ἔστρωσαν	e)/strwsan	στόρεννυμι	sto/rennumi	urn:cite2:hmt:lsj.chicago_md:n97038	v3paia---
ἔσχατοι	e)/sxatoi	ἔσχατος	e)/sxatos	urn:cite2:hmt:lsj.chicago_md:n43056	a-p---mn-
ἔσχατοι	e)/sxatoi	ἔσχατος	e)/sxatos	urn:cite2:hmt:lsj.chicago_md:n43056	a-p---mv-
ἔσχατον	e)/sxaton	ἔσχατος	e)/sxatos	urn:cite2:hmt:lsj.chicago_md:n43056	a-s---ma-
ἔσχατον	e)/sxaton	ἔσχατος	e)/sxatos	urn:cite2:hmt:lsj.chicago_md:n43056	a-s---nn-
ἔσχατον	e)/sxaton	ἔσχατος	e)/sxatos	urn:cite2:hmt:lsj.chicago_md:n43056	a-s---nv-
ἔσχατον	e)/sxaton	ἔσχατος	e)/sxatos	urn:cite2:hmt:lsj.chicago_md:n43056	a-s---na-
ἔσχατος	e)/sxatos	ἔσχατος	e)/sxatos	urn:cite2:hmt:lsj.chicago_md:n43056	a-s---mn-
ἔσχεν	e)/sxen	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v3saia---
ἔσχεν	e)/sxen	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v3saia---
ἔσχον	e)/sxon	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v3paia---
ἔσχον	e)/sxon	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v3paia---
ἔσχον	e)/sxon	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v1saia---
ἔσχον	e)/sxon	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v1saia---
ἔσω	e)/sw	ἔσω	e)/sw	urn:cite2:hmt:lsj.chicago_md:n43060	r--------
ἔσωσεν	e)/swsen	εἰσωθέω	ei)swqe/w	urn:cite2:hmt:lsj.chicago_md:n31556	v3saia---
ἔτη	e)/th	ἔτης	e)/ths	urn:cite2:hmt:lsj.chicago_md:n43260	n-s---mv-
ἔτη	e)/th	ἔτος	e)/tos	urn:cite2:hmt:lsj.chicago_md:n43291	n-p---nn-
ἔτη	e)/th	ἔτος	e)/tos	urn:cite2:hmt:lsj.chicago_md:n43291	n-p---nv-
ἔτη	e)/th	ἔτος	e)/tos	urn:cite2:hmt:lsj.chicago_md:n43291	n-p---na-
ἔτη	e)/th	ἔτος	e)/tos	urn:cite2:hmt:lsj.chicago_md:n43291	n-d---nn-
ἔτη	e)/th	ἔτος	e)/tos	urn:cite2:hmt:lsj.chicago_md:n43291	n-d---nv-
ἔτη	e)/th	ἔτος	e)/tos	urn:cite2:hmt:lsj.chicago_md:n43291	n-d---na-
ἔτι	e)/ti	ἔτι	e)/ti	urn:cite2:hmt:lsj.chicago_md:n43266	d--------
ἔτυπτον	e)/tupton	τύπτω	tu/ptw	urn:cite2:hmt:lsj.chicago_md:n105945	v3piia---
ἔτυπτον	e)/tupton	τύπτω	tu/ptw	urn:cite2:hmt:lsj.chicago_md:n105945	v1siia---
ἔφαγεν	e)/fagen	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v3saia---
ἔφαγον	e)/fagon	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v3paia---
ἔφαγον	e)/fagon	ἐσθίω	e)sqi/w	urn:cite2:hmt:lsj.chicago_md:n42890	v1saia---
ἔφερεν	e)/feren	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v3siia---
ἔφερον	e)/feron	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v3piia---
ἔφερον	e)/feron	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v1siia---
ἔφη	e)/fh	φημί	fhmi/	urn:cite2:hmt:lsj.chicago_md:n110639	v3siia---
ἔφυγεν	e)/fugen	φεύγω	feu/gw	urn:cite2:hmt:lsj.chicago_md:n110606	v3saia---
ἔφυγον	e)/fugon	φεύγω	feu/gw	urn:cite2:hmt:lsj.chicago_md:n110606	v3paia---
ἔφυγον	e)/fugon	φεύγω	feu/gw	urn:cite2:hmt:lsj.chicago_md:n110606	v1saia---
ἔχει	e)/xei	ἔχις	e)/xis	urn:cite2:hmt:lsj.chicago_md:n45984	n-d---mn-
ἔχει	e)/xei	ἔχις	e)/xis	urn:cite2:hmt:lsj.chicago_md:n45984	n-d---mv-
ἔχει	e)/xei	ἔχις	e)/xis	urn:cite2:hmt:lsj.chicago_md:n45984	n-d---ma-
ἔχει	e)/xei	ἔχις	e)/xis	urn:cite2:hmt:lsj.chicago_md:n45984	n-s---md-
ἔχει	e)/xei	ἔχις	e)/xis	urn:cite2:hmt:lsj.chicago_md:n45984	n-s---md-
ἔχει	e)/xei	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v2spie---
ἔχει	e)/xei	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v2spie---
ἔχει	e)/xei	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v3spia---
ἔχει	e)/xei	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v3spia---
ἔχει	e)/xei	χάω	xa/w	urn:cite2:hmt:lsj.chicago_md:n113505	v3siia---
ἔχει	e)/xei	χέω	xe/w	urn:cite2:hmt:lsj.chicago_md:n113864	v3siia---
ἔχειν	e)/xein	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v--pna---
ἔχειν	e)/xein	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v--pna---
ἔχεις	e)/xeis	ἔχις	e)/xis	urn:cite2:hmt:lsj.chicago_md:n45984	n-p---mn-
ἔχεις	e)/xeis	ἔχις	e)/xis	urn:cite2:hmt:lsj.chicago_md:n45984	n-p---mv-
ἔχεις	e)/xeis	ἔχις	e)/xis	urn:cite2:hmt:lsj.chicago_md:n45984	n-p---mn-
ἔχεις	e)/xeis	ἔχις	e)/xis	urn:cite2:hmt:lsj.chicago_md:n45984	n-p---ma-
ἔχεις	e)/xeis	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v2spia---
ἔχεις	e)/xeis	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v2spia---
ἔχεις	e)/xeis	χάω	xa/w	urn:cite2:hmt:lsj.chicago_md:n113505	v2siia---
ἔχεις	e)/xeis	χέω	xe/w	urn:cite2:hmt:lsj.chicago_md:n113864	v2siia---
ἔχετε	e)/xete	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v2ppma---
ἔχετε	e)/xete	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v2ppma---
ἔχετε	e)/xete	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v2ppia---
ἔχετε	e)/xete	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v2ppia---
ἔχετε	e)/xete	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v2piia---
ἔχετε	e)/xete	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v2piia---
ἔχομεν	e)/xomen	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v1ppia---
ἔχομεν	e)/xomen	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v1ppia---
ἔχομεν	e)/xomen	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v1piia---
ἔχομεν	e)/xomen	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v1piia---
ἔχοντα	e)/xonta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pppann-
ἔχοντα	e)/xonta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pppann-
ἔχοντα	e)/xonta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pppanv-
ἔχοντα	e)/xonta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pppanv-
ἔχοντα	e)/xonta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pppana-
ἔχοντα	e)/xonta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pppana-
ἔχοντα	e)/xonta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-sppama-
ἔχοντα	e)/xonta	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-sppama-
ἔχοντας	e)/xontas	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pppama-
ἔχοντας	e)/xontas	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pppama-
ἔχοντες	e)/xontes	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pppamn-
ἔχοντες	e)/xontes	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pppamn-
ἔχοντες	e)/xontes	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pppamv-
ἔχοντες	e)/xontes	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pppamv-
ἔχοντι	e)/xonti	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-sppamd-
ἔχοντι	e)/xonti	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-sppamd-
ἔχοντι	e)/xonti	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-sppand-
ἔχοντι	e)/xonti	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-sppand-
ἔχοντι	e)/xonti	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v3ppia---
ἔχοντι	e)/xonti	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v3ppia---
ἔχουσα	e)/xousa	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-sppafn-
ἔχουσα	e)/xousa	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-sppafn-
ἔχουσα	e)/xousa	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-sppafv-
ἔχουσα	e)/xousa	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-sppafv-
ἔχουσαν	e)/xousan	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-sppafa-
ἔχουσαν	e)/xousan	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-sppafa-
ἔχουσιν	e)/xousin	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pppamd-
ἔχουσιν	e)/xousin	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pppamd-
ἔχουσιν	e)/xousin	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pppand-
ἔχουσιν	e)/xousin	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pppand-
ἔχουσιν	e)/xousin	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v3ppia---
ἔχουσιν	e)/xousin	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v3ppia---
ἔχων	e)/xwn	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-sppamn-
ἔχων	e)/xwn	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-sppamn-
ἔχων	e)/xwn	χάω	xa/w	urn:cite2:hmt:lsj.chicago_md:n113505	v3piia---
ἔχων	e)/xwn	χάω	xa/w	urn:cite2:hmt:lsj.chicago_md:n113505	v1siia---
ἔχων	e)/xwn	χόω	xo/w	urn:cite2:hmt:lsj.chicago_md:n114536	v3piia---
ἔχων	e)/xwn	χόω	xo/w	urn:cite2:hmt:lsj.chicago_md:n114536	v1siia---
ἕκτης	e(/kths	ἕκτη	e(/kth	urn:cite2:hmt:lsj.chicago_md:n32991	n-s---fg-
ἕκτης	e(/kths	ἕκτος	e(/ktos	urn:cite2:hmt:lsj.chicago_md:n33057	a-s---fg-
ἕν	e(/n	εἷς	ei(=s	urn:cite2:hmt:lsj.chicago_md:n31236	n-s---nn-
ἕν	e(/n	εἷς	ei(=s	urn:cite2:hmt:lsj.chicago_md:n31236	n-s---nv-
ἕν	e(/n	εἷς	ei(=s	urn:cite2:hmt:lsj.chicago_md:n31236	n-s---na-
ἕν	e(/n	ἵημι	i(/hmi	urn:cite2:hmt:lsj.chicago_md:n50165	v3paia---
ἕν	e(/n	ἵημι	i(/hmi	urn:cite2:hmt:lsj.chicago_md:n50165	v-sapann-
ἕν	e(/n	ἵημι	i(/hmi	urn:cite2:hmt:lsj.chicago_md:n50165	v-sapanv-
ἕν	e(/n	ἵημι	i(/hmi	urn:cite2:hmt:lsj.chicago_md:n50165	v-sapana-
ἕνα	e(/na	ἕνος	e(/nos	urn:cite2:hmt:lsj.chicago_md:n35983	a-p---nn-
ἕνα	e(/na	ἕνος	e(/nos	urn:cite2:hmt:lsj.chicago_md:n35983	a-p---nv-
ἕνα	e(/na	ἕνος	e(/nos	urn:cite2:hmt:lsj.chicago_md:n35983	a-p---na-
ἕνα	e(/na	ἕνος	e(/nos	urn:cite2:hmt:lsj.chicago_md:n35983	a-d---fn-
ἕνα	e(/na	ἕνος	e(/nos	urn:cite2:hmt:lsj.chicago_md:n35983	a-d---fv-
ἕνα	e(/na	ἕνος	e(/nos	urn:cite2:hmt:lsj.chicago_md:n35983	a-d---fa-
ἕνα	e(/na	ἕνος	e(/nos	urn:cite2:hmt:lsj.chicago_md:n35983	a-s---fn-
ἕνα	e(/na	ἕνος	e(/nos	urn:cite2:hmt:lsj.chicago_md:n35983	a-s---fv-
ἕνα	e(/na	εἷς	ei(=s	urn:cite2:hmt:lsj.chicago_md:n31236	n-s---ma-
ἕνδεκα	e(/ndeka	ἕνδεκα	e(/ndeka	urn:cite2:hmt:lsj.chicago_md:n35116	m--------
ἕνεκεν	e(/neken	ἕνεκα	e(/neka	urn:cite2:hmt:lsj.chicago_md:n35364	r--------
ἕξ	e(/c	ἕξ	e(/c	urn:cite2:hmt:lsj.chicago_md:n36468	m--------
ἕξεις	e(/ceis	ἕξις	e(/cis	urn:cite2:hmt:lsj.chicago_md:n37405	n-p---fn-
ἕξεις	e(/ceis	ἕξις	e(/cis	urn:cite2:hmt:lsj.chicago_md:n37405	n-p---fv-
ἕξεις	e(/ceis	ἕξις	e(/cis	urn:cite2:hmt:lsj.chicago_md:n37405	n-p---fn-
ἕξεις	e(/ceis	ἕξις	e(/cis	urn:cite2:hmt:lsj.chicago_md:n37405	n-p---fa-
ἕξεις	e(/ceis	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v2sfia---
ἕξεις	e(/ceis	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v2sfia---
ἕξουσιν	e(/cousin	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pfpamd-
ἕξουσιν	e(/cousin	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pfpamd-
ἕξουσιν	e(/cousin	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v-pfpand-
ἕξουσιν	e(/cousin	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v-pfpand-
ἕξουσιν	e(/cousin	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45996	v3pfia---
ἕξουσιν	e(/cousin	ἔχω	e)/xw	urn:cite2:hmt:lsj.chicago_md:n45997	v3pfia---
ἕτοιμον	e(/toimon	ἑτοῖμος	e(toi=mos	urn:cite2:hmt:lsj.chicago_md:n43287	a-s---ma-
ἕτοιμον	e(/toimon	ἑτοῖμος	e(toi=mos	urn:cite2:hmt:lsj.chicago_md:n43287	a-s---nn-
ἕτοιμον	e(/toimon	ἑτοῖμος	e(toi=mos	urn:cite2:hmt:lsj.chicago_md:n43287	a-s---nv-
ἕτοιμον	e(/toimon	ἑτοῖμος	e(toi=mos	urn:cite2:hmt:lsj.chicago_md:n43287	a-s---na-
ἕτοιμον	e(/toimon	ἑτοῖμος	e(toi=mos	urn:cite2:hmt:lsj.chicago_md:n43287	n-s---ma-
ἕτοιμον	e(/toimon	ἑτοῖμος	e(toi=mos	urn:cite2:hmt:lsj.chicago_md:n43287	n-s---fa-
ἕτοιμον	e(/toimon	ἑτοῖμος	e(toi=mos	urn:cite2:hmt:lsj.chicago_md:n43287	n-s---nn-
ἕτοιμον	e(/toimon	ἑτοῖμος	e(toi=mos	urn:cite2:hmt:lsj.chicago_md:n43287	n-s---nv-
ἕτοιμον	e(/toimon	ἑτοῖμος	e(toi=mos	urn:cite2:hmt:lsj.chicago_md:n43287	n-s---na-
ἕως	e(/ws	ἕως	e(/ws	urn:cite2:hmt:lsj.chicago_md:n46043	c--------
ἕως	e(/ws	ἠώς	h)w/s	urn:cite2:hmt:lsj.chicago_md:n47695	n-p---fa-
ἕως	e(/ws	ἠώς	h)w/s	urn:cite2:hmt:lsj.chicago_md:n47695	n-p---fn-
ἕως	e(/ws	ἠώς	h)w/s	urn:cite2:hmt:lsj.chicago_md:n47695	n-p---fv-
ἕως	e(/ws	ἠώς	h)w/s	urn:cite2:hmt:lsj.chicago_md:n47695	n-s---fg-
ἕως	e(/ws	ἠώς	h)w/s	urn:cite2:hmt:lsj.chicago_md:n47695	n-s---fn-
Ἐγείρου	*)egei/rou	ἐγείρω	e)gei/rw	urn:cite2:hmt:lsj.chicago_md:n30040	v2spme---
Ἐγείρου	*)egei/rou	ἐγείρω	e)gei/rw	urn:cite2:hmt:lsj.chicago_md:n30040	v2siie---
Ἐγώ	*)egw/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---mn-
Ἐγώ	*)egw/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---mv-
Ἐγώ	*)egw/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fn-
Ἐγώ	*)egw/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fv-
Ἐκ	*)ek	ἐκ	e)k	urn:cite2:hmt:lsj.chicago_md:n31575	r--------
Ἐκεῖθεν	*)ekei=qen	ἐκεῖθεν	e)kei=qen	urn:cite2:hmt:lsj.chicago_md:n31947	d--------
Ἐλαιῶν	*)elaiw=n	Ἔλαιοῦς	*)/elaiou=s	urn:cite2:hmt:lsj.chicago_md:n33371	n-p---mg-
Ἐλαιῶν	*)elaiw=n	Ἐλαία	*)elai/a	urn:cite2:hmt:lsj.chicago_md:n33308	n-p---fg-
Ἐλαιῶν	*)elaiw=n	Ἐλαιός	*)elaio/s	urn:cite2:hmt:lsj.chicago_md:n33358	n-p---mg-
Ἐλαιῶν	*)elaiw=n	ἐλαία	e)lai/a	urn:cite2:hmt:lsj.chicago_md:n33308	n-p---fg-
Ἐλαιῶν	*)elaiw=n	ἐλαίζω	e)lai/zw	urn:cite2:hmt:lsj.chicago_md:n33316	v-sfpamn-
Ἐλαιῶν	*)elaiw=n	ἐλαιάω	e)laia/w	urn:cite2:hmt:lsj.chicago_md:n33312	v-sppamv-
Ἐλαιῶν	*)elaiw=n	ἐλαιάω	e)laia/w	urn:cite2:hmt:lsj.chicago_md:n33312	v-sppann-
Ἐλαιῶν	*)elaiw=n	ἐλαιάω	e)laia/w	urn:cite2:hmt:lsj.chicago_md:n33312	v-sppanv-
Ἐλαιῶν	*)elaiw=n	ἐλαιάω	e)laia/w	urn:cite2:hmt:lsj.chicago_md:n33312	v-sppana-
Ἐλαιῶν	*)elaiw=n	ἐλαιάω	e)laia/w	urn:cite2:hmt:lsj.chicago_md:n33312	v-sppamn-
Ἐλαιῶν	*)elaiw=n	ἐλαιάω	e)laia/w	urn:cite2:hmt:lsj.chicago_md:n33312	v-sppamv-
Ἐλαιῶν	*)elaiw=n	ἐλαιάω	e)laia/w	urn:cite2:hmt:lsj.chicago_md:n33312	v-sppann-
