Αὐλίδι	*au)li/di	Αὐλίς	*au)li/s	urn:cite2:hmt:lsj.chicago_md:n17435	n-s---fd-
ἐξεμόχθουν	e)cemo/xqoun	ἐκμοχθέω	e)kmoxqe/w	urn:cite2:hmt:lsj.chicago_md:n32479	v1siia---
ἐξεπίμπλαμεν	e)cepi/mplamen	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v1piia---
ἐξεφοινίχθη	e)cefoini/xqh	ἐκφοινίσσω	e)kfoini/ssw	urn:cite2:hmt:lsj.chicago_md:n33190	v3saip---
ἐξεφίεμαι	e)cefi/emai	ἐξεφίημι	e)cefi/hmi	urn:cite2:hmt:lsj.chicago_md:n37256	v1spie---
ἐξεύρημά	e)ceu/rhma/	ἐξεύρημα	e)ceu/rhma	urn:cite2:hmt:lsj.chicago_md:n37243	n-s---nn-
ἐξεύρημά	e)ceu/rhma/	ἐξεύρημα	e)ceu/rhma	urn:cite2:hmt:lsj.chicago_md:n37243	n-s---nv-
ἐξεύρημά	e)ceu/rhma/	ἐξεύρημα	e)ceu/rhma	urn:cite2:hmt:lsj.chicago_md:n37243	n-s---na-
ἐξεῖλεν	e)cei=len	ἐξαιρέω	e)caire/w	urn:cite2:hmt:lsj.chicago_md:n36571	v3saia---
ἐξεῖλεν	e)cei=len	ἐξαιρέω	e)caire/w	urn:cite2:hmt:lsj.chicago_md:n36571	v3saia---
ἐξηκόντισα	e)chko/ntisa	ἐξακοντίζω	e)cakonti/zw	urn:cite2:hmt:lsj.chicago_md:n36610	v1saia---
ἐξορμῶν	e)cormw=n	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v-sppamv-
ἐξορμῶν	e)cormw=n	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v-sppann-
ἐξορμῶν	e)cormw=n	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v-sppanv-
ἐξορμῶν	e)cormw=n	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v-sppana-
ἐξορμῶν	e)cormw=n	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v-sppamn-
ἐξορμῶν	e)cormw=n	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v-sppamn-
ἐξορμῶν	e)cormw=n	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v-sppamv-
ἐξορμῶν	e)cormw=n	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v-sppann-
ἐξορμῶν	e)cormw=n	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v-sppanv-
ἐξορμῶν	e)cormw=n	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v-sppana-
ἐξορμῶν	e)cormw=n	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v-sppamn-
ἐξορμῶν	e)cormw=n	ἐξορμάω	e)corma/w	urn:cite2:hmt:lsj.chicago_md:n37602	v-sppamn-
ἐξορμῶν	e)cormw=n	ἐξορμέω	e)corme/w	urn:cite2:hmt:lsj.chicago_md:n37604	v-sppamn-
ἐξορμῶν	e)cormw=n	ἐξορμέω	e)corme/w	urn:cite2:hmt:lsj.chicago_md:n37604	v-sppamn-
ἐξορμῶν	e)cormw=n	ἐξορμή	e)cormh/	urn:cite2:hmt:lsj.chicago_md:n37605	n-p---fg-
ἐξωπλίζετο	e)cwpli/zeto	ἐξοπλίζω	e)copli/zw	urn:cite2:hmt:lsj.chicago_md:n37572	v3siie---
ἐξέβην	e)ce/bhn	ἐκβαίνω	e)kbai/nw	urn:cite2:hmt:lsj.chicago_md:n31706	v3paia---
ἐξέβην	e)ce/bhn	ἐκβαίνω	e)kbai/nw	urn:cite2:hmt:lsj.chicago_md:n31706	v1saia---
ἐξέκλεψεν	e)ce/kleyen	ἐκκλέπτω	e)kkle/ptw	urn:cite2:hmt:lsj.chicago_md:n32167	v3saia---
ἐξένευσας	e)ce/neusas	ἐκνέω	e)kne/w	urn:cite2:hmt:lsj.chicago_md:n32510	v2saia---
ἐξένευσας	e)ce/neusas	ἐκνεύω	e)kneu/w	urn:cite2:hmt:lsj.chicago_md:n32506	v2saia---
ἐξένευσ’	e)ce/neus'	ἐκνέω	e)kne/w	urn:cite2:hmt:lsj.chicago_md:n32510	v1saia---
ἐξένευσ’	e)ce/neus'	ἐκνέω	e)kne/w	urn:cite2:hmt:lsj.chicago_md:n32510	v3saia---
ἐξένευσ’	e)ce/neus'	ἐκνεύω	e)kneu/w	urn:cite2:hmt:lsj.chicago_md:n32506	v1saia---
ἐξένευσ’	e)ce/neus'	ἐκνεύω	e)kneu/w	urn:cite2:hmt:lsj.chicago_md:n32506	v3saia---
ἐξέπλησα	e)ce/plhsa	ἐκπίμπλημι	e)kpi/mplhmi	urn:cite2:hmt:lsj.chicago_md:n32651	v1saia---
ἐξίστασθε	e)ci/stasqe	ἐξίστημι	e)ci/sthmi	urn:cite2:hmt:lsj.chicago_md:n37410	v2piie---
ἐξίστασθε	e)ci/stasqe	ἐξίστημι	e)ci/sthmi	urn:cite2:hmt:lsj.chicago_md:n37410	v2ppme---
ἐξίστασθε	e)ci/stasqe	ἐξίστημι	e)ci/sthmi	urn:cite2:hmt:lsj.chicago_md:n37410	v2ppie---
ἐξίστασθε	e)ci/stasqe	ἐξίστημι	e)ci/sthmi	urn:cite2:hmt:lsj.chicago_md:n37410	v2piie---
ἐξόν	e)co/n	ἔξεστι	e)/cesti	urn:cite2:hmt:lsj.chicago_md:n37210	v-sppamv-
ἐξόν	e)co/n	ἔξεστι	e)/cesti	urn:cite2:hmt:lsj.chicago_md:n37210	v-sppann-
ἐξόν	e)co/n	ἔξεστι	e)/cesti	urn:cite2:hmt:lsj.chicago_md:n37210	v-sppanv-
ἐξόν	e)co/n	ἔξεστι	e)/cesti	urn:cite2:hmt:lsj.chicago_md:n37210	v-sppana-
ἐξῃροῦμεν	e)ch|rou=men	ἐξαιρέω	e)caire/w	urn:cite2:hmt:lsj.chicago_md:n36571	v1piia---
ἐξῆλθ’	e)ch=lq'	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v1saia---
ἐξῆλθ’	e)ch=lq'	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v3saia---
ἐξῆλθ’	e)ch=lq'	ἐξέρχομαι	e)ce/rxomai	urn:cite2:hmt:lsj.chicago_md:n37200	v3saia---
ἐπαυρέσθαι	e)paure/sqai	ἐπαυρέω	e)paure/w	urn:cite2:hmt:lsj.chicago_md:n38388	v--anm---
ἐπαίρομαι	e)pai/romai	ἐπαίρω	e)pai/rw	urn:cite2:hmt:lsj.chicago_md:n37890	v1spie---
ἐπειδή	e)peidh/	ἐπεί	e)pei/	urn:cite2:hmt:lsj.chicago_md:n38466	c--------
ἐπεμβαλεῖν	e)pembalei=n	ἐπεμβάλλω	e)pemba/llw	urn:cite2:hmt:lsj.chicago_md:n38608	v--ana---
ἐπεμβαλεῖν	e)pembalei=n	ἐπεμβάλλω	e)pemba/llw	urn:cite2:hmt:lsj.chicago_md:n38608	v--fna---
ἐπεμβάλῃ	e)pemba/lh|	ἐπεμβάλλω	e)pemba/llw	urn:cite2:hmt:lsj.chicago_md:n38608	v2sase---
ἐπεμβάλῃ	e)pemba/lh|	ἐπεμβάλλω	e)pemba/llw	urn:cite2:hmt:lsj.chicago_md:n38608	v3sasa---
ἐπεμβάλῃ	e)pemba/lh|	ἐπεμβάλλω	e)pemba/llw	urn:cite2:hmt:lsj.chicago_md:n38608	v2sasm---
ἐπεμβάλῃ	e)pemba/lh|	ἐπεμβάλλω	e)pemba/llw	urn:cite2:hmt:lsj.chicago_md:n38608	v3sasa---
ἐπεμβάσῃ	e)pemba/sh|	ἐπέμβασις	e)pe/mbasis	urn:cite2:hmt:lsj.chicago_md:n38609	n-s---fd-
ἐπεμβάσῃ	e)pemba/sh|	ἐπεμβαίνω	e)pembai/nw	urn:cite2:hmt:lsj.chicago_md:n38607	v-sapafd-
ἐπεμβάσῃ	e)pemba/sh|	ἐπεμβαίνω	e)pembai/nw	urn:cite2:hmt:lsj.chicago_md:n38607	v3sasa---
ἐπεμβάσῃ	e)pemba/sh|	ἐπεμβαίνω	e)pembai/nw	urn:cite2:hmt:lsj.chicago_md:n38607	v2sfim---
ἐπευφήμησαν	e)peufh/mhsan	ἐπευφημέω	e)peufhme/w	urn:cite2:hmt:lsj.chicago_md:n38782	v3paia---
ἐπευφήμησαν	e)peufh/mhsan	ἐπευφημέω	e)peufhme/w	urn:cite2:hmt:lsj.chicago_md:n38782	v3paia---
ἐπεί	e)pei/	ἐπεί	e)pei/	urn:cite2:hmt:lsj.chicago_md:n38466	c--------
ἐπείπερ	e)pei/per	ἐπεί	e)pei/	urn:cite2:hmt:lsj.chicago_md:n38466	c--------
ἐπείπερ	e)pei/per	ἐπείπερ	e)pei/per	urn:cite2:hmt:lsj.chicago_md:n38492	c--------
ἐπείσθησαν	e)pei/sqhsan	πείθω	pei/qw	urn:cite2:hmt:lsj.chicago_md:n80327	v3paip---
ἐπεύχομαι	e)peu/xomai	ἐπεύχομαι	e)peu/xomai	urn:cite2:hmt:lsj.chicago_md:n38790	v1spie---
ἐπιθωΰξει	e)piqwu+/cei	ἐπιθωύσσω	e)piqwu/ssw	urn:cite2:hmt:lsj.chicago_md:n39512	v3sasa---
ἐπιθωΰξει	e)piqwu+/cei	ἐπιθωύσσω	e)piqwu/ssw	urn:cite2:hmt:lsj.chicago_md:n39512	v2sfim---
ἐπιθωΰξει	e)piqwu+/cei	ἐπιθωύσσω	e)piqwu/ssw	urn:cite2:hmt:lsj.chicago_md:n39512	v3sfia---
ἐπιθωΰξει	e)piqwu+/cei	ἐπιθωύσσω	e)piqwu/ssw	urn:cite2:hmt:lsj.chicago_md:n39512	v3sasa---
ἐπιθωΰξει	e)piqwu+/cei	ἐπιθωύσσω	e)piqwu/ssw	urn:cite2:hmt:lsj.chicago_md:n39512	v2sfim---
ἐπιθωΰξει	e)piqwu+/cei	ἐπιθωύσσω	e)piqwu/ssw	urn:cite2:hmt:lsj.chicago_md:n39512	v3sfia---
ἐπικράνων	e)pikra/nwn	ἐπίκρανον	e)pi/kranon	urn:cite2:hmt:lsj.chicago_md:n39862	n-p---ng-
ἐπιμαστίδιον	e)pimasti/dion	ἐπιμαστίδιος	e)pimasti/dios	urn:cite2:hmt:lsj.chicago_md:n40129	n-s---ma-
ἐπιμαστίδιον	e)pimasti/dion	ἐπιμαστίδιος	e)pimasti/dios	urn:cite2:hmt:lsj.chicago_md:n40129	n-s---fa-
ἐπιμαστίδιον	e)pimasti/dion	ἐπιμαστίδιος	e)pimasti/dios	urn:cite2:hmt:lsj.chicago_md:n40129	n-s---nn-
ἐπιμαστίδιον	e)pimasti/dion	ἐπιμαστίδιος	e)pimasti/dios	urn:cite2:hmt:lsj.chicago_md:n40129	n-s---nv-
ἐπιμαστίδιον	e)pimasti/dion	ἐπιμαστίδιος	e)pimasti/dios	urn:cite2:hmt:lsj.chicago_md:n40129	n-s---na-
ἐπισκοπεῖ	e)piskopei=	ἐπισκοπέω	e)piskope/w	urn:cite2:hmt:lsj.chicago_md:n40882	v2spie---
ἐπισκοπεῖ	e)piskopei=	ἐπισκοπέω	e)piskope/w	urn:cite2:hmt:lsj.chicago_md:n40882	v3spia---
ἐπισκοπεῖ	e)piskopei=	ἐπισκοπέω	e)piskope/w	urn:cite2:hmt:lsj.chicago_md:n40882	v2spie---
ἐπισκοπεῖ	e)piskopei=	ἐπισκοπέω	e)piskope/w	urn:cite2:hmt:lsj.chicago_md:n40882	v3spia---
ἐπισκήπτεις	e)piskh/pteis	ἐπισκήπτω	e)piskh/ptw	urn:cite2:hmt:lsj.chicago_md:n40867	v2spia---
ἐπισκήπτω	e)piskh/ptw	ἐπισκήπτω	e)piskh/ptw	urn:cite2:hmt:lsj.chicago_md:n40867	v1spsa---
ἐπισκήπτω	e)piskh/ptw	ἐπισκήπτω	e)piskh/ptw	urn:cite2:hmt:lsj.chicago_md:n40867	v1spia---
ἐπισταθέντες	e)pistaqe/ntes	ἐφίστημι	e)fi/sthmi	urn:cite2:hmt:lsj.chicago_md:n45794	v-pappmn-
ἐπισταθέντες	e)pistaqe/ntes	ἐφίστημι	e)fi/sthmi	urn:cite2:hmt:lsj.chicago_md:n45794	v-pappmv-
ἐπιστολαί	e)pistolai/	ἐπιστολή	e)pistolh/	urn:cite2:hmt:lsj.chicago_md:n41045	n-p---fn-
ἐπιστολαί	e)pistolai/	ἐπιστολή	e)pistolh/	urn:cite2:hmt:lsj.chicago_md:n41045	n-p---fv-
ἐπιστολάς	e)pistola/s	ἐπιστολή	e)pistolh/	urn:cite2:hmt:lsj.chicago_md:n41045	n-p---fa-
ἐπιστροφή	e)pistrofh/	ἐπιστροφή	e)pistrofh/	urn:cite2:hmt:lsj.chicago_md:n41088	n-s---fn-
ἐπιστροφή	e)pistrofh/	ἐπιστροφή	e)pistrofh/	urn:cite2:hmt:lsj.chicago_md:n41088	n-s---fv-
ἐπιστάμεσθα	e)pista/mesqa	ἐφίστημι	e)fi/sthmi	urn:cite2:hmt:lsj.chicago_md:n45794	v1piie---
ἐπιστάμεσθα	e)pista/mesqa	ἐφίστημι	e)fi/sthmi	urn:cite2:hmt:lsj.chicago_md:n45794	v1piie---
ἐπιστάμεσθα	e)pista/mesqa	ἐφίστημι	e)fi/sthmi	urn:cite2:hmt:lsj.chicago_md:n45794	v1paim---
ἐπιστάμεσθα	e)pista/mesqa	ἐπίσταμαι	e)pi/stamai	urn:cite2:hmt:lsj.chicago_md:n40972	v1piie---
ἐπιστάμεσθα	e)pista/mesqa	ἐπιστάζω	e)pista/zw	urn:cite2:hmt:lsj.chicago_md:n40960	v1pfim---
ἐπιστάται	e)pista/tai	ἐπιστάτη	e)pista/th	urn:cite2:hmt:lsj.chicago_md:n40984	n-s---fd-
ἐπιστάται	e)pista/tai	ἐπιστάτης	e)pista/ths	urn:cite2:hmt:lsj.chicago_md:n40987	n-p---mn-
ἐπιστάται	e)pista/tai	ἐπιστάτης	e)pista/ths	urn:cite2:hmt:lsj.chicago_md:n40987	n-p---mv-
ἐπιστάται	e)pista/tai	ἐπιστάτης	e)pista/ths	urn:cite2:hmt:lsj.chicago_md:n40987	n-s---md-
ἐπιστέλλει	e)piste/llei	ἐπιστέλλω	e)piste/llw	urn:cite2:hmt:lsj.chicago_md:n41001	v2spie---
ἐπιστέλλει	e)piste/llei	ἐπιστέλλω	e)piste/llw	urn:cite2:hmt:lsj.chicago_md:n41001	v3spia---
ἐπισχέτω	e)pisxe/tw	ἐπίσχω	e)pi/sxw	urn:cite2:hmt:lsj.chicago_md:n41216	v3spma---
ἐπλεύσατε	e)pleu/sate	πλέω	ple/w	urn:cite2:hmt:lsj.chicago_md:n83754	v2paia---
ἐπληρώθημεν	e)plhrw/qhmen	πληρόω	plhro/w	urn:cite2:hmt:lsj.chicago_md:n83834	v1paip---
ἐπτερωμένον	e)pterwme/non	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-srpema-
ἐπτερωμένον	e)pterwme/non	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-srpenn-
ἐπτερωμένον	e)pterwme/non	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-srpenv-
ἐπτερωμένον	e)pterwme/non	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-srpena-
ἐπωμίδας	e)pwmi/das	ἐπωμίς	e)pwmi/s	urn:cite2:hmt:lsj.chicago_md:n42071	n-p---fa-
ἐπωτίδων	e)pwti/dwn	ἐπωτίδες	e)pwti/des	urn:cite2:hmt:lsj.chicago_md:n42098	n-p---fg-
ἐπέβα	e)pe/ba	ἐπιβαίνω	e)pibai/nw	urn:cite2:hmt:lsj.chicago_md:n38876	v3saia---
ἐπέβα	e)pe/ba	ἐπιβαίνω	e)pibai/nw	urn:cite2:hmt:lsj.chicago_md:n38876	v3saia---
ἐπέβας	e)pe/bas	ἐπιβαίνω	e)pibai/nw	urn:cite2:hmt:lsj.chicago_md:n38876	v2saia---
ἐπέβας	e)pe/bas	ἐπιβαίνω	e)pibai/nw	urn:cite2:hmt:lsj.chicago_md:n38876	v2saia---
ἐπέβασαν	e)pe/basan	ἐπιβαίνω	e)pibai/nw	urn:cite2:hmt:lsj.chicago_md:n38876	v3paia---
ἐπέβασαν	e)pe/basan	ἐπιβαίνω	e)pibai/nw	urn:cite2:hmt:lsj.chicago_md:n38876	v3paia---
ἐπέζεσε	e)pe/zese	ἐπιζέω	e)pize/w	urn:cite2:hmt:lsj.chicago_md:n39368	v3saia---
ἐπέρασαν	e)pe/rasan	ἐπιρραίνω	e)pirrai/nw	urn:cite2:hmt:lsj.chicago_md:n40704	v3paia---
ἐπέρασαν	e)pe/rasan	περάω1	pera/w	urn:cite2:hmt:lsj.chicago_md:n80993	v3piia---
ἐπέρασαν	e)pe/rasan	περάω1	pera/w	urn:cite2:hmt:lsj.chicago_md:n80994	v3piia---
ἐπέρασαν	e)pe/rasan	περάω1	pera/w	urn:cite2:hmt:lsj.chicago_md:n80993	v3paia---
ἐπέρασαν	e)pe/rasan	περάω1	pera/w	urn:cite2:hmt:lsj.chicago_md:n80994	v3paia---
ἐπέρασαν	e)pe/rasan	περάω1	pera/w	urn:cite2:hmt:lsj.chicago_md:n80993	v3paia---
ἐπέρασαν	e)pe/rasan	περάω1	pera/w	urn:cite2:hmt:lsj.chicago_md:n80994	v3paia---
ἐπέρασαν	e)pe/rasan	περάω2	pera/w	urn:cite2:hmt:lsj.chicago_md:n80993	v3paia---
ἐπέρασαν	e)pe/rasan	περάω2	pera/w	urn:cite2:hmt:lsj.chicago_md:n80994	v3paia---
ἐπήλυδας	e)ph/ludas	ἔπηλυς	e)/phlus	urn:cite2:hmt:lsj.chicago_md:n38819	n-p---ma-
ἐπήλυδας	e)ph/ludas	ἔπηλυς	e)/phlus	urn:cite2:hmt:lsj.chicago_md:n38819	n-p---fa-
ἐπί	e)pi/	ἐπί	e)pi/	urn:cite2:hmt:lsj.chicago_md:n38862	r--------
ἐπίσχῃ	e)pi/sxh|	ἐπίσχω	e)pi/sxw	urn:cite2:hmt:lsj.chicago_md:n41216	v2spse---
ἐπίσχῃ	e)pi/sxh|	ἐπίσχω	e)pi/sxw	urn:cite2:hmt:lsj.chicago_md:n41216	v2spie---
ἐπίσχῃ	e)pi/sxh|	ἐπίσχω	e)pi/sxw	urn:cite2:hmt:lsj.chicago_md:n41216	v3spsa---
ἐπόμνυς	e)po/mnus	ἐπόμνυμι	e)po/mnumi	urn:cite2:hmt:lsj.chicago_md:n41809	v2spia---
ἐπόμνυς	e)po/mnus	ἐπόμνυμι	e)po/mnumi	urn:cite2:hmt:lsj.chicago_md:n41809	v2siia---
ἐπόρθμευσας	e)po/rqmeusas	πορθμεύω	porqmeu/w	urn:cite2:hmt:lsj.chicago_md:n85750	v2saia---
ἐπώμοσ’	e)pw/mos'	ἐπόμνυμι	e)po/mnumi	urn:cite2:hmt:lsj.chicago_md:n41809	v1saia---
ἐπώμοσ’	e)pw/mos'	ἐπόμνυμι	e)po/mnumi	urn:cite2:hmt:lsj.chicago_md:n41809	v3saia---
ἐπώμοσ’	e)pw/mos'	ἐπώμοσις	e)pw/mosis	urn:cite2:hmt:lsj.chicago_md:n42073	n-s---fv-
ἐπώνυμον	e)pw/numon	ἐπώνυμος	e)pw/numos	urn:cite2:hmt:lsj.chicago_md:n42081	n-s---ma-
ἐπώνυμον	e)pw/numon	ἐπώνυμος	e)pw/numos	urn:cite2:hmt:lsj.chicago_md:n42081	n-s---fa-
ἐπώνυμον	e)pw/numon	ἐπώνυμος	e)pw/numos	urn:cite2:hmt:lsj.chicago_md:n42081	n-s---nn-
ἐπώνυμον	e)pw/numon	ἐπώνυμος	e)pw/numos	urn:cite2:hmt:lsj.chicago_md:n42081	n-s---nv-
ἐπώνυμον	e)pw/numon	ἐπώνυμος	e)pw/numos	urn:cite2:hmt:lsj.chicago_md:n42081	n-s---na-
ἐρετμοῖσι	e)retmoi=si	ἐρετμόν	e)retmo/n	urn:cite2:hmt:lsj.chicago_md:n42319	n-p---nd-
ἐρετμοῖσι	e)retmoi=si	ἐρετμός	e)retmo/s	urn:cite2:hmt:lsj.chicago_md:n42320	n-p---md-
ἐρετμοῖσι	e)retmoi=si	ἐρετμόω	e)retmo/w	urn:cite2:hmt:lsj.chicago_md:n42321	v-pppamd-
ἐρετμοῖσι	e)retmoi=si	ἐρετμόω	e)retmo/w	urn:cite2:hmt:lsj.chicago_md:n42321	v-pppand-
ἐρετμοῖσι	e)retmoi=si	ἐρετμόω	e)retmo/w	urn:cite2:hmt:lsj.chicago_md:n42321	v3spsa---
ἐρετμοῖσι	e)retmoi=si	ἐρετμόω	e)retmo/w	urn:cite2:hmt:lsj.chicago_md:n42321	v3ppia---
ἐρετμά	e)retma/	ἐρετμόν	e)retmo/n	urn:cite2:hmt:lsj.chicago_md:n42319	n-p---nn-
ἐρετμά	e)retma/	ἐρετμόν	e)retmo/n	urn:cite2:hmt:lsj.chicago_md:n42319	n-p---nv-
ἐρετμά	e)retma/	ἐρετμόν	e)retmo/n	urn:cite2:hmt:lsj.chicago_md:n42319	n-p---na-
ἐρείψιμον	e)rei/yimon	ἐρείψιμος	e)rei/yimos	urn:cite2:hmt:lsj.chicago_md:n42293	n-s---ma-
ἐρείψιμον	e)rei/yimon	ἐρείψιμος	e)rei/yimos	urn:cite2:hmt:lsj.chicago_md:n42293	n-s---fa-
ἐρείψιμον	e)rei/yimon	ἐρείψιμος	e)rei/yimos	urn:cite2:hmt:lsj.chicago_md:n42293	n-s---nn-
ἐρείψιμον	e)rei/yimon	ἐρείψιμος	e)rei/yimos	urn:cite2:hmt:lsj.chicago_md:n42293	n-s---nv-
ἐρείψιμον	e)rei/yimon	ἐρείψιμος	e)rei/yimos	urn:cite2:hmt:lsj.chicago_md:n42293	n-s---na-
ἐρεῖ	e)rei=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v2spie---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v2spie---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v2spie---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v3spia---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v3spia---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v3spia---
ἐρεῖ	e)rei=	ἐρῶ	e)rw=	urn:cite2:hmt:lsj.chicago_md:n42830	v2sfim---
ἐρεῖ	e)rei=	ἐρῶ	e)rw=	urn:cite2:hmt:lsj.chicago_md:n42830	v3sfia---
ἐρημίας	e)rhmi/as	ἐρημία	e)rhmi/a	urn:cite2:hmt:lsj.chicago_md:n42366	n-p---fa-
ἐρημίας	e)rhmi/as	ἐρημία	e)rhmi/a	urn:cite2:hmt:lsj.chicago_md:n42366	n-s---fg-
ἐρρήθη	e)rrh/qh	ἐρῶ	e)rw=	urn:cite2:hmt:lsj.chicago_md:n42830	v3saip---
ἐρωτήσῃς	e)rwth/sh|s	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v2sasa---
ἐρωτᾷς	e)rwta=|s	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v2spsa---
ἐρωτᾷς	e)rwta=|s	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v2spia---
ἐρωτῶ	e)rwtw=	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v2spme---
ἐρωτῶ	e)rwtw=	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v1spsa---
ἐρωτῶ	e)rwtw=	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v1spia---
ἐρωτῶ	e)rwtw=	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v1spsa---
ἐρωτῶ	e)rwtw=	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v1spia---
ἐρωτῶ	e)rwtw=	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v2siie---
ἐρωτῶν	e)rwtw=n	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v-sppamv-
ἐρωτῶν	e)rwtw=n	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v-sppann-
ἐρωτῶν	e)rwtw=n	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v-sppanv-
ἐρωτῶν	e)rwtw=n	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v-sppana-
ἐρωτῶν	e)rwtw=n	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v-sppamn-
ἐρωτῶν	e)rwtw=n	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v-sppamn-
ἐρέσσει	e)re/ssei	ἐρέσσω	e)re/ssw	urn:cite2:hmt:lsj.chicago_md:n42310	v3sasa---
ἐρέσσει	e)re/ssei	ἐρέσσω	e)re/ssw	urn:cite2:hmt:lsj.chicago_md:n42310	v2spie---
ἐρέσσει	e)re/ssei	ἐρέσσω	e)re/ssw	urn:cite2:hmt:lsj.chicago_md:n42310	v3spia---
ἐρᾷς	e)ra=|s	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spsa---
ἐρᾷς	e)ra=|s	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spsa---
ἐρᾷς	e)ra=|s	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spia---
ἐρᾷς	e)ra=|s	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spia---
ἐρᾷς	e)ra=|s	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spsa---
ἐρᾷς	e)ra=|s	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spsa---
ἐρᾷς	e)ra=|s	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spia---
ἐρᾷς	e)ra=|s	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spia---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spme---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spme---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v1spsa---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v1spsa---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v1spia---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v1spia---
