’	e)\	- no urn found -	ἒ
ἐπαείροντα	e)pi/-a)ei/rw	- no urn found -	ἐπί-ἀείρω
ἐπαλλακεύετο	pallakeu/omai	- no urn found -	παλλακεύομαι
ἐπαΐοντες	e)pai/w	- no urn found -	ἐπαίω
ἐπαΐοντες	e)pai/w	- no urn found -	ἐπαίω
ἐπεδείκνυσαν	e)pidei/knumi	- no urn found -	ἐπιδείκνυμι
ἐπεδέξατο	e)pidei/knumi	- no urn found -	ἐπιδείκνυμι
ἐπεκούρεε	e)pi/-e)pikoure/w	- no urn found -	ἐπί-ἐπικουρέω
ἐπελανθάνετο	e)pilanqa/nomai	- no urn found -	ἐπιλανθάνομαι
ἐπελάθοντο	e)pilanqa/nomai	- no urn found -	ἐπιλανθάνομαι
ἐπελάθοντο	e)pilanqa/nomai	- no urn found -	ἐπιλανθάνομαι
ἐπελάσας	e)faire/omai	- no urn found -	ἐφαιρέομαι
ἐπελήθετο	e)pilanqa/nomai	- no urn found -	ἐπιλανθάνομαι
ἐπεξῆς	e)pw/xato	- no urn found -	ἐπώχατο
ἐπετρόπευε	e)pi/-tropeu/w	- no urn found -	ἐπί-τροπεύω
ἐπετρόπευσας	e)pi/-tropeu/w	- no urn found -	ἐπί-τροπεύω
ἐπετρόπευσε	e)pi/-tropeu/w	- no urn found -	ἐπί-τροπεύω
ἐπεῖχε	e)pw/xato	- no urn found -	ἐπώχατο
ἐπεῖχον	e)pw/xato	- no urn found -	ἐπώχατο
ἐπεῖχον	e)pw/xato	- no urn found -	ἐπώχατο
ἐπεῖχέ	e)pw/xato	- no urn found -	ἐπώχατο
ἐπηγορέων	e)pi/-h)gore/w	- no urn found -	ἐπί-ἠγορέω
ἐπηείροντο	e)pi/-a)ei/rw	- no urn found -	ἐπί-ἀείρω
ἐπιδαψιλευόμεθα	e)pidayileu/omai	- no urn found -	ἐπιδαψιλεύομαι
ἐπιδαψιλευόμεθα	e)pidayileu/omai	- no urn found -	ἐπιδαψιλεύομαι
ἐπιδεικνύναι	e)pidei/knumi	- no urn found -	ἐπιδείκνυμι
ἐπιδεικνύουσι	e)pidei/knumi	- no urn found -	ἐπιδείκνυμι
ἐπιδεικνύουσι	e)pidei/knumi	- no urn found -	ἐπιδείκνυμι
ἐπιδεικνύουσι	e)pidei/knumi	- no urn found -	ἐπιδείκνυμι
ἐπιδείκνυσθαι	e)pidei/knumi	- no urn found -	ἐπιδείκνυμι
ἐπιδέξαι	e)pidei/knumi	- no urn found -	ἐπιδείκνυμι
ἐπιδέξαι	e)pidei/knumi	- no urn found -	ἐπιδείκνυμι
ἐπιδέξας	e)pidei/knumi	- no urn found -	ἐπιδείκνυμι
ἐπιδέξας	e)pidei/knumi	- no urn found -	ἐπιδείκνυμι
ἐπικατήμενος	e)pi/-ka/qhmai	- no urn found -	ἐπί-κάθημαι
ἐπικυΐσκεται	e)pikui/skomai	- no urn found -	ἐπικυίσκομαι
ἐπικίρναται	e)pi/-kirna/w	- no urn found -	ἐπί-κιρνάω
ἐπιλαθόμενοί	e)pilanqa/nomai	- no urn found -	ἐπιλανθάνομαι
ἐπιλαθόμενοί	e)pilanqa/nomai	- no urn found -	ἐπιλανθάνομαι
ἐπιλαθόμενοί	e)pilanqa/nomai	- no urn found -	ἐπιλανθάνομαι
ἐπιλαθόμενοί	e)pilanqa/nomai	- no urn found -	ἐπιλανθάνομαι
ἐπιλεληθέναι	e)pilanqa/nomai	- no urn found -	ἐπιλανθάνομαι
ἐπιλέξαντες	e)pi/-le/gw	- no urn found -	ἐπί-λέγω1
ἐπιλέξαντες	e)pi/-le/gw	- no urn found -	ἐπί-λέγω1
ἐπιλέξαντες	e)pi/-le/gw	- no urn found -	ἐπί-λέγω3
ἐπιλέξαντες	e)pi/-le/gw	- no urn found -	ἐπί-λέγω3
ἐπιλέξας	e)pi/-le/gw	- no urn found -	ἐπί-λέγω1
ἐπιλέξας	e)pi/-le/gw	- no urn found -	ἐπί-λέγω1
ἐπιλέξας	e)pi/-le/gw	- no urn found -	ἐπί-λέγω3
ἐπιλέξας	e)pi/-le/gw	- no urn found -	ἐπί-λέγω3
ἐπιλήθομαι	e)pilanqa/nomai	- no urn found -	ἐπιλανθάνομαι
ἐπισχεῖν	e)pw/xato	- no urn found -	ἐπώχατο
ἐπισχήσω	e)pw/xato	- no urn found -	ἐπώχατο
ἐπισχόντας	e)pw/xato	- no urn found -	ἐπώχατο
ἐπισχόντες	e)pw/xato	- no urn found -	ἐπώχατο
ἐπισχόντες	e)pw/xato	- no urn found -	ἐπώχατο
ἐπισχών	e)pw/xato	- no urn found -	ἐπώχατο
ἐπιτρεπτέα	e)pitrepte/os	- no urn found -	ἐπιτρεπτέος
ἐπιτρεπτέα	e)pitrepte/os	- no urn found -	ἐπιτρεπτέος
ἐπιτρεπτέα	e)pitrepte/os	- no urn found -	ἐπιτρεπτέος
ἐπιφαύσας	e)pifau/w	- no urn found -	ἐπιφαύω
ἐπιφαύσας	e)pifau/w	- no urn found -	ἐπιφαύω
ἐπάϊστοι	e)pa/istos	- no urn found -	ἐπάιστος
ἐπάϊστοι	e)pa/istos	- no urn found -	ἐπάιστος
ἐπάϊστοι	e)pa/istos	- no urn found -	ἐπάιστος
ἐπάϊστοι	e)pa/istos	- no urn found -	ἐπάιστος
ἐπάϊστον	e)pa/istos	- no urn found -	ἐπάιστος
ἐπάϊστον	e)pa/istos	- no urn found -	ἐπάιστος
ἐπάϊστον	e)pa/istos	- no urn found -	ἐπάιστος
ἐπάϊστον	e)pa/istos	- no urn found -	ἐπάιστος
ἐπάϊστον	e)pa/istos	- no urn found -	ἐπάιστος
ἐπάϊστος	e)pa/istos	- no urn found -	ἐπάιστος
ἐπάϊστος	e)pa/istos	- no urn found -	ἐπάιστος
ἐπέδεξε	e)pidei/knumi	- no urn found -	ἐπιδείκνυμι
ἐπέσχον	e)pw/xato	- no urn found -	ἐπώχατο
ἐπέσχον	e)pw/xato	- no urn found -	ἐπώχατο
ἐπέταξαν	peta/zw	- no urn found -	πετάζω
ἐπέταξε	peta/zw	- no urn found -	πετάζω
ἐπέταξέ	peta/zw	- no urn found -	πετάζω
ἐπέχει	e)pw/xato	- no urn found -	ἐπώχατο
ἐπέχει	e)pw/xato	- no urn found -	ἐπώχατο
ἐπέχοντας	e)pw/xato	- no urn found -	ἐπώχατο
ἐπέχῃ	e)pw/xato	- no urn found -	ἐπώχατο
ἐπέχῃ	e)pw/xato	- no urn found -	ἐπώχατο
ἐπέχῃ	e)pw/xato	- no urn found -	ἐπώχατο
ἐπίτηδες	e)pi/thdes	- no urn found -	ἐπίτηδες
ἐργάτιδες	e)/rgatis	- no urn found -	ἔργατις
ἐργάτιδες	e)/rgatis	- no urn found -	ἔργατις
ἐργόμενος	e)/rgnumi	- no urn found -	ἔργνυμι
ἐργόντων	e)/rgnumi	- no urn found -	ἔργνυμι
ἐργόντων	e)/rgnumi	- no urn found -	ἔργνυμι
ἐρωμένην	e)ra/omai	- no urn found -	ἐράομαι
ἐρωμένην	e)rw/menos	- no urn found -	ἐρώμενος
ἐρέει	e)ra/omai	- no urn found -	ἐράομαι
ἐρέει	e)re/omai	- no urn found -	ἐρέομαι
ἐρήμην	e)ra/omai	- no urn found -	ἐράομαι
ἐσδύεται	ei)sdu/nw	- no urn found -	εἰσδύνω
ἐσδύνειν	ei)sdu/nw	- no urn found -	εἰσδύνω
ἐσδύνων	ei)sdu/nw	- no urn found -	εἰσδύνω
ἐσδύς	ei)sdu/nw	- no urn found -	εἰσδύνω
ἐσδύς	ei)sdu/nw	- no urn found -	εἰσδύνω
ἐσεσάχατο	sa/ssw	- no urn found -	σάσσω
ἐσεσόφιστο	sofi/zomai	- no urn found -	σοφίζομαι
ἐσεῖδε	ei)s-ei)=don	- no urn found -	εἰσ-εἶδον
ἐσιδών	ei)s-ei)=don	- no urn found -	εἰσ-εἶδον
ἐσιτέοντο	site/omai	- no urn found -	σιτέομαι
ἐστρωμένας	sto/rennumi	- no urn found -	στόρεννυμι
ἐστρωμένας	sto/rennumi	- no urn found -	στόρεννυμι
ἐστρωμένη	sto/rennumi	- no urn found -	στόρεννυμι
ἐστρωμένη	sto/rennumi	- no urn found -	στόρεννυμι
ἐστρωμένῃ	sto/rennumi	- no urn found -	στόρεννυμι
ἐστόρεσαν	sto/rennumi	- no urn found -	στόρεννυμι
ἐσφαγιάζετο	sfagia/zw	- no urn found -	σφαγιάζω
ἐσφαγιάζοντο	sfagia/zw	- no urn found -	σφαγιάζω
ἐσωτέρω	e)sw/teros	- no urn found -	ἐσώτερος
ἐσωτέρω	e)sw/teros	- no urn found -	ἐσώτερος
ἐσωτέρω	e)sw/teros	- no urn found -	ἐσώτερος
ἐσωτέρω	e)sw/teros	- no urn found -	ἐσώτερος
ἐσωτέρω	e)sw/teros	- no urn found -	ἐσώτερος
ἐσωτέρω	e)sw/teros	- no urn found -	ἐσώτερος
ἐσωτέρω	e)sw/teros	- no urn found -	ἐσώτερος
ἐσωτέρω	e)sw/teros	- no urn found -	ἐσώτερος
ἐσέδυνε	ei)sdu/nw	- no urn found -	εἰσδύνω
ἐσέδυνε	ei)sdu/nw	- no urn found -	εἰσδύνω
ἐσήιε	ei)sai/w	- no urn found -	εἰσαίω
ἐσόδου	e)/sodos	- no urn found -	ἔσοδος
ἐσόδῳ	e)/sodos	- no urn found -	ἔσοδος
ἐτέων	e)/tai	- no urn found -	ἔται
ἐφαντάζοντό	fanta/zomai	- no urn found -	φαντάζομαι
ἐφάμην	e)fama/w	- no urn found -	ἐφαμάω
ἐφάμην	e)fama/w	- no urn found -	ἐφαμάω
ἐχαρίζετο	xari/zomai	- no urn found -	χαρίζομαι
ἐχαρίσατο	xari/zomai	- no urn found -	χαρίζομαι
ἐχαρίσατό	xari/zomai	- no urn found -	χαρίζομαι
ἐχθρῶν	e)/xqrh	- no urn found -	ἔχθρη
ἐψηφίζετο	yhfi/zomai	- no urn found -	ψηφίζομαι
ἐψηφίσαντο	yhfi/zomai	- no urn found -	ψηφίζομαι
ἑξαπαλαίστου	e(capa/laistos	- no urn found -	ἑξαπάλαιστος
ἑξαπαλαίστου	e(capa/laistos	- no urn found -	ἑξαπάλαιστος
ἑξαπαλαίστου	e(capa/laistos	- no urn found -	ἑξαπάλαιστος
ἑξαπάλαιστα	e(capa/laistos	- no urn found -	ἑξαπάλαιστος
ἑξαπάλαιστα	e(capa/laistos	- no urn found -	ἑξαπάλαιστος
ἑξαπάλαιστα	e(capa/laistos	- no urn found -	ἑξαπάλαιστος
ἑτερέων	e(tere/w	- no urn found -	ἑτερέω
ἑτέρη	e(tere/w	- no urn found -	ἑτερέω
ἑτέρη	e(tere/w	- no urn found -	ἑτερέω
ἑτέρης	e(tere/w	- no urn found -	ἑτερέω
ἑψηθῇ	e(ya/w	- no urn found -	ἑψάω
ἑψήσαντες	e(ya/w	- no urn found -	ἑψάω
ἑψήσαντες	e(ya/w	- no urn found -	ἑψάω
ἑψήσῃ	e(ya/w	- no urn found -	ἑψάω
ἑψήσῃ	e(ya/w	- no urn found -	ἑψάω
ἑψήσῃ	e(ya/w	- no urn found -	ἑψάω
ἔδαισε	dai/zw	- no urn found -	δαίζω
ἔθανε	qnh/skw	- no urn found -	θνήσκω
ἔμβολον	e)/mbolon	- no urn found -	ἔμβολον
ἔμβολον	e)/mbolon	- no urn found -	ἔμβολον
ἔμβολον	e)/mbolon	- no urn found -	ἔμβολον
ἔμπνοος	e)/mpnous	- no urn found -	ἔμπνους
ἔμπνοος	e)/mpnous	- no urn found -	ἔμπνους
ἔνεστι	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
ἔξω	e)/ssomai	- no urn found -	ἔσσομαι
ἔργει	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργει	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργεσθαι	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργετο	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργοισι	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργοισι	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργοισί	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργοισί	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργον	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργον	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργον	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργον	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργου	e)/rgnumi	- no urn found -	ἔργνυμι
ἔργων	e)/rgnumi	- no urn found -	ἔργνυμι
ἔρσην	e)/rsa	- no urn found -	ἔρσα
ἔσοδον	e)/sodos	- no urn found -	ἔσοδος
ἔσοδος	e)/sodos	- no urn found -	ἔσοδος
ἔσσῃ	e)/ssomai	- no urn found -	ἔσσομαι
ἔσσῃ	e)/ssomai	- no urn found -	ἔσσομαι
ἔστρωτο	sto/rennumi	- no urn found -	στόρεννυμι
ἔσχηκε	sxa/w	- no urn found -	σχάω
ἔσχηκε	sxa/w	- no urn found -	σχάω
ἔσωθεν	e)/swqen	- no urn found -	ἔσωθεν
ἔσωθεν	sw/zw	- no urn found -	σώζω
ἔσωσε	sw/zw	- no urn found -	σώζω
ἔσωσά	sw/zw	- no urn found -	σώζω
ἔσῳζον	sw/zw	- no urn found -	σώζω
ἔσῳζον	sw/zw	- no urn found -	σώζω
ἔχθρας	e)/xqrh	- no urn found -	ἔχθρη
ἔχθρας	e)/xqrh	- no urn found -	ἔχθρη
ἔχθρη	e)/xqrh	- no urn found -	ἔχθρη
ἔχθρη	e)/xqrh	- no urn found -	ἔχθρη
ἔχθρην	e)/xqrh	- no urn found -	ἔχθρη
ἔχθρης	e)/xqrh	- no urn found -	ἔχθρη
ἕψησιν	e(ya/w	- no urn found -	ἑψάω
Ἐγεσταίων	*segestai=os	- no urn found -	Σεγεσταῖος
Ἐγεσταίων	*segestai=os	- no urn found -	Σεγεσταῖος
Ἐγεσταίων	*segestai=os	- no urn found -	Σεγεσταῖος
Ἐγχελέας	*)egxe/leos	- no urn found -	Ἐγχέλεος
Ἐγχελέας	*)egxe/leos	- no urn found -	Ἐγχέλεος
Ἐγχελέων	*)egxe/leos	- no urn found -	Ἐγχέλεος
Ἐγχελέων	*)egxe/leos	- no urn found -	Ἐγχέλεος
Ἐγχελέων	*)egxe/leos	- no urn found -	Ἐγχέλεος
Ἐλαιούσιοι	*)elaiou/sios	- no urn found -	Ἐλαιούσιος
Ἐλαιούσιοι	*)elaiou/sios	- no urn found -	Ἐλαιούσιος
Ἐλαιοῦντα	e)lai/zw	- no urn found -	ἐλαίζω
Ἐλαιοῦντα	e)lai/zw	- no urn found -	ἐλαίζω
Ἐλαιοῦντα	e)lai/zw	- no urn found -	ἐλαίζω
Ἐλαιοῦντα	e)lai/zw	- no urn found -	ἐλαίζω
Ἐλαιοῦντι	e)lai/zw	- no urn found -	ἐλαίζω
Ἐλαιοῦντι	e)lai/zw	- no urn found -	ἐλαίζω
Ἐλαιοῦντι	e)lai/zw	- no urn found -	ἐλαίζω
Ἐλαιοῦντος	e)lai/zw	- no urn found -	ἐλαίζω
Ἐλαιοῦντος	e)lai/zw	- no urn found -	ἐλαίζω
Ἐλβώ	*)elbw/	- no urn found -	Ἐλβώ
Ἐλευθερίου	*)eleuqe/rios	- no urn found -	Ἐλευθέριος
Ἐλευθερίου	*)eleuqe/rios	- no urn found -	Ἐλευθέριος
Ἐλευσῖνι	*)eleusi=ni	- no urn found -	Ἐλευσῖνι
Ἐλεφαντίνην	*)elefanti/nh	- no urn found -	Ἐλεφαντίνη
Ἐλεφαντίνης	*)elefanti/nh	- no urn found -	Ἐλεφαντίνη
Ἐλεφαντίνῃ	*)elefanti/nh	- no urn found -	Ἐλεφαντίνη
Ἐλεύθεροι	*)eleu/qeros	- no urn found -	Ἐλεύθερος
Ἐλεύθεροι	*)eleu/qeros	- no urn found -	Ἐλεύθερος
Ἐλλοπίης	*)ello/pios	- no urn found -	Ἐλλόπιος
Ἐλλοπίης	*)ellopi/eus	- no urn found -	Ἐλλοπίευς
Ἐλλοπίης	*)ellopi/eus	- no urn found -	Ἐλλοπίευς
Ἐλλοπίης	*)ellopi/eus	- no urn found -	Ἐλλοπίευς
Ἐλάτειαν	*)elatei/a	- no urn found -	Ἐλατεία
Ἐλώρῳ	*)/elwros	- no urn found -	Ἔλωρος
Ἐνετούς	*)enetoi/	- no urn found -	Ἐνετοί
Ἐνετῶν	*)enetoi/	- no urn found -	Ἐνετοί
Ἐνετῶν	*)enetoi/	- no urn found -	Ἐνετοί
Ἐνιαχῇ	e)n-a)xe/w	- no urn found -	ἐν-ἀχέω2
Ἐνιαχῇ	e)n-h)xe/w	- no urn found -	ἐν-ἠχέω
Ἐνιαχῇ	e)n-h)xe/w	- no urn found -	ἐν-ἠχέω
Ἐνιαχῇ	e)n-h)xe/w	- no urn found -	ἐν-ἠχέω
Ἐνιαχῇ	e)n-i)axe/w	- no urn found -	ἐν-ἰαχέω
Ἐνιαχῇ	e)n-i)axe/w	- no urn found -	ἐν-ἰαχέω
Ἐνιαχῇ	e)n-i)axe/w	- no urn found -	ἐν-ἰαχέω
Ἐνιπέος	*)enipeu/s	- no urn found -	Ἐνιπεύς
Ἐνιήνων	*)enih=nes	- no urn found -	Ἐνιῆνες
Ἐνιῆνες	*)enih=nes	- no urn found -	Ἐνιῆνες
Ἐνιῆνες	*)enih=nes	- no urn found -	Ἐνιῆνες
Ἐννεάκρουνον	*)ennea/krounos	- no urn found -	Ἐννεάκρουνος
Ἐννέα	*)enne/h	- no urn found -	Ἐννέη
Ἐννέα	*)enne/h	- no urn found -	Ἐννέη
Ἐννέα	*)enne/h	- no urn found -	Ἐννέη
Ἐννέα	*)enne/h	- no urn found -	Ἐννέη
Ἐννέα	*)enne/h	- no urn found -	Ἐννέη
Ἐνάρεες	*)enare/as	- no urn found -	Ἐναρέας
Ἐνῆσαν	e)n-ei)mi/	- no urn found -	ἐν-εἰμί
Ἐξαμπαῖον	*)ecampai=os	- no urn found -	Ἐξαμπαῖος
Ἐξαμπαῖος	*)ecampai=os	- no urn found -	Ἐξαμπαῖος
Ἐξαπολομένων	e)capo/llumi	- no urn found -	ἐξαπόλλυμι
Ἐξαπολομένων	e)capo/llumi	- no urn found -	ἐξαπόλλυμι
Ἐξαπολομένων	e)capo/llumi	- no urn found -	ἐξαπόλλυμι
Ἐορδοί	*)eordo/s	- no urn found -	Ἐορδός
Ἐορδοί	*)eordo/s	- no urn found -	Ἐορδός
Ἐορδοί	*)eordoi/	- no urn found -	Ἐορδοί
Ἐορδοί	*)eordoi/	- no urn found -	Ἐορδοί
Ἐπιγόνοισι	*)epi/gonos	- no urn found -	Ἐπίγονος
Ἐπιδαυρίοισι	*)epidau/rios	- no urn found -	Ἐπιδαύριος
Ἐπιδαυρίοισι	*)epidau/rios	- no urn found -	Ἐπιδαύριος
Ἐπιδαυρίους	*)epidau/rios	- no urn found -	Ἐπιδαύριος
Ἐπιδαυρίων	*)epidau/rios	- no urn found -	Ἐπιδαύριος
Ἐπιδαυρίων	*)epidau/rios	- no urn found -	Ἐπιδαύριος
Ἐπιδαυρίων	*)epidau/rios	- no urn found -	Ἐπιδαύριος
Ἐπιδαύριοι	*)epidau/rios	- no urn found -	Ἐπιδαύριος
Ἐπιδαύριοι	*)epidau/rios	- no urn found -	Ἐπιδαύριος
Ἐπιδαύρου	*)epi/dauros	- no urn found -	Ἐπίδαυρος
Ἐπιδάμνιος	*)epida/mnios	- no urn found -	Ἐπιδάμνιος
Ἐπιδίζηται	e)pidi/zomai	- no urn found -	ἐπιδίζομαι
Ἐπιζεφυρίοισι	*)epizefu/rios	- no urn found -	Ἐπιζεφύριος
Ἐπιζεφυρίοισι	*)epizefu/rios	- no urn found -	Ἐπιζεφύριος
Ἐπιστρόφου	*)epi/strofos	- no urn found -	Ἐπίστροφος
Ἐπισχόντες	e)pw/xato	- no urn found -	ἐπώχατο
Ἐπισχόντες	e)pw/xato	- no urn found -	ἐπώχατο
Ἐπισχών	e)pw/xato	- no urn found -	ἐπώχατο
Ἐπιάλτεω	*)epia/lths	- no urn found -	Ἐπιάλτης
Ἐπιάλτην	*)epia/lths	- no urn found -	Ἐπιάλτης
Ἐπιάλτης	*)epia/lths	- no urn found -	Ἐπιάλτης
Ἐπιάλτῃ	*)epia/lths	- no urn found -	Ἐπιάλτης
Ἐπάϊστος	e)pa/istos	- no urn found -	ἐπάιστος
Ἐπάϊστος	e)pa/istos	- no urn found -	ἐπάιστος
Ἐπέσχε	e)pw/xato	- no urn found -	ἐπώχατο
Ἐπίδαυρον	*)epi/dauros	- no urn found -	Ἐπίδαυρος
Ἐπίζηλον	*)epi/zhlos	- no urn found -	Ἐπίζηλος
Ἐπίτηδες	e)pi/thdes	- no urn found -	ἐπίτηδες
Ἐρασίνου	*)era/sinos	- no urn found -	Ἐράσινος
Ἐρασίνου	*)erasi=nos	- no urn found -	Ἐρασῖνος
Ἐρασῖνον	*)erasi=nos	- no urn found -	Ἐρασῖνος
Ἐρετριεῦσι	*)eretrieu/s-pl	- no urn found -	Ἐρετριεύσ-πλ
Ἐρετρικῆς	*)eretriko/s	- no urn found -	Ἐρετρικός
Ἐρετριέας	*)eretrieu/s-pl	- no urn found -	Ἐρετριεύσ-πλ
Ἐρετριέας	*)eretrieu/s-pl	- no urn found -	Ἐρετριεύσ-πλ
Ἐρετριέες	*)eretrieu/s-pl	- no urn found -	Ἐρετριεύσ-πλ
Ἐρετριέες	*)eretrieu/s-pl	- no urn found -	Ἐρετριεύσ-πλ
Ἐρετριέων	*)eretrio/s	- no urn found -	Ἐρετριός
Ἐρετριέων	*)eretrio/s	- no urn found -	Ἐρετριός
Ἐρινεοῦ	*)erineo/s	- no urn found -	Ἐρινεός
Ἐρξάνδρου	*)/ercandros	- no urn found -	Ἔρξανδρος
Ἐρυθραίου	*)eruqrai/as	- no urn found -	Ἐρυθραίας
Ἐρυθραίου	*)eruqrai=os	- no urn found -	Ἐρυθραῖος
Ἐρυθραίου	*)eruqrai=os	- no urn found -	Ἐρυθραῖος
