Αἰγύπτιος	*ai)gu/ptios	Αἰγύπτιος	*ai)gu/ptios	urn:cite2:hmt:lsj.chicago_md:n2219	a-s---mn-
ἐποίκοις	e)poi/kois	ἔποικος	e)/poikos	urn:cite2:hmt:lsj.chicago_md:n41772	n-p---fd-
ἐποίκοις	e)poi/kois	ἔποικος	e)/poikos	urn:cite2:hmt:lsj.chicago_md:n41772	n-p---nd-
ἐπτερωμένος	e)pterwme/nos	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-srpemn-
ἐπτερωμένω	e)pterwme/nw	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-drpemn-
ἐπτερωμένω	e)pterwme/nw	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-drpemv-
ἐπτερωμένω	e)pterwme/nw	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-drpema-
ἐπτερωμένω	e)pterwme/nw	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-drpenn-
ἐπτερωμένω	e)pterwme/nw	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-drpenv-
ἐπτερωμένω	e)pterwme/nw	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-drpena-
ἐπτερωμένω	e)pterwme/nw	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-srpemg-
ἐπτερωμένω	e)pterwme/nw	πτερόω	ptero/w	urn:cite2:hmt:lsj.chicago_md:n91154	v-srpeng-
ἐπωλόλυξαν	e)pwlo/lucan	ἐπολολύζω	e)pololu/zw	urn:cite2:hmt:lsj.chicago_md:n41796	v3paia---
ἐπάθομεν	e)pa/qomen	πάσχω	pa/sxw	urn:cite2:hmt:lsj.chicago_md:n79983	v1paia---
ἐπάνω	e)pa/nw	ἐπάνω	e)pa/nw	urn:cite2:hmt:lsj.chicago_md:n38245	d--------
ἐπέβαλεν	e)pe/balen	ἐπιβάλλω	e)piba/llw	urn:cite2:hmt:lsj.chicago_md:n38879	v3saia---
ἐπέβαλεν	e)pe/balen	ἐπιβάλλω	e)piba/llw	urn:cite2:hmt:lsj.chicago_md:n38879	v3saia---
ἐπέγειρον	e)pe/geiron	ἐπεγείρω	e)pegei/rw	urn:cite2:hmt:lsj.chicago_md:n38434	v2sama---
ἐπέγειρον	e)pe/geiron	ἐπεγείρω	e)pegei/rw	urn:cite2:hmt:lsj.chicago_md:n38434	v3piia---
ἐπέγειρον	e)pe/geiron	ἐπεγείρω	e)pegei/rw	urn:cite2:hmt:lsj.chicago_md:n38434	v1siia---
ἐπέμψαμεν	e)pe/myamen	πέμπω	pe/mpw	urn:cite2:hmt:lsj.chicago_md:n80557	v1paia---
ἐπέπτου	e)pe/ptou	ἐφίπταμαι	e)fi/ptamai	urn:cite2:hmt:lsj.chicago_md:n45789	v2saim---
ἐπέπτου	e)pe/ptou	πέσσω	pe/ssw	urn:cite2:hmt:lsj.chicago_md:n82707	v2siie---
ἐπέσται	e)pe/stai	ἔπειμι1	e)/peimi	urn:cite2:hmt:lsj.chicago_md:n38487	v3sfim---
ἐπέσται	e)pe/stai	ἔπειμι1	e)/peimi	urn:cite2:hmt:lsj.chicago_md:n38488	v3sfim---
ἐπέτονθ’	e)pe/tonq'	πέτομαι	pe/tomai	urn:cite2:hmt:lsj.chicago_md:n82756	v3piie---
ἐπέτοντ’	e)pe/tont'	πέτομαι	pe/tomai	urn:cite2:hmt:lsj.chicago_md:n82756	v3piie---
ἐπέων	e)pe/wn	ἔπος	e)/pos	urn:cite2:hmt:lsj.chicago_md:n41858	n-p---ng-
ἐπί	e)pi/	ἐπί	e)pi/	urn:cite2:hmt:lsj.chicago_md:n38862	r--------
ἐπίβαλε	e)pi/bale	ἐπιβάλλω	e)piba/llw	urn:cite2:hmt:lsj.chicago_md:n38879	v2sama---
ἐπίβαλε	e)pi/bale	ἐπιβάλλω	e)piba/llw	urn:cite2:hmt:lsj.chicago_md:n38879	v3saia---
ἐπίκεινται	e)pi/keintai	ἐπίκειμαι	e)pi/keimai	urn:cite2:hmt:lsj.chicago_md:n39661	v3ppie---
ἐπίκληρον	e)pi/klhron	ἐπίκληρος	e)pi/klhros	urn:cite2:hmt:lsj.chicago_md:n39749	n-s---fa-
ἐπίνοιαν	e)pi/noian	ἐπίνοια	e)pi/noia	urn:cite2:hmt:lsj.chicago_md:n40340	n-s---fa-
ἐπίσκοπος	e)pi/skopos	ἐπίσκοποσ1	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40888	n-s---mn-
ἐπίσκοπος	e)pi/skopos	ἐπίσκοποσ1	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40889	n-s---mn-
ἐπίσκοπος	e)pi/skopos	ἐπίσκοποσ2	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40888	n-s---mn-
ἐπίσκοπος	e)pi/skopos	ἐπίσκοποσ2	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40889	n-s---mn-
ἐπίσκοπος	e)pi/skopos	ἐπίσκοποσ2	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40888	n-s---fn-
ἐπίσκοπος	e)pi/skopos	ἐπίσκοποσ2	e)pi/skopos	urn:cite2:hmt:lsj.chicago_md:n40889	n-s---fn-
ἐπίσταμαι	e)pi/stamai	ἐφίστημι	e)fi/sthmi	urn:cite2:hmt:lsj.chicago_md:n45794	v1spie---
ἐπίσταμαι	e)pi/stamai	ἐπίσταμαι	e)pi/stamai	urn:cite2:hmt:lsj.chicago_md:n40972	v1spie---
ἐπίσχες	e)pi/sxes	ἐπίσχω	e)pi/sxw	urn:cite2:hmt:lsj.chicago_md:n41216	v2spia---
ἐπίφερε	e)pi/fere	ἐπιφέρω	e)pife/rw	urn:cite2:hmt:lsj.chicago_md:n41498	v2spma---
ἐπίφερε	e)pi/fere	ἐπιφέρω	e)pife/rw	urn:cite2:hmt:lsj.chicago_md:n41498	v3siia---
ἐπίωσ’	e)pi/ws'	ἔπειμι1	e)/peimi	urn:cite2:hmt:lsj.chicago_md:n38487	v3ppsa---
ἐπίωσ’	e)pi/ws'	ἔπειμι1	e)/peimi	urn:cite2:hmt:lsj.chicago_md:n38488	v3ppsa---
ἐπίωσ’	e)pi/ws'	ἔπειμι2	e)/peimi	urn:cite2:hmt:lsj.chicago_md:n38487	v3ppsa---
ἐπίωσ’	e)pi/ws'	ἔπειμι2	e)/peimi	urn:cite2:hmt:lsj.chicago_md:n38488	v3ppsa---
ἐπίωσ’	e)pi/ws'	ἐφίημι	e)fi/hmi	urn:cite2:hmt:lsj.chicago_md:n45773	v3ppsa---
ἐπίωσ’	e)pi/ws'	ἐπωθέω	e)pwqe/w	urn:cite2:hmt:lsj.chicago_md:n42060	v2samm---
ἐπίωσ’	e)pi/ws'	ἐπωθέω	e)pwqe/w	urn:cite2:hmt:lsj.chicago_md:n42060	v1saia---
ἐπίωσ’	e)pi/ws'	ἐπωθέω	e)pwqe/w	urn:cite2:hmt:lsj.chicago_md:n42060	v3saia---
ἐπῶν	e)pw=n	ἔπος	e)/pos	urn:cite2:hmt:lsj.chicago_md:n41858	n-p---ng-
ἐπῷζε	e)pw=|ze	ἐπῴζω	e)pw/|zw	urn:cite2:hmt:lsj.chicago_md:n42059	v3siia---
ἐρασταί	e)rastai/	ἐραστής	e)rasth/s	urn:cite2:hmt:lsj.chicago_md:n42132	n-p---mn-
ἐρασταί	e)rastai/	ἐραστής	e)rasth/s	urn:cite2:hmt:lsj.chicago_md:n42132	n-p---mv-
ἐρασταί	e)rastai/	ἐραστός	e)rasto/s	urn:cite2:hmt:lsj.chicago_md:n42134	a-p---fn-
ἐρασταί	e)rastai/	ἐραστός	e)rasto/s	urn:cite2:hmt:lsj.chicago_md:n42134	a-p---fv-
ἐραστά	e)rasta/	ἐραστής	e)rasth/s	urn:cite2:hmt:lsj.chicago_md:n42132	n-d---mn-
ἐραστά	e)rasta/	ἐραστής	e)rasth/s	urn:cite2:hmt:lsj.chicago_md:n42132	n-d---mv-
ἐραστά	e)rasta/	ἐραστής	e)rasth/s	urn:cite2:hmt:lsj.chicago_md:n42132	n-d---ma-
ἐραστά	e)rasta/	ἐραστής	e)rasth/s	urn:cite2:hmt:lsj.chicago_md:n42132	n-s---mv-
ἐραστά	e)rasta/	ἐραστής	e)rasth/s	urn:cite2:hmt:lsj.chicago_md:n42132	n-s---mn-
ἐραστά	e)rasta/	ἐραστός	e)rasto/s	urn:cite2:hmt:lsj.chicago_md:n42134	a-p---nn-
ἐραστά	e)rasta/	ἐραστός	e)rasto/s	urn:cite2:hmt:lsj.chicago_md:n42134	a-p---nv-
ἐραστά	e)rasta/	ἐραστός	e)rasto/s	urn:cite2:hmt:lsj.chicago_md:n42134	a-p---na-
ἐραστά	e)rasta/	ἐραστός	e)rasto/s	urn:cite2:hmt:lsj.chicago_md:n42134	a-d---fn-
ἐραστά	e)rasta/	ἐραστός	e)rasto/s	urn:cite2:hmt:lsj.chicago_md:n42134	a-d---fv-
ἐραστά	e)rasta/	ἐραστός	e)rasto/s	urn:cite2:hmt:lsj.chicago_md:n42134	a-d---fa-
ἐραστά	e)rasta/	ἐραστός	e)rasto/s	urn:cite2:hmt:lsj.chicago_md:n42134	a-s---fn-
ἐραστά	e)rasta/	ἐραστός	e)rasto/s	urn:cite2:hmt:lsj.chicago_md:n42134	a-s---fv-
ἐραστάς	e)rasta/s	ἐραστής	e)rasth/s	urn:cite2:hmt:lsj.chicago_md:n42132	n-p---ma-
ἐραστάς	e)rasta/s	ἐραστής	e)rasth/s	urn:cite2:hmt:lsj.chicago_md:n42132	n-s---mn-
ἐραστάς	e)rasta/s	ἐραστός	e)rasto/s	urn:cite2:hmt:lsj.chicago_md:n42134	a-p---fa-
ἐργασαίατο	e)rgasai/ato	ἐργάζομαι	e)rga/zomai	urn:cite2:hmt:lsj.chicago_md:n42159	v3paoe---
ἐργάζει	e)rga/zei	ἐργάζομαι	e)rga/zomai	urn:cite2:hmt:lsj.chicago_md:n42159	v2spie---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v2spie---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v2spie---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v2spie---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v3spia---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v3spia---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v3spia---
ἐρεῖ	e)rei=	ἐρῶ	e)rw=	urn:cite2:hmt:lsj.chicago_md:n42830	v2sfim---
ἐρεῖ	e)rei=	ἐρῶ	e)rw=	urn:cite2:hmt:lsj.chicago_md:n42830	v3sfia---
ἐρεῖς	e)rei=s	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v2spia---
ἐρεῖς	e)rei=s	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v2spia---
ἐρεῖς	e)rei=s	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v2spia---
ἐρεῖς	e)rei=s	ἐρῶ	e)rw=	urn:cite2:hmt:lsj.chicago_md:n42830	v2sfia---
ἐρημίᾳ	e)rhmi/a|	ἐρημία	e)rhmi/a	urn:cite2:hmt:lsj.chicago_md:n42366	n-p---fn-
ἐρημίᾳ	e)rhmi/a|	ἐρημία	e)rhmi/a	urn:cite2:hmt:lsj.chicago_md:n42366	n-p---fv-
ἐρημίᾳ	e)rhmi/a|	ἐρημία	e)rhmi/a	urn:cite2:hmt:lsj.chicago_md:n42366	n-s---fd-
ἐροῦ	e)rou=	ἔρομαι	e)/romai	urn:cite2:hmt:lsj.chicago_md:n42648	v2samm---
ἐροῦ	e)rou=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v2spme---
ἐροῦ	e)rou=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v2spme---
ἐροῦ	e)rou=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v2spme---
ἐροῦ	e)rou=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v2siie---
ἐροῦ	e)rou=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v2siie---
ἐροῦ	e)rou=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v2siie---
ἐρρύπων	e)rru/pwn	ῥυπάω	r(upa/w	urn:cite2:hmt:lsj.chicago_md:n92823	v3piia---
ἐρρύπων	e)rru/pwn	ῥυπάω	r(upa/w	urn:cite2:hmt:lsj.chicago_md:n92823	v1siia---
ἐρρύπων	e)rru/pwn	ῥυπόω	r(upo/w	urn:cite2:hmt:lsj.chicago_md:n92832	v3piia---
ἐρρύπων	e)rru/pwn	ῥυπόω	r(upo/w	urn:cite2:hmt:lsj.chicago_md:n92832	v1siia---
ἐρυθράν	e)ruqra/n	ἐρυθρός	e)ruqro/s	urn:cite2:hmt:lsj.chicago_md:n42775	a-s---fa-
ἐρυθρόπους	e)ruqro/pous	ἐρυθρόπους	e)ruqro/pous	urn:cite2:hmt:lsj.chicago_md:n42773	n-s---mn-
ἐρυθρόπους	e)ruqro/pous	ἐρυθρόπους	e)ruqro/pous	urn:cite2:hmt:lsj.chicago_md:n42773	n-s---mv-
ἐρυθρόπους	e)ruqro/pous	ἐρυθρόπους	e)ruqro/pous	urn:cite2:hmt:lsj.chicago_md:n42773	n-s---fn-
ἐρυθρόπους	e)ruqro/pous	ἐρυθρόπους	e)ruqro/pous	urn:cite2:hmt:lsj.chicago_md:n42773	n-s---fv-
ἐρωδιοί	e)rwdioi/	ἐρῳδιός	e)rw|dio/s	urn:cite2:hmt:lsj.chicago_md:n42833	n-p---mn-
ἐρωδιοί	e)rwdioi/	ἐρῳδιός	e)rw|dio/s	urn:cite2:hmt:lsj.chicago_md:n42833	n-p---mv-
ἐρωδιῷ	e)rwdiw=|	ἐρῳδιός	e)rw|dio/s	urn:cite2:hmt:lsj.chicago_md:n42833	n-s---md-
ἐρέψομεν	e)re/yomen	ἐρέφω	e)re/fw	urn:cite2:hmt:lsj.chicago_md:n42351	v1pasa---
ἐρέψομεν	e)re/yomen	ἐρέφω	e)re/fw	urn:cite2:hmt:lsj.chicago_md:n42351	v1pfia---
ἐρέψομεν	e)re/yomen	ἐρέπτομαι	e)re/ptomai	urn:cite2:hmt:lsj.chicago_md:n42303	v1pasa---
ἐρέψομεν	e)re/yomen	ἐρέπτομαι	e)re/ptomai	urn:cite2:hmt:lsj.chicago_md:n42303	v1pfia---
ἐρίων	e)ri/wn	ἔριον	e)/rion	urn:cite2:hmt:lsj.chicago_md:n42495	n-p---ng-
ἐρίων	e)ri/wn	ἔροσ2	e)/ros	urn:cite2:hmt:lsj.chicago_md:n42650	n-p---ng-
ἐρίων	e)ri/wn	ἔροσ2	e)/ros	urn:cite2:hmt:lsj.chicago_md:n42651	n-p---ng-
ἐρίων	e)ri/wn	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v-sppamn-
ἐρίων	e)ri/wn	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v-sppamn-
ἐρίων	e)ri/wn	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v-sppamn-
ἐρίων	e)ri/wn	ἐρῶ	e)rw=	urn:cite2:hmt:lsj.chicago_md:n42830	v-sfpamn-
ἐρόεντα	e)ro/enta	ἐρόεις	e)ro/eis	urn:cite2:hmt:lsj.chicago_md:n42647	n-p---nn-
ἐρόεντα	e)ro/enta	ἐρόεις	e)ro/eis	urn:cite2:hmt:lsj.chicago_md:n42647	n-p---nv-
ἐρόεντα	e)ro/enta	ἐρόεις	e)ro/eis	urn:cite2:hmt:lsj.chicago_md:n42647	n-p---na-
ἐρόεντα	e)ro/enta	ἐρόεις	e)ro/eis	urn:cite2:hmt:lsj.chicago_md:n42647	n-s---ma-
ἐρώτα	e)rw/ta	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v2spma---
ἐρώτα	e)rw/ta	ἐρωτάω	e)rwta/w	urn:cite2:hmt:lsj.chicago_md:n42842	v3siia---
ἐρᾷ	e)ra=|	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spse---
ἐρᾷ	e)ra=|	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spse---
ἐρᾷ	e)ra=|	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spie---
ἐρᾷ	e)ra=|	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spie---
ἐρᾷ	e)ra=|	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v3spsa---
ἐρᾷ	e)ra=|	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v3spsa---
ἐρᾷ	e)ra=|	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v3spia---
ἐρᾷ	e)ra=|	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v3spia---
ἐρᾷ	e)ra=|	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spse---
ἐρᾷ	e)ra=|	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spse---
ἐρᾷ	e)ra=|	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spie---
ἐρᾷ	e)ra=|	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spie---
ἐρᾷ	e)ra=|	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v3spsa---
ἐρᾷ	e)ra=|	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v3spsa---
ἐρᾷ	e)ra=|	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v3spia---
ἐρᾷ	e)ra=|	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v3spia---
ἐρᾷς	e)ra=|s	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spsa---
ἐρᾷς	e)ra=|s	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spsa---
ἐρᾷς	e)ra=|s	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spia---
ἐρᾷς	e)ra=|s	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spia---
ἐρᾷς	e)ra=|s	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spsa---
ἐρᾷς	e)ra=|s	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spsa---
ἐρᾷς	e)ra=|s	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spia---
ἐρᾷς	e)ra=|s	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spia---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spme---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spme---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v1spsa---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v1spsa---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v1spia---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v1spia---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2siie---
ἐρῶ	e)rw=	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2siie---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spme---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spme---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v1spsa---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v1spsa---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v1spia---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v1spia---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2siie---
ἐρῶ	e)rw=	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2siie---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v1spia---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v1spia---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v1spia---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v1spsa---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v1spsa---
ἐρῶ	e)rw=	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v1spsa---
ἐρῶ	e)rw=	ἐρῶ	e)rw=	urn:cite2:hmt:lsj.chicago_md:n42830	v1sfia---
ἐρῶσι	e)rw=si	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v-pppamd-
ἐρῶσι	e)rw=si	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v-pppamd-
ἐρῶσι	e)rw=si	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v-pppand-
ἐρῶσι	e)rw=si	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v-pppand-
ἐρῶσι	e)rw=si	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v3ppsa---
ἐρῶσι	e)rw=si	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v3ppsa---
ἐρῶσι	e)rw=si	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v3ppia---
ἐρῶσι	e)rw=si	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v3ppia---
ἐρῶσι	e)rw=si	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v-pppamd-
ἐρῶσι	e)rw=si	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v-pppamd-
ἐρῶσι	e)rw=si	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v-pppand-
ἐρῶσι	e)rw=si	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v-pppand-
ἐρῶσι	e)rw=si	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v3ppsa---
ἐρῶσι	e)rw=si	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v3ppsa---
ἐρῶσι	e)rw=si	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v3ppia---
ἐρῶσι	e)rw=si	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v3ppia---
ἐρῶσι	e)rw=si	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v3ppsa---
ἐρῶσι	e)rw=si	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v3ppsa---
ἐρῶσι	e)rw=si	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v3ppsa---
ἐρῶσιν	e)rw=sin	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v-pppamd-
ἐρῶσιν	e)rw=sin	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v-pppamd-
ἐρῶσιν	e)rw=sin	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v-pppand-
ἐρῶσιν	e)rw=sin	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v-pppand-
ἐρῶσιν	e)rw=sin	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v3ppsa---
ἐρῶσιν	e)rw=sin	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v3ppsa---
ἐρῶσιν	e)rw=sin	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v3ppia---
ἐρῶσιν	e)rw=sin	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v3ppia---
ἐρῶσιν	e)rw=sin	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v-pppamd-
ἐρῶσιν	e)rw=sin	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v-pppamd-
ἐρῶσιν	e)rw=sin	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v-pppand-
ἐρῶσιν	e)rw=sin	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v-pppand-
ἐρῶσιν	e)rw=sin	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v3ppsa---
ἐρῶσιν	e)rw=sin	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v3ppsa---
ἐρῶσιν	e)rw=sin	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v3ppia---
ἐρῶσιν	e)rw=sin	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v3ppia---
ἐρῶσιν	e)rw=sin	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42358	v3ppsa---
ἐρῶσιν	e)rw=sin	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42359	v3ppsa---
ἐρῶσιν	e)rw=sin	ἐρέω	e)re/w	urn:cite2:hmt:lsj.chicago_md:n42360	v3ppsa---
ἐς	e)s	εἰς	ei)s	urn:cite2:hmt:lsj.chicago_md:n31235	r--------
ἐσβιάζεται	e)sbia/zetai	εἰσβιάζομαι	ei)sbia/zomai	urn:cite2:hmt:lsj.chicago_md:n31311	v3spie---
ἐσβάς	e)sba/s	εἰσβαίνω	ei)sbai/nw	urn:cite2:hmt:lsj.chicago_md:n31305	v-sapamn-
ἐσβάς	e)sba/s	εἰσβαίνω	ei)sbai/nw	urn:cite2:hmt:lsj.chicago_md:n31305	v-sapamv-
ἐσθεῖ	e)sqei=	εἰσθέω	ei)sqe/w	urn:cite2:hmt:lsj.chicago_md:n31373	v3spia---
